Physical Time (s),enth_flux_viscous_left Monitor (kg-m/s^3)
6.36,2.7128475679595141e-09
6.3625,2.7131815085844742e-09
6.365,2.7136132901801613e-09
6.3675,2.7141366656368205e-09
6.37,2.7147433699238175e-09
6.3725,2.7154232549763896e-09
6.375,2.7161654053322932e-09
6.3775,2.7169586552184448e-09
6.38,2.7177920373378813e-09
6.3825,2.7186543684149972e-09
6.385,2.7195340015139292e-09
6.3875,2.7204191328562907e-09
6.39,2.7212970121138545e-09
6.3925,2.7221551079121349e-09
6.395,2.7229822853607308e-09
6.3975,2.7237684779861124e-09
6.4,2.7245041130659542e-09
6.4025,2.7251812636074845e-09
6.405,2.7257933328775274e-09
6.4075,2.7263338883909019e-09
6.41,2.7267976622369628e-09
6.4125,2.727180989614754e-09
6.415,2.7274806534317147e-09
6.4175,2.7276949771036109e-09
6.42,2.7278233583652846e-09
6.4225,2.7278660637350197e-09
6.425,2.7278242919957582e-09
6.4275,2.7277009802067933e-09
6.43,2.7275005723934473e-09
6.4325,2.7272294582955248e-09
6.435,2.7268957798138881e-09
6.4375,2.7265083740793432e-09
6.44,2.7260761485866326e-09
6.4425,2.7256082896642855e-09
6.445,2.7251137065300378e-09
6.4475,2.7246016176082557e-09
6.45,2.72408188187098e-09
6.4525,2.7235647117178454e-09
6.455,2.723060359102956e-09
6.4575,2.7225786030543817e-09
6.46,2.7221287612371258e-09
6.4625,2.7217196727315571e-09
6.465,2.721358933957925e-09
6.4675,2.7210542404591325e-09
6.47,2.7208128025885851e-09
6.4725,2.7206408673159455e-09
6.475,2.7205433249827194e-09
6.4775,2.7205232279607377e-09
6.48,2.7205818056005445e-09
6.4825,2.7207178124798536e-09
6.485,2.7209291973780366e-09
6.4875,2.7212127241704367e-09
6.49,2.7215643694984714e-09
6.4925,2.7219780920672287e-09
6.495,2.7224462037027486e-09
6.4975,2.7229601785788291e-09
6.5,2.7235101762143225e-09
6.5025,2.7240860368563733e-09
6.505,2.7246780507069412e-09
6.5075,2.7252770485114821e-09
6.51,2.7258740991014249e-09
6.5125,2.7264595521084519e-09
6.515,2.7270234147782883e-09
6.5175,2.7275556340697752e-09
6.52,2.7280453296841655e-09
6.5225,2.7284822332327876e-09
6.525,2.728855154158022e-09
6.5275,2.7291545761576484e-09
6.53,2.7293721437457667e-09
6.5325,2.7294997996936575e-09
6.535,2.7295320068967056e-09
6.5375,2.7294650698877357e-09
6.54,2.7292963012455034e-09
6.5425,2.7290254366380749e-09
6.545,2.7286528248165758e-09
6.5475,2.7281806294861741e-09
6.55,2.7276118265540834e-09
6.5525,2.7269510643012699e-09
6.555,2.726203977934843e-09
6.5575,2.7253779177485374e-09
6.56,2.724481719588626e-09
6.5625,2.7235252123182001e-09
6.565,2.7225190436015937e-09
6.5675,2.7214742500053116e-09
6.57,2.7204021504002194e-09
6.5725,2.7193142234560946e-09
6.575,2.7182222268950783e-09
6.5775,2.7171383005569348e-09
6.58,2.7160756412713927e-09
6.5825,2.7150472956055889e-09
6.585,2.7140651544423967e-09
6.5875,2.7131401711334845e-09
6.59,2.7122824218127854e-09
6.5925,2.7115014082511746e-09
6.595,2.7108064580299395e-09
6.5975,2.7102057594271568e-09
6.6,2.7097063068272003e-09
6.6025,2.7093128728487358e-09
6.605,2.7090288440398284e-09
6.6075,2.7088564327651793e-09
6.61,2.7087964884991419e-09
6.6125,2.7088486935312046e-09
6.615,2.7090116889438945e-09
6.6175,2.7092824740287575e-09
6.62,2.7096564608143125e-09
6.6225,2.7101270386626327e-09
6.625,2.7106855446203632e-09
6.6275,2.7113224185522839e-09
6.63,2.7120262310427283e-09
6.6325,2.7127850073733012e-09
6.635,2.7135866294287425e-09
6.6375,2.7144189228656088e-09
6.64,2.7152695469269596e-09
6.6425,2.7161258428353935e-09
6.645,2.7169745605183259e-09
6.6475,2.7178018274076564e-09
6.65,2.7185951365130077e-09
6.6525,2.7193423471109424e-09
6.655,2.7200330997919057e-09
6.6575,2.7206573070390683e-09
6.66,2.721207241111577e-09
6.6625,2.7216761755340411e-09
6.665,2.72205771951984e-09
6.6675,2.7223469560454905e-09
6.67,2.722539948868979e-09
6.6725,2.7226347640265045e-09
6.675,2.7226306399287372e-09
6.6775,2.722528323474791e-09
6.68,2.7223290576780966e-09
6.6825,2.7220360284575941e-09
6.685,2.7216533302236086e-09
6.6875,2.7211872811069079e-09
6.69,2.7206459271253116e-09
6.6925,2.7200392726270093e-09
6.695,2.7193774668210228e-09
6.6975,2.718671673331548e-09
6.7,2.717932964023473e-09
6.7025,2.7171724295287745e-09
6.705,2.716401792256285e-09
6.7075,2.7156328370891728e-09
6.71,2.714877766296158e-09
6.7125,2.7141486905724974e-09
6.715,2.7134572061334485e-09
6.7175,2.7128141033796254e-09
6.72,2.7122299835238988e-09
6.7225,2.7117140856952489e-09
6.725,2.7112759368996492e-09
6.7275,2.7109236859023814e-09
6.73,2.7106655925026652e-09
6.7325,2.7105076160515378e-09
6.735,2.7104542052998045e-09
6.7375,2.7105075514884077e-09
6.74,2.7106668888738235e-09
6.7425,2.7109308517319331e-09
6.745,2.7112964847001618e-09
6.7475,2.7117590936689886e-09
6.75,2.7123125230012683e-09
6.7525,2.7129493120769044e-09
6.755,2.7136596442115793e-09
6.7575,2.7144325956370004e-09
6.76,2.7152570847421754e-09
6.7625,2.716122383166271e-09
6.765,2.7170184677470783e-09
6.7675,2.717935195267607e-09
6.77,2.7188620501599164e-09
6.7725,2.7197879200353756e-09
6.775,2.7207009608070823e-09
6.7775,2.721587928983211e-09
6.78,2.722436250996385e-09
6.7825,2.7232333279988492e-09
6.785,2.7239678080436265e-09
6.7875,2.7246280398979229e-09
6.79,2.7252052542798876e-09
6.7925,2.7256919960175097e-09
6.795,2.7260817507249224e-09
6.7975,2.7263704807679305e-09
6.8,2.7265550948132837e-09
6.8025,2.726633591432471e-09
6.805,2.7266058997370152e-09
6.8075,2.7264730810176965e-09
6.81,2.7262376814367349e-09
6.8125,2.7259043153479314e-09
6.815,2.7254785973547409e-09
6.8175,2.7249678891124983e-09
6.82,2.7243809099152295e-09
6.8225,2.7237268772295457e-09
6.825,2.7230157252525517e-09
6.8275,2.7222574568669082e-09
6.83,2.7214626224256798e-09
6.8325,2.7206422347358969e-09
6.835,2.7198078641649606e-09
6.8375,2.7189719734223564e-09
6.84,2.7181472876323906e-09
6.8425,2.7173453517913251e-09
6.845,2.7165767814223717e-09
6.8475,2.7158516461766033e-09
6.85,2.7151791686970714e-09
6.8525,2.7145686451444176e-09
6.855,2.7140286878683747e-09
6.8575,2.7135661965119739e-09
6.86,2.7131867837013726e-09
6.8625,2.7128942221698419e-09
6.865,2.7126910462721691e-09
6.8675,2.7125787693782032e-09
6.87,2.7125581206179332e-09
6.8725,2.7126280277925044e-09
6.875,2.7127867061895356e-09
6.8775,2.7130299431096968e-09
6.88,2.7133519165193268e-09
6.8825,2.7137446519302342e-09
6.885,2.7141982879143311e-09
6.8875,2.7147021941317421e-09
6.89,2.7152453573642346e-09
6.8925,2.7158164979716518e-09
6.895,2.7164046510017249e-09
6.8975,2.7169982554538366e-09
6.9,2.7175856938847615e-09
6.9025,2.7181549125779728e-09
6.905,2.7186933642986115e-09
6.9075,2.7191892780442254e-09
6.91,2.7196309721084305e-09
6.9125,2.7200089690590781e-09
6.915,2.720315301985447e-09
6.9175,2.7205429164987707e-09
6.92,2.7206855670485265e-09
6.9225,2.7207386889781974e-09
6.925,2.7206980887579692e-09
6.9275,2.7205610578996649e-09
6.93,2.7203259893955717e-09
6.9325,2.7199933953247455e-09
6.935,2.7195645238412402e-09
6.9375,2.7190419011051207e-09
6.94,2.7184290345497826e-09
6.9425,2.7177313692018642e-09
6.945,2.716956027090934e-09
6.9475,2.7161123920642707e-09
6.95,2.7152111133302324e-09
6.9525,2.7142636716847391e-09
6.955,2.7132818567767398e-09
6.9575,2.7122772416497395e-09
6.96,2.7112616376911369e-09
6.9625,2.7102472929016288e-09
6.965,2.7092468589775828e-09
6.9675,2.7082730488265983e-09
6.97,2.7073387775176366e-09
6.9725,2.7064562646428342e-09
6.975,2.7056368927886742e-09
6.9775,2.7048914827388286e-09
6.98,2.7042300738326752e-09
6.9825,2.7036622372580433e-09
6.985,2.7031969640991266e-09
6.9875,2.7028421784899147e-09
6.99,2.7026043893648602e-09
6.9925,2.7024879602720571e-09
6.995,2.702494564937565e-09
6.9975,2.7026235277841119e-09
7.0,2.7028727809320516e-09
