Physical Time (s),enth_flux_pressure_right Monitor (kg-m/s^3): right_cv1,enth_flux_pressure_right Monitor (kg-m/s^3): right_cv2,enth_flux_pressure_right Monitor (kg-m/s^3): right_cv3,enth_flux_pressure_right Monitor (kg-m/s^3): right_cv4,enth_flux_pressure_right Monitor (kg-m/s^3): right_cv5,enth_flux_pressure_right Monitor (kg-m/s^3): right_cv6,enth_flux_pressure_right Monitor (kg-m/s^3): right_cv7
4.1425,0.00014321650185707653,4.1478547381708833e-05,3.4090920837093602e-05,3.2558279335605213e-05,2.9544142354329967e-05,2.1963195061792656e-05,1.0380083548143702e-05
4.145,0.0001436632521236505,4.1235914857518572e-05,3.3830583199956419e-05,3.2443614660129626e-05,2.9508997463875205e-05,2.2154162668319941e-05,1.0605033510977087e-05
4.1475,0.00014401671231524665,4.1130897945080909e-05,3.3681918273349021e-05,3.2421256781763082e-05,2.9531119725751674e-05,2.2366341725447431e-05,1.0861001059960035e-05
4.15,0.00014427609009950616,4.1159690310723111e-05,3.3644816409137633e-05,3.2480256183854709e-05,2.9593558578417142e-05,2.2601666394127959e-05,1.1145277883475361e-05
4.1525,0.00014445190291512136,4.1322777266822941e-05,3.3718611811303942e-05,3.2625449531708536e-05,2.9700095592248459e-05,2.286138225117983e-05,1.1455334709598889e-05
4.155,0.00014454222559760264,4.1617399297495104e-05,3.390479844271483e-05,3.2852660726983044e-05,2.9874328775140849e-05,2.3141049321263268e-05,1.1790620301806606e-05
4.1575,0.00014454288328399214,4.2040572402249545e-05,3.4201024227491392e-05,3.3176186674781165e-05,3.010961461258973e-05,2.3441434858143352e-05,1.2150008951160951e-05
4.16,0.000144463139062861,4.2591641057332881e-05,3.461109160203747e-05,3.3583849535863626e-05,3.039285684974528e-05,2.3764014872358599e-05,1.253001544810834e-05
4.1625,0.00014430831140198878,4.3269149797800082e-05,3.5134026070307879e-05,3.4072332830568975e-05,3.0732497840255419e-05,2.4106556962861271e-05,1.2927885469324189e-05
4.165,0.00014408399720215606,4.4074652175379333e-05,3.5775302184603426e-05,3.4645890343480594e-05,3.1131415745027018e-05,2.4467422344335972e-05,1.3342805910190543e-05
4.1675,0.0001437937859479864,4.500685047253999e-05,3.6530281789718517e-05,3.5290331824873435e-05,3.1577453557949119e-05,2.4849181190444757e-05,1.377055669813539e-05
4.17,0.00014344296048032665,4.6063139593630975e-05,3.7401354690810647e-05,3.6013075863427921e-05,3.2069583744578616e-05,2.5244725230542576e-05,1.4209660135982033e-05
4.1725,0.00014304072551973781,4.7245613974397967e-05,3.838961054112421e-05,3.680385501232342e-05,3.2621921617282759e-05,2.5654847046707537e-05,1.4658853040621729e-05
4.175,0.00014259465419189091,4.8552621426715816e-05,3.9491031362701558e-05,3.7655992473064403e-05,3.3216126275703071e-05,2.6073084654720556e-05,1.5114191584811386e-05
4.1775,0.00014210932537186708,4.9982880168467444e-05,4.0707584839523119e-05,3.8556766805949983e-05,3.3851606579581497e-05,2.6505425338478405e-05,1.557223461555171e-05
4.18,0.00014159227353579252,5.1534748584368936e-05,4.2022988654942471e-05,3.9500885340949754e-05,3.4518010749659826e-05,2.6946574808576953e-05,1.6032695564298499e-05
4.1825,0.00014105401443386084,5.3203751098496345e-05,4.3428597708598529e-05,4.0479961848631941e-05,3.5208464851771915e-05,2.7389458267574084e-05,1.6492629117141869e-05
4.185,0.00014049981800148064,5.4983226812529118e-05,4.4910755926292958e-05,4.1481086389666713e-05,3.5917991416687165e-05,2.7832647380549644e-05,1.6947395314877423e-05
4.1875,0.00013994316524333753,5.6862309993410951e-05,4.6438200652923942e-05,4.2495460111032369e-05,3.6641335492867628e-05,2.8273547514824357e-05,1.7394871123418585e-05
4.19,0.00013938813336856595,5.8828136210358151e-05,4.7989458499414763e-05,4.351272240082163e-05,3.7367371876725041e-05,2.870548575735636e-05,1.7834490262059593e-05
4.1925,0.00013884264071233759,6.0864188637992961e-05,4.9540377339314542e-05,4.4518948189973786e-05,3.8088104692885944e-05,2.9135435929865358e-05,1.8265201894444572e-05
4.195,0.0001383143688564069,6.2946450873578995e-05,5.1065164560482821e-05,4.550168201327309e-05,3.879738817366544e-05,2.9552963579984027e-05,1.8683750058432614e-05
4.1975,0.00013781345062296031,6.5033692804149077e-05,5.253845409985174e-05,4.6446348382312699e-05,3.9484835534060563e-05,2.9957776227188356e-05,1.9087173553046197e-05
4.2,0.00013734257827896233,6.7099486004033475e-05,5.3934443051209736e-05,4.7339721092375009e-05,4.0143473632419327e-05,3.0348452020287074e-05,1.9473262646150164e-05
4.2025,0.0001369095431842536,6.9097564596096742e-05,5.5226735623301798e-05,4.8167322512263594e-05,4.07617832014058e-05,3.071563554115511e-05,1.983926992163983e-05
4.205,0.00013651995471623642,7.0978852577234652e-05,5.6387818983572217e-05,4.8917420473493662e-05,4.1334329835940442e-05,3.1062620017752141e-05,2.0184557625021653e-05
4.2075,0.00013617744707435805,7.2690288795308601e-05,5.7389703473721741e-05,4.9570044689731999e-05,4.185378365650226e-05,3.1378934255349593e-05,2.0506254934487769e-05
4.21,0.00013588569584155742,7.4176522092030798e-05,5.822232230956486e-05,5.0119375788511155e-05,4.230795559992776e-05,3.1668044098228211e-05,2.0803711764644447e-05
4.2125,0.00013565049748773272,7.5377817311150135e-05,5.8860831815970577e-05,5.0556392415973917e-05,4.2694681603424196e-05,3.192347406511339e-05,2.1076624111021763e-05
4.215,0.00013547150594867699,7.624168657454539e-05,5.928592211927271e-05,5.0868468104181612e-05,4.3012007384796666e-05,3.2142826784679021e-05,2.1322221435551851e-05
4.2175,0.00013535333610154764,7.6721915770313557e-05,5.9495190750599864e-05,5.1046308392017312e-05,4.3261550680880498e-05,3.2326390685379368e-05,2.1539417544386204e-05
