Physical Time (s),FreestreamDynamicViscosity Monitor (Pa-s)
6.3625,1.845966610260976e-05
6.365,1.8459666102609763e-05
6.3675,1.845966610260976e-05
6.37,1.8459666102609753e-05
6.3725,1.845966610260975e-05
6.375,1.845966610260974e-05
6.3775,1.8459666102609733e-05
6.38,1.8459666102609726e-05
6.3825,1.8459666102609716e-05
6.385,1.8459666102609709e-05
6.3875,1.8459666102609696e-05
6.39,1.8459666102609682e-05
6.3925,1.8459666102609679e-05
6.395,1.8459666102609658e-05
6.3975,1.8459666102609645e-05
6.4,1.8459666102609635e-05
6.4025,1.8459666102609614e-05
6.405,1.8459666102609608e-05
6.4075,1.8459666102609594e-05
6.41,1.8459666102609581e-05
6.4125,1.8459666102609564e-05
6.415,1.8459666102609553e-05
6.4175,1.845966610260953e-05
6.42,1.8459666102609523e-05
6.4225,1.8459666102609509e-05
6.425,1.8459666102609492e-05
6.4275,1.8459666102609472e-05
6.43,1.8459666102609459e-05
6.4325,1.8459666102609442e-05
6.435,1.8459666102609431e-05
6.4375,1.8459666102609425e-05
6.44,1.8459666102609408e-05
6.4425,1.8459666102609391e-05
6.445,1.8459666102609381e-05
6.4475,1.845966610260937e-05
6.45,1.8459666102609357e-05
6.4525,1.8459666102609347e-05
6.455,1.8459666102609333e-05
6.4575,1.845966610260933e-05
6.46,1.845966610260932e-05
6.4625,1.8459666102609313e-05
6.465,1.8459666102609313e-05
6.4675,1.8459666102609296e-05
6.47,1.8459666102609293e-05
6.4725,1.8459666102609296e-05
6.475,1.8459666102609289e-05
6.4775,1.8459666102609286e-05
6.48,1.8459666102609279e-05
6.4825,1.8459666102609279e-05
6.485,1.8459666102609279e-05
6.4875,1.8459666102609279e-05
6.49,1.8459666102609279e-05
6.4925,1.8459666102609279e-05
6.495,1.8459666102609286e-05
6.4975,1.8459666102609289e-05
6.5,1.8459666102609289e-05
6.5025,1.8459666102609289e-05
6.505,1.8459666102609293e-05
6.5075,1.8459666102609296e-05
6.51,1.8459666102609293e-05
6.5125,1.8459666102609296e-05
6.515,1.8459666102609313e-05
6.5175,1.8459666102609316e-05
6.52,1.845966610260932e-05
6.5225,1.8459666102609326e-05
6.525,1.8459666102609337e-05
6.5275,1.8459666102609347e-05
6.53,1.8459666102609357e-05
6.5325,1.845966610260937e-05
6.535,1.8459666102609377e-05
6.5375,1.8459666102609391e-05
6.54,1.8459666102609408e-05
6.5425,1.8459666102609425e-05
6.545,1.8459666102609435e-05
6.5475,1.8459666102609452e-05
6.55,1.8459666102609465e-05
6.5525,1.8459666102609479e-05
6.555,1.8459666102609496e-05
6.5575,1.8459666102609506e-05
6.56,1.845966610260952e-05
6.5625,1.845966610260954e-05
6.565,1.8459666102609553e-05
6.5675,1.845966610260956e-05
6.57,1.845966610260957e-05
6.5725,1.8459666102609584e-05
6.575,1.8459666102609594e-05
6.5775,1.8459666102609604e-05
6.58,1.8459666102609614e-05
6.5825,1.8459666102609631e-05
6.585,1.8459666102609635e-05
6.5875,1.8459666102609645e-05
6.59,1.8459666102609658e-05
6.5925,1.8459666102609662e-05
6.595,1.8459666102609669e-05
6.5975,1.8459666102609679e-05
6.6,1.8459666102609682e-05
6.6025,1.8459666102609682e-05
6.605,1.8459666102609682e-05
6.6075,1.8459666102609689e-05
6.61,1.8459666102609692e-05
6.6125,1.8459666102609696e-05
6.615,1.8459666102609702e-05
6.6175,1.8459666102609699e-05
6.62,1.8459666102609709e-05
6.6225,1.8459666102609709e-05
6.625,1.8459666102609699e-05
6.6275,1.8459666102609702e-05
6.63,1.8459666102609696e-05
6.6325,1.8459666102609689e-05
6.635,1.8459666102609682e-05
6.6375,1.8459666102609682e-05
6.64,1.8459666102609679e-05
6.6425,1.8459666102609665e-05
6.645,1.8459666102609658e-05
6.6475,1.8459666102609645e-05
6.65,1.8459666102609635e-05
6.6525,1.8459666102609631e-05
6.655,1.8459666102609625e-05
6.6575,1.8459666102609611e-05
6.66,1.8459666102609594e-05
6.6625,1.8459666102609591e-05
6.665,1.8459666102609574e-05
6.6675,1.845966610260956e-05
6.67,1.845966610260955e-05
6.6725,1.845966610260953e-05
6.675,1.8459666102609523e-05
6.6775,1.8459666102609506e-05
6.68,1.8459666102609499e-05
6.6825,1.8459666102609486e-05
6.685,1.8459666102609472e-05
6.6875,1.8459666102609459e-05
6.69,1.8459666102609442e-05
6.6925,1.8459666102609431e-05
6.695,1.8459666102609418e-05
6.6975,1.8459666102609408e-05
6.7,1.8459666102609401e-05
6.7025,1.8459666102609384e-05
6.705,1.8459666102609377e-05
6.7075,1.845966610260937e-05
6.71,1.8459666102609364e-05
6.7125,1.8459666102609354e-05
6.715,1.8459666102609347e-05
6.7175,1.8459666102609337e-05
6.72,1.8459666102609337e-05
6.7225,1.845966610260933e-05
6.725,1.8459666102609323e-05
6.7275,1.8459666102609316e-05
6.73,1.8459666102609313e-05
6.7325,1.8459666102609309e-05
6.735,1.8459666102609309e-05
6.7375,1.8459666102609313e-05
6.74,1.8459666102609303e-05
6.7425,1.8459666102609303e-05
6.745,1.8459666102609303e-05
6.7475,1.8459666102609303e-05
6.75,1.8459666102609303e-05
6.7525,1.8459666102609313e-05
6.755,1.8459666102609313e-05
6.7575,1.8459666102609316e-05
6.76,1.8459666102609323e-05
6.7625,1.8459666102609326e-05
6.765,1.845966610260933e-05
6.7675,1.8459666102609337e-05
6.77,1.8459666102609333e-05
6.7725,1.8459666102609337e-05
6.775,1.8459666102609347e-05
6.7775,1.8459666102609357e-05
6.78,1.845966610260937e-05
6.7825,1.8459666102609377e-05
6.785,1.8459666102609387e-05
6.7875,1.8459666102609401e-05
6.79,1.8459666102609408e-05
6.7925,1.8459666102609418e-05
6.795,1.8459666102609431e-05
6.7975,1.8459666102609435e-05
6.8,1.8459666102609455e-05
6.8025,1.8459666102609465e-05
6.805,1.8459666102609475e-05
6.8075,1.8459666102609492e-05
6.81,1.8459666102609503e-05
6.8125,1.8459666102609506e-05
6.815,1.845966610260952e-05
6.8175,1.845966610260953e-05
6.82,1.8459666102609547e-05
6.8225,1.8459666102609553e-05
6.825,1.8459666102609564e-05
6.8275,1.8459666102609577e-05
6.83,1.8459666102609591e-05
6.8325,1.8459666102609591e-05
6.835,1.8459666102609608e-05
6.8375,1.8459666102609614e-05
6.84,1.8459666102609625e-05
6.8425,1.8459666102609635e-05
6.845,1.8459666102609638e-05
6.8475,1.8459666102609645e-05
6.85,1.8459666102609658e-05
6.8525,1.8459666102609662e-05
6.855,1.8459666102609665e-05
6.8575,1.8459666102609669e-05
6.86,1.8459666102609679e-05
6.8625,1.8459666102609679e-05
6.865,1.8459666102609682e-05
6.8675,1.8459666102609682e-05
6.87,1.8459666102609682e-05
6.8725,1.8459666102609682e-05
6.875,1.8459666102609682e-05
6.8775,1.8459666102609682e-05
6.88,1.8459666102609682e-05
6.8825,1.8459666102609682e-05
6.885,1.8459666102609679e-05
6.8875,1.8459666102609669e-05
6.89,1.8459666102609662e-05
6.8925,1.8459666102609658e-05
6.895,1.8459666102609652e-05
6.8975,1.8459666102609645e-05
6.9,1.8459666102609638e-05
6.9025,1.8459666102609635e-05
6.905,1.8459666102609631e-05
6.9075,1.8459666102609614e-05
6.91,1.8459666102609608e-05
6.9125,1.8459666102609591e-05
6.915,1.8459666102609591e-05
6.9175,1.8459666102609574e-05
6.92,1.8459666102609564e-05
6.9225,1.845966610260955e-05
6.925,1.8459666102609543e-05
6.9275,1.8459666102609526e-05
6.93,1.8459666102609513e-05
6.9325,1.8459666102609509e-05
6.935,1.8459666102609496e-05
6.9375,1.8459666102609482e-05
6.94,1.8459666102609469e-05
6.9425,1.8459666102609459e-05
6.945,1.8459666102609452e-05
6.9475,1.8459666102609438e-05
6.95,1.8459666102609435e-05
6.9525,1.8459666102609425e-05
6.955,1.8459666102609418e-05
6.9575,1.8459666102609411e-05
6.96,1.8459666102609401e-05
6.9625,1.8459666102609387e-05
6.965,1.8459666102609381e-05
6.9675,1.8459666102609377e-05
6.97,1.845966610260937e-05
6.9725,1.8459666102609357e-05
6.975,1.8459666102609354e-05
6.9775,1.8459666102609347e-05
6.98,1.8459666102609337e-05
6.9825,1.8459666102609337e-05
6.985,1.8459666102609337e-05
6.9875,1.8459666102609337e-05
6.99,1.845966610260933e-05
6.9925,1.8459666102609337e-05
6.995,1.8459666102609337e-05
6.9975,1.8459666102609337e-05
7.0,1.8459666102609337e-05
