Physical Time (s),enth_flux_pressure_right Monitor (W): right_cv1,enth_flux_pressure_right Monitor (W): right_cv2,enth_flux_pressure_right Monitor (W): right_cv3,enth_flux_pressure_right Monitor (W): right_cv4,enth_flux_pressure_right Monitor (W): right_cv5,enth_flux_pressure_right Monitor (W): right_cv6,enth_flux_pressure_right Monitor (W): right_cv7
0.3625,1.2741289547452122e-06,-1.2904059601779218e-06,1.5128668705470268e-06,3.9484628218270651e-06,5.6464358891623965e-06,6.3337715700332031e-06,2.7424331821813007e-06
0.365,1.8919234345282014e-06,-7.176976162598163e-07,2.0342903183209831e-06,4.4649645677109964e-06,6.1903465979275801e-06,6.9827886495155204e-06,3.2632942836820249e-06
0.3675,2.7277002464223209e-06,2.8159324301691052e-08,2.59880841719881e-06,4.912960410222067e-06,6.5933098823378638e-06,7.4791317601404111e-06,3.7916580027529009e-06
0.37,3.7361039032862984e-06,9.1130052752883038e-07,3.1804879374494281e-06,5.2703863501767768e-06,6.8334062679821123e-06,7.7810207281131809e-06,4.2832363699187885e-06
0.3725,4.8601903233357988e-06,1.8838183684607383e-06,3.7503067147496143e-06,5.5204419230613941e-06,6.8979069465462355e-06,7.8582285816686959e-06,4.6966520459235072e-06
0.375,6.0336519883924196e-06,2.8881065827295104e-06,4.2756608233856722e-06,5.6497873129703951e-06,6.7814221471902918e-06,7.6934269483575705e-06,4.9956071562731861e-06
0.3775,7.1842383004087359e-06,3.8585403401911133e-06,4.7225619824777196e-06,5.6492618301215519e-06,6.48644444438405e-06,7.282960627270954e-06,5.1513576532536905e-06
0.38,8.2393304024292898e-06,4.7281762095732942e-06,5.0574185296134363e-06,5.5124094092606427e-06,6.0213986094174229e-06,6.6368274796836403e-06,5.1445269831353082e-06
0.3825,9.1303078715016255e-06,5.4329097311385102e-06,5.2474610842390539e-06,5.2361052577632525e-06,5.3993693487147295e-06,5.7765604297384275e-06,4.9646766045914157e-06
0.385,9.7967427240375211e-06,5.9173670775238562e-06,5.2659517495731205e-06,4.8199647510347251e-06,4.6374766613280398e-06,4.7321490941955252e-06,4.6103595448493086e-06
0.3875,1.0193725589917535e-05,6.1393749947365627e-06,5.0917565457875538e-06,4.2648485352372834e-06,3.7539123703209356e-06,3.5410794027381561e-06,4.0888066514257783e-06
0.39,1.0291244331502371e-05,6.0717562813625201e-06,4.711544673845434e-06,3.5736856534876637e-06,2.7672358645614982e-06,2.243572123797187e-06,3.4119932025312165e-06
0.3925,1.0077045443029475e-05,5.7056724535017444e-06,4.1219021547252773e-06,2.7511129372907327e-06,1.6972249178093807e-06,8.814018633414947e-07,2.5983781787808278e-06
0.395,9.5569840322972643e-06,5.0495020014370576e-06,3.3288439463073952e-06,1.8056311436559365e-06,5.6238323351283743e-07,-5.0281265662369475e-07,1.6720934519955302e-06
0.3975,8.7543545485590412e-06,4.1291704761244226e-06,2.3498599802019414e-06,7.5115279645829922e-07,-6.163864707975156e-07,-1.8676773484016371e-06,6.6198263485766287e-07
0.4,7.7078392580143039e-06,2.9848728367200417e-06,1.2123255436466269e-06,-3.92239217107453e-07,-1.8157979332133135e-06,-3.1738728412811047e-06,-3.9843813403430083e-07
0.4025,6.4682985845989915e-06,1.6681579478236027e-06,-4.6645470130773591e-08,-1.5973128713127929e-06,-3.0091390604161066e-06,-4.3841000086194218e-06,-1.4720971243726225e-06
0.405,5.0975686319142403e-06,2.3967223848982978e-07,-1.3797396470780842e-06,-2.8273375994510308e-06,-4.1637178135754951e-06,-5.4617909514331157e-06,-2.5177441467131063e-06
0.4075,3.6656897292955601e-06,-1.2318511643961517e-06,-2.7308113893098763e-06,-4.0362045794754271e-06,-5.2403916713418386e-06,-6.3711261791123014e-06,-3.4911293904656085e-06
0.41,2.2469591803711681e-06,-2.6747195598035843e-06,-4.0374902652961901e-06,-5.1695919172588963e-06,-6.1941803491765366e-06,-7.0775888151541231e-06,-4.3473179934123698e-06
0.4125,9.1716692612760442e-07,-4.0160286282094656e-06,-5.2328994384315084e-06,-6.1676259712290601e-06,-6.9757895159606865e-06,-7.5489561813169811e-06,-5.0431997830533572e-06
0.415,-2.50364837458212e-07,-5.184363628590745e-06,-6.2494066779680784e-06,-6.968259103917082e-06,-7.5344814615453368e-06,-7.7574424148078902e-06,-5.5403279072881291e-06
0.4175,-1.1894476306025508e-06,-6.1142609150395512e-06,-7.022990277571846e-06,-7.5129535224773603e-06,-7.823713647823622e-06,-7.682430790255978e-06,-5.8088081360188025e-06
0.42,-1.8448764175084184e-06,-6.7504784197896183e-06,-7.4983407979122531e-06,-7.7522770643190867e-06,-7.8062311071206024e-06,-7.3140138544932343e-06,-5.8304563357329927e-06
0.4225,-2.1766105696169104e-06,-7.0510746659328095e-06,-7.6332432704139802e-06,-7.6509915296770548e-06,-7.4592612977991379e-06,-6.6565761447014752e-06,-5.6003905712601674e-06
0.425,-2.163255527573201e-06,-6.9913527000439759e-06,-7.4039545542287233e-06,-7.1938828959060425e-06,-6.7793894848469392e-06,-5.7305248602205144e-06,-5.1289177606763043e-06
0.4275,-1.8036712562421317e-06,-6.5661966660701965e-06,-6.8064037188036055e-06,-6.3868163691074037e-06,-5.7839997348674381e-06,-4.5715563300702302e-06,-4.4390303842357033e-06
0.43,-1.1159196412209981e-06,-5.7899995732004644e-06,-5.8577876291211452e-06,-5.257046156208952e-06,-4.509683490888653e-06,-3.2281527104622717e-06,-3.564855749301137e-06
0.4325,-1.3726536021103314e-07,-4.6971281559038596e-06,-4.5960369193835724e-06,-3.852444297649525e-06,-3.0120535285694174e-06,-1.7612422925562121e-06,-2.5494409262657855e-06
0.435,1.0806004659986923e-06,-3.3386803088094675e-06,-3.0775048806617776e-06,-2.2370045334560931e-06,-1.3601254249521694e-06,-2.3649889001054228e-07,-1.4405328029258167e-06
0.4375,2.4774929293682676e-06,-1.7764135022614542e-06,-1.3695501821264971e-06,-4.8305940569007721e-07,3.7213581809979284e-07,1.2818098330522231e-06,-2.8411562918062936e-07
0.44,3.980703476476125e-06,-8.8081012810913924e-08,4.4470149496904981e-07,1.3249943633785564e-06,2.1029075370331947e-06,2.7281292429041909e-06,8.6924573277038531e-07
0.4425,5.5160717255720651e-06,1.6445880577824815e-06,2.278795502974334e-06,3.1032076886555494e-06,3.7552782666309066e-06,4.0473942098901029e-06,1.9743854317522049e-06
0.445,7.0113650929673975e-06,3.3388919609261763e-06,4.0459558022031993e-06,4.772108019383761e-06,5.2606042321800286e-06,5.1959429491102264e-06,2.9910556855525079e-06
0.4475,8.3990376070389941e-06,4.9153981057690642e-06,5.6640471474658024e-06,6.2602178928590065e-06,6.5619335417370366e-06,6.1436197688736735e-06,3.8852766903051257e-06
0.45,9.6201598886103516e-06,6.3026705153424695e-06,7.0602231113580682e-06,7.5078389415192355e-06,7.6161972675068734e-06,6.8728591897433722e-06,4.6295064333156539e-06
0.4525,1.0624122747075622e-05,7.4378849409870547e-06,8.1722211458546099e-06,8.4665144018078079e-06,8.3919469194222185e-06,7.3753128141898587e-06,5.2007657883062696e-06
0.455,1.1372422602537761e-05,8.2728086884970313e-06,8.9539955923169761e-06,9.1036116036999891e-06,8.8722045985263034e-06,7.6523812029567169e-06,5.5835700267325629e-06
0.4575,1.1837415268558651e-05,8.7722203656816232e-06,9.3740946797411678e-06,9.3990256754700908e-06,9.0493790935607328e-06,7.7084868626679396e-06,5.7666425698152969e-06
0.46,1.2002504051506671e-05,8.9155992777481652e-06,9.4161718190651734e-06,9.3447746087386365e-06,8.9236200067722234e-06,7.549387113824248e-06,5.7437753340294527e-06
0.4625,1.1859061852932552e-05,8.6947815819554245e-06,9.0793525895738188e-06,8.9461525014227876e-06,8.5039639212922841e-06,7.1827940455853959e-06,5.5128584063679387e-06
0.465,1.1415832740081903e-05,8.1233601523768512e-06,8.3828785056984736e-06,8.2222730124819016e-06,7.8066207494862873e-06,6.6156722805646189e-06,5.0793533805856444e-06
0.4675,1.0692116014388312e-05,7.2282936910352137e-06,7.3588886187226148e-06,7.2017992225443696e-06,6.8527345457114584e-06,5.855614817040629e-06,4.4541938680774059e-06
0.47,9.7194174218440785e-06,6.0513178830763157e-06,6.0535225719915355e-06,5.9248035631491904e-06,5.6714834249788963e-06,4.9142650519755194e-06,3.6554688404412098e-06
0.4725,8.5403028154200165e-06,4.6475372030828774e-06,4.5247894294979681e-06,4.4408202255277827e-06,4.2991745589813263e-06,3.8083295653773922e-06,2.7079190345193923e-06
0.475,7.2082393266536176e-06,3.0832187438191083e-06,2.8410227405084327e-06,2.808919020510092e-06,2.7815176759604975e-06,2.5629939017840904e-06,1.6439925573717848e-06
0.4775,5.7832877401555281e-06,1.4311140599528471e-06,1.0753278745379928e-06,1.0930496013082838e-06,1.170415453376638e-06,1.2106466655449773e-06,5.0060724566530292e-07
0.48,4.33147467763718e-06,-2.3091879923841303e-07,-6.9383989233249929e-07,-6.371120857018549e-07,-4.7455813592777292e-07,-2.0656210823888954e-07,-6.7938654192011209e-07
0.4825,2.9203310953462273e-06,-1.8262365212899828e-06,-2.3896294383638805e-06,-2.3116315042863911e-06,-2.0909078771319972e-06,-1.63939656711397e-06,-1.850532746913545e-06
0.485,1.6149800408929174e-06,-3.2828655895008416e-06,-3.9402129340389971e-06,-3.862356442170987e-06,-3.6157165083351135e-06,-3.0343704928623958e-06,-2.9668612362202666e-06
0.4875,4.7534098611721538e-07,-4.5375635200267038e-06,-5.2815042827136306e-06,-5.2272484029163691e-06,-4.9879041787007781e-06,-4.3362829268988404e-06,-3.9836635956930964e-06
0.49,-4.4808659502383579e-07,-5.5382711283626989e-06,-6.3607582602605185e-06,-6.352893144230838e-06,-6.1528424849968402e-06,-5.4917180163683073e-06,-4.8594434433829018e-06
0.4925,-1.115964211626847e-06,-6.247147924965164e-06,-7.138862220643176e-06,-7.1976346142619423e-06,-7.0654051854954692e-06,-6.4528451966347855e-06,-5.5584150481621521e-06
0.495,-1.5032348031773338e-06,-6.6419402053931333e-06,-7.5924608180619881e-06,-7.7341345223671963e-06,-7.6933866950683907e-06,-7.1811683148721839e-06,-6.0528148239168394e-06
0.4975,-1.598322235151004e-06,-6.7155500000258375e-06,-7.7137140504722356e-06,-7.9496612249403593e-06,-8.0177774695638783e-06,-7.6488160425689155e-06,-6.3234571693864288e-06
0.5,-1.4031194964248278e-06,-6.4746908770704239e-06,-7.5090646738429417e-06,-7.8453798853787627e-06,-8.0326939805541382e-06,-7.8376880487754165e-06,-6.3595961123124767e-06
0.5025,-9.3508336734660341e-07,-5.9422430963467551e-06,-7.001196958576894e-06,-7.4383998190170602e-06,-7.7472930970405976e-06,-7.742693507013377e-06,-6.161297248435917e-06
0.505,-2.2405972013389886e-07,-5.1529576758670233e-06,-6.2255907436013757e-06,-6.7589274965326224e-06,-7.1844178581289569e-06,-7.3719584987595132e-06,-5.7397391956040356e-06
0.5075,6.900250859767426e-07,-4.1509212887005552e-06,-5.2272059241605623e-06,-5.8472665937292472e-06,-6.3774411026382803e-06,-6.7448698510150446e-06,-5.1158633107302793e-06
0.51,1.7584276610464304e-06,-2.9879686181563863e-06,-4.0587048875758861e-06,-4.7515032481261894e-06,-5.3683164163218159e-06,-5.891004348686101e-06,-4.3196123834229301e-06
0.5125,2.9298013891136826e-06,-1.7179795903617178e-06,-2.7740358745843417e-06,-3.5213428607306384e-06,-4.2013670241760227e-06,-4.8449033801908788e-06,-3.3849467824063967e-06
0.515,4.1469834350212178e-06,-3.9945316518690077e-07,-1.4308721508563254e-06,-2.2099092899350527e-06,-2.9251624235021102e-06,-3.6488185080237393e-06,-2.3525970427572011e-06
0.5175,5.35248436314833e-06,9.091453337177713e-07,-8.59989216354867e-08,-8.7025736239597739e-07,-1.5897355988395557e-06,-2.3498500700322962e-06,-1.2668888148972789e-06
0.52,6.4922401137579272e-06,2.1530298712360016e-06,1.2091385738334097e-06,4.4951593733446938e-07,-2.4171532923043163e-07,-9.9560021747280287e-07,-1.7117190338307551e-07
0.5225,7.5179918353394154e-06,3.2833075622684718e-06,2.4095562388200537e-06,1.7067707121923239e-06,1.0762273869293084e-06,3.6696148342457958e-07,8.9351714427255692e-07
0.525,8.3878810060318193e-06,4.2576530706891605e-06,3.4771777602758364e-06,2.8643971603089937e-06,2.3250283176714018e-06,1.6925276562325464e-06,1.8889195056349763e-06
0.5275,9.0686249806955075e-06,5.0421194942701325e-06,4.3814515186868328e-06,3.8913747434020731e-06,3.4697241452182251e-06,2.9377135409784156e-06,2.7809992546549896e-06
0.53,9.5371603596250881e-06,5.6124318959719585e-06,5.0999434766819393e-06,4.7629580361131176e-06,4.4804398354410662e-06,4.063912046460199e-06,3.5413132067896542e-06
0.5325,9.7804332781524289e-06,5.9544728521066843e-06,5.6179950201667905e-06,5.4599786998035778e-06,5.3317700678990445e-06,5.0370634204973586e-06,4.1476696061922411e-06
0.535,9.7964865022551268e-06,6.0647661307737304e-06,5.9283794056102309e-06,5.9692966514954164e-06,6.0036087786857349e-06,5.8290152315828793e-06,4.584767683515635e-06
0.5375,9.5942529828603632e-06,5.95018781461987e-06,6.031413361931173e-06,6.2832124334876326e-06,6.4813306955362491e-06,6.4187732058318613e-06,4.8447399893812839e-06
0.54,9.1913074031781965e-06,5.6258546943227407e-06,5.9325994835800461e-06,6.3976465073694984e-06,6.754128828495174e-06,6.7911244030843083e-06,4.9256335719065487e-06
0.5425,8.6156382623972782e-06,5.1170234263681726e-06,5.6450246370462222e-06,6.3155974453001005e-06,6.8180277630071098e-06,6.9393563601575381e-06,4.833552716862309e-06
0.545,7.9040942170374828e-06,4.4573103638399722e-06,5.1885300155405676e-06,6.0462145548433465e-06,6.6763827425583603e-06,6.866441311493592e-06,4.5827876789652381e-06
0.5475,7.0990184219490597e-06,3.686567839366578e-06,4.5894027394865183e-06,5.6055094000508094e-06,6.3403366056439371e-06,6.5847039097247488e-06,4.1946247096109007e-06
0.55,6.2455622976948617e-06,2.8467755604325161e-06,3.8774363066006799e-06,5.0151337154568117e-06,5.8277458280357921e-06,6.1141277722979591e-06,3.6951148052370229e-06
0.5525,5.3893027237404051e-06,1.9813787111322512e-06,3.0853827369238904e-06,4.3008475140134159e-06,5.161937315696054e-06,5.4808438899321449e-06,3.113607557231015e-06
0.555,4.5744399587485968e-06,1.1328419232442344e-06,2.2482252350517657e-06,3.4931626286844681e-06,4.3718509822544689e-06,4.7163988987607214e-06,2.4818223328951891e-06
0.5575,3.8403148536817826e-06,3.3993210424531081e-07,1.4011046116935657e-06,2.6248102428143217e-06,3.4896533693210504e-06,3.8551287635506942e-06,1.8311231862392556e-06
0.56,3.2197770492260868e-06,-3.6349043034811657e-07,5.7781855627825284e-07,1.7296718111090856e-06,2.549535943754049e-06,2.9324852416082497e-06,1.1909206584284651e-06
0.5625,2.7377124002321986e-06,-9.5017828358050145e-07,-1.9061343837274803e-07,8.4117608877498026e-07,1.5863592256473335e-06,1.9830501881927947e-06,5.8745720044230192e-07
0.565,2.4094236093088983e-06,-1.4012417422331469e-06,-8.7787217674480091e-07,-9.5781015831151335e-09,6.3386008303455081e-07,1.0393090956876622e-06,4.1851305242205944e-08
0.5675,2.2405736354824382e-06,-1.7062272404655657e-06,-1.4629620725611147e-06,-7.9453942532271622e-07,-2.7696838944155876e-07,1.294893746338309e-07,-4.3030212083203453e-07
0.57,2.2271007799808368e-06,-1.8632184492481723e-06,-1.9310089358119418e-06,-1.4905493556390698e-06,-1.1186974697385678e-06,-7.2229429270212636e-07,-8.1915178580072962e-07
0.5725,2.3559265518330552e-06,-1.8789226864687697e-06,-2.2741346097036159e-06,-2.0797894487719111e-06,-1.8684733545466277e-06,-1.4967476332829737e-06,-1.1208796951291648e-06
0.575,2.6066498680650041e-06,-1.7668776555965898e-06,-2.4908717551345337e-06,-2.5500164165687e-06,-2.5088106473591621e-06,-2.178935023400368e-06,-1.3363090830190534e-06
0.5775,2.9527095970355306e-06,-1.5472684420203386e-06,-2.5858158594412804e-06,-2.8955947986231408e-06,-3.0277487109631465e-06,-2.7581641816937603e-06,-1.4707745100908524e-06
0.58,3.3640139593741597e-06,-1.2447766919660023e-06,-2.5694455306456755e-06,-3.1165453764087506e-06,-3.418671314458265e-06,-3.2273746700139418e-06,-1.5318776538164058e-06
0.5825,3.8089558030824842e-06,-8.8555297770045531e-07,-2.4561189870101305e-06,-3.2177126841830654e-06,-3.6796793947319488e-06,-3.5818529334072714e-06,-1.5290534955460445e-06
0.585,4.2564584397074186e-06,-4.9708727626416785e-07,-2.2638297634989218e-06,-3.2078022307571668e-06,-3.8133733568305176e-06,-3.8196075719542701e-06,-1.4717789897865073e-06
0.5875,4.6782426798516458e-06,-1.0545731076152145e-07,-2.0117751473293155e-06,-3.0986123157646261e-06,-3.8250145042050827e-06,-3.9394458007136854e-06,-1.3687565528198117e-06
0.59,5.0500436842726578e-06,2.659878546497682e-07,-1.7191807812764343e-06,-2.9035929972638172e-06,-3.7224173687036367e-06,-3.9414555696691098e-06,-1.2272177473907323e-06
0.5925,5.3530664006899504e-06,5.9804345471791454e-07,-1.4043286901977358e-06,-2.6370166316767689e-06,-3.5147857841965784e-06,-3.8263952556086454e-06,-1.0525528196364224e-06
0.595,5.5748695621877407e-06,8.7628503254262974e-07,-1.0829930109153528e-06,-2.3125895750687161e-06,-3.2119642701001105e-06,-3.5960068033669509e-06,-8.4816447488075065e-07
0.5975,5.7090625016799611e-06,1.0911910178803272e-06,-7.6825701978192159e-07,-1.9431870709617375e-06,-2.8243282128570632e-06,-3.2533797756713766e-06,-6.1631778414146441e-07
0.6,5.7553666475253356e-06,1.2382397828054893e-06,-4.7001204388540212e-07,-1.5404453252035233e-06,-2.3624618707743327e-06,-2.8032217820400767e-06,-3.5852709043010459e-07
0.6025,5.7190183017274158e-06,1.3179310722773484e-06,-1.950179688782036e-07,-1.1147409746876341e-06,-1.8380945304742718e-06,-2.2535373654609062e-06,-7.6594400554715722e-08
0.605,5.6103959521032637e-06,1.3351770297267891e-06,5.3236494043442698e-08,-6.7546394830847247e-07,-1.2631545104723473e-06,-1.615348496279682e-06,2.2711118607835263e-07
0.6075,5.4438342030324066e-06,1.299519035061039e-06,2.7451472690542277e-07,-2.2986252791253245e-07,-6.4972812220055014e-07,-9.029848973244956e-07,5.4987624014200318e-07
0.61,5.2369630550344399e-06,1.223725473448487e-06,4.7167215768369019e-07,2.160503979317077e-07,-1.0301559641719071e-08,-1.3364246694296017e-07,8.877489915589917e-07
0.6125,5.0090926198601887e-06,1.1228386956479933e-06,6.4906582276714743e-07,6.5722320514763746e-07,6.41988281842092e-07,6.7219255487254662e-07,1.2361157329854544e-06
0.615,4.7804417485593994e-06,1.0137905395387316e-06,8.1315290852787576e-07,1.0893365537250638e-06,1.2937166667162251e-06,1.4921962269296038e-06,1.5897159903676064e-06
0.6175,4.5703307533758566e-06,9.1363319550447456e-07,9.7109036029294304e-07,1.508424370148727e-06,1.9311341556024428e-06,2.3024462789899961e-06,1.9422878266744116e-06
0.62,4.3971372273326691e-06,8.3911825897254914e-07,1.1305683661343615e-06,1.9114107105308467e-06,2.5408535768474893e-06,3.0790015723269084e-06,2.287709477314088e-06
0.6225,4.2760222619571493e-06,8.0447946412295247e-07,1.2978119501050512e-06,2.2946436548748472e-06,3.1092340019835753e-06,3.7986032462642621e-06,2.6192546266679223e-06
0.625,4.2187003053581879e-06,8.213635754552946e-07,1.4783641638541334e-06,2.6540864096915938e-06,3.6235549168198879e-06,4.4391518384999771e-06,2.9300577142556225e-06
0.6275,4.2326644127972895e-06,8.9758767815002783e-07,1.674949621582478e-06,2.9849531111860229e-06,4.0719595229862856e-06,4.9813472921285035e-06,3.2131407340000114e-06
0.63,4.3206636094029408e-06,1.0361941483190643e-06,1.8877143903818469e-06,3.2820291834454357e-06,4.4434815205921842e-06,5.4090637652133059e-06,3.4614252622716591e-06
0.6325,4.480381769210523e-06,1.2353218876704441e-06,2.1138417863888378e-06,3.5395468532444641e-06,4.7288504400937729e-06,5.7098074756171999e-06,3.6681702244637568e-06
0.635,4.7050644983818397e-06,1.4883885418290285e-06,2.3474249371411257e-06,3.7510467080039385e-06,4.9202753923695645e-06,5.8749033561492177e-06,3.826805007099221e-06
0.6375,4.9830181011653941e-06,1.7837939377124304e-06,2.5789977733661936e-06,3.9088384354006046e-06,5.0111268700814977e-06,5.8989941227855835e-06,3.9307836027794331e-06
0.64,5.2985664027919515e-06,2.1053244006899028e-06,2.7961680487742836e-06,4.0049170999889523e-06,4.9973031875480043e-06,5.781575859903234e-06,3.9747169592384699e-06
0.6425,5.6325479515495887e-06,2.4333871691627771e-06,2.9842313382875759e-06,4.0313698591175158e-06,4.8769787771784474e-06,5.5266156341792003e-06,3.9541182312790539e-06
0.645,5.9647345972608064e-06,2.7471996865483112e-06,3.1283084032950295e-06,3.9813823107249612e-06,4.6514022673784449e-06,5.1427614253870215e-06,3.8666181338198542e-06
0.6475,6.2745431534863104e-06,3.0256479624203528e-06,3.2133889819440167e-06,3.8495621418247138e-06,4.3243523301565242e-06,4.6426187903022527e-06,3.711719595672238e-06
0.65,6.5419110297920758e-06,3.2487033090971843e-06,3.2256934302393435e-06,3.6320340433416948e-06,3.9020813742221707e-06,4.0424724427266666e-06,3.4907022096402719e-06
0.6525,6.7484822506687719e-06,3.398313106883521e-06,3.1539678626399964e-06,3.3278767910838954e-06,3.3936853343097182e-06,3.3614472914162898e-06,3.2074410379101112e-06
0.655,6.8789377869062397e-06,3.4595310943346962e-06,2.9902014066713121e-06,2.9389665219912125e-06,2.8110019319464706e-06,2.6215302962733519e-06,2.8680050137196932e-06
0.6575,6.9216385725068701e-06,3.4221147285696922e-06,2.7304588717833902e-06,2.4707412828790732e-06,2.1682052911883425e-06,1.8458871588501837e-06,2.4808369583562541e-06
0.66,6.8689974607437266e-06,3.2807010948855286e-06,2.3754422681780529e-06,1.9315483525248285e-06,1.4814768187630368e-06,1.058636373764525e-06,2.0555721176063653e-06
