Physical Time (s),phi_vol Monitor (W): cv1,phi_vol Monitor (W): cv2,phi_vol Monitor (W): cv3,phi_vol Monitor (W): cv4,phi_vol Monitor (W): cv5,phi_vol Monitor (W): cv6,phi_vol Monitor (W): cv7
0.38,6.9698535703975252e-07,1.894198960414034e-07,6.6078359712559255e-09,1.1436074650559534e-10,7.6525759260253782e-12,2.8648500973899506e-12,4.5027897730865199e-12
0.3825,6.9628502483277833e-07,1.9048330190422938e-07,6.7445437998944422e-09,1.1937575036400517e-10,7.6077742282229982e-12,2.8821878569131727e-12,4.0954996572399151e-12
0.385,6.9570412344690198e-07,1.9155036445749704e-07,6.8926685508901873e-09,1.2592280348436531e-10,7.7561392933899869e-12,2.7682158967577325e-12,3.5392503442479856e-12
0.3875,6.9522037949307551e-07,1.9262059901679655e-07,7.0505855245562006e-09,1.3385759399959275e-10,8.1461355630857753e-12,2.5798989654216582e-12,2.9346903905546642e-12
0.39,6.9480369917799728e-07,1.9369279874341133e-07,7.2161157158373733e-09,1.428953328296131e-10,8.7931096688194604e-12,2.3858153241695274e-12,2.3781654366135196e-12
0.3925,6.9441926796032083e-07,1.9476505448240445e-07,7.386728763844913e-09,1.5262666351100283e-10,9.6693157923088422e-12,2.2481456394615245e-12,1.9432224430083828e-12
0.395,6.9403089151028862e-07,1.9583469538168685e-07,7.559867009693518e-09,1.6257511236297651e-10,1.0705288110825844e-11,2.2110123987040972e-12,1.6759234732204847e-12
0.3975,6.9360374450583669e-07,1.9689944323477997e-07,7.7331643626277417e-09,1.7226883827400361e-10,1.1806285567765628e-11,2.2965454952832055e-12,1.5980398714029026e-12
0.4,6.9310688249681188e-07,1.9795651182295683e-07,7.9047441607886609e-09,1.813068685596842e-10,1.2870905900420805e-11,2.5034486699936568e-12,1.7089557906629949e-12
0.4025,6.9251497802524418e-07,1.9900348661063213e-07,8.0732473813691877e-09,1.8940402218664999e-10,1.3810022728953718e-11,2.8075504602366912e-12,1.984904926654178e-12
0.405,6.9180915259921455e-07,2.0003801717152713e-07,8.2379700746833593e-09,1.9641307314299001e-10,1.4559656613354493e-11,3.1664721945776396e-12,2.3787429840421978e-12
0.4075,6.909779023954022e-07,2.0105853242375862e-07,8.3987834568609645e-09,2.0231868652279465e-10,1.5087769538012275e-11,3.5284960976053751e-12,2.8237265262490429e-12
0.41,6.9001728474846402e-07,2.0206398389486714e-07,8.5560468658409305e-09,2.0720840415217731e-10,1.5393299959904982e-11,3.8463000483170783e-12,3.2443259574565803e-12
0.4125,6.8892952160747882e-07,2.0305383652563027e-07,8.7104792583130523e-09,2.1123814748549705e-10,1.550146499676512e-11,4.0902994310174931e-12,3.5693367490359537e-12
0.415,6.8772315309851038e-07,2.0402786611554561e-07,8.8629800879904111e-09,2.1460136073632896e-10,1.5455340269559255e-11,4.2535130110743912e-12,3.7452439753457132e-12
0.4175,6.8641178938895149e-07,2.0498604138472305e-07,9.0145261886436501e-09,2.1749981216163468e-10,1.5305226220302066e-11,4.3488147586570645e-12,3.740603238704078e-12
0.42,6.8501306268328237e-07,2.0592929839527977e-07,9.1660462025140871e-09,2.2012903109517014e-10,1.5100598318147513e-11,4.3966421491026215e-12,3.5501496169912704e-12
0.4225,6.8354717150179736e-07,2.0685835158442366e-07,9.3183593143102807e-09,2.2266401719034816e-10,1.4880602742328551e-11,4.4113057114657509e-12,3.1958483776541159e-12
0.425,6.8203645311871504e-07,2.0777404397521202e-07,9.4721680891163092e-09,2.2526336821143443e-10,1.4668099589629092e-11,4.393042823640267e-12,2.7224286613540061e-12
0.4275,6.8050463935205853e-07,2.0867683794529565e-07,9.6281082033698015e-09,2.280754009104205e-10,1.4469901171751532e-11,4.3278171847062379e-12,2.1920224777049468e-12
0.43,6.7897636178830592e-07,2.0956778151471507e-07,9.7867684135930665e-09,2.312464476271063e-10,1.4280529609047477e-11,4.1959103092744971e-12,1.675697394365577e-12
0.4325,6.7747749599095546e-07,2.1044813261583396e-07,9.9487620033239199e-09,2.3493508368479259e-10,1.408770977507476e-11,3.9832965162687801e-12,1.2413596084397301e-12
0.435,6.7603523513951902e-07,2.113188251189132e-07,1.0114767013538927e-08,2.3931596957325664e-10,1.3880640323200634e-11,3.6918776805239926e-12,9.3921948818450672e-13
0.4375,6.7467751602651133e-07,2.121810291846281e-07,1.0285563882599828e-08,2.4458899555008545e-10,1.365408338016041e-11,3.3435728560842528e-12,7.912040640443329e-13
0.44,6.7343195816047428e-07,2.1303623394818843e-07,1.046200454526206e-08,2.5097079741826266e-10,1.3415637818135266e-11,2.9756903775394308e-12,7.8763570291969241e-13
0.4425,6.7232409201789542e-07,2.1388637808446481e-07,1.064497753058158e-08,2.5868824098578994e-10,1.3185666640868992e-11,2.6322809733237451e-12,8.9264110640734966e-13
0.445,6.7137648634912642e-07,2.1473312558572273e-07,1.0835377518550947e-08,2.6795705355072103e-10,1.2995945808816459e-11,2.3549762483126537e-12,1.0566209526467747e-12
0.4475,6.7060579478550388e-07,2.1557887512827745e-07,1.1033981582214252e-08,2.7895214480674563e-10,1.2885423430458714e-11,2.1750292816474931e-12,1.2307619136943565e-12
0.45,6.7002067301062536e-07,2.1642564527027034e-07,1.1241313039315172e-08,2.9179652239116147e-10,1.2892377744574557e-11,2.1088304457548912e-12,1.3780176238978423e-12
0.4525,6.696208257128019e-07,2.1727447693019858e-07,1.1457549020010807e-08,3.0652525354787196e-10,1.3047462522370749e-11,2.1554225413116022e-12,1.4789710429394265e-12
0.455,6.6939428294794158e-07,2.1812710711515696e-07,1.168246860198776e-08,3.2306912929714919e-10,1.3365981583203718e-11,2.2967912712650189e-12,1.5299688858044049e-12
0.4575,6.6931799779672771e-07,2.1898410481948585e-07,1.1915423090080487e-08,3.4123413777420975e-10,1.3843530636846104e-11,2.5000551164347093e-12,1.5362501070790712e-12
0.46,6.6935939901441533e-07,2.1984548456587317e-07,1.2155359070998009e-08,3.6070626381533431e-10,1.4455578813672521e-11,2.7201590452176491e-12,1.5007010542879509e-12
0.4625,6.6947383081044435e-07,2.2071012704099315e-07,1.2400695211901361e-08,3.8101765403085683e-10,1.516355312692392e-11,2.9328414056652755e-12,1.4598595637864051e-12
0.465,6.6961327451750387e-07,2.2157649776982473e-07,1.2649827561140863e-08,4.0165375263878102e-10,1.5918403611526462e-11,3.1062005981181037e-12,1.4120478488711806e-12
0.4675,6.6973001722027966e-07,2.2244247805681501e-07,1.2901017014882299e-08,4.2206129719807642e-10,1.6670780993384013e-11,3.2194788245562403e-12,1.3502468081555885e-12
0.47,6.697770970676061e-07,2.2330586726992213e-07,1.3152491187539036e-08,4.4171022142237942e-10,1.7379713920465623e-11,3.2747329635755071e-12,1.275903795674275e-12
0.4725,6.6971262072527213e-07,2.2416440600943792e-07,1.3402887222657466e-08,4.6012898672460775e-10,1.8013760868257391e-11,3.2869290446114962e-12,1.1912539833257088e-12
0.475,6.6950318023754531e-07,2.2501557417977594e-07,1.3651263497452008e-08,4.7696026552401315e-10,1.8552398736654711e-11,3.275538629095324e-12,1.0989478641951831e-12
0.4775,6.691264458728002e-07,2.2585725053661201e-07,1.389712074969364e-08,4.9197723935869121e-10,1.8981649979715526e-11,3.2564132775370043e-12,1.0023198349927445e-12
0.48,6.6857277920957997e-07,2.2668792816710401e-07,1.4140274409511332e-08,5.0508213961158038e-10,1.9294391996198269e-11,3.2361796342645552e-12,9.0497646645042975e-13
0.4825,6.6784414580902057e-07,2.2750622972564956e-07,1.4381178033595663e-08,5.1630422120117972e-10,1.9490213017474603e-11,3.2124874672611263e-12,8.1082472663227259e-13
0.485,6.6695241323835612e-07,2.2831130052666273e-07,1.4620596896056537e-08,5.2578717447625739e-10,1.9575862852858991e-11,3.1768050788924992e-12,7.2427046481426836e-13
0.4875,6.6591747446458393e-07,2.2910262820740598e-07,1.4859403607826803e-08,5.3375425224350754e-10,1.9565179514791433e-11,3.1202160750466719e-12,6.4994906772568458e-13
0.49,6.6476490063345445e-07,2.2988019506501355e-07,1.5098566689815221e-08,5.4049739906104996e-10,1.9478928365554708e-11,3.0375663419272623e-12,5.9229074062839053e-13
0.4925,6.6352265798736461e-07,2.3064412804114409e-07,1.5339201712086964e-08,5.463254898066704e-10,1.9344549721836419e-11,2.9299638417598137e-12,5.5463347739888397e-13
0.495,6.6221875458298974e-07,2.3139505647085572e-07,1.558226874596036e-08,5.5156085515493195e-10,1.9193548240918935e-11,2.8056839710865715e-12,5.3868222829963796e-13
0.4975,6.6087950354355255e-07,2.3213337749200361e-07,1.5828680379984482e-08,5.565200737934914e-10,1.9059025849687437e-11,2.679243043101022e-12,5.4376726717291256e-13
0.5,6.5952969937859371e-07,2.3285980304450169e-07,1.6079135209035921e-08,5.6150753849635052e-10,1.8974066753324617e-11,2.5704375374347148e-12,5.6777069150632339e-13
0.5025,6.581949485241929e-07,2.3357538178972045e-07,1.6334374938383475e-08,5.6681301769116535e-10,1.8969902512305331e-11,2.5022496408744812e-12,6.1145519857865911e-13
0.505,6.5689664359326866e-07,2.3428094423955888e-07,1.6594970928200764e-08,5.7270104830612086e-10,1.907333127148318e-11,2.4953569615352685e-12,6.740173233820465e-13
0.5075,6.5565355520307033e-07,2.3497764392595678e-07,1.6861527438379547e-08,5.7940040746918317e-10,1.9305509326980129e-11,2.5657985368228592e-12,7.5168091472314908e-13
0.51,6.5448329130071522e-07,2.3566679847552998e-07,1.7134579588647058e-08,5.8710426576430852e-10,1.9681107907751632e-11,2.721945433081292e-12,8.3961680479373276e-13
0.5125,6.5340193943411742e-07,2.3635007612680939e-07,1.7414512627446446e-08,5.9595467677763196e-10,2.020682024421705e-11,2.9621522160037262e-12,9.3096132122341186e-13
0.515,6.5242388349310067e-07,2.3702866590792649e-07,1.7701776286510562e-08,6.0603532686134049e-10,2.0880032272071965e-11,3.2741357159834829e-12,1.0167649494531482e-12
0.5175,6.51560430310489e-07,2.377042870589788e-07,1.7996686378006857e-08,6.1735916619982551e-10,2.169045654697759e-11,3.6365276558071968e-12,1.0870646593478121e-12
0.52,6.5081908546149178e-07,2.3837853667883225e-07,1.8299275000015633e-08,6.2986707391396212e-10,2.2619125369616209e-11,4.0218341809001129e-12,1.1323416135416915e-12
0.5225,6.5020283546041063e-07,2.3905257795568238e-07,1.8609357673634294e-08,6.4343375669755784e-10,2.364070646426782e-11,4.4006489378307503e-12,1.1467266532063116e-12
0.525,6.4970911532678111e-07,2.3972704150897262e-07,1.8926413584355285e-08,6.5786552339797971e-10,2.4725404888738732e-11,4.7452092676681208e-12,1.1298056610678861e-12
0.5275,6.4932987142612291e-07,2.4040252354083414e-07,1.9249707136122787e-08,6.7291807417476512e-10,2.5840295855458021e-11,5.0320806615140682e-12,1.0878440160050331e-12
0.53,6.4905157136411833e-07,2.410791694885498e-07,1.9578068918022696e-08,6.8830450030670759e-10,2.6952079639788544e-11,5.2444054785214085e-12,1.0335930707035413e-12
0.5325,6.4885666465780745e-07,2.4175668614123233e-07,1.9910308918721991e-08,7.0372230696984549e-10,2.8027055673848833e-11,5.372456177928205e-12,9.8474225827590466e-13
0.535,6.4872449523285153e-07,2.4243431538251708e-07,2.0244946448693102e-08,7.1886693045569183e-10,2.9031615892676102e-11,5.4143153625213395e-12,9.6067880575732491e-13
0.5375,6.4863196508962057e-07,2.4311088741783712e-07,2.058070757548056e-08,7.3345704670009887e-10,2.9936827065967408e-11,5.3749889593110706e-12,9.7878711003144654e-13
0.54,6.4855510945374319e-07,2.4378545885546387e-07,2.0916191263285218e-08,7.4725411700714922e-10,3.0717929230614134e-11,5.2652577190606784e-12,1.0507997053898921e-12
0.5425,6.4847022262749418e-07,2.4445676827606035e-07,2.1250519711168116e-08,7.6008815029232774e-10,3.1356949833015e-11,5.1009747648932344e-12,1.1807467603492992e-12
0.545,6.4835533533663089e-07,2.4512319931652343e-07,2.1583042859757353e-08,7.7185194320215536e-10,3.1846368533180857e-11,4.9009111293318082e-12,1.3638425801622248e-12
0.5475,6.4819146225973677e-07,2.4578330317752899e-07,2.1913476901670412e-08,7.8251586679509483e-10,3.2187909816949515e-11,4.6843820455469716e-12,1.5841073481784516e-12
0.55,6.4796326893123706e-07,2.4643592815379951e-07,2.2241962530126157e-08,7.9211977955367113e-10,3.2392864624643523e-11,4.4690901079477484e-12,1.8148554088743632e-12
0.5525,6.4766046159327013e-07,2.4708016786612405e-07,2.2568885319181054e-08,8.0076628565513492e-10,3.2480495704242499e-11,4.2696469388582293e-12,2.0241281272128777e-12
0.555,6.4727744621483515e-07,2.4771515318633273e-07,2.2895051626474452e-08,8.0859632097430846e-10,3.2476080392208682e-11,4.0959461880992152e-12,2.1809798993720255e-12
0.5575,6.4681361888267032e-07,2.4834069626173191e-07,2.3221272285218771e-08,8.1578419804151687e-10,3.2408212795732443e-11,3.9526629805180006e-12,2.2613568471982368e-12
0.56,6.4627289537245298e-07,2.4895672111665024e-07,2.3548890068800111e-08,8.2252818657530161e-10,3.230761252294107e-11,3.839248678697107e-12,2.2522583784247848e-12
0.5625,6.4566278351500769e-07,2.4956318390817499e-07,2.3878944417713673e-08,8.2904073424359744e-10,3.2205613419107522e-11,3.7510174803134319e-12,2.1539478306626003e-12
0.565,6.449934285814652e-07,2.5016048884275234e-07,2.4212603894692039e-08,8.3553686655011184e-10,3.2134717073673383e-11,3.6801521037333483e-12,1.9799313691542403e-12
0.5675,6.4427628455475943e-07,2.5074936245427648e-07,2.4550824030892201e-08,8.4222888955745022e-10,3.2128619529712183e-11,3.6180147323821344e-12,1.7548568049061555e-12
0.57,6.4352338774971541e-07,2.5133028434548911e-07,2.4894654091889133e-08,8.4932569616416898e-10,3.2222837178717395e-11,3.5574160816236122e-12,1.5099859177221437e-12
0.5725,6.4274663489141649e-07,2.519038598432178e-07,2.5244696900739797e-08,8.5702547901012662e-10,3.2453632154475635e-11,3.4947376040776211e-12,1.2789808565621841e-12
0.575,6.4195740303663726e-07,2.5247065720691388e-07,2.5601335462023524e-08,8.6551252370028111e-10,3.2857502188258898e-11,3.4326830927208365e-12,1.0926748537404901e-12
0.5775,6.4116638708368626e-07,2.5303138207733789e-07,2.5964879992246237e-08,8.749416820847459e-10,3.3468555317844785e-11,3.3803772604799044e-12,9.7550980710448993e-13
0.58,6.4038342320797194e-07,2.5358685040622418e-07,2.6335485855334498e-08,8.8543580150169067e-10,3.4315220890572682e-11,3.3535360278339038e-12,9.4300039528973244e-13
0.5825,6.3961751375118258e-07,2.5413746864413891e-07,2.6712922109232466e-08,8.9707420097412923e-10,3.5415951769969985e-11,3.3723219234818847e-12,1.000786008978564e-12
0.585,6.3887667735012809e-07,2.5468378914735709e-07,2.7096700526647177e-08,9.0988221141649798e-10,3.6776276085857971e-11,3.4585233687573398e-12,1.1452396873596276e-12
0.5875,6.3816768314219424e-07,2.552263792424917e-07,2.7486289815178845e-08,9.2383028566903839e-10,3.8385124605274652e-11,3.6318258340309619e-12,1.3640727991678606e-12
0.59,6.3749596099938113e-07,2.5576560281329425e-07,2.7881158450562398e-08,9.3882609596155386e-10,4.0213441290548979e-11,3.9056631390228827e-12,1.6385080717642627e-12
0.5925,6.3686529222478188e-07,2.5630158413113098e-07,2.8280552028048278e-08,9.5472742744218839e-10,4.2213867050588827e-11,4.283542142158956e-12,1.9449381237814718e-12
0.595,6.3627735982974424e-07,2.5683446578636374e-07,2.8683623111505806e-08,9.7134288324446115e-10,4.432438981235578e-11,4.7568398251424088e-12,2.2544478799771667e-12
0.5975,6.3573172238934694e-07,2.5736419621578535e-07,2.9089732799895532e-08,9.8845555545064786e-10,4.6472550458033209e-11,5.3039632981616337e-12,2.5350740713470112e-12
0.6,6.3522567481316871e-07,2.5789056299759619e-07,2.9497956755009326e-08,1.0058351206590682e-09,4.8582761963179716e-11,5.891938094190306e-12,2.7584812768132943e-12
0.6025,6.3475453827444554e-07,2.5841330745686911e-07,2.9907463889709574e-08,1.0232544188674512e-09,5.0584804291987404e-11,6.479836527721358e-12,2.9036723614425829e-12
0.605,6.3431154245046435e-07,2.589320165503036e-07,3.0317579794819787e-08,1.0405138514190264e-09,5.2419155282114176e-11,7.0235447235040064e-12,2.9535012521649855e-12
0.6075,6.3388859676016369e-07,2.594459778849837e-07,3.0727819515990694e-08,1.0574435451772665e-09,5.404144367292774e-11,7.4808083684873326e-12,2.8989096019196931e-12
0.61,6.3347709095174788e-07,2.5995456630474413e-07,3.1137652937109236e-08,1.0739172004957644e-09,5.5428597033670355e-11,7.8179450523113363e-12,2.7432100774344204e-12
0.6125,6.330684905828823e-07,2.6045707772868273e-07,3.1546777610720644e-08,1.0898613023870549e-09,5.6577927788492011e-11,8.0142804665141398e-12,2.5020538110295342e-12
0.615,6.3265532348261516e-07,2.6095289425062205e-07,3.1955063925980813e-08,1.1052592111807209e-09,5.7503979804248282e-11,8.0635644789689186e-12,2.2034663486782837e-12
0.6175,6.3223167959917787e-07,2.6144156829367412e-07,3.2362652099983264e-08,1.1201541978780474e-09,5.8232949139070469e-11,7.97522133636882e-12,1.8829750716396314e-12
0.62,6.3179350845450876e-07,2.6192266747635115e-07,3.2769831345663066e-08,1.1346253587651369e-09,5.8802683443239262e-11,7.7709782816785911e-12,1.5786949439780767e-12
0.6225,6.3133945308421155e-07,2.6239570736216536e-07,3.3177090814039474e-08,1.1487931025463645e-09,5.9253997820142109e-11,7.4818502591183494e-12,1.3251635941721552e-12
0.625,6.3087111492086394e-07,2.628607820455134e-07,3.3585193703611593e-08,1.1628126932597114e-09,5.9624995955861111e-11,7.1425048106111576e-12,1.1477376706943462e-12
0.6275,6.3039267258722161e-07,2.6331795325006625e-07,3.3994837620487982e-08,1.1768599854417643e-09,5.9949495391493349e-11,6.7864495808424677e-12,1.0584349888645903e-12
0.63,6.299104431147668e-07,2.6376735072873565e-07,3.4406885791870044e-08,1.1911263847302722e-09,6.0255107725890427e-11,6.4424992993891256e-12,1.0546897066312441e-12
0.6325,6.2943214087704277e-07,2.6420931296969317e-07,3.4822199843949416e-08,1.2058048543303511e-09,6.0564892556594223e-11,6.1318456873143782e-12,1.1195095541629343e-12
0.635,6.289660196968195e-07,2.6464432916427198e-07,3.5241771067244088e-08,1.221082435252644e-09,6.0898737469074821e-11,5.8664476245212476e-12,1.2237994123851638e-12
0.6375,6.2852028099729964e-07,2.6507315838567861e-07,3.5666342072263008e-08,1.2371362546201439e-09,6.128150630873128e-11,5.6514116601985442e-12,1.3357339860925706e-12
0.64,6.2810242220884155e-07,2.6549664275301084e-07,3.6096540393779954e-08,1.2541282866596945e-09,6.1747274283506213e-11,5.4877336734026155e-12,1.4289851987458367e-12
0.6425,6.2771829293658975e-07,2.6591511910060921e-07,3.6532857764386577e-08,1.2721936406151662e-09,6.2334380329938967e-11,5.3713742871410081e-12,1.4790590181954388e-12
0.645,6.2737133604723767e-07,2.6632920456522885e-07,3.6975797801120232e-08,1.2914304599375174e-09,6.3086433672278972e-11,5.2968488592607609e-12,1.4683520169218931e-12
0.6475,6.2706275719543888e-07,2.6673955919934609e-07,3.7425480378469568e-08,1.3119016124756336e-09,6.4053170055301918e-11,5.260432990410984e-12,1.3915796622221507e-12
0.65,6.2679125303226148e-07,2.6714662413604057e-07,3.7881948757581349e-08,1.3336243008277352e-09,6.528474917046268e-11,5.2614121805803074e-12,1.257124619876202e-12
0.6525,6.2655292931673346e-07,2.6755081819306834e-07,3.8344900012084624e-08,1.3565669561679829e-09,6.6827810694658917e-11,5.3022788777709969e-12,1.0848686302464421e-12
0.655,6.2634141365710256e-07,2.6795233757077344e-07,3.8814176623900549e-08,1.3806411197431721e-09,6.8719348952001528e-11,5.3877375628834847e-12,9.0241538977975578e-13
0.6575,6.2614869538774009e-07,2.6835145730013356e-07,3.9289260436974469e-08,1.4057107213668076e-09,7.0979332652669129e-11,5.5232239414663062e-12,7.4033372156914993e-13
0.66,6.2596535566773727e-07,2.6874800140117627e-07,3.9769613793560085e-08,1.4315945051191981e-09,7.3610200435073186e-11,5.7126613705973841e-12,6.2698967389208179e-13
0.6625,6.257811931569557e-07,2.6914155138867092e-07,4.0254556202968963e-08,1.4580687674249988e-09,7.6594507833588226e-11,5.9569431185985495e-12,5.8376152973206865e-13
0.665,6.255855909864925e-07,2.695320102205895e-07,4.0743454597038361e-08,1.4848808912450764e-09,7.9899046467128339e-11,6.2530816985598846e-12,6.2144804699232932e-13
0.6675,6.2536804548955836e-07,2.6991911588717997e-07,4.1235614880367375e-08,1.5117702378334712e-09,8.3476302573323022e-11,6.5941286089092799e-12,7.3840439205509266e-13
0.67,6.2511864500014096e-07,2.703023553690189e-07,4.1730248387836511e-08,1.538484732501906e-09,8.7272458684409895e-11,6.9693062106367201e-12,9.2065943528466079e-13
0.6725,6.2482840225940293e-07,2.7068094807309686e-07,4.2226539142559139e-08,1.564796998817917e-09,9.1231545846029847e-11,7.3655798038906025e-12,1.1446120353891492e-12
0.675,6.2448975489545698e-07,2.7105429214684998e-07,4.2723821110640335e-08,1.5905150503499876e-09,9.5302170973588526e-11,7.7691840550714154e-12,1.3806001953384423e-12
