Physical Time (s),ew_left Monitor (W)
1.9975,-5.4161337467269159e-20
2.0,-5.705442473747188e-20
2.0025,-5.9846867810807403e-20
2.005,-6.239289303120637e-20
2.0075,-6.486597247631952e-20
2.01,-6.709582511930804e-20
2.0125,-6.8857989826319731e-20
2.015,-7.040877010106554e-20
2.0175,-7.1574297028437562e-20
2.02,-7.2366630804530471e-20
2.0225,-7.2730926530464057e-20
2.025,-7.2862481754238787e-20
2.0275,-7.2509436948899229e-20
2.03,-7.1692240069264932e-20
2.0325,-7.0434110650476004e-20
2.035,-6.8792718277933278e-20
2.0375,-6.6773645976469234e-20
2.04,-6.4491282595046982e-20
2.0425,-6.1921060880430374e-20
2.045,-5.9239994166808553e-20
2.0475,-5.6230395519407554e-20
2.05,-5.3065415458076494e-20
2.0525,-4.9804891442594829e-20
2.055,-4.6486396416223161e-20
2.0575,-4.3125642429139689e-20
2.06,-3.9717949534922685e-20
2.0625,-3.6358543142028165e-20
2.065,-3.3086656469934892e-20
2.0675,-2.9927642525352944e-20
2.07,-2.6901820799956412e-20
2.0725,-2.4037065062522438e-20
2.075,-2.1349345738743818e-20
2.0775,-1.8958900650689878e-20
2.08,-1.686497042919399e-20
2.0825,-1.5139394653998034e-20
2.085,-1.3825449835346546e-20
2.0875,-1.2999614612702931e-20
2.09,-1.2709838637965999e-20
2.0925,-1.3020185033065576e-20
2.095,-1.3998995781386541e-20
2.0975,-1.5696491092974164e-20
2.1,-1.81402172504601e-20
2.1025,-2.1341775049266607e-20
2.105,-2.5331426278136531e-20
2.1075,-3.0055102176809276e-20
2.11,-3.5524570061987015e-20
2.1125,-4.1631997405708182e-20
2.115,-4.8251529611309717e-20
2.1175,-5.5226016793120159e-20
2.12,-6.2698506368294396e-20
2.1225,-7.0410035007934829e-20
2.125,-7.8223271862963687e-20
2.1275,-8.5884571789818348e-20
2.13,-9.3057663175675245e-20
2.1325,-9.9975217366174459e-20
2.135,-1.0632484574575496e-19
2.1375,-1.1179338467197768e-19
2.14,-1.165631050225464e-19
2.1425,-1.2043914721382898e-19
2.145,-1.2339061159780243e-19
2.1475,-1.2545702399905384e-19
2.15,-1.2644063495082446e-19
2.1525,-1.2660790153219488e-19
2.155,-1.258318919695103e-19
2.1575,-1.2422907870669116e-19
2.16,-1.2181243805492924e-19
2.1625,-1.1855720190285809e-19
2.165,-1.150806215533536e-19
2.1675,-1.1104252987421225e-19
2.17,-1.0677405445304352e-19
2.1725,-1.0184953950504986e-19
2.175,-9.649416209813102e-20
2.1775,-9.1037494943638596e-20
2.18,-8.5323125046715746e-20
2.1825,-7.9295110160388538e-20
2.185,-7.3231782374921295e-20
2.1875,-6.7223987581132852e-20
2.19,-6.1459383676343881e-20
2.1925,-5.5805611596172614e-20
2.195,-5.0610342074285376e-20
2.1975,-4.5789291457328395e-20
2.2,-4.1279865276451005e-20
2.2025,-3.7278595838495055e-20
2.205,-3.384810024369841e-20
2.2075,-3.0888298275895253e-20
2.21,-2.8529253576198964e-20
2.2125,-2.678084277940782e-20
2.215,-2.5635259396619691e-20
2.2175,-2.5064132705864971e-20
2.22,-2.5130827762919184e-20
2.2225,-2.5773552116069991e-20
2.225,-2.7080004584578165e-20
2.2275,-2.8798737188405237e-20
2.23,-3.1105447530549472e-20
2.2325,-3.3956002840532333e-20
2.235,-3.7288046433723705e-20
2.2375,-4.0840743525418196e-20
2.24,-4.4866567850440597e-20
2.2425,-4.9221785155061546e-20
2.245,-5.3806087666157645e-20
2.2475,-5.8483905915730508e-20
2.25,-6.2832245940424104e-20
2.2525,-6.7331671428220654e-20
2.255,-7.1766740863581955e-20
2.2575,-7.6070840533559895e-20
2.26,-8.0043680978067968e-20
2.2625,-8.3684107449823796e-20
2.265,-8.7019253099194589e-20
2.2675,-8.9928114556711264e-20
2.27,-9.2395151270184516e-20
2.2725,-9.444588168317412e-20
2.275,-9.5772991384954756e-20
2.2775,-9.6689215820081764e-20
2.28,-9.7070017300268138e-20
2.2825,-9.6812491402692038e-20
2.285,-9.6089384811592179e-20
2.2875,-9.4836203953757906e-20
2.29,-9.3118977921823776e-20
2.2925,-9.1060132189293736e-20
2.295,-8.8442236390395877e-20
2.2975,-8.5679174234506429e-20
2.3,-8.2360282632865332e-20
2.3025,-7.8829432581301388e-20
2.305,-7.4974362227945325e-20
2.3075,-7.0817321501120259e-20
2.31,-6.6505590097181703e-20
2.3125,-6.2263768373725583e-20
2.315,-5.7913216950743699e-20
2.3175,-5.3727893574157553e-20
2.32,-4.9697061859199379e-20
2.3225,-4.584011497173833e-20
2.325,-4.2336642189441436e-20
2.3275,-3.9179348930016217e-20
2.33,-3.6363782528806184e-20
2.3325,-3.3969704993906842e-20
2.335,-3.209323980660038e-20
2.3375,-3.0691858613517403e-20
2.34,-2.9785226289792597e-20
2.3425,-2.9387713003268504e-20
2.345,-2.9525221723926849e-20
2.3475,-3.0182545340026969e-20
2.35,-3.138070250950643e-20
2.3525,-3.3062116151972352e-20
2.355,-3.5306722033647768e-20
2.3575,-3.7909677860143868e-20
2.36,-4.1059965540191673e-20
2.3625,-4.468700035848208e-20
2.365,-4.8505730268793981e-20
2.3675,-5.2798834884944761e-20
2.37,-5.7367018450112403e-20
2.3725,-6.1682185535639021e-20
2.375,-6.6506029718645251e-20
2.3775,-7.1659481820630772e-20
2.38,-7.6688504631432081e-20
2.3825,-8.1613227278321259e-20
2.385,-8.639794476376985e-20
2.3875,-9.07861439974675e-20
2.39,-9.5040180460512529e-20
2.3925,-9.9019643448706828e-20
2.395,-1.0247821736639067e-19
2.3975,-1.0573063486622073e-19
2.4,-1.0831786957287796e-19
2.4025,-1.1043537047896504e-19
2.405,-1.1210537636913925e-19
2.4075,-1.130206263654185e-19
2.41,-1.1322410653321025e-19
2.4125,-1.1271989962620513e-19
2.415,-1.1173978650411252e-19
2.4175,-1.1019317085985062e-19
2.42,-1.079241619325617e-19
2.4225,-1.0500351108572707e-19
2.425,-1.0132090593679768e-19
2.4275,-9.7097315129301561e-20
2.43,-9.2688053373570384e-20
2.4325,-8.7781271918567859e-20
2.435,-8.2559687467981544e-20
2.4375,-7.7082382067836541e-20
2.44,-7.147109643347609e-20
2.4425,-6.5846057105167437e-20
2.445,-6.0120816576948951e-20
2.4475,-5.4694439818284515e-20
2.45,-4.9658129480816686e-20
2.4525,-4.5053540852303401e-20
2.455,-4.091981311387089e-20
2.4575,-3.7437621087037729e-20
2.46,-3.4656090595690263e-20
2.4625,-3.2624264768164466e-20
2.465,-3.140381384405009e-20
2.4675,-3.1021812483943857e-20
2.47,-3.1481970815040456e-20
2.4725,-3.2831821959580529e-20
2.475,-3.5035625928930578e-20
2.4775,-3.8118824637015456e-20
2.48,-4.1976298961672844e-20
2.4825,-4.6719647421049352e-20
2.485,-5.1955946277263919e-20
2.4875,-5.7835931383900589e-20
2.49,-6.444689518063293e-20
2.4925,-7.1136197651654923e-20
2.495,-7.8270006620868046e-20
2.4975,-8.566544596266194e-20
2.5,-9.2789030330036335e-20
2.5025,-1.0038867766855913e-19
2.505,-1.0786814082385715e-19
2.5075,-1.1488279173061155e-19
2.51,-1.2124256405264693e-19
2.5125,-1.2723982517090202e-19
2.515,-1.323058379756518e-19
2.5175,-1.3696251356692565e-19
2.52,-1.4074453300836612e-19
2.5225,-1.444264704187548e-19
2.525,-1.4686609253791693e-19
2.5275,-1.490771822251596e-19
2.53,-1.5017840728960163e-19
2.5325,-1.5034454973675849e-19
2.535,-1.4959045583610962e-19
2.5375,-1.4785240250156542e-19
2.54,-1.4544404170942127e-19
2.5425,-1.4231123118150781e-19
2.545,-1.3848212337728677e-19
2.5475,-1.3374324319100394e-19
2.55,-1.2869323704122799e-19
2.5525,-1.2287732822065666e-19
2.555,-1.1632237822379287e-19
2.5575,-1.0909599161781024e-19
2.56,-1.0140627644142759e-19
2.5625,-9.3481176381266707e-20
2.565,-8.5426734673774439e-20
2.5675,-7.7313373023301901e-20
2.57,-6.9317112888150408e-20
2.5725,-6.14394231812208e-20
2.575,-5.3937204070519523e-20
2.5775,-4.6903890989227845e-20
2.58,-4.0368685772401688e-20
2.5825,-3.4589914165138494e-20
2.585,-2.9612418024982189e-20
2.5875,-2.5558949465095453e-20
2.59,-2.2495996525058417e-20
2.5925,-2.0415125528571158e-20
2.595,-1.9403381667546117e-20
2.5975,-1.9485761893233568e-20
2.6,-2.0678148897458285e-20
2.6025,-2.2978321494271458e-20
2.605,-2.6269562002090222e-20
2.6075,-3.0536869118347787e-20
2.61,-3.5896490680968869e-20
2.6125,-4.2072863076672746e-20
2.615,-4.9026099312696276e-20
2.6175,-5.6571815785873162e-20
2.62,-6.4730990751099974e-20
2.6225,-7.372760584516586e-20
2.625,-8.2671237614060743e-20
2.6275,-9.1829278471386211e-20
2.63,-1.0061380577088799e-19
2.6325,-1.0895338590677301e-19
2.635,-1.1747487354765417e-19
2.6375,-1.2542743153664127e-19
2.64,-1.3261165295843118e-19
2.6425,-1.3933521591180894e-19
2.645,-1.4510973208255345e-19
2.6475,-1.5000685374287575e-19
2.65,-1.5443669769404782e-19
2.6525,-1.5820669935264053e-19
2.655,-1.6068044835466068e-19
2.6575,-1.6253609138038896e-19
2.66,-1.6303039132523542e-19
2.6625,-1.6246086814356239e-19
2.665,-1.6093594704761072e-19
2.6675,-1.5865121943514017e-19
2.67,-1.5573331283778219e-19
2.6725,-1.5183020792633771e-19
2.675,-1.4704615990241508e-19
2.6775,-1.4120530814705515e-19
2.68,-1.346958693477972e-19
2.6825,-1.2768372035524547e-19
2.685,-1.2032793090218881e-19
2.6875,-1.1246557893156343e-19
2.69,-1.0452475867759633e-19
2.6925,-9.6004087453971148e-20
2.695,-8.7410394429078188e-20
2.6975,-7.8836450143760256e-20
2.7,-7.0358961946328088e-20
2.7025,-6.2226150363153405e-20
2.705,-5.4457174830958557e-20
2.7075,-4.713190928746676e-20
2.71,-4.0453450297261767e-20
2.7125,-3.4554215281714021e-20
2.715,-2.9436458888263177e-20
2.7175,-2.5236692725867471e-20
2.72,-2.2037689225422987e-20
2.7225,-1.9898254598776656e-20
2.725,-1.889884289365296e-20
2.7275,-1.9096105660974271e-20
2.73,-2.044709274107639e-20
2.7325,-2.2910545157668613e-20
2.735,-2.6490229521908706e-20
2.7375,-3.1299704928732823e-20
2.74,-3.7155077437285421e-20
2.7425,-4.4173585278778011e-20
2.745,-5.1731967483770799e-20
2.7475,-6.0327947007436602e-20
2.75,-6.9771611456134668e-20
2.7525,-7.9199063517156373e-20
2.755,-8.9027760735217119e-20
2.7575,-9.8938570379970519e-20
2.76,-1.0845542858993335e-19
2.7625,-1.1818755377713463e-19
2.765,-1.2720942180538539e-19
2.7675,-1.3579198739026091e-19
2.77,-1.4371763983751908e-19
2.7725,-1.5051108288819462e-19
2.775,-1.5671968971209841e-19
2.7775,-1.6202894722296133e-19
2.78,-1.6634776893094652e-19
2.7825,-1.6989488269115391e-19
2.785,-1.7176352542590167e-19
2.7875,-1.7215115106271396e-19
2.79,-1.7147859379804662e-19
2.7925,-1.7017458171124105e-19
2.795,-1.6746690269368884e-19
2.7975,-1.6298708632940325e-19
2.8,-1.5777406723381771e-19
2.8025,-1.5167471224318106e-19
2.805,-1.4475054701746632e-19
2.8075,-1.3705151495356327e-19
2.81,-1.2860919279244217e-19
2.8125,-1.1938446624675543e-19
2.815,-1.0982712134111276e-19
2.8175,-1.001280626113533e-19
2.82,-9.0215079190256808e-20
2.8225,-8.0168042552696684e-20
2.825,-7.0321606078790502e-20
2.8275,-6.0786668400894686e-20
2.83,-5.1760691205399263e-20
2.8325,-4.3441214891330227e-20
2.835,-3.5785675892490789e-20
2.8375,-2.8948806137963815e-20
2.84,-2.3149502838579502e-20
2.8425,-1.8503764047110336e-20
2.845,-1.5028517297625317e-20
2.8475,-1.2801740134945511e-20
2.85,-1.1825776896359973e-20
2.8525,-1.2134047446691188e-20
2.855,-1.3734979256014698e-20
2.8575,-1.6603582185150261e-20
2.86,-2.0831429639368214e-20
2.8625,-2.615132095808891e-20
2.865,-3.2799345782260995e-20
2.8675,-4.0184007395232267e-20
2.87,-4.8756606584153309e-20
2.8725,-5.8206301948073435e-20
2.875,-6.7933461508683542e-20
2.8775,-7.8615103800970208e-20
2.88,-8.9926351567023602e-20
2.8825,-1.0107628296383856e-19
2.885,-1.1136280027324835e-19
2.8875,-1.2220612382427772e-19
2.89,-1.3292731735027084e-19
2.8925,-1.4308321870127957e-19
2.895,-1.524218085599355e-19
2.8975,-1.609360235302738e-19
2.9,-1.6859343348201714e-19
2.9025,-1.7558382523913176e-19
2.905,-1.8097845343657053e-19
2.9075,-1.8554455514073342e-19
2.91,-1.8837503267375272e-19
2.9125,-1.9007276715973355e-19
2.915,-1.9074652914764186e-19
2.9175,-1.9051172934869392e-19
2.92,-1.8833564726817766e-19
2.9225,-1.8526454096491986e-19
2.925,-1.8080100768650249e-19
2.9275,-1.7528872443188472e-19
2.93,-1.6860354198457843e-19
2.9325,-1.6063002787826822e-19
2.935,-1.5174606368794761e-19
2.9375,-1.420721608433495e-19
2.94,-1.3180475813894247e-19
2.9425,-1.2125022770582752e-19
2.945,-1.1045833643258313e-19
2.9475,-9.9417697673414035e-20
2.95,-8.8561951859415767e-20
2.9525,-7.8077629596184397e-20
2.955,-6.7933318451305507e-20
2.9575,-5.8389276323166566e-20
2.96,-4.9678202621104951e-20
2.9625,-4.1960959015641696e-20
2.965,-3.5237027241640262e-20
2.9675,-2.9638516000516973e-20
2.97,-2.533473401344448e-20
2.9725,-2.2360975773444858e-20
2.975,-2.0733271517479045e-20
2.9775,-2.059874258219922e-20
2.98,-2.1772601265572033e-20
2.9825,-2.4307344150190851e-20
2.985,-2.8212629205898736e-20
2.9875,-3.3296526082473997e-20
2.99,-3.9666368651921597e-20
2.9925,-4.6796869073699528e-20
2.995,-5.5037639289313153e-20
2.9975,-6.4352157242465669e-20
3.0,-7.394553915674603e-20
3.0025,-8.4350527214279152e-20
3.005,-9.5054124543568263e-20
3.0075,-1.0635646816869679e-19
3.01,-1.1668671181224638e-19
3.0125,-1.2675438682249242e-19
3.015,-1.3684218298951721e-19
3.0175,-1.4648258142036287e-19
3.02,-1.5526631141005975e-19
3.0225,-1.6323325535921975e-19
3.025,-1.7036298520769029e-19
3.0275,-1.7661158345737216e-19
3.03,-1.8215097646863359e-19
3.0325,-1.8590900692477991e-19
3.035,-1.8896301566033411e-19
3.0375,-1.903179931466167e-19
3.04,-1.908046370759061e-19
3.0425,-1.902552422215195e-19
3.045,-1.8836903924388849e-19
3.0475,-1.84707077476573e-19
3.05,-1.7937646390807116e-19
3.0525,-1.7330217238947944e-19
3.055,-1.6622271312975938e-19
3.0575,-1.5831802686551096e-19
3.06,-1.4952736367949999e-19
3.0625,-1.4001936657960681e-19
3.065,-1.2964923873942557e-19
3.0675,-1.1876759043846171e-19
3.07,-1.075284006668472e-19
3.0725,-9.624779285513864e-20
3.075,-8.5182381036986562e-20
3.0775,-7.4423624559384327e-20
3.08,-6.4100273529359536e-20
3.0825,-5.4430495197376544e-20
3.085,-4.5482883227883652e-20
3.0875,-3.7422605335359356e-20
3.09,-3.0491150410195617e-20
3.0925,-2.4813468599612543e-20
3.095,-2.0536607827732441e-20
3.0975,-1.7774077677885516e-20
3.1,-1.6508462213088846e-20
3.1025,-1.6776472397045445e-20
3.105,-1.8553717265243187e-20
3.1075,-2.1851467438982975e-20
3.11,-2.6630557042907082e-20
3.1125,-3.2816642180100759e-20
3.115,-4.0467275278760232e-20
3.1175,-4.9174849397344335e-20
3.12,-5.9002744235408061e-20
3.1225,-6.9934575291461166e-20
3.125,-8.1669267538136399e-20
3.1275,-9.3968356061618345e-20
3.13,-1.0643201320200905e-19
3.1325,-1.1980544445503163e-19
3.135,-1.3265681839815467e-19
3.1375,-1.4476691462594313e-19
3.14,-1.5653144424551754e-19
3.1425,-1.6799453905544447e-19
3.145,-1.7834196332851974e-19
3.1475,-1.8745086368261118e-19
3.15,-1.9542836759682467e-19
3.1525,-2.0237355778153604e-19
3.155,-2.0880743185615523e-19
3.1575,-2.1329878566390742e-19
3.16,-2.1682991476631436e-19
3.1625,-2.185171252237256e-19
3.165,-2.1849011781753638e-19
3.1675,-2.172589433756109e-19
3.17,-2.149695204383642e-19
3.1725,-2.1069268849278234e-19
3.175,-2.0507447646717246e-19
3.1775,-1.9777559589526726e-19
3.18,-1.8989388865042859e-19
3.1825,-1.8158767653031808e-19
3.185,-1.7174973511568657e-19
3.1875,-1.6133515958967412e-19
3.19,-1.5002459084979227e-19
3.1925,-1.3847434141343881e-19
3.195,-1.2616366056329443e-19
3.1975,-1.1362118990759031e-19
3.2,-1.0121578056323144e-19
3.2025,-8.8936163789561054e-20
3.205,-7.7170536877006576e-20
3.2075,-6.6016160337463627e-20
3.21,-5.5539800396668059e-20
3.2125,-4.5803595789285722e-20
3.215,-3.7191993378252939e-20
3.2175,-2.9939840405803069e-20
3.22,-2.3730305209353075e-20
3.2225,-1.9172455779942576e-20
3.225,-1.5889930942183923e-20
3.2275,-1.4264573879857905e-20
3.23,-1.4144984884330412e-20
3.2325,-1.5500678601441463e-20
3.235,-1.841167520689296e-20
3.2375,-2.2682191979531532e-20
3.24,-2.8532269035540722e-20
3.2425,-3.5476595218522458e-20
3.245,-4.4016767268353818e-20
3.2475,-5.3131152285152829e-20
3.25,-6.3544500405030029e-20
3.2525,-7.4717779192200487e-20
3.255,-8.584031089519807e-20
3.2575,-9.7685976946775664e-20
3.26,-1.1011064570844471e-19
3.2625,-1.2127532507523012e-19
3.265,-1.33080598928663e-19
3.2675,-1.4414869916934315e-19
3.27,-1.548797032670813e-19
3.2725,-1.6440771006644083e-19
3.275,-1.7306760556764986e-19
3.2775,-1.8097762821848488e-19
3.28,-1.8806821575695943e-19
3.2825,-1.9423791411268442e-19
3.285,-1.9823913407839127e-19
3.2875,-2.0071207718667761e-19
3.29,-2.0227622814547119e-19
3.2925,-2.0252617417673944e-19
3.295,-2.0060934035953368e-19
3.2975,-1.9863810174351001e-19
3.3,-1.9511316603698128e-19
3.3025,-1.9039645959727867e-19
3.305,-1.8474118509587676e-19
3.3075,-1.77484566112273e-19
3.31,-1.6941487279423253e-19
3.3125,-1.6055459864837703e-19
3.315,-1.5060388835963763e-19
3.3175,-1.4006413943372772e-19
3.32,-1.2887457414520406e-19
3.3225,-1.1758635485771508e-19
3.325,-1.0626707662708661e-19
3.3275,-9.5099203845875297e-20
3.33,-8.3994137528514888e-20
3.3325,-7.3097556936768362e-20
3.335,-6.2543476144740735e-20
3.3375,-5.2738157138576107e-20
3.34,-4.3805927719672729e-20
3.3425,-3.6095145107814877e-20
3.345,-2.9526704067453257e-20
3.3475,-2.4273147136688912e-20
3.35,-2.0396801868350724e-20
3.3525,-1.7956882887906629e-20
3.355,-1.7031102419024265e-20
3.3575,-1.7614797010890775e-20
3.36,-1.9692504686021068e-20
3.3625,-2.3261769780751718e-20
3.365,-2.8359180806115608e-20
3.3675,-3.4727457478749905e-20
3.37,-4.260617017996957e-20
3.3725,-5.1216027531093002e-20
3.375,-6.1094445417090596e-20
3.3775,-7.1859066731256311e-20
3.38,-8.2818168966188721e-20
3.3825,-9.4527173445568938e-20
3.385,-1.0643883803357979e-19
3.3875,-1.1807512151682274e-19
3.39,-1.3008740404675564e-19
3.3925,-1.4166298556394729e-19
3.395,-1.5232591404191424e-19
3.3975,-1.6199771395680872e-19
3.4,-1.712083306845543e-19
3.4025,-1.8008776236810969e-19
3.405,-1.8767456551412157e-19
3.4075,-1.9484762072003061e-19
3.41,-1.9916445319394585e-19
3.4125,-2.0271355295317857e-19
3.415,-2.0482827518515818e-19
3.4175,-2.0474784898098139e-19
3.42,-2.0410495068440644e-19
3.4225,-2.0225567001605734e-19
3.425,-1.9918124312003963e-19
3.4275,-1.954054752365506e-19
3.43,-1.8981514843692131e-19
3.4325,-1.8291810585108628e-19
3.435,-1.7479780110234523e-19
3.4375,-1.6549192955376182e-19
3.44,-1.5543714910213853e-19
3.4425,-1.4484461262008377e-19
3.445,-1.3383904283636416e-19
3.4475,-1.2247651400725162e-19
3.45,-1.1114155894466152e-19
3.4525,-9.9652396106960468e-20
3.455,-8.8132349204928613e-20
3.4575,-7.7020623029170705e-20
3.46,-6.637862083959116e-20
3.4625,-5.6363966595711999e-20
3.465,-4.718198509050376e-20
3.4675,-3.8895019611165052e-20
3.47,-3.1836603767723662e-20
3.4725,-2.6066598601566418e-20
3.475,-2.1637011049652952e-20
3.4775,-1.8688990991948952e-20
3.48,-1.7256700588650601e-20
3.4825,-1.736433967770286e-20
3.485,-1.8996682128772967e-20
3.4875,-2.2162300909337699e-20
3.49,-2.6803658551263211e-20
3.4925,-3.2980840149755792e-20
3.495,-4.0426313066652847e-20
3.4975,-4.9160048449733851e-20
3.5,-5.8650192585615127e-20
3.5025,-6.947231112998613e-20
3.505,-8.1096448598620024e-20
3.5075,-9.2676254500701629e-20
3.51,-1.0526839559555557e-19
3.5125,-1.1823116623546499e-19
3.515,-1.3006054613709998e-19
3.5175,-1.4181637450114879e-19
3.52,-1.532127336297914e-19
3.5225,-1.6403823243515386e-19
3.525,-1.7333532849125736e-19
3.5275,-1.8218775002535421e-19
3.53,-1.8989127148918296e-19
3.5325,-1.9694039398395316e-19
3.535,-2.0301042799307555e-19
3.5375,-2.065505649008591e-19
3.54,-2.0864110021547418e-19
3.5425,-2.0962777933944258e-19
3.545,-2.0929883469115778e-19
3.5475,-2.0643164707470623e-19
3.55,-2.0332830848921994e-19
3.5525,-1.9836911195149516e-19
3.555,-1.9216770665151979e-19
3.5575,-1.846233678061445e-19
3.56,-1.7619239887183205e-19
3.5625,-1.6670658630726285e-19
3.565,-1.5660316062434759e-19
3.5675,-1.4584087154682865e-19
3.57,-1.3441505053165397e-19
3.5725,-1.2255230051518181e-19
3.575,-1.1043553901272687e-19
3.5775,-9.8475028180058741e-20
3.58,-8.6690813036012421e-20
3.5825,-7.5410096594468944e-20
3.585,-6.4604695527534854e-20
3.5875,-5.4515102463227112e-20
3.59,-4.5312284971372139e-20
3.5925,-3.7139690230624578e-20
3.595,-3.0144262512133872e-20
3.5975,-2.4477562190464269e-20
3.6,-2.0216201880149644e-20
3.6025,-1.7480237568776005e-20
3.605,-1.6332889824532752e-20
3.6075,-1.6754319443516816e-20
3.61,-1.8700590580263921e-20
3.6125,-2.2227465036800109e-20
3.615,-2.7244309020165918e-20
3.6175,-3.3733706557311326e-20
3.62,-4.1710866490933537e-20
3.6225,-5.0728512411975387e-20
3.625,-6.0902855308554164e-20
3.6275,-7.1894992003932773e-20
3.63,-8.3659287883066616e-20
3.6325,-9.5832906121136829e-20
3.635,-1.0822667781739761e-19
3.6375,-1.2126530191589976e-19
3.64,-1.3367825665542796e-19
3.6425,-1.4542443223603987e-19
3.645,-1.5740047673192035e-19
3.6475,-1.688152733403122e-19
3.65,-1.7901601496294302e-19
3.6525,-1.8779276889989607e-19
3.655,-1.953459405269955e-19
3.6575,-2.0172709485321475e-19
3.66,-2.0711143659559013e-19
3.6625,-2.1154161533745924e-19
3.665,-2.1386934171777029e-19
3.6675,-2.1455027495237269e-19
3.67,-2.1412159689633485e-19
3.6725,-2.1312482106307775e-19
3.675,-2.0934621608424025e-19
3.6775,-2.0454288363870413e-19
3.68,-1.9856798280656469e-19
3.6825,-1.917008236721065e-19
3.685,-1.8393051092941923e-19
3.6875,-1.7511748662845672e-19
3.69,-1.6524810809605577e-19
3.6925,-1.5467143565921225e-19
3.695,-1.4350464661675405e-19
3.6975,-1.3211287601019193e-19
3.7,-1.2004782063943831e-19
3.7025,-1.0799185253822314e-19
3.705,-9.6103543848115636e-20
3.7075,-8.4426231671596245e-20
3.71,-7.3310643371970811e-20
3.7125,-6.2771129931237086e-20
3.715,-5.2986060564475764e-20
3.7175,-4.4084156482204711e-20
3.72,-3.6246484760634713e-20
3.7225,-2.9717805163850043e-20
3.725,-2.4416934510169868e-20
3.7275,-2.0599379089883936e-20
3.73,-1.8327597510926677e-20
3.7325,-1.7614507505776832e-20
