Physical Time (s),ep_bot Monitor (W): bot_cv1,ep_bot Monitor (W): bot_cv2,ep_bot Monitor (W): bot_cv3,ep_bot Monitor (W): bot_cv4,ep_bot Monitor (W): bot_cv5,ep_bot Monitor (W): bot_cv6,ep_bot Monitor (W): bot_cv7
0.3725,8.0946940014802471e-09,-1.2616064239122133e-10,6.7337893834253203e-10,1.5406489859637752e-09,1.1763453049281571e-09,1.067869860747095e-09,3.0210531097013531e-10
0.375,8.4739483113125075e-09,-1.1287504215541994e-10,5.3645557508271027e-10,1.2727970311112053e-09,1.0165669664566938e-09,1.0954448265130333e-09,4.9425812697430107e-10
0.3775,8.6049202705270446e-09,-1.0063353871889208e-10,4.019164197553185e-10,9.8257141823038353e-10,8.1727746349256153e-10,1.0011103448061344e-09,5.6532329672132084e-10
0.38,8.4563009565148585e-09,-8.5216767974821837e-11,2.8295856543523813e-10,6.8067976398345382e-10,5.8249859740870119e-10,7.83931575353431e-10,5.024674288474375e-10
0.3825,8.0187872540233516e-09,-6.0983016175889361e-11,1.9113824210127855e-10,3.787448111135235e-10,3.2232274908509784e-10,4.736534992243458e-10,3.3417286705035475e-10
0.385,7.3058994410337249e-09,-2.2214475320368423e-11,1.3510010815679218e-10,8.7583912094588005e-11,5.0666270853472241e-11,1.189765721820722e-10,1.179433452545146e-10
0.3875,6.3511217162694896e-09,3.6222844414726955e-11,1.1896314124291655e-10,-1.842063612933156e-10,-2.1838629853707623e-10,-2.2826313479418873e-10,-8.1335709091257174e-11
0.39,5.1999947479321959e-09,1.1595273962911695e-10,1.381982273845743e-10,-4.3278009047370143e-10,-4.7387947765149753e-10,-5.2892949314998644e-10,-2.1533612753958865e-10
0.3925,3.9038258339329948e-09,2.1451346968015391e-10,1.8088629191472917e-10,-6.5854340359783824e-10,-7.0916948201531896e-10,-7.6561923863396665e-10,-2.6782810590161253e-10
0.395,2.5147867830731702e-09,3.242253785399216e-10,2.270400640271816e-10,-8.6715724771033572e-10,-9.217090643127651e-10,-9.4295089762996688e-10,-2.5576910964322589e-10
0.3975,1.0807355870398386e-09,4.3276392282833002e-10,2.5208959946041792e-10,-1.0667020314033475e-09,-1.1113807997379531e-09,-1.0798274928800993e-09,-2.1674583761824042e-10
0.4,-3.568669899360999e-10,5.2572640621259478e-10,2.312347575302141e-10,-1.2646771703485249e-09,-1.2784610622656925e-09,-1.1967100449843365e-09,-1.889460930598644e-10
0.4025,-1.7621188535068948e-09,5.8861084619595245e-10,1.4477849550868062e-10,-1.4650412897379842e-09,-1.421153919139268e-09,-1.3036663526799138e-09,-1.9347564494280506e-10
0.405,-3.10092915137126e-09,6.1044076329522523e-10,-1.6670567344898333e-11,-1.665671714726039e-09,-1.5345087531361435e-09,-1.3947700740716382e-09,-2.2724468362120993e-10
0.4075,-4.3395252158806985e-09,5.8613621810692098e-10,-2.4873669572873477e-10,-1.857671464737636e-09,-1.6106508893732676e-09,-1.4505941230297951e-09,-2.6816470869820065e-10
0.41,-5.4412594267427332e-09,5.1843004456065411e-10,-5.3258524595702701e-10,-2.0253106473908872e-09,-1.6400774261113813e-09,-1.447182665900056e-09,-2.8893606996405074e-10
0.4125,-6.3666271320937337e-09,4.1688045897032484e-10,-8.3790828997012936e-10,-2.1488183052246608e-09,-1.6141698334596673e-09,-1.3672879971898953e-09,-2.7167645579515038e-10
0.415,-7.0755275260331142e-09,2.956378323416163e-10,-1.1283018605931329e-09,-2.207623253744583e-09,-1.5278559098188157e-09,-1.2088748476223465e-09,-2.1640032052423256e-10
0.4175,-7.5331411021030644e-09,1.7193627586900848e-10,-1.3650239382722801e-09,-2.1845158359361319e-09,-1.3819487828342516e-09,-9.879368607171423e-10,-1.402061471142095e-10
0.42,-7.7144501117444113e-09,6.2689401370194888e-11,-1.5132615700087935e-09,-2.0685319315481705e-09,-1.1836360359492697e-09,-7.3348186978200398e-10,-6.7975020503068257e-11
0.4225,-7.6073754943499929e-09,-1.8936838685267831e-11,-1.5471867865150536e-09,-1.8570802243105539e-09,-9.4574897761247507e-10,-4.7858351245890939e-10,-2.0537254561895905e-11
0.425,-7.2180536342811524e-09,-6.4398529765474053e-11,-1.4519768672103112e-09,-1.5555971182883016e-09,-6.8421849096913032e-10,-2.4994902494871661e-10,-5.9084594285852533e-12
0.4275,-6.5664679857781706e-09,-7.0964385746943703e-11,-1.2249659127006685e-09,-1.1761045228611474e-09,-4.1427627806209772e-10,-6.1529450952519697e-11,-1.7366282402584503e-11
0.43,-5.6833558357891608e-09,-4.09894980631527e-11,-8.7469112995968991e-10,-7.3397785100705809e-10,-1.4700559553452035e-10,8.7827606405116871e-11,-3.8082788501309223e-11
0.4325,-4.6052576339072615e-09,1.973339944231108e-11,-4.1727318480560937e-10,-2.4464135701275287e-10,1.1222826338142385e-10,2.1056536632661806e-10,-4.91007589300147e-11
0.435,-3.3716967726861794e-09,1.035703482655403e-10,1.2575581918748119e-10,2.784221306479213e-10,3.6286683805876152e-10,3.241840920151732e-10,-3.6905971573940243e-11
0.4375,-2.0240500931989966e-09,2.0263620384645627e-10,7.3105962052930938e-10,8.2402174267968872e-10,6.0770703453756198e-10,4.444146640326201e-10,2.2908776468801723e-12
0.44,-6.0766745792038066e-10,3.1026303576707198e-10,1.3745984225845719e-09,1.3823574585033482e-09,8.501410396279232e-10,5.7973929872816854e-10,6.2427711243236054e-11
0.4425,8.2981625152557983e-10,4.2158034901403397e-10,2.0348492610552611e-09,1.9437759644450753e-09,1.0914843350553465e-09,7.2903159446889037e-10,1.3088006228845759e-10
0.445,2.2375277484226203e-09,5.331736452356213e-10,2.6891820698486081e-09,2.4960012944522279e-09,1.329215849138741e-09,8.8249089949585761e-10,1.934001247571494e-10
0.4475,3.5558029725973242e-09,6.4243593620120014e-10,3.3158010182516198e-09,3.0230362854988915e-09,1.5561341984308582e-09,1.0250607627099366e-09,2.3859798518577608e-10
0.45,4.7195602867918446e-09,7.4731736798318956e-10,3.8906440977493422e-09,3.5040073721465087e-09,1.7609650526290427e-09,1.1410162360623565e-09,2.6053817909990592e-10
0.4525,5.664189515594216e-09,8.4533531192168345e-10,4.3890538346357085e-09,3.9150295365534654e-09,1.9307673380948906e-09,1.2183803665166282e-09,2.5928467078532877e-10
0.455,6.3313924098147188e-09,9.3310967008275846e-10,4.7854369079156178e-09,4.2310968228287136e-09,2.0530327936752724e-09,1.2514474633535723e-09,2.3956843644428071e-10
0.4575,6.6749333266902576e-09,1.0064993431091922e-09,5.0564157270681712e-09,4.4287733407293907e-09,2.1176687279994067e-09,1.2414022627489009e-09,2.0856009792010903e-10
0.46,6.6618736991171731e-09,1.0609665143610574e-09,5.1807961814383092e-09,4.4886174882099666e-09,2.1182274003528877e-09,1.1947511070095645e-09,1.7366088814833723e-10
0.4625,6.2826736598336093e-09,1.092052797429297e-09,5.1444841560503837e-09,4.400368150175318e-09,2.0542206531033035e-09,1.1219646801568435e-09,1.412900761972787e-10
0.465,5.5528796109052421e-09,1.0967421464084309e-09,4.9442788209402168e-09,4.163064282164031e-09,1.9283668081984594e-09,1.0321022794302516e-09,1.1542388532118727e-10
0.4675,4.5053178451775296e-09,1.0735458558156453e-09,4.5869619712893892e-09,3.7848255106137549e-09,1.7456297180156631e-09,9.312347149997471e-10,9.7839484645860859e-11
0.47,3.1922948308962934e-09,1.0230174724626045e-09,4.0904384258314481e-09,3.2835362009470776e-09,1.5130915106011176e-09,8.2150558715864027e-10,8.8307483770604965e-11
0.4725,1.6767742696131417e-09,9.4854761426236026e-10,3.4844766752415476e-09,2.6860028652038838e-09,1.2396990513913263e-09,7.0159414303896819e-10,8.4818796505807814e-11
0.475,2.8312591827975016e-11,8.5605115907915158e-10,2.8077553352810667e-09,2.025737322918501e-09,9.3599792734474791e-10,5.6826733017652524e-10,8.3938442266698218e-11
0.4775,-1.6843547660322161e-09,7.5328006248084366e-10,2.1040690442973609e-09,1.33973696620913e-09,6.1461012060224779e-10,4.1870151514144627e-10,8.1319617365274469e-11
0.48,-3.3983317547377253e-09,6.4923072624284038e-10,1.4188932785509553e-09,6.6570501274646811e-10,2.8930047495971493e-10,2.5249643239195076e-10,7.2499241734974043e-11
0.4825,-5.0567280612486054e-09,5.5244416703716671e-10,7.9404404761244783e-10,3.8701347810243438e-11,-2.5462069795364229e-11,7.2931504321648641e-11,5.3996872550760489e-11
0.485,-6.6129607793033498e-09,4.7052089980344288e-10,2.6331873217802229e-10,-5.1195316014666221e-10,-3.15669690134687e-10,-1.1261485324563143e-10,2.4383049734664393e-11
0.4875,-8.0250967643885728e-09,4.0807767058658134e-10,-1.4920878001997149e-10,-9.6446393714827185e-10,-5.6926367897488066e-10,-2.9379920420694781e-10,-1.4910383700163725e-11
0.49,-9.2555334619545495e-09,3.6705141273522026e-10,-4.3255352955152374e-10,-1.3062550285959897e-09,-7.7711505700803232e-10,-4.5916571259050509e-10,-5.9616239268323358e-11
0.4925,-1.0268991359253682e-08,3.4646890952148863e-10,-5.87528219517143e-10,-1.5345424351530265e-09,-9.3439002334099573e-10,-5.984258918430598e-10,-1.035210741844679e-10
0.495,-1.1031387384577834e-08,3.4298432928886972e-10,-6.2441386722006908e-10,-1.6545198681327968e-09,-1.0403055447252993e-09,-7.0440896460232381e-10,-1.4017842897062846e-10
0.4975,-1.1508684884031625e-08,3.5167105238997544e-10,-5.6127169321786984e-10,-1.6777843618280968e-09,-1.0978240660990708e-09,-7.743491173179555e-10,-1.6462593953246598e-10
0.5,-1.1668210924223559e-08,3.6736040873302522e-10,-4.2004734540344982e-10,-1.6189750779554754e-09,-1.1122215129300485e-09,-8.0985427363244976e-10,-1.7475111402327818e-10
0.5025,-1.1484775447281375e-08,3.854785542634784e-10,-2.2367333865835609e-10,-1.4940779481729154e-09,-1.0899649117599351e-09,-8.1563233881104563e-10,-1.716074670552794e-10
0.505,-1.0946441121342654e-08,4.0300978288297247e-10,7.2306363460037534e-12,-1.3180327673899968e-09,-1.0374001477849851e-09,-7.9837643621049014e-10,-1.5903258260127228e-10
0.5075,-1.0055785140205029e-08,4.1860866418018084e-10,2.5623753595158254e-10,-1.102793164741955e-09,-9.594410324673991e-10,-7.6395072467928352e-10,-1.4180343535835536e-10
0.51,-8.8359936599531725e-09,4.3246459319749949e-10,5.1146379582295968e-10,-8.5705061933349408e-10,-8.5896769551768804e-10,-7.1564063187103492e-10,-1.2393593425783192e-10
0.5125,-7.3319864289153363e-09,4.4529117461943491e-10,7.6543517408250585e-10,-5.8688178000000642e-10,-7.3681414152204603e-10,-6.5347452896884392e-10,-1.0747386624329494e-10
0.515,-5.6134837277380269e-09,4.5766487151591371e-10,1.0129655233552606e-09,-2.9573105058292813e-10,-5.9236301276714309e-10,-5.7468543529167623e-10,-9.2295373684738177e-11
0.5175,-3.7642056385476431e-09,4.7022097790441317e-10,1.2518854312082503e-09,1.4387531315531267e-11,-4.2442767798001068e-10,-4.7535344005365521e-10,-7.6900337924083756e-11
0.52,-1.8767456155278477e-09,4.8251493029670024e-10,1.4817230105690811e-09,3.421620207401506e-10,-2.3200253663221439e-10,-3.5220805135231128e-10,-5.9634993468342902e-11
0.5225,-4.4578650160204824e-11,4.9425297477169551e-10,1.7030940793356186e-09,6.8604479663854336e-10,-1.5383068761740758e-11,-2.0438162921030834e-10,-3.9809546963513334e-11
0.525,1.6495106017884801e-09,5.041633583665494e-10,1.9156018179231672e-09,1.0435856388756915e-09,2.2345290168702815e-10,-3.3792470266470785e-11,-1.8087784079922943e-11
0.5275,3.1409243424661243e-09,5.1115233130219288e-10,2.118558281650887e-09,1.4113655280197323e-09,4.8071963662794273e-10,1.5492609442894625e-10,3.9901943296966011e-12
0.53,4.3839804626900997e-09,5.1437656967147618e-10,2.310057712739961e-09,1.7828704989334677e-09,7.5058407282078478e-10,3.5555823988761224e-10,2.5048468521445001e-11
0.5325,5.3537096598688111e-09,5.1311965843514222e-10,2.4858964471412443e-09,2.1499675375505358e-09,1.0255275926755638e-09,5.6145563069891139e-10,4.4904901963348875e-11
0.535,6.0433363165979741e-09,5.0675546947423346e-10,2.6401598469192854e-09,2.5010372448539947e-09,1.2966158667898457e-09,7.667623440926219e-10,6.5071164264092456e-11
0.5375,6.4617051259202088e-09,4.9474923033309949e-10,2.7640636455994996e-09,2.8221551668490994e-09,1.5538077392902303e-09,9.662538915198019e-10,8.8426002625931374e-11
0.54,6.6275012261295458e-09,4.7626891167747881e-10,2.8467030735040623e-09,3.0971709696155967e-09,1.7860807609156796e-09,1.1547043945239534e-09,1.1809682632830519e-10
0.5425,6.5668773884504857e-09,4.5098346633240263e-10,2.8772953025700259e-09,3.3083697613957639e-09,1.9813518157659274e-09,1.3257566615958589e-09,1.5593584431252019e-10
0.545,6.310176253192539e-09,4.1849396273019665e-10,2.8464986990577206e-09,3.4387581678595074e-09,2.1273939952101727e-09,1.471337405479787e-09,2.0125047820361364e-10
0.5475,5.8883667180383812e-09,3.7906887097946208e-10,2.7468914173375665e-09,3.4731770232972517e-09,2.2127227644088533e-09,1.5815831015753835e-09,2.5031269185382335e-10
0.55,5.3326183830064541e-09,3.3323170331538334e-10,2.5747919617812065e-09,3.4008623240194739e-09,2.2277417146916526e-09,1.645527910410265e-09,2.968144869405118e-10
0.5525,4.6732641959105817e-09,2.8254262567119187e-10,2.331770007749732e-09,3.2162016544175384e-09,2.1656389612816116e-09,1.6526286585784402e-09,3.3315804623026303e-10
0.555,3.9394205182975335e-09,2.2920038142021336e-10,2.0238734262023151e-09,2.9195237686681812e-09,2.0236716774052121e-09,1.5948673647913235e-09,3.5220716940704294e-10
0.5575,3.1604343808516429e-09,1.7541860054412175e-10,1.6614784437851723e-09,2.5180359097527353e-09,1.8035746988367006e-09,1.4685977144781834e-09,3.4898308671652138e-10
0.56,2.3656973709914751e-09,1.2346887419043856e-10,1.258227235399348e-09,2.0251956538311216e-09,1.5119309212058338e-09,1.2756930804808081e-09,3.2172055577115618e-10
0.5625,1.5849405341192298e-09,7.526211670928764e-11,8.2983314263615321e-10,1.4595318812292389e-09,1.1595358740895399e-09,1.0237508935286085e-09,2.7205654526562445e-10
0.565,8.4695320431436784e-10,3.228722422808788e-11,3.9210147676332782e-10,8.4253172912365223e-10,7.604920021636814e-10,7.2518095758433732e-10,2.0449523901333988e-10
0.5675,1.7907878594471158e-10,-4.8753198707874896e-12,-4.0648101007321504e-11,1.96916479973278e-10,3.3098433558167951e-10,3.9533895899887977e-10,1.2521739087536067e-10
0.57,-3.9482684786070993e-10,-3.6104242211745354e-11,-4.558822339869942e-10,-4.5422588363569758e-10,-1.1231388435379146e-10,5.0032212351390801e-11,4.060575104431242e-11
0.5725,-8.5445214390609781e-10,-6.1728727798610697e-11,-8.4260625614295207e-10,-1.0894653431016865e-09,-5.5336144159961339e-10,-2.9563902786273967e-10,-4.3986904478694297e-11
0.575,-1.183668550155065e-09,-8.2530416424994419e-11,-1.1934603900349182e-09,-1.6902507224529846e-09,-9.7759304493523336e-10,-6.2845734692493467e-10,-1.2458063485078689e-10
0.5775,-1.3744832878968039e-09,-9.9253770070654238e-11,-1.5024506664205798e-09,-2.239957111180002e-09,-1.3725934762358151e-09,-9.3812881282240562e-10,-1.9863193737592225e-10
0.58,-1.4251033724493512e-09,-1.1271135296883035e-10,-1.7647798784583296e-09,-2.7247054232324614e-09,-1.7277024052124808e-09,-1.2165153818862083e-09,-2.6432442862792316e-10
0.5825,-1.3433600510749324e-09,-1.2333785226936946e-10,-1.9773931295938167e-09,-3.1328873787353044e-09,-2.033911395153766e-09,-1.4569105204788333e-09,-3.1976959207785217e-10
0.585,-1.1413745167437504e-09,-1.3143723509177225e-10,-2.1369976185040117e-09,-3.454716511154224e-09,-2.2834736447838198e-09,-1.6531876409322863e-09,-3.6258340955608773e-10
0.5875,-8.3649468896451264e-10,-1.3730908977922903e-10,-2.2417398828627874e-09,-3.6826276492932033e-09,-2.4697873798030838e-09,-1.7995439103037327e-09,-3.8981080522219073e-10
0.59,-4.4919228435547547e-10,-1.4123842520817048e-10,-2.2907370236783008e-09,-3.8111063472397158e-09,-2.5871900895247734e-09,-1.8907551067087432e-09,-3.9869862241858846e-10
0.5925,7.4324359545697588e-13,-1.4359113417692619e-10,-2.2849257115499284e-09,-3.8372357109550218e-09,-2.6314677254559042e-09,-1.9228998852291396e-09,-3.8771746302026135e-10
0.595,4.9533524285243531e-10,-1.4492855592099164e-10,-2.2270378240417145e-09,-3.7614090284043253e-09,-2.6004059658428613e-09,-1.8942228747681894e-09,-3.5759498039936638e-10
0.5975,1.0205637084409755e-09,-1.4594444507732654e-10,-2.1219279423864577e-09,-3.5874163604730401e-09,-2.4941368499421446e-09,-1.8056771698321842e-09,-3.117369902197811e-10
0.6,1.5658791025571622e-09,-1.4769208336381976e-10,-1.9769621716209846e-09,-3.3232397869499633e-09,-2.3158709667156138e-09,-1.6612647420543383e-09,-2.5587344725741354e-10
0.6025,2.1241046559608632e-09,-1.514138278953368e-10,-1.8018917901483352e-09,-2.9810977707858623e-09,-2.0720250902926724e-09,-1.4678271152760262e-09,-1.9690132060385518e-10
0.605,2.692495083619155e-09,-1.5818081811968772e-10,-1.6083772262899889e-09,-2.5763736624837608e-09,-1.7721139740640679e-09,-1.2341472446314091e-09,-1.4135535729560319e-10
0.6075,3.2712617319983217e-09,-1.6886998991140075e-10,-1.4085463212231662e-09,-2.1276824981712081e-09,-1.4280078364268167e-09,-9.7024041035188462e-10,-9.3963796941671287e-11
0.61,3.86252634997602e-09,-1.8383371145515337e-10,-1.2132495052259997e-09,-1.6542774299452255e-09,-1.0531105962413021e-09,-6.8599905139857776e-10,-5.6527995175648427e-11
0.6125,4.4700936134950337e-09,-2.0253961124121424e-10,-1.0320650872347823e-09,-1.1747728414507601e-09,-6.6185365990175422e-10,-3.9075228440220956e-10,-2.7622319400277767e-11
0.615,5.0959388114681686e-09,-2.2385644102412002e-10,-8.7180133838002964e-10,-7.0730492866230085e-10,-2.6913122707711629e-10,-9.2818643608871436e-11,-3.3032058211119862e-12
0.6175,5.7412743939305735e-09,-2.4573339033423669e-10,-7.3502884938147594e-10,-2.6740672096203197e-10,1.1080711876832342e-10,1.9995830102106226e-10,2.1473273058856392e-11
0.62,6.4038486615440875e-09,-2.658299618700791e-10,-6.217102236225293e-10,1.3235979714512088e-10,4.6472218968468579e-10,4.7964384968286298e-10,5.1180089536431304e-11
0.6225,7.0756745748538637e-09,-2.8192060160766644e-10,-5.2955320200020666e-10,4.8274638428153381e-10,7.8133816648170486e-10,7.3820993809370088e-10,8.8481447258179719e-11
0.625,7.7434263339054919e-09,-2.9185443744745149e-10,-4.5435044365913501e-10,7.7657661576611456e-10,1.0506479645946013e-09,9.6720807941309648e-10,1.3343487334684556e-10
0.6275,8.3898683142883279e-09,-2.9426326928648679e-10,-3.9112633785364907e-10,1.009938551850016e-09,1.2652553910540735e-09,1.1580549431652623e-09,1.8342117919140663e-10
0.63,8.9932650569150603e-09,-2.8871155637762493e-10,-3.3509231439535589e-10,1.1815412183114941e-09,1.419560579322388e-09,1.3025474827687155e-09,2.3372728276026935e-10
0.6325,9.5296404198537057e-09,-2.7561591849838641e-10,-2.8289311968161765e-10,1.2907927895437686e-09,1.5102322677560402e-09,1.393619720391543e-09,2.7851066575464449e-10
0.635,9.973881168872506e-09,-2.5609771852257834e-10,-2.3243996628250642e-10,1.3388092964915282e-09,1.5359764892078484e-09,1.4259507707780797e-09,3.1185225060233246e-10
0.6375,1.0301291454400773e-08,-2.3173237994522709e-10,-1.8370085526342862e-10,1.3268752539865521e-09,1.4971368280720562e-09,1.3965732545550769e-09,3.2863649506031906e-10
0.64,1.0490657663875833e-08,-2.0429102497264177e-10,-1.3845768278865281e-10,1.2565822468831248e-09,1.3961231286481588e-09,1.3055746016964638e-09,3.2534245260389518e-10
0.6425,1.0526823524332514e-08,-1.7558983735067677e-10,-1.0043765187058317e-10,1.1298261073324987e-09,1.2368897093409286e-09,1.156043604854722e-09,3.0039624218306345e-10
0.645,1.0400985547151448e-08,-1.4721344633379223e-10,-7.4769016752385835e-11,9.4881898797580476e-10,1.0246492515531149e-09,9.5350780606975566e-10,2.5431118181661778e-10
0.6475,1.0112112675249424e-08,-1.2053867164886339e-10,-6.7926878367997105e-11,7.1489336599572703e-10,7.6579225921628808e-10,7.0580484683259503e-10,1.8955032652324217e-10
0.65,9.6664212740156768e-09,-9.6505543865106085e-11,-8.6329590218936688e-11,4.3045052097173791e-10,4.6727313140878853e-10,4.2243366900219609e-10,1.1036620496424444e-10
0.6525,9.0765098042616677e-09,-7.5968746153881505e-11,-1.3543198859022444e-10,9.9399301942708862e-11,1.3733192657699094e-10,1.1430297068626797e-10,2.2496737737224957e-11
0.655,8.3603716222041972e-09,-5.9587585268673853e-11,-2.1997552240674636e-10,-2.7284929479824047e-10,-2.1513809839226217e-10,-2.0661517373956009e-10,-6.7530118924694404e-11
0.6575,7.5392925846874372e-09,-4.811618486540517e-11,-3.4280797102567266e-10,-6.7909115158812767e-10,-5.8017009802453905e-10,-5.2757146405474513e-10,-1.5289872083704572e-10
0.66,6.6385083145410869e-09,-4.2066873220965521e-11,-5.0452987364265263e-10,-1.1108368513576347e-09,-9.470599525126575e-10,-8.3573895746288959e-10,-2.2744820556881658e-10
