Physical Time (s),ep_right Monitor (W): right_cv1,ep_right Monitor (W): right_cv2,ep_right Monitor (W): right_cv3,ep_right Monitor (W): right_cv4,ep_right Monitor (W): right_cv5,ep_right Monitor (W): right_cv6,ep_right Monitor (W): right_cv7
0.3725,8.2369480918083535e-07,-4.7723544111163186e-08,7.099893675027582e-10,3.65319215667647e-10,-1.3615259173335998e-09,-2.7769132754078835e-10,7.8502083917700137e-10
0.375,8.5819981999054042e-07,-3.7424256869092015e-08,9.4957553613458037e-10,-3.1882468303516069e-10,-1.8702829816486205e-09,-1.4369541394937893e-10,1.2690837289969329e-09
0.3775,8.9306338733085333e-07,-2.7036829017980409e-08,1.2037447099826709e-09,-6.3982559649027741e-10,-1.936930256032193e-09,-9.824358626666066e-11,1.4579454310802913e-09
0.38,9.2638108881433593e-07,-1.7198855860722248e-08,1.4875315943933469e-09,-6.3723661797180091e-10,-1.5933053273285468e-09,-9.1768110276437833e-11,1.3118328521314675e-09
0.3825,9.5636639409743963e-07,-8.4835376009260915e-09,1.787455299467721e-09,-4.1654051659994464e-10,-9.5154742966071328e-10,-7.7577241684822786e-11,8.7096261061278109e-10
0.385,9.8152781880442502e-07,-1.4124756876462641e-09,2.0761756884236194e-09,-1.1411276980846495e-10,-1.7619246644257911e-10,-2.5942696006053503e-11,2.4325402797293448e-10
0.3875,1.0008287141364682e-06,3.5896448476112781e-09,2.3050935745881139e-09,1.3932282509299646e-10,5.5579433337692334e-10,7.0863722088159945e-11,-4.2567436309774577e-10
0.39,1.0137103791925765e-06,6.222570958699601e-09,2.4171928795437491e-09,2.458086380055096e-10,1.0913253552010321e-09,2.0116668817034729e-10,-9.9339714559294157e-10
0.3925,1.0199695261602874e-06,6.3501663655843953e-09,2.3510369399259295e-09,1.5120481362906239e-10,1.3269483068656977e-09,3.4149086816552787e-10,-1.3486205664447981e-09
0.395,1.0199039565718486e-06,3.9954558940996596e-09,2.0472880885197626e-09,-1.5788773327949134e-10,1.2236096213556167e-09,4.6591753842735924e-10,-1.430383455181617e-09
0.3975,1.0141854438693313e-06,-6.283585180953663e-10,1.4559356420716232e-09,-6.6650793908336842e-10,8.0136634184543263e-10,5.5459717498738969e-10,-1.2341088705105823e-09
0.4,1.0038089507580933e-06,-7.1839809955101188e-09,5.3957438066842222e-10,-1.3452246417381377e-09,1.2626379192463385e-10,5.997646904162952e-10,-8.0334560007867818e-10
0.4025,9.8997087249069027e-07,-1.5230093143672105e-08,-7.173077315351676e-10,-2.1591990889104005e-09,-7.0814834413756624e-10,6.0681110727017533e-10,-2.169555559490878e-10
0.405,9.7400911990113872e-07,-2.426700716097077e-08,-2.3021344744315114e-09,-3.0691988751347822e-09,-1.597646038570133e-09,5.9194283709475956e-10,4.2620215436503654e-10
0.4075,9.5727151455426695e-07,-3.3790450193364855e-08,-4.1674698789786749e-09,-4.0273994734965403e-09,-2.4399901056189635e-09,5.7511170922465079e-10,1.0225483115877623e-09
0.41,9.4098572014565531e-07,-4.3341741794593639e-08,-6.2289052368047631e-09,-4.9707662126392075e-09,-3.1431697838923408e-09,5.730910222961405e-10,1.4777885145751605e-09
0.4125,9.2625433851695213e-07,-5.25231204155027e-08,-8.3601538890629215e-09,-5.8187343063150611e-09,-3.6309015859391749e-09,5.9205181625816317e-10,1.7200040878305099e-09
0.415,9.1392869421927e-07,-6.0986472185235748e-08,-1.0402352731932309e-08,-6.4769205698810414e-09,-3.8480489816735917e-09,6.2183826317873153e-10,1.71096331348222e-09
0.4175,9.0463629777151842e-07,-6.8446245221813833e-08,-1.2169008744417267e-08,-6.8482138905530298e-09,-3.7675902761565233e-09,6.3676588009446735e-10,1.4530812620243739e-09
0.42,8.9866400573523577e-07,-7.4664505057858549e-08,-1.3469715848893223e-08,-6.8504554302252488e-09,-3.3967319416450716e-09,5.9947232451919312e-10,9.9067738413251167e-10
0.4225,8.9606121119133849e-07,-7.9424609537022537e-08,-1.4128219517753316e-08,-6.4347562083030415e-09,-2.7808135910601913e-09,4.7076417776688919e-10,4.0194690397320608e-10
0.425,8.9672972998298108e-07,-8.2518572846509026e-08,-1.4015826734929085e-08,-5.6025534820748974e-09,-2.0002581706457966e-09,2.2194039231014918e-10,-2.1558936825525739e-10
0.4275,9.004657071824796e-07,-8.3759662497718064e-08,-1.3062329893226358e-08,-4.4080996573566788e-09,-1.1593955293940684e-09,-1.5303169786898863e-10,-7.6774842686947944e-10
0.43,9.0698456315623985e-07,-8.2993099377849721e-08,-1.1279724600108212e-08,-2.9541740353224534e-09,-3.6759851487495346e-10,-6.3079910225697311e-10,-1.1805950282747759e-09
0.4325,9.1601164983678523e-07,-8.0123194107214623e-08,-8.7527229373736017e-09,-1.3723378926486695e-09,2.8107480293272515e-10,-1.1585542423798459e-09,-1.4151858800789651e-09
0.435,9.2728961244081141e-07,-7.5151676944344539e-08,-5.6378266262008879e-09,1.9882093765297253e-10,7.2619857609495024e-10,-1.6640965591841495e-09,-1.4690775172519232e-09
0.4375,9.4051928788724193e-07,-6.8216096093989685e-08,-2.1352533461273743e-09,1.6401341827164669e-09,9.5338552460552023e-10,-2.0707460412751645e-09,-1.3714776263717626e-09
0.44,9.5540374348833918e-07,-5.9604022690033567e-08,1.5373659057526437e-09,2.871566851257418e-09,9.9486885878543146e-10,-2.316108634034729e-09,-1.1706263898083228e-09
0.4425,9.7141429268908152e-07,-4.9746127009413519e-08,5.1726970359507687e-09,3.8601524824594086e-09,9.1847313799209368e-10,-2.3663272941053993e-09,-9.1974962924026445e-10
0.445,9.8802903308536046e-07,-3.9224806233581491e-08,8.5908094527593424e-09,4.6192876050254834e-09,8.0875138753942834e-10,-2.2225754409757918e-09,-6.6496446223268637e-10
0.4475,1.0045312189526095e-06,-2.8699616837920691e-08,1.1646313658534625e-08,5.1920440285849311e-09,7.4485720547016502e-10,-1.9180675376807737e-09,-4.3823571079479995e-10
0.45,1.0200807389767867e-06,-1.8870142641157128e-08,1.4236184492933537e-08,5.6328455893042291e-09,7.8243669728022882e-10,-1.5064971838354384e-09,-2.5573537532562002e-10
0.4525,1.0337956382609878e-06,-1.0403113446896721e-08,1.6289788780500495e-08,5.9860345711281517e-09,9.4292045339156544e-10,-1.0472979161762293e-09,-1.2023117494724575e-10
0.455,1.0448208213716736e-06,-3.8499470801752396e-09,1.775464218341454e-08,6.2724783978619591e-09,1.2126367187766912e-09,-5.9220200181126219e-10,-2.56241021773329e-11
0.4575,1.0524397951117263e-06,3.7810924397750002e-10,1.8590325815660701e-08,6.4838140376716553e-09,1.5494788409308798e-09,-1.7686391250028592e-10,3.8384104894045497e-11
0.46,1.0561271507825525e-06,2.0305548964554464e-09,1.8761198781064657e-08,6.5854141865994958e-09,1.8943554372989757e-09,1.7991255505674289e-10,8.2672951382712056e-11
0.4625,1.0556727842066623e-06,9.9847592973506058e-10,1.8250065455811595e-08,6.5321443687815336e-09,2.1851288750076278e-09,4.719709762666723e-10,1.1672674599541121e-10
0.465,1.0511568930848081e-06,-2.597900760426998e-09,1.7066321277689867e-08,6.2792919044961302e-09,2.3678829273158294e-09,7.0033981512281956e-10,1.4744209542081982e-10
0.4675,1.0429860646013894e-06,-8.521142801796517e-09,1.5241919429177621e-08,5.7970458952439252e-09,2.4048585563132586e-09,8.6573489273928618e-10,1.7881664113916097e-10
0.47,1.0318544785282132e-06,-1.6410816128478697e-08,1.2841899991218654e-08,5.0810508713368292e-09,2.2796539638709959e-09,9.6526149704209239e-10,2.1188306540240556e-10
0.4725,1.0184875819405719e-06,-2.5808353277108938e-08,9.965043252144555e-09,4.1549344801622671e-09,1.9977730982642959e-09,9.9258757149754961e-10,2.4466285473960257e-10
0.475,1.0036416899009902e-06,-3.6235747234868826e-08,6.74348992835361e-09,3.0680158300097994e-09,1.5858286274990872e-09,9.4156903001679519e-10,2.7227607457819357e-10
0.4775,9.881373742487892e-07,-4.7156809520255589e-08,3.3322930690033538e-09,1.8855720197731817e-09,1.0859354777653406e-09,8.1122339449632501e-10,2.8736628936100812e-10
0.48,9.7273876787479629e-07,-5.8081351898854243e-08,-9.9459509610767125e-11,6.8093772928117513e-10,5.4864334604361779e-10,6.0999765259945709e-10,2.8126517643910816e-10
0.4825,9.5814910043830271e-07,-6.8506858479576536e-08,-3.3878594188927139e-09,-4.7786060818101657e-10,2.315040926791389e-11,3.5759710472359301e-10,2.4595058687629811e-10
0.485,9.4492405271370006e-07,-7.798711275376675e-08,-6.3864230646013873e-09,-1.5334920103848736e-09,-4.5008025293102593e-10,8.2848909750097009e-11,1.7657399747706126e-10
0.4875,9.3358978693831118e-07,-8.6138395916535154e-08,-8.9668425169472512e-09,-2.44711829269473e-09,-8.447349404436906e-10,-1.8132838921312262e-10,7.3942439831463622e-11
0.49,9.2456626755072942e-07,-9.2644868943297677e-08,-1.1029861628549195e-08,-3.1980222102730228e-09,-1.1525903236179877e-09,-4.0455527270365552e-10,-5.3669906696313794e-11
0.4925,9.1822416800628112e-07,-9.7261795926515513e-08,-1.2503827807515097e-08,-3.7798811246819271e-09,-1.3812195959122165e-09,-5.6518188413305798e-10,-1.9058071645945659e-10
0.495,9.1481187718188159e-07,-9.9831797206555755e-08,-1.3343960804912218e-08,-4.19629764454623e-09,-1.5495278952297533e-09,-6.5435290684035748e-10,-3.1586659846870093e-10
0.4975,9.1453130136113814e-07,-1.0027656215254125e-07,-1.3533135009019726e-08,-4.4544517800944584e-09,-1.680207238193693e-09,-6.7647719351193862e-10,-4.0724601467068109e-10
0.5,9.1753709192003531e-07,-9.8596844137696835e-08,-1.3075673638417774e-08,-4.5597036720881574e-09,-1.7923028727435156e-09,-6.4617436589515827e-10,-4.4551487743361473e-10
0.5025,9.2386254840393778e-07,-9.4901417351900792e-08,-1.2006009613896131e-08,-4.5141076150284667e-09,-1.8952491135858896e-09,-5.8414876205677648e-10,-4.1954150793957869e-10
0.505,9.3334934326031565e-07,-8.9384379679322872e-08,-1.0382679376698765e-08,-4.3159567450605512e-09,-1.9864292050850679e-09,-5.1187846643844608e-10,-3.3044318350579601e-10
0.5075,9.4570357405347483e-07,-8.2314451984088635e-08,-8.2822112308709451e-09,-3.9605768484253755e-09,-2.0507032808697553e-09,-4.4631970183496962e-10,-1.9143670820036496e-10
0.51,9.6042023652769187e-07,-7.4047037793062936e-08,-5.8010690227640574e-09,-3.4427541325288139e-09,-2.0632064796638177e-09,-3.9691866117806943e-10,-2.5561864314928759e-11
0.5125,9.7672508009565186e-07,-6.4998287869112786e-08,-3.0487660112494867e-09,-2.7601268776741739e-09,-1.9936669060941051e-09,-3.6465566827668232e-10,1.3855314111509549e-10
0.515,9.9371697744210924e-07,-5.5626088132491728e-08,-1.4909223917269099e-10,-1.9154733441987169e-09,-1.8113144687347421e-09,-3.4318321908692668e-10,2.7203342468320988e-10
0.5175,1.01027301018054e-06,-4.6476824307989805e-08,2.7714626318462272e-09,-9.1924093728949754e-10,-1.4905783668284609e-09,-3.2076194745593979e-10,3.5110314306389067e-10
0.52,1.025202441378949e-06,-3.8086915619680098e-08,5.5912978922684967e-09,2.1122268249814166e-10,-1.0148150900358044e-09,-2.8348675499396385e-10,3.614020491722768e-10
0.5225,1.0373990747796128e-06,-3.1002821963556513e-08,8.1952700919989764e-09,1.4495633676173607e-09,-3.8016410760150453e-10,-2.1785780830926131e-10,3.00675056600107e-10
0.525,1.0458730457952078e-06,-2.5730575109338858e-08,1.0478545911438783e-08,2.7606541182298262e-09,4.016792078092046e-10,-1.1259146435243152e-10,1.7950120542051584e-10
0.5275,1.0498286326368275e-06,-2.2686236409639316e-08,1.2353337539378476e-08,4.1016931631939476e-09,1.3024453451405692e-09,4.0047076780670152e-11,1.9732730320967654e-11
0.53,1.0487878929727044e-06,-2.215866933160072e-08,1.3747008902165471e-08,5.4209370444903294e-09,2.2783667216609383e-09,2.4403564919946161e-10,-1.4873934060631124e-10
0.5325,1.0425957645216656e-06,-2.4281247856314457e-08,1.4606776546747099e-08,6.6579216609571055e-09,3.2720214528789298e-09,4.9944331924597895e-10,-2.9290550792247714e-10
0.535,1.0314864878789282e-06,-2.9012054076273579e-08,1.4899222116765935e-08,7.7477913292485264e-09,4.2179123221809899e-09,8.0237648159593985e-10,-3.8199460705867344e-10
0.5375,1.0159604897259672e-06,-3.6127838432254246e-08,1.461568560167763e-08,8.6233327298628024e-09,5.0484086400649391e-09,1.144975102814487e-09,-3.9275893223250824e-10
0.54,9.968302218274133e-07,-4.5223970643769113e-08,1.3771447556304714e-08,9.2210687917157637e-09,5.7001801862406985e-09,1.5147324565692866e-09,-3.1356412319277122e-10
0.5425,9.7511351219169783e-07,-5.5749190161838131e-08,1.2410208040788164e-08,9.4926753621640376e-09,6.122283300165692e-09,1.8937445860727695e-09,-1.4679927572561995e-10
0.545,9.5194630907754979e-07,-6.7047301865417068e-08,1.0602696989044885e-08,9.4095105068441758e-09,6.2830338066284331e-09,2.2591069533882773e-09,9.0810644657065082e-11
0.5475,9.2859273238487037e-07,-7.8459356774465566e-08,8.4469245117639875e-09,8.9717927563526215e-09,6.1745095984267305e-09,2.5832999201164819e-09,3.7093354677541058e-10
0.55,9.0625560479749582e-07,-8.9350876749637675e-08,6.0553261540928028e-09,8.2108155688341811e-09,5.8136276619779702e-09,2.8360072838919835e-09,6.5801227209196858e-10
0.5525,8.8611298412622947e-07,-9.915141183831369e-08,3.5466172518106002e-09,7.1824553695248727e-09,5.2380461554501087e-09,2.9865390046459757e-09,9.1460121767077601e-10
0.555,8.6910782466360508e-07,-1.0740788586774516e-07,1.0375280072302081e-09,5.9630039275865791e-09,4.5012487777487968e-09,3.0074337313430577e-09,1.1066352254899012e-09
0.5575,8.559937454359127e-07,-1.1380980448812368e-07,-1.3622568564934413e-09,4.6376213361733716e-09,3.6649739190507152e-09,2.8788124773965319e-09,1.2078287454772022e-09
0.56,8.4723679488996563e-07,-1.1817543947790094e-07,-3.5665423844116564e-09,3.289413603934301e-09,2.7916255486395067e-09,2.5925112653372779e-09,1.2026501125207196e-09
0.5625,8.4305498994825403e-07,-1.2046773388585512e-07,-5.5142596022517848e-09,1.9867753735406261e-09,1.9364142833831033e-09,2.1545162366713561e-09,1.0875930893606019e-09
0.565,8.4336202324035845e-07,-1.2075960389699727e-07,-7.1753566249558175e-09,7.7604510431382208e-10,1.1412308699473869e-09,1.5870110306297509e-09,8.7061253778883641e-10
0.5675,8.478358907284582e-07,-1.1921476362730978e-07,-8.5453483567673126e-09,-3.2159655748679233e-10,4.2997627927570382e-10,9.2594682858551054e-10,5.696437214781234e-10
0.57,8.5588228188739854e-07,-1.1606756567370973e-07,-9.6393669581649028e-09,-1.311149671370584e-09,-1.9227105900166545e-10,2.1873603039447559e-10,2.1076240496125009e-10
0.5725,8.6680235680849663e-07,-1.1159534869387202e-07,-1.048964794066694e-08,-2.2166613307009934e-09,-7.3769582511951722e-10,-4.8124744985527729e-10,-1.7469419127272139e-10
0.575,8.7977785908838902e-07,-1.0612122071626598e-07,-1.1131323680439301e-08,-3.0725843312332827e-09,-1.2322756631370621e-09,-1.1213582814383423e-09,-5.5192639172259941e-10
0.5775,8.9393979227505241e-07,-9.9992739451886737e-08,-1.1593096492974265e-08,-3.9140236602009018e-09,-1.7083827859304319e-09,-1.6560510480185503e-09,-8.8575319332709735e-10
0.58,9.084237631573771e-07,-9.3571918751957449e-08,-1.1905167399804337e-08,-4.7662696462627784e-09,-2.1975217576523928e-09,-2.0528877099219628e-09,-1.1422324525797305e-09
0.5825,9.2230235630641493e-07,-8.7215451432999813e-08,-1.2081713728789199e-08,-5.6371209257552758e-09,-2.7223789144878835e-09,-2.2956189039537741e-09,-1.2937507758015341e-09
0.585,9.3468982680313342e-07,-8.1284818742420783e-08,-1.2140068728389003e-08,-6.5113890969524792e-09,-3.2907284846619909e-09,-2.3856185281086103e-09,-1.3210876380922565e-09
0.5875,9.4487754561370186e-07,-7.6117627009811412e-08,-1.2091681128553702e-08,-7.3537140920418367e-09,-3.8907942784459286e-09,-2.339328282702142e-09,-1.2179192146880092e-09
0.59,9.5217702322183946e-07,-7.2041326985267025e-08,-1.1948001311918679e-08,-8.1103215545262052e-09,-4.4907908004789092e-09,-2.1845150042169286e-09,-9.9293530991174715e-10
0.5925,9.5610051367152401e-07,-6.9327544216929873e-08,-1.1727378626509917e-08,-8.71761783275616e-09,-5.0413013176981367e-09,-1.9547315891506677e-09,-6.7118902920240935e-10
0.595,9.5633382487243964e-07,-6.8186260850414067e-08,-1.1453149395652345e-08,-9.1109504206095875e-09,-5.4811457397040322e-09,-1.6837962442547e-09,-2.9251057833641877e-10
0.5975,9.5273619620882603e-07,-6.8767522434047711e-08,-1.115569935279327e-08,-9.2337730170364851e-09,-5.7456657058424709e-09,-1.4010498000325994e-09,9.2895331748162747e-11
0.6,9.4539375110559576e-07,-7.1132460983947266e-08,-1.0868616351884649e-08,-9.0467497147724228e-09,-5.776384292484323e-09,-1.1284160381230139e-09,4.3140048168035615e-10
0.6025,9.346064088898786e-07,-7.5227436154171216e-08,-1.0623477066183947e-08,-8.5336883970029216e-09,-5.5324963289581156e-09,-8.7949455914651078e-10,6.7464968629011709e-10
0.605,9.2085469535491911e-07,-8.0905080396071463e-08,-1.0445128216753785e-08,-7.7080684096326081e-09,-4.9979235856356463e-09,-6.5971414749926278e-10,7.8833801101188613e-10
0.6075,9.0480859342108119e-07,-8.7887791646111156e-08,-1.0352845509396383e-08,-6.6086693995415619e-09,-4.1870989268061962e-09,-4.6846307562977406e-10,7.5845100670893098e-10
0.61,8.8726538828457234e-07,-9.5810180025039882e-08,-1.0345530460824453e-08,-5.2979317982772775e-09,-3.1459812020262255e-09,-3.0130779282342866e-10,5.9468084670126195e-10
0.6125,8.6903865941879661e-07,-1.0424433155138211e-07,-1.0409748433436992e-08,-3.8568399651991969e-09,-1.9486437129482737e-09,-1.5279052280963991e-10,3.2828641427309908e-10
0.615,8.5100278653337329e-07,-1.1273285010979404e-07,-1.0515814871537379e-08,-2.3764943501454643e-09,-6.8952158302234613e-10,-1.8090393537342549e-11,6.9746061761056845e-12
0.6175,8.3392190786048608e-07,-1.2078616498797377e-07,-1.0623711613619619e-08,-9.4857378463122796e-10,5.289364580052834e-10,1.0603404782269655e-10,-3.1342220655297503e-10
0.62,8.184961411538961e-07,-1.2795954031887271e-07,-1.0685882187396358e-08,3.4567540992785332e-10,1.6086008087641728e-09,2.2083285534946936e-10,-5.7901201630364185e-10
0.6225,8.0534831531305985e-07,-1.3387065862673664e-07,-1.0660292783867286e-08,1.4400745927901405e-09,2.4686398404575078e-09,3.2596575364894654e-10,-7.4706115225411913e-10
0.625,7.9487890492984845e-07,-1.3821682085950692e-07,-1.0503300732591184e-08,2.2895241010380569e-09,3.0559998148150605e-09,4.1974307406717052e-10,-7.9246752740413148e-10
0.6275,7.8736165693061297e-07,-1.4078817538877095e-07,-1.0187763392649517e-08,2.8729953336050913e-09,3.3511374430197823e-09,4.9977955115071997e-10,-7.1172603585786705e-10
0.63,7.8284948307581017e-07,-1.4150079559029598e-07,-9.6986091182532267e-09,3.1953234357111898e-09,3.3680339211792784e-09,5.6332507943647179e-10,-5.2256747028438902e-10
0.6325,7.8126155990396154e-07,-1.4038208856780652e-07,-9.0385945118577107e-09,3.2824952010381091e-09,3.1506969231113168e-09,6.0726160953361692e-10,-2.6034242258932914e-10
0.635,7.8236958664680031e-07,-1.375578632879327e-07,-8.2258778522504808e-09,3.1750355331785643e-09,2.7633777363206943e-09,6.2876042570712159e-10,2.8795358454713241e-11
0.6375,7.8583181968696762e-07,-1.332422025085551e-07,-7.2916950209760153e-09,2.9208307422083383e-09,2.2796082107062152e-09,6.2510928338976208e-10,2.956644173284181e-10
0.64,7.9121755531725925e-07,-1.277411252446043e-07,-6.2805867520839863e-09,2.567854059217226e-09,1.7708843821050403e-09,5.9448643674456364e-10,4.9639818229392365e-10
0.6425,7.9799279804887756e-07,-1.2138584546646165e-07,-5.2475166251619788e-09,2.1590289203546953e-09,1.2953921656918986e-09,5.3584837357955621e-10,5.9989964474299016e-10
0.645,8.0563956951465291e-07,-1.1454417377934082e-07,-4.2455165301053196e-09,1.7243223911840162e-09,8.8975910977744499e-10,4.4935237775623935e-10,5.9250156798942144e-10
0.6475,8.1365737577023046e-07,-1.0758275844729225e-07,-3.3361292932780436e-09,1.2794238995047464e-09,5.6606580504908895e-10,3.365802710479681e-10,4.7954357487794545e-10
0.65,8.2155197951055607e-07,-1.0084049630958794e-07,-2.5802489845462124e-09,8.240322560957245e-10,3.1312822838866081e-10,2.0106052174514462e-10,2.8361782175364131e-10
0.6525,8.2888721147710603e-07,-9.4624172196878187e-08,-2.0390973737401193e-09,3.4478300699985582e-10,1.019132292767775e-10,4.8481390510591474e-11,4.0467343917047596e-11
0.655,8.3528412034484486e-07,-8.9219464915905966e-08,-1.7814265974562363e-09,-1.8175884480678733e-10,-1.0627822021889969e-10,-1.1288920027339225e-10,-2.0766211682465943e-10
0.6575,8.4041345580476582e-07,-8.4879178423157979e-08,-1.8663174793452139e-09,-7.8288996069652992e-10,-3.511934855524115e-10,-2.7246669906003814e-10,-4.1909138657628061e-10
0.66,8.4397191176631775e-07,-8.1787277605690088e-08,-2.3438929178707685e-09,-1.4843371871704206e-09,-6.6441807978596039e-10,-4.1758928018999522e-10,-5.6019452254829095e-10
