Physical Time (s),ev_left Monitor (W)
1.9925,-5.5135494581278588e-10
1.995,-5.4994582055919916e-10
1.9975,-5.4845740624478213e-10
2.0,-5.4690183616757686e-10
2.0025,-5.4529294822410009e-10
2.005,-5.4364564106720102e-10
2.0075,-5.4197526144246568e-10
2.01,-5.4029686992079673e-10
2.0125,-5.386250883802211e-10
2.015,-5.3697372039551257e-10
2.0175,-5.3535564425599264e-10
2.02,-5.3378287675252324e-10
2.0225,-5.3226665604149748e-10
2.025,-5.3081744395556301e-10
2.0275,-5.2944481076281056e-10
2.03,-5.2815720221509859e-10
2.0325,-5.2696170388758854e-10
2.035,-5.2586379320127708e-10
2.0375,-5.2486723798859275e-10
2.04,-5.2397416742937998e-10
2.0425,-5.2318519774215101e-10
2.045,-5.2249967616067813e-10
2.0475,-5.219158634002213e-10
2.05,-5.2143095766164847e-10
2.0525,-5.2104106796458324e-10
2.055,-5.2074105883318417e-10
2.0575,-5.2052438572985027e-10
2.06,-5.2038306646501588e-10
2.0625,-5.2030777736492896e-10
2.065,-5.2028811337736472e-10
2.0675,-5.2031291633245334e-10
2.07,-5.2037062405432579e-10
2.0725,-5.2044951982468882e-10
2.075,-5.2053786774564122e-10
2.0775,-5.2062402574674024e-10
2.08,-5.206964365056534e-10
2.0825,-5.2074378269611868e-10
2.085,-5.207551728161438e-10
2.0875,-5.207203280591835e-10
2.09,-5.206299439739644e-10
2.0925,-5.2047594737288368e-10
2.095,-5.2025137588810242e-10
2.0975,-5.1995072398896802e-10
2.1,-5.1956986537548521e-10
2.1025,-5.191060681785166e-10
2.105,-5.1855780466630165e-10
2.1075,-5.1792484022280054e-10
2.11,-5.1720818520647989e-10
2.1125,-5.1641010742154935e-10
2.115,-5.1553400217268057e-10
2.1175,-5.1458420543918463e-10
2.12,-5.1356589654261794e-10
2.1225,-5.1248493553112288e-10
2.125,-5.1134776786461359e-10
2.1275,-5.1016146059312274e-10
2.13,-5.0893376382168498e-10
2.1325,-5.0767333294106198e-10
2.135,-5.0638876355024658e-10
2.1375,-5.0508889435223941e-10
2.14,-5.0378276148479694e-10
2.1425,-5.0247943560385412e-10
2.145,-5.0118785438759876e-10
2.1475,-4.9991667966417973e-10
2.15,-4.9867450109111759e-10
2.1525,-4.9746937565337833e-10
2.155,-4.9630877676696567e-10
2.1575,-4.9519963555887572e-10
2.16,-4.9414824010826658e-10
2.1625,-4.9316016005483698e-10
2.165,-4.9224014602141862e-10
2.1675,-4.9139204893198671e-10
2.17,-4.906189563244054e-10
2.1725,-4.8992310439955991e-10
2.175,-4.8930591324173635e-10
2.1775,-4.8876797129596931e-10
2.18,-4.8830906957089534e-10
2.1825,-4.8792800787480717e-10
2.185,-4.8762260480621965e-10
2.1875,-4.8738960514882086e-10
2.19,-4.8722481385333043e-10
2.1925,-4.8712319036535018e-10
2.195,-4.8707870245590269e-10
2.1975,-4.8708456687646429e-10
2.2,-4.871330978820694e-10
2.2025,-4.8721577628258004e-10
2.205,-4.8732342332471957e-10
2.2075,-4.8744662176274489e-10
2.21,-4.8757610319936337e-10
2.2125,-4.877030392039045e-10
2.215,-4.8781932531890901e-10
2.2175,-4.8791766155208254e-10
2.22,-4.8799150679831058e-10
2.2225,-4.8803494586169382e-10
2.225,-4.8804264157171614e-10
2.2275,-4.8800969748155429e-10
2.23,-4.8793174196235457e-10
2.2325,-4.8780513965654577e-10
2.235,-4.8762716369376889e-10
2.2375,-4.8739595084669126e-10
2.24,-4.8711052838197069e-10
2.2425,-4.8677083308878706e-10
2.245,-4.8637762401515235e-10
2.2475,-4.8593238843965146e-10
2.25,-4.8543716484476541e-10
2.2525,-4.8489465929723929e-10
2.255,-4.8430824099924056e-10
2.2575,-4.836817206298713e-10
2.26,-4.8301925937160543e-10
2.2625,-4.8232537945788922e-10
2.265,-4.8160489572449737e-10
2.2675,-4.8086282813517645e-10
2.27,-4.8010440245771974e-10
2.2725,-4.793349810848118e-10
2.275,-4.7855992957817599e-10
2.2775,-4.7778465616107748e-10
2.28,-4.7701463587497496e-10
2.2825,-4.7625536654147123e-10
2.285,-4.7551226845622106e-10
2.2875,-4.7479068559364687e-10
2.29,-4.7409575723102094e-10
2.2925,-4.7343237724172927e-10
2.295,-4.728051016384218e-10
2.2975,-4.7221809604691488e-10
2.3,-4.7167511843476122e-10
2.3025,-4.7117946230159458e-10
2.305,-4.7073387065791347e-10
2.3075,-4.7034063039193417e-10
2.31,-4.7000152196507051e-10
2.3125,-4.6971772614875267e-10
2.315,-4.6948977783848447e-10
2.3175,-4.6931743904889197e-10
2.32,-4.6919979261779977e-10
2.3225,-4.6913509012181242e-10
2.325,-4.691207669990684e-10
2.3275,-4.6915356236926015e-10
2.33,-4.6922960534151014e-10
2.3325,-4.6934449289074395e-10
2.335,-4.6949341018135272e-10
2.3375,-4.6967134702481405e-10
2.34,-4.69873212177022e-10
2.3425,-4.7009394887544361e-10
2.345,-4.7032863778308876e-10
2.3475,-4.7057241056151516e-10
2.35,-4.7082047123622314e-10
2.3525,-4.7106822840164788e-10
2.355,-4.713110669951132e-10
2.3575,-4.7154395432244845e-10
2.36,-4.7176197027433302e-10
2.3625,-4.719603768916169e-10
2.365,-4.7213427397400034e-10
2.3675,-4.7227971755974351e-10
2.37,-4.7239359538846423e-10
2.3725,-4.724734001229523e-10
2.375,-4.7251708989454295e-10
2.3775,-4.7252291469499235e-10
2.38,-4.7248927481593625e-10
2.3825,-4.7241486265010105e-10
2.385,-4.7229866942405646e-10
2.3875,-4.7213990530533436e-10
2.39,-4.7193795813830062e-10
2.3925,-4.716928763990013e-10
2.395,-4.714054444398425e-10
2.3975,-4.7107705496972912e-10
2.4,-4.707097549545375e-10
2.4025,-4.7030604731745615e-10
2.405,-4.6986868139686534e-10
2.4075,-4.6940074759450965e-10
2.41,-4.6890473191241664e-10
2.4125,-4.6838290872600757e-10
2.415,-4.6783766581382056e-10
2.4175,-4.6727178472310126e-10
2.42,-4.6668869857297486e-10
2.4225,-4.6609252018794955e-10
2.425,-4.6548804086620391e-10
2.4275,-4.6488054819085366e-10
2.43,-4.6427555714780199e-10
2.4325,-4.6367854810085514e-10
2.435,-4.6309488151592896e-10
2.4375,-4.6252944284265466e-10
2.44,-4.6198669300559065e-10
2.4425,-4.6147067468744584e-10
2.445,-4.609850088680683e-10
2.4475,-4.6053286547931302e-10
2.45,-4.6011686411695869e-10
2.4525,-4.5973896500366989e-10
2.455,-4.5940043518640134e-10
2.4575,-4.5910197248410737e-10
2.46,-4.5884385034893888e-10
2.4625,-4.5862596007656977e-10
2.465,-4.5844783675381463e-10
2.4675,-4.5830869233205825e-10
2.47,-4.5820728891909061e-10
2.4725,-4.5814205272285215e-10
2.475,-4.5811110603285033e-10
2.4775,-4.5811230099815899e-10
2.48,-4.581432171213576e-10
2.4825,-4.5820120022880198e-10
2.485,-4.582830240486215e-10
2.4875,-4.5838476311844794e-10
2.49,-4.5850187248249421e-10
2.4925,-4.5862933991020882e-10
2.495,-4.587618700875129e-10
2.4975,-4.5889425667861384e-10
2.5,-4.5902158527368218e-10
2.5025,-4.5913916334241725e-10
2.505,-4.5924265688670457e-10
2.5075,-4.5932800261324159e-10
2.51,-4.593913345543079e-10
2.5125,-4.5942900320224955e-10
2.515,-4.5943730392581225e-10
2.5175,-4.5941272155310655e-10
2.52,-4.5935212755661874e-10
2.5225,-4.5925271780200137e-10
2.525,-4.5911211913599229e-10
2.5275,-4.5892831491502004e-10
2.53,-4.5869970893478201e-10
2.5325,-4.5842498148835818e-10
2.535,-4.5810316530825649e-10
2.5375,-4.5773373329206851e-10
2.54,-4.573166489203865e-10
2.5425,-4.5685251843179603e-10
2.545,-4.5634262518563314e-10
2.5475,-4.5578895691193755e-10
2.55,-4.5519408161084019e-10
2.5525,-4.5456106413602393e-10
2.555,-4.5389347776376939e-10
2.5575,-4.5319530600505181e-10
2.56,-4.5247084246147181e-10
2.5625,-4.5172468179761353e-10
2.565,-4.5096175779363742e-10
2.5675,-4.5018730003909208e-10
2.57,-4.4940677155728086e-10
2.5725,-4.4862581435132962e-10
2.575,-4.4785009577436437e-10
2.5775,-4.4708524583598044e-10
2.58,-4.4633674073271461e-10
2.5825,-4.4560986024031176e-10
2.585,-4.4490962214793533e-10
2.5875,-4.4424070559348497e-10
2.59,-4.4360747334365132e-10
2.5925,-4.4301392068714451e-10
2.595,-4.4246364054121075e-10
2.5975,-4.4195985777204184e-10
2.6,-4.41505478091764e-10
2.6025,-4.411028940495937e-10
2.605,-4.4075419464443644e-10
2.6075,-4.40460902864851e-10
2.61,-4.4022385805855658e-10
2.6125,-4.400429891633781e-10
2.615,-4.3991744253944597e-10
2.6175,-4.3984511131476958e-10
2.62,-4.3982317950206921e-10
2.6225,-4.3984810996069945e-10
2.625,-4.3991567211803878e-10
2.6275,-4.4002122030632158e-10
2.63,-4.4015994779796465e-10
2.6325,-4.4032686813529862e-10
2.635,-4.405166192530198e-10
2.6375,-4.4072367969118035e-10
2.64,-4.4094229617704019e-10
2.6425,-4.4116662978297947e-10
2.645,-4.4139071405291154e-10
2.6475,-4.4160848646793287e-10
2.65,-4.4181381921630102e-10
2.6525,-4.4200068398838854e-10
2.655,-4.4216318470697672e-10
2.6575,-4.4229572636844371e-10
2.66,-4.4239320638122621e-10
2.6625,-4.4245099536030224e-10
2.665,-4.4246507069411634e-10
2.6675,-4.424321655599162e-10
2.67,-4.4234966850880926e-10
2.6725,-4.4221573066718372e-10
2.675,-4.4202914125782011e-10
2.6775,-4.4178927620683088e-10
2.68,-4.4149599181456238e-10
2.6825,-4.4114972901034308e-10
2.685,-4.4075153749948438e-10
2.6875,-4.4030318048785222e-10
2.69,-4.3980723831566962e-10
2.6925,-4.3926731059493346e-10
2.695,-4.3868786793287429e-10
2.6975,-4.3807432967278692e-10
2.7,-4.3743270769008789e-10
2.7025,-4.3676937651895304e-10
2.705,-4.3609091228334369e-10
2.7075,-4.3540410525817832e-10
2.71,-4.3471575665530053e-10
2.7125,-4.3403263036551698e-10
2.715,-4.3336152828609002e-10
2.7175,-4.3270908267138841e-10
2.72,-4.3208178071554622e-10
2.7225,-4.3148582899523039e-10
2.725,-4.3092703842389174e-10
2.7275,-4.304108841660416e-10
2.73,-4.2994208570978698e-10
2.7325,-4.2952473978976595e-10
2.735,-4.2916227168162466e-10
2.7375,-4.2885757155198494e-10
2.74,-4.2861302647741686e-10
2.7425,-4.2843088956687983e-10
2.745,-4.2831310406200957e-10
2.7475,-4.2826091015696491e-10
2.75,-4.2827446958989085e-10
2.7525,-4.283526607916489e-10
2.755,-4.2849291858226999e-10
2.7575,-4.2869169476609105e-10
2.76,-4.2894420456018738e-10
2.7625,-4.292452163174372e-10
2.765,-4.2958930299620627e-10
2.7675,-4.2997098954684852e-10
2.77,-4.3038455644101976e-10
2.7725,-4.3082407823059527e-10
2.775,-4.312833028775773e-10
2.7775,-4.3175564829508204e-10
2.78,-4.3223441655056783e-10
2.7825,-4.3271283029189347e-10
2.785,-4.3318425057473249e-10
2.7875,-4.3364233474651197e-10
2.79,-4.340811112868822e-10
2.7925,-4.3449490203267298e-10
2.795,-4.3487828018701679e-10
2.7975,-4.3522617913102805e-10
2.8,-4.3553384048323611e-10
2.8025,-4.3579692044911122e-10
2.805,-4.3601157496984137e-10
2.8075,-4.3617453647554266e-10
2.81,-4.3628324594313929e-10
2.8125,-4.3633590642857749e-10
2.815,-4.3633161800022569e-10
2.8175,-4.3627040796695048e-10
2.82,-4.3615326617009604e-10
2.8225,-4.3598197582298343e-10
2.825,-4.357590949753206e-10
2.8275,-4.3548787888095272e-10
2.83,-4.3517201651558869e-10
2.8325,-4.3481565162019129e-10
2.835,-4.3442334636667416e-10
2.8375,-4.3400013674766889e-10
2.84,-4.3355133178294567e-10
2.8425,-4.3308248294704859e-10
2.845,-4.3259939397407449e-10
2.8475,-4.3210792905533674e-10
2.85,-4.3161403457441331e-10
2.8525,-4.3112380350869567e-10
2.855,-4.3064344299784336e-10
2.8575,-4.3017941853252551e-10
2.86,-4.2973788076847206e-10
2.8625,-4.293246294989044e-10
2.865,-4.2894505396976831e-10
2.8675,-4.2860409243411603e-10
2.87,-4.2830584491059816e-10
2.8725,-4.2805371287160234e-10
2.875,-4.2785023878650129e-10
2.8775,-4.2769710435586423e-10
2.88,-4.2759515109124981e-10
2.8825,-4.2754458977243179e-10
2.885,-4.2754488418740765e-10
2.8875,-4.2759493983913307e-10
2.89,-4.2769274978502692e-10
2.8925,-4.278356840963924e-10
2.895,-4.280206342587354e-10
2.8975,-4.2824416037684925e-10
2.9,-4.2850267523191274e-10
2.9025,-4.2879245164610418e-10
2.905,-4.2910959186700218e-10
2.9075,-4.294498817655804e-10
2.91,-4.2980877967794822e-10
2.9125,-4.301812634520414e-10
2.915,-4.3056182764831186e-10
2.9175,-4.3094453135871052e-10
2.92,-4.3132297952772247e-10
2.9225,-4.3169069191511452e-10
2.925,-4.3204129061911263e-10
2.9275,-4.323687976798424e-10
2.93,-4.3266788608909474e-10
2.9325,-4.3293391619093602e-10
2.935,-4.3316306869919248e-10
2.9375,-4.3335221516463453e-10
2.94,-4.3349886941743798e-10
2.9425,-4.3360102152387734e-10
2.945,-4.3365716631382029e-10
2.9475,-4.3366625852216108e-10
2.95,-4.3362770291358941e-10
2.9525,-4.3354104829330405e-10
2.955,-4.334069120425607e-10
2.9575,-4.3322649461708854e-10
2.96,-4.3300153720082529e-10
2.9625,-4.3273421669131503e-10
2.965,-4.324270927222549e-10
2.9675,-4.3208308814753536e-10
2.97,-4.3170556448863818e-10
2.9725,-4.3129832828093066e-10
2.975,-4.3086568027938911e-10
2.9775,-4.3041228228496799e-10
2.98,-4.2994320016504058e-10
2.9825,-4.2946357777998435e-10
2.985,-4.2897854691944948e-10
2.9875,-4.2849300948180826e-10
2.99,-4.2801153093249766e-10
2.9925,-4.2753861786636527e-10
2.995,-4.2707864397445517e-10
2.9975,-4.2663598610088257e-10
3.0,-4.2621493456881658e-10
3.0025,-4.2581941702448005e-10
3.005,-4.254528168828999e-10
3.0075,-4.2511749779957534e-10
3.01,-4.248147085805014e-10
3.0125,-4.2454468118723101e-10
3.015,-4.2430706919263029e-10
3.0175,-4.2410089379711211e-10
3.02,-4.2392514588879377e-10
3.0225,-4.2377868895602881e-10
3.025,-4.2366017599197579e-10
3.0275,-4.2356822377586892e-10
3.03,-4.2350095341662736e-10
3.0325,-4.2345620009470601e-10
3.035,-4.2343157036347869e-10
3.0375,-4.2342449991146527e-10
3.04,-4.2343240196241274e-10
3.0425,-4.2345256323725616e-10
3.045,-4.2348211773683964e-10
3.0475,-4.2351788797252088e-10
3.05,-4.2355632923755219e-10
3.0525,-4.2359371631482316e-10
3.055,-4.2362650211754787e-10
3.0575,-4.2365148909872489e-10
3.06,-4.2366610181604117e-10
3.0625,-4.2366824609639976e-10
3.065,-4.236561761969615e-10
3.0675,-4.2362830597305966e-10
3.07,-4.2358304329221311e-10
3.0725,-4.2351889224570553e-10
3.075,-4.2343464309196654e-10
3.0775,-4.2332967982835816e-10
3.08,-4.232040504069558e-10
3.0825,-4.2305842076338061e-10
3.085,-4.2289379422194753e-10
3.0875,-4.2271129400245116e-10
3.09,-4.2251201341814302e-10
3.0925,-4.2229690961626085e-10
3.095,-4.2206714400935813e-10
3.0975,-4.2182411185879788e-10
3.1,-4.2156963440763601e-10
3.1025,-4.2130589515023552e-10
3.105,-4.210353892083936e-10
3.1075,-4.2076078677807775e-10
3.11,-4.2048481436177337e-10
3.1125,-4.2021018791347646e-10
3.115,-4.1993954519700923e-10
3.1175,-4.1967530320441683e-10
3.12,-4.1941979166084816e-10
3.1225,-4.1917491552892905e-10
3.125,-4.1894195661632924e-10
3.1275,-4.1872180434368813e-10
3.13,-4.1851494553312829e-10
3.1325,-4.1832160987900425e-10
3.135,-4.1814191644672324e-10
3.1375,-4.1797587821690609e-10
3.14,-4.1782355584859386e-10
3.1425,-4.1768457802764664e-10
3.145,-4.1755831099749924e-10
3.1475,-4.1744397123052749e-10
3.15,-4.1734054238311821e-10
3.1525,-4.1724695304563842e-10
3.155,-4.1716187908372949e-10
3.1575,-4.1708384846122502e-10
3.16,-4.1701126301182801e-10
3.1625,-4.1694233238598764e-10
3.165,-4.1687533824634178e-10
3.1675,-4.168085676864521e-10
3.17,-4.1674065163913485e-10
3.1725,-4.1667041277468362e-10
3.175,-4.1659688218424676e-10
3.1775,-4.1651932600272231e-10
3.18,-4.1643716243316147e-10
3.1825,-4.163498304032528e-10
3.185,-4.1625682196984446e-10
3.1875,-4.161576359787476e-10
3.19,-4.1605180651836105e-10
3.1925,-4.1593919488924191e-10
3.195,-4.1582022750952896e-10
3.1975,-4.1569578362226158e-10
3.2,-4.1556737640045067e-10
3.2025,-4.1543684376819099e-10
3.205,-4.1530623136488693e-10
3.2075,-4.1517760480329939e-10
3.21,-4.1505292741540537e-10
3.2125,-4.14934202153385e-10
3.215,-4.1482329230609352e-10
3.2175,-4.1472116427461173e-10
3.22,-4.1463022498362535e-10
3.2225,-4.1455145306201669e-10
3.225,-4.1448713928706602e-10
3.2275,-4.1443817737478612e-10
3.23,-4.144061347927297e-10
3.2325,-4.143915490709239e-10
3.235,-4.1439562690622323e-10
3.2375,-4.1441885778523951e-10
3.24,-4.1446228643504833e-10
3.2425,-4.1452644233891303e-10
3.245,-4.1461193916272089e-10
3.2475,-4.1471893354653138e-10
3.25,-4.1484696654425366e-10
3.2525,-4.1499482705832601e-10
3.255,-4.1516072668560349e-10
3.2575,-4.153427976793604e-10
3.26,-4.1553912895953381e-10
3.2625,-4.157478323991185e-10
3.265,-4.1596682434758371e-10
3.2675,-4.1619404450176121e-10
3.27,-4.164267092276139e-10
3.2725,-4.1666153276168204e-10
3.275,-4.1689492260599601e-10
3.2775,-4.1712328820744603e-10
3.28,-4.1734353056984145e-10
3.2825,-4.1755307151666388e-10
3.285,-4.1774985252794882e-10
3.2875,-4.1793192227774759e-10
3.29,-4.1809742909736631e-10
3.2925,-4.1824359354021956e-10
3.295,-4.1836755185600167e-10
3.2975,-4.1846662176407809e-10
3.3,-4.1853858204629694e-10
3.3025,-4.1858197685493859e-10
3.305,-4.1859639929703495e-10
3.3075,-4.1858216814886788e-10
3.31,-4.1853974182815359e-10
3.3125,-4.1847001496363907e-10
3.315,-4.1837393107147616e-10
3.3175,-4.1825246369639303e-10
3.32,-4.1810640980580555e-10
3.3225,-4.1793707146823626e-10
3.325,-4.1774651327724884e-10
3.3275,-4.1753778058931741e-10
3.33,-4.1731478908852194e-10
3.3325,-4.170821085600577e-10
3.335,-4.1684454557133738e-10
3.3375,-4.1660654268232351e-10
3.34,-4.1637172251943471e-10
3.3425,-4.1614289517454937e-10
3.345,-4.1592238315492424e-10
3.3475,-4.1571290013947335e-10
3.35,-4.155179038018262e-10
3.3525,-4.1534169327000318e-10
3.355,-4.1518880731434448e-10
3.3575,-4.150632343213817e-10
3.36,-4.1496797533793351e-10
3.3625,-4.1490496695298529e-10
3.365,-4.1487533242832476e-10
3.3675,-4.1488009358727124e-10
3.37,-4.1491980120992886e-10
3.3725,-4.1499507701648083e-10
3.375,-4.151061195119376e-10
3.3775,-4.152527233964462e-10
3.38,-4.1543413586809813e-10
3.3825,-4.1564895777188891e-10
3.385,-4.1589514162414229e-10
3.3875,-4.1616980190925027e-10
3.39,-4.1646956524207434e-10
3.3925,-4.1679061791755806e-10
3.395,-4.1712901081494229e-10
3.3975,-4.1748033345104168e-10
3.4,-4.1783997002652959e-10
3.4025,-4.1820303941990156e-10
3.405,-4.1856429295848087e-10
3.4075,-4.1891828021499399e-10
3.41,-4.1925966365763498e-10
3.4125,-4.1958348647436096e-10
3.415,-4.1988541216283143e-10
3.4175,-4.2016171158459468e-10
3.42,-4.2040912662042028e-10
3.4225,-4.2062459795000393e-10
3.425,-4.2080505731877556e-10
3.4275,-4.2094725126791524e-10
3.43,-4.2104785993999207e-10
3.4325,-4.2110381764819584e-10
3.435,-4.2111262803006517e-10
3.4375,-4.2107252620604221e-10
3.44,-4.2098264439772842e-10
3.4425,-4.2084316320283075e-10
3.445,-4.2065510205178197e-10
3.4475,-4.2042026253931653e-10
3.45,-4.2014123837135634e-10
3.4525,-4.1982122759053977e-10
3.455,-4.1946391491343853e-10
3.4575,-4.1907355884284445e-10
3.46,-4.1865486747377302e-10
3.4625,-4.1821278217608241e-10
3.465,-4.177523458786744e-10
3.4675,-4.1727861271529133e-10
3.47,-4.1679652504532642e-10
3.4725,-4.1631103465041036e-10
3.475,-4.1582700570944903e-10
3.4775,-4.1534921386507277e-10
3.48,-4.1488243658960333e-10
3.4825,-4.1443143511809447e-10
3.485,-4.1400097600841725e-10
3.4875,-4.1359585202633005e-10
3.49,-4.1322062081284311e-10
3.4925,-4.1287955213289233e-10
3.495,-4.1257644176727996e-10
3.4975,-4.1231461003078891e-10
3.5,-4.12096745303386e-10
3.5025,-4.1192474999878443e-10
3.505,-4.117998734750145e-10
3.5075,-4.1172265522626765e-10
3.51,-4.1169296967230862e-10
3.5125,-4.1170973902106731e-10
3.515,-4.1177109329833545e-10
3.5175,-4.1187443983070847e-10
3.52,-4.1201655489410697e-10
3.5225,-4.1219331953566599e-10
3.525,-4.1240021337314751e-10
3.5275,-4.1263231922620298e-10
3.53,-4.128844297722196e-10
3.5325,-4.1315109849511461e-10
3.535,-4.1342679389199186e-10
3.5375,-4.1370601710575642e-10
3.54,-4.1398334261004584e-10
3.5425,-4.1425362892613379e-10
3.545,-4.1451209135979854e-10
3.5475,-4.1475410016871797e-10
3.55,-4.1497565976534277e-10
3.5525,-4.1517282272450301e-10
3.555,-4.1534218433586594e-10
3.5575,-4.1548057643208629e-10
3.56,-4.1558499197375202e-10
3.5625,-4.1565273723863688e-10
3.565,-4.1568161064052327e-10
3.5675,-4.156699303353422e-10
3.57,-4.1561663707579265e-10
3.5725,-4.1552125652493159e-10
3.575,-4.1538391022027697e-10
3.5775,-4.1520548678735822e-10
3.58,-4.1498723654900247e-10
3.5825,-4.1473081877998393e-10
3.585,-4.1443835379001062e-10
3.5875,-4.1411263307297423e-10
3.59,-4.1375705478399051e-10
3.5925,-4.133755589970542e-10
3.595,-4.1297260327786197e-10
3.5975,-4.1255279512941528e-10
3.6,-4.1212095648260119e-10
3.6025,-4.1168190061075589e-10
3.605,-4.1124054125438532e-10
3.6075,-4.1080185406066648e-10
3.61,-4.1037052269542949e-10
3.6125,-4.0995198567090936e-10
3.615,-4.0955086974620966e-10
3.6175,-4.0917234861751057e-10
3.62,-4.0882080295954298e-10
3.6225,-4.0850003534174583e-10
3.625,-4.0821346668165127e-10
3.6275,-4.0796386314693676e-10
3.63,-4.0775363938788464e-10
3.6325,-4.0758486631733787e-10
3.635,-4.0745931515974513e-10
3.6375,-4.0737812956587006e-10
3.64,-4.0734171744217854e-10
3.6425,-4.0734923905726274e-10
3.645,-4.0739861853148301e-10
3.6475,-4.0748610129509187e-10
3.65,-4.0760695089207103e-10
3.6525,-4.0775607162496676e-10
3.655,-4.079288055440642e-10
3.6575,-4.0812159791709297e-10
3.66,-4.08332045355683e-10
3.6625,-4.0855840061545142e-10
3.665,-4.0879883843005594e-10
3.6675,-4.0905071487206073e-10
3.67,-4.0931026937644816e-10
3.6725,-4.095725603274185e-10
3.675,-4.0983206435310352e-10
3.6775,-4.1008341589459998e-10
3.68,-4.1032188858172742e-10
3.6825,-4.1054374574798804e-10
3.685,-4.1074625852507394e-10
3.6875,-4.1092749873914501e-10
3.69,-4.1108608578206205e-10
3.6925,-4.1122087961600487e-10
3.695,-4.1133095936998797e-10
3.6975,-4.1141574932731295e-10
3.7,-4.1147496723051032e-10
3.7025,-4.1150866708543152e-10
3.705,-4.1151723703280073e-10
3.7075,-4.115014074287177e-10
3.71,-4.1146220075104724e-10
3.7125,-4.1140091922833149e-10
3.715,-4.1131907409755319e-10
3.7175,-4.1121839008501702e-10
3.72,-4.111008736586775e-10
3.7225,-4.1096863645280946e-10
3.725,-4.1082405949047528e-10
3.7275,-4.1066976717200023e-10
3.73,-4.1050864676584814e-10
3.7325,-4.1034395557522278e-10
3.735,-4.1017924943683563e-10
