Physical Time (s),ev_right Monitor (W): right_cv1,ev_right Monitor (W): right_cv2,ev_right Monitor (W): right_cv3,ev_right Monitor (W): right_cv4,ev_right Monitor (W): right_cv5,ev_right Monitor (W): right_cv6,ev_right Monitor (W): right_cv7
0.385,6.4577066988655954e-08,3.0540046124046105e-08,1.1003912248603261e-09,1.1390715370075924e-10,2.457686518127594e-11,5.3435273971631882e-12,4.5770267849039562e-13
0.3875,6.3218410171116599e-08,3.1459879704571121e-08,1.1772177435257077e-09,1.2139896339472758e-10,2.4787973071089296e-11,4.4631741759510447e-12,3.4917149498017233e-13
0.39,6.1955527049665387e-08,3.2448178457983539e-08,1.2615914272119951e-09,1.2882169183344413e-10,2.4436434321595212e-11,3.3227614967163744e-12,2.2038736328011677e-13
0.3925,6.0748323455367681e-08,3.3466495073540855e-08,1.3504581220860761e-09,1.3611813324554186e-10,2.3835537413822047e-11,2.2503806420454575e-12,1.1342491510136748e-13
0.395,5.9556331886039109e-08,3.4475640195724765e-08,1.4406786648584499e-09,1.4329977694196152e-10,2.3296126401897701e-11,1.4372152786406124e-12,4.623144139537082e-14
0.3975,5.8341432546949071e-08,3.5439445078857533e-08,1.5292963277137097e-09,1.5039471330832724e-10,2.3058729090561749e-11,9.2268943834140955e-13,1.4252012833077553e-14
0.4,5.7071229327134638e-08,3.6327728877572302e-08,1.6137361417152692e-09,1.5738331968366838e-10,2.3258485583352228e-11,6.5379035529958744e-13,3.1231447468487165e-15
0.4025,5.5722125543821812e-08,3.7118279916819603e-08,1.6919293866261395e-09,1.6413328958351095e-10,2.3911436266699589e-11,5.5573759419309894e-13,4.5513407019460244e-16
0.405,5.4280727678748005e-08,3.779801081978918e-08,1.7623459669238092e-09,1.7036538993274431e-10,2.4914299135469008e-11,5.6834947144057336e-13,3.2198909364767685e-16
0.4075,5.274378155269572e-08,3.8362511402164213e-08,1.8239598543434447e-09,1.756578508206745e-10,2.6054832388762933e-11,6.4335195064811024e-13,1.2514759105182673e-15
0.41,5.1117768567405898e-08,3.8814901802157121e-08,1.8761722775126964e-09,1.7949636834557739e-10,2.7041818113150276e-11,7.2840481860458722e-13,2.7952349956914123e-15
0.4125,4.9417552194589278e-08,3.9163866815518686e-08,1.9187903222178999e-09,1.8136662677466971e-10,2.7562448100545572e-11,7.6617446125045897e-13,4.5576023777579541e-15
0.415,4.7663815254859138e-08,3.9421803420337209e-08,1.9519940255816627e-09,1.8086934317665231e-10,2.736194388002628e-11,7.1518953131916989e-13,7.4025972765733189e-15
0.4175,4.5880637072183783e-08,3.9603070298350286e-08,1.9764132614175099e-09,1.778365247658907e-10,2.6320393095155365e-11,5.7535892122275271e-13,1.3981982208736223e-14
0.42,4.4092581307226254e-08,3.9722768876284227e-08,1.9931965240759096e-09,1.7241010028612685e-10,2.4496722477864929e-11,3.9090680169984552e-13,2.675233938724826e-14
0.4225,4.2322337373870528e-08,3.9795946351289283e-08,2.004121517587534e-09,1.6505213864527033e-10,2.2118869379744147e-11,2.2484613039137848e-13,4.4780495830572271e-14
0.425,4.0588812395409181e-08,3.9837559229435375e-08,2.0115984563142674e-09,1.564833529713444e-10,1.9520149683456759e-11,1.2182711432553859e-13,6.2407275347572532e-14
0.4275,3.8906908505512468e-08,3.986268723497369e-08,2.0186719847776692e-09,1.4757269057503562e-10,1.704684761185569e-11,8.479476794581939e-14,7.1556392532330198e-14
0.43,3.7287924537564522e-08,3.9886946817153874e-08,2.0288833817080327e-09,1.3919492378012985e-10,1.4978583064119053e-11,8.0722348066492343e-14,6.6520712748907008e-14
0.4325,3.5740477327607857e-08,3.99268065123897e-08,2.0461016108868134e-09,1.321132332642531e-10,1.3491903393028923e-11,7.1538605411960718e-14,4.8097757478016284e-14
0.435,3.4270849889380146e-08,3.9999666155044101e-08,2.0742879465503107e-09,1.2690655880985727e-10,1.2666187911576829e-11,4.8970538127872115e-14,2.4119358506129182e-14
0.4375,3.2882944594852405e-08,4.0123450879338717e-08,2.117255371565618e-09,1.2394394003072957e-10,1.251388902908917e-11,4.6666406745584862e-14,5.4701869436196287e-15
0.44,3.1579370908754643e-08,4.0315831430805931e-08,2.1784191950492593e-09,1.2340007341499103e-10,1.3006531762594861e-11,1.2118162637022971e-13,2.9734664177280485e-16
0.4425,3.0361693896266144e-08,4.0593371656391825e-08,2.2605657706883522e-09,1.2528156342234184e-10,1.4082071229738683e-11,3.1377888320866773e-13,9.8896325856204297e-15
0.445,2.9231376081300088e-08,4.0970028619343799e-08,2.3656428002094121e-09,1.2946343548669967e-10,1.5639127104176626e-11,6.1794923783806198e-13,2.8572612954199943e-14
0.4475,2.8188654450528908e-08,4.1455767723770508e-08,2.4944891506819602e-09,1.357183174729643e-10,1.7533203684967664e-11,9.7350084790446346e-13,4.723080287375453e-14
0.45,2.7231816391771938e-08,4.2055193059942206e-08,2.6467147179417374e-09,1.4375197514419925e-10,1.9588863577789454e-11,1.2912000865721247e-12,5.8013222906258249e-14
0.4525,2.6356475072430678e-08,4.2766411273055956e-08,2.8207240357046611e-09,1.5323425515182399e-10,2.1630650405002773e-11,1.4928041032084161e-12,5.7596875650652465e-14
0.455,2.5555383223564873e-08,4.3580650779377487e-08,3.0137518048286412e-09,1.6384394245432263e-10,2.3525896622982081e-11,1.5438687522928906e-12,4.7688894359752348e-14
0.4575,2.4818189027143139e-08,4.4482380495622485e-08,3.221880261610818e-09,1.752995151320821e-10,2.5216409432031496e-11,1.4621700587930802e-12,3.3151948633757888e-14
0.46,2.4132376197027316e-08,4.5450001280481134e-08,3.4401968526349789e-09,1.8737428452899018e-10,2.6727513333358992e-11,1.3024940907456305e-12,1.9190093736384155e-14
0.4625,2.3483603292581157e-08,4.6455851969894373e-08,3.6624364443914997e-09,1.9985705488873271e-10,2.8150297670902999e-11,1.1301866333644297e-12,9.1305993218073693e-15
0.465,2.2856319271530323e-08,4.7469582816996537e-08,3.8821157515091076e-09,2.1256318541109042e-10,2.9609304485308087e-11,9.9756161999405174e-13,3.625943703417878e-15
0.4675,2.2235025824586162e-08,4.8459947659616933e-08,4.0926793952589285e-09,2.2528456004278764e-10,3.1219583897342752e-11,9.367047806750323e-13,1.4465427879620117e-15
0.47,2.160576522477126e-08,4.9397098898782247e-08,4.2877677525040392e-09,2.3773510520784894e-10,3.3049233797592318e-11,9.6458742377586575e-13,9.9728450797336534e-16
0.4725,2.0957057442734131e-08,5.0255135604761588e-08,4.4615250137673406e-09,2.4951164787241377e-10,3.5088765225835135e-11,1.0905248385353757e-12,1.6385542740531287e-15
0.475,2.0280513346343621e-08,5.101381101398309e-08,4.6089437999881006e-09,2.6010047408691995e-10,3.7236660314569423e-11,1.3171551390693333e-12,4.1415666099954299e-15
0.4775,1.9571467864717123e-08,5.166018987591481e-08,4.7262315077360667e-09,2.6890180338808389e-10,3.9302469548227334e-11,1.6328968279187422e-12,1.0123614873771443e-14
0.48,1.882934515036644e-08,5.2188714299945563e-08,4.811010698696404e-09,2.753128554299827e-10,4.1034382946874923e-11,2.0029138316749253e-12,2.0842746943312623e-14
0.4825,1.8057287908555891e-08,5.2601523121644579e-08,4.8625220088809304e-09,2.7882527184822908e-10,4.2165349730770404e-11,2.3679972438217359e-12,3.6034483080773134e-14
0.485,1.7261068869858282e-08,5.2907672529869521e-08,4.8817916510224209e-09,2.7913554477187386e-10,4.2473133617731465e-11,2.6554972053621246e-12,5.3447400209128929e-14
0.4875,1.6448709851597307e-08,5.3121881430658771e-08,4.8715739593606053e-09,2.7622712832794809e-10,4.1841384179233526e-11,2.8003870963461194e-12,6.9330856219748316e-14
0.49,1.5629504851710457e-08,5.3262961881464952e-08,4.8360040261460483e-09,2.704021338249121e-10,4.0290860069448988e-11,2.7672480124265833e-12,7.9728412710911351e-14
0.4925,1.481329727242821e-08,5.3352428721017617e-08,4.7804768376507487e-09,2.6226667579417336e-10,3.7980620979370934e-11,2.5619529677540126e-12,8.1957574730295222e-14
0.495,1.400961989020115e-08,5.3413092566042895e-08,4.7112347951262249e-09,2.5265223310435808e-10,3.5172357520376018e-11,2.2279180726679813e-12,7.5578837763402363e-14
0.4975,1.3227322219834203e-08,5.3467866052118013e-08,4.6348708723159424e-09,2.4250635601332708e-10,3.2175042883503508e-11,1.8294009573377851e-12,6.2445484455288579e-14
0.5,1.2474267456500122e-08,5.3538977067291497e-08,4.5580807401824434e-09,2.3277981571566498e-10,2.9286564536845055e-11,1.4313064844185685e-12,4.5944133253843068e-14
0.5025,1.1757109879240196e-08,5.3647261007927955e-08,4.4872361205784635e-09,2.2432627405140979e-10,2.6748550773245297e-11,1.0824421065842349e-12,2.9722584823009003e-14
0.505,1.1081273821406211e-08,5.381153364611286e-08,4.4278925240009479e-09,2.1782344965736984e-10,2.4721493065995315e-11,8.0783999619961331e-13,1.6494670306880227e-14
0.5075,1.0450731860861126e-08,5.4048243469421719e-08,4.3845761825664884e-09,2.1374444714111972e-10,2.3285424232839852e-11,6.1117746135223901e-13,7.4801275729846181e-15
0.51,9.8681599946935214e-09,5.437099367236292e-08,4.3606500523366515e-09,2.1236090200882842e-10,2.245434978967616e-11,4.8240933007167817e-13,2.5424906801532988e-15
0.5125,9.3348858193410334e-09,5.4790231835170298e-08,4.3581958189838352e-09,2.1376453856328427e-10,2.2195098638220157e-11,4.0611381245805608e-13,7.5785717537536809e-16
0.515,8.8510117871203625e-09,5.5313049545220523e-08,4.3779705280392027e-09,2.1789480231832319e-10,2.2444166038353954e-11,3.6688158792402433e-13,1.0263965653005332e-15
0.5175,8.4151876637990723e-09,5.5941971844223789e-08,4.4194758064955061e-09,2.2456461503845873e-10,2.3118789349940198e-11,3.516381454049342e-13,2.4654340223413084e-15
0.52,8.0246394879323596e-09,5.6674865800858048e-08,4.4811304618700632e-09,2.3348936929348454e-10,2.4126164828811228e-11,3.5000456169897345e-13,4.5237539038515647e-15
0.5225,7.675481337515189e-09,5.7504353079694167e-08,4.5604373238933581e-09,2.4431831794132561e-10,2.5375001021144756e-11,3.5429759056035878e-13,6.9006773287302231e-15
0.525,7.3625679758491153e-09,5.8417436525773143e-08,4.6541158366307045e-09,2.5665832079138363e-10,2.6784834325892568e-11,3.5994447127377403e-13,9.3918040277895582e-15
0.5275,7.0794519373864215e-09,5.939579763301514e-08,4.7583230385512834e-09,2.7010358493369798e-10,2.8295090356003631e-11,3.6554168257313722e-13,1.1751272282801619e-14
0.53,6.8184613902307894e-09,6.0416631236604164e-08,4.8688463671584443e-09,2.8425711367057815e-10,2.9870396330291214e-11,3.7299015964917372e-13,1.3588494741529914e-14
0.5325,6.5711973713840389e-09,6.1453835965354079e-08,4.9812884533060955e-09,2.9874035255053666e-10,3.1500202856438923e-11,3.8700891809048468e-13,1.4348547025817694e-14
0.535,6.3289346896553742e-09,6.2479577210528506e-08,5.0912813419365915e-09,3.1319762782977007e-10,3.3191245286035869e-11,4.147573903444745e-13,1.3501187064112928e-14
0.5375,6.0833240268605328e-09,6.3466204674535276e-08,5.194673050521642e-09,3.2729059425503605e-10,3.4955896980093528e-11,4.6573581591679251e-13,1.0864690602463864e-14
0.54,5.8270596166742098e-09,6.4388598111804477e-08,5.2877605837190239e-09,3.4068854620590362e-10,3.6798494674615131e-11,5.5167411825435793e-13,6.9724070914271359e-15
0.5425,5.5546284991080667e-09,6.5226088372617066e-08,5.3674569996548087e-09,3.5307433537268744e-10,3.870299984242153e-11,6.8543100196635959e-13,3.1591150526824734e-15
0.545,5.262893444019708e-09,6.5964249725429599e-08,5.4314544557756423e-09,3.6414594814687744e-10,4.062684596352323e-11,8.7821919139331024e-13,1.3292175526526487e-15
0.5475,4.9515384688811159e-09,6.659563747149454e-08,5.4783838883308426e-09,3.7363665659719276e-10,4.2499625380839581e-11,1.13501081495875e-12,3.3645018804856249e-15
0.55,4.6229868907520548e-09,6.7120050294300384e-08,5.5078751411670175e-09,3.8134263611728071e-10,4.4229757722091756e-11,1.4498734313658597e-12,1.0427858042439748e-14
0.5525,4.2822783304074051e-09,6.7544277397150308e-08,5.5204927243907627e-09,3.8714337823758824e-10,4.5716931097300445e-11,1.8035926511931653e-12,2.2438122925289893e-14
0.555,3.9362710637950425e-09,6.7881232664857355e-08,5.5176455116680018e-09,3.9102321874337475e-10,4.686797310857675e-11,2.1654127875156144e-12,3.7962305259222203e-14
0.5575,3.592725156189395e-09,6.8148680699417896e-08,5.5015097348602293e-09,3.9308120732632795e-10,4.7612756033133229e-11,2.4988750648788526e-12,5.4614600008874962e-14
0.56,3.2592948237420751e-09,6.8367714042043528e-08,5.4748393355131313e-09,3.9353739525440689e-10,4.7917701519456628e-11,2.7700982085996034e-12,6.9773039687219981e-14
0.5625,2.9427215238294013e-09,6.8561090242090814e-08,5.4408116425308048e-09,3.9271902788151459e-10,4.7793372182172059e-11,2.9552844116101003e-12,8.136860618223685e-14
0.565,2.648146757375005e-09,6.8751754711401042e-08,5.4028434359132633e-09,3.9103702025924666e-10,4.7294382751748418e-11,3.0464053691767183e-12,8.8411486929688111e-14
0.5675,2.3787690257648556e-09,6.8961561599574655e-08,5.3644271895350119e-09,3.8896493355525733e-10,4.6508818692366799e-11,3.0503364957778267e-12,9.1070361059738898e-14
0.57,2.1358439687768328e-09,6.9210218932214689e-08,5.3290172985488818e-09,3.8700285758788134e-10,4.554573347677977e-11,2.9845369453099933e-12,9.0310803670915178e-14
0.5725,1.9189743946905202e-09,6.9514533596084704e-08,5.2998343127675009e-09,3.8564489120453068e-10,4.4522712217482656e-11,2.8712816926187475e-12,8.7414845942958126e-14
0.575,1.72654747716543e-09,6.988767819772701e-08,5.2797500290812439e-09,3.8534718734540527e-10,4.3547438595598761e-11,2.7319222867215294e-12,8.3496359140022284e-14
0.5775,1.5562142385521905e-09,7.0338707430024679e-08,5.271198261516485e-09,3.8650537278592424e-10,4.2708654035804512e-11,2.581479659932117e-12,7.9200734173868894e-14
0.58,1.405420276392815e-09,7.0872499027361161e-08,5.2760049096073077e-09,3.8942527304896084e-10,4.2070069851153506e-11,2.427386413226142e-12,7.4532731971215588e-14
0.5825,1.2716935362912559e-09,7.1489583198596241e-08,5.2953444704542494e-09,3.9430281802189158e-10,4.1667937907316153e-11,2.2706459259884751e-12,6.9094223524798517e-14
0.585,1.1527949654895836e-09,7.2186468506438086e-08,5.3296016615233588e-09,4.0122789172948301e-10,4.1510553540867298e-11,2.1077745367340867e-12,6.2239092932809852e-14
0.5875,1.046810784853511e-09,7.2956091439813024e-08,5.3783213621283059e-09,4.1016830111757686e-10,4.1583232362204184e-11,1.9340605205951928e-12,5.3404960656287007e-14
0.59,9.5206492390765096e-10,7.3787810117878873e-08,5.4402158951365126e-09,4.2097874290763053e-10,4.185206096849566e-11,1.7465203067406919e-12,4.2508707979748924e-14
0.5925,8.6700240370529036e-10,7.4668031742959118e-08,5.5132155792783402e-09,4.3340883538439128e-10,4.227052616468165e-11,1.5460880638496381e-12,3.0255383576046037e-14
0.595,7.9010885213935099e-10,7.5580884253522821e-08,5.594584893017358e-09,4.4711999236007508e-10,4.2786916862693355e-11,1.338326494483107e-12,1.8221394352364421e-14
0.5975,7.1977733507143737e-10,7.6508830081686606e-08,5.6810713590370013e-09,4.6170883201758229e-10,4.3351057657232291e-11,1.1327771232244696e-12,8.5285715171957914e-15
0.6,6.5435962800644851e-10,7.7433448071900339e-08,5.7691000523036722e-09,4.7673648300832973e-10,4.3920699657313676e-11,9.4108675830515298e-13,3.1458439978134716e-15
0.6025,5.9230247351148277e-10,7.833643488025851e-08,5.8550193707833915e-09,4.9176729906638111e-10,4.4464225769655633e-11,7.7404544985176808e-13,3.0936820238505538e-15
0.605,5.3231056202304421e-10,7.9200597701749621e-08,5.9353734765213649e-09,5.0639712152762167e-10,4.4964493509254799e-11,6.3928509142470239e-13,7.9243868790744736e-15
0.6075,4.7355132284212204e-10,8.0010952153860953e-08,6.0070978830044314e-09,5.202871070143312e-10,4.5416980520095237e-11,5.4016852213136002e-13,1.5758912580799322e-14
0.61,4.1581131578733584e-10,8.0755794356857382e-08,6.0677318614546266e-09,5.3319418566960563e-10,4.5828892076359257e-11,4.7548883918875451e-13,2.3909848289923149e-14
0.6125,3.5958260512714664e-10,8.1427272730780163e-08,6.1155906127220289e-09,5.4497283837843655e-10,4.6217966082155693e-11,4.4118738501986849e-13,2.9784994020389262e-14
0.615,3.0605547245222988e-10,8.2021734344367392e-08,6.1498504886637916e-09,5.5558114926813728e-10,4.6604420142061334e-11,4.3364364639854472e-13,3.1668968635510752e-14
0.6175,2.5691853698793237e-10,8.2540266911361958e-08,6.1705632078518011e-09,5.6507191382303898e-10,4.7008035740572667e-11,4.5176242445925932e-13,2.9107877597206024e-14
0.62,2.1416608156614795e-10,8.298862289208726e-08,6.1786299543202624e-09,5.7360116302198677e-10,4.7444943501968645e-11,4.9796666607324661e-13,2.2942566340455434e-14
0.6225,1.7983521506843098e-10,8.3376674429054787e-08,6.1756847318258243e-09,5.8140320521415043e-10,4.7925874651809811e-11,5.7723622240952105e-13,1.5015496972125583e-14
0.625,1.5567813749501887e-10,8.3717697353957435e-08,6.1640025658525639e-09,5.8877682163245046e-10,4.8456692049260444e-11,6.9481377075378586e-13,7.6131331565253148e-15
0.6275,1.4289262464879867e-10,8.4027599067699854e-08,6.1463552133718858e-09,5.9606259378402484e-10,4.9041468843939925e-11,8.5416458814615942e-13,2.8793837730255821e-15
0.63,1.4197634517245427e-10,8.4323794525045312e-08,6.1258562767317918e-09,6.0364110462634882e-10,4.968367920046129e-11,1.0554054717259679e-12,2.3924306344136436e-15
0.6325,1.5264206694070561e-10,8.4624188331552119e-08,6.1057698853288456e-09,6.1193089067765635e-10,5.0389396871607637e-11,1.2944514802911683e-12,6.9614900283989983e-15
0.635,1.7387694991672378e-10,8.4946140311906373e-08,6.0893335150854148e-09,6.2138033155839669e-10,5.1168720219511459e-11,1.5633657016973798e-12,1.6585633327272754e-14
0.6375,2.0406957149114424e-10,8.5305553425001233e-08,6.0796088789843449e-09,6.3245264019155983e-10,5.20362988385692e-11,1.8512742110740998e-12,3.0518696221779913e-14
0.64,2.4120197393264038e-10,8.5715980262581502e-08,6.0793322251988259e-09,6.4559788263141558e-10,5.301064676112808e-11,2.1453481859399661e-12,4.742232997028227e-14
0.6425,2.8305279494791121e-10,8.618809057324662e-08,6.0907318902820376e-09,6.6124285912237854e-10,5.4113336448934455e-11,2.4317444770578251e-12,6.5583389682024727e-14
0.645,3.2745218799252522e-10,8.6729179227514621e-08,6.1154647316218622e-09,6.7976503143683031e-10,5.5366069006885927e-11,2.696095256560438e-12,8.3139524721764483e-14
0.6475,3.7244464552601979e-10,8.7342908070047706e-08,6.1545149056974542e-09,7.014686318323874e-10,5.6784074153557172e-11,2.9242252628617938e-12,9.8220612355406274e-14
0.65,4.1643200971009665e-10,8.8029451516192501e-08,6.2081344837537939e-09,7.2656649317501303e-10,5.8371577218467189e-11,3.1034293956739471e-12,1.0915651150157316e-13
0.6525,4.582546783718083e-10,8.8785823509794222e-08,6.2758123829774394e-09,7.5514357279572336e-10,6.0116035800515321e-11,3.2239757831844955e-12,1.1471453411802006e-13
0.655,4.9721743417102111e-10,8.9605913468068783e-08,6.3561863663674243e-09,7.8713592938521155e-10,6.1990297287823227e-11,3.2798016632101172e-12,1.1422256758066702e-13
0.6575,5.3309130881068397e-10,9.0480692218892699e-08,6.4471066881228005e-09,8.2231608347142766e-10,6.3949642587493924e-11,3.2683675177276e-12,1.0767166681251666e-13
0.66,5.6606647933160666e-10,9.1398882134270914e-08,6.5457432817307604e-09,8.6028612683648545e-10,6.5934890061202076e-11,3.1914718972207949e-12,9.584028077035145e-14
0.6625,5.9666212937345666e-10,9.2347470469370586e-08,6.6486587452829646e-09,9.0049912063944076e-10,6.7874875414437698e-11,3.0559886811128048e-12,8.0260255792345665e-14
0.665,6.2567934463568012e-10,9.3311939991168374e-08,6.7520284769215896e-09,9.4228336119843297e-10,6.9693726111474995e-11,2.8728734225434307e-12,6.291672183430856e-14
0.6675,6.54085819088766e-10,9.4277195217495188e-08,6.8518347085951338e-09,9.8488056576503572e-10,7.1317321435501536e-11,2.6559802086487176e-12,4.590208867034755e-14
0.67,6.8297235915920538e-10,9.5227630679872814e-08,6.9441197377424069e-09,1.0274987321044765e-09,7.2677510661572138e-11,2.4208005250293825e-12,3.0945708091845989e-14
0.6725,7.1347623065070045e-10,9.6148206272353215e-08,7.025218044937888e-09,1.0693715736771451e-09,7.3720883787838924e-11,2.1825116758227332e-12,1.9147821430161254e-14
