Physical Time (s),Etau_left Monitor (W)
2.0025,-2.7674759137967497e-11
2.005,-2.7675196112597991e-11
2.0075,-2.7675408104086101e-11
2.01,-2.7675285502059719e-11
2.0125,-2.767473302535701e-11
2.015,-2.7673676228656214e-11
2.0175,-2.7672054211083519e-11
2.02,-2.7669817921444927e-11
2.0225,-2.7666915952822507e-11
2.025,-2.7663285919365641e-11
2.0275,-2.7658835583379623e-11
2.03,-2.76534507553557e-11
2.0325,-2.7646998657414505e-11
2.035,-2.7639343117554743e-11
2.0375,-2.763035144538483e-11
2.04,-2.7619899076979668e-11
2.0425,-2.7607879090098418e-11
2.045,-2.7594205390138239e-11
2.0475,-2.7578807691848293e-11
2.05,-2.7561626439869338e-11
2.0525,-2.7542610185346829e-11
2.055,-2.7521708022411537e-11
2.0575,-2.7498878213085565e-11
2.06,-2.7474094245788665e-11
2.0625,-2.7447351933425793e-11
2.065,-2.741868374191055e-11
2.0675,-2.7388162329837979e-11
2.07,-2.7355900604167667e-11
2.0725,-2.7322049654793852e-11
2.075,-2.7286791930390638e-11
2.0775,-2.7250339989373365e-11
2.08,-2.7212950170446574e-11
2.0825,-2.7174914221547736e-11
2.085,-2.7136556817542946e-11
2.0875,-2.709822858183642e-11
2.09,-2.7060302204267717e-11
2.0925,-2.7023157105600838e-11
2.095,-2.6987173664765552e-11
2.0975,-2.6952733583871247e-11
2.1,-2.6920213668225055e-11
2.1025,-2.6889986073002439e-11
2.105,-2.6862404357903063e-11
2.1075,-2.6837795670163129e-11
2.11,-2.6816447275220537e-11
2.1125,-2.6798587202591388e-11
2.115,-2.6784361640960473e-11
2.1175,-2.6773837842347402e-11
2.12,-2.6767008876943717e-11
2.1225,-2.6763794406699465e-11
2.125,-2.6764056350280877e-11
2.1275,-2.6767604994407024e-11
2.13,-2.677418052814877e-11
2.1325,-2.678345939711547e-11
2.135,-2.6795058181987077e-11
2.1375,-2.6808531756449795e-11
2.14,-2.6823387237088402e-11
2.1425,-2.6839102663888729e-11
2.145,-2.6855137029301282e-11
2.1475,-2.6870933838746315e-11
2.15,-2.6885957634634598e-11
2.1525,-2.6899686186118338e-11
2.155,-2.6911642149597499e-11
2.1575,-2.6921383509538656e-11
2.16,-2.6928505645389456e-11
2.1625,-2.6932643973462846e-11
2.165,-2.6933480237514573e-11
2.1675,-2.6930762561903627e-11
2.17,-2.692433191313913e-11
2.1725,-2.6914119515108916e-11
2.175,-2.6900162568183246e-11
2.1775,-2.6882574643492625e-11
2.18,-2.6861529432873291e-11
2.1825,-2.6837273127997848e-11
2.185,-2.6810118294159093e-11
2.1875,-2.678042236735718e-11
2.19,-2.6748562255623798e-11
2.1925,-2.6714925266151305e-11
2.195,-2.6679893598135462e-11
2.1975,-2.6643847813731456e-11
2.2,-2.6607173855789496e-11
2.2025,-2.6570262000587325e-11
2.205,-2.653351472997723e-11
2.2075,-2.6497328611519635e-11
2.21,-2.6462105583573704e-11
2.2125,-2.6428221846462419e-11
2.215,-2.6396010278160081e-11
2.2175,-2.636575975711001e-11
2.22,-2.6337699280759514e-11
2.2225,-2.6311990220641946e-11
2.225,-2.6288738130838336e-11
2.2275,-2.6268002510952163e-11
2.23,-2.6249788889366187e-11
2.2325,-2.6234058945049894e-11
2.235,-2.6220727670768327e-11
2.2375,-2.6209682625058128e-11
2.24,-2.6200774603371871e-11
2.2425,-2.6193827601309396e-11
2.245,-2.6188660346713385e-11
2.2475,-2.6185073521116627e-11
2.25,-2.6182860203704545e-11
2.2525,-2.6181803326466336e-11
2.255,-2.6181671361189751e-11
2.2575,-2.6182243730744869e-11
2.26,-2.6183301460090593e-11
2.2625,-2.6184623976190311e-11
2.265,-2.6186003518591775e-11
2.2675,-2.618724907136348e-11
2.27,-2.618819556821967e-11
2.2725,-2.6188692847258351e-11
2.275,-2.6188609141293409e-11
2.2775,-2.6187841579375108e-11
2.28,-2.6186317742474548e-11
2.2825,-2.6183974900658834e-11
2.285,-2.6180760705783308e-11
2.2875,-2.6176640381951555e-11
2.29,-2.6171589715436769e-11
2.2925,-2.6165590011983277e-11
2.295,-2.615862713025445e-11
2.2975,-2.6150701122733811e-11
2.3,-2.6141817658598355e-11
2.3025,-2.6131994413003731e-11
2.305,-2.6121244609968845e-11
2.3075,-2.6109588479795415e-11
2.31,-2.6097047255159095e-11
2.3125,-2.6083646938201738e-11
2.315,-2.6069408285772608e-11
2.3175,-2.6054335233554916e-11
2.32,-2.6038442618562218e-11
2.3225,-2.6021727489966399e-11
2.325,-2.6004185062282254e-11
2.3275,-2.5985809282349371e-11
2.33,-2.5966594281330001e-11
2.3325,-2.5946555096973285e-11
2.335,-2.5925744467159731e-11
2.3375,-2.590424410538503e-11
2.34,-2.5882163783354535e-11
2.3425,-2.5859630355905136e-11
2.345,-2.5836779668203223e-11
2.3475,-2.5813731421293863e-11
2.35,-2.5790594498084808e-11
2.3525,-2.5767468187188143e-11
2.355,-2.5744468496797083e-11
2.3575,-2.5721720093107192e-11
2.36,-2.569937162911494e-11
2.3625,-2.5677581180982144e-11
2.365,-2.5656518959008566e-11
2.3675,-2.5636355750405085e-11
2.37,-2.5617272472752496e-11
2.3725,-2.5599433287152938e-11
2.375,-2.5582983720496072e-11
2.3775,-2.5568042064390821e-11
2.38,-2.5554703188853211e-11
2.3825,-2.5543009126308988e-11
2.385,-2.5532979660933267e-11
2.3875,-2.5524616741729186e-11
2.39,-2.551793066700881e-11
2.3925,-2.5512943014224053e-11
2.395,-2.5509677804674752e-11
2.3975,-2.5508127089623005e-11
2.4,-2.5508234508144792e-11
2.4025,-2.5509864529505733e-11
2.405,-2.5512808168058382e-11
2.4075,-2.5516798586605603e-11
2.41,-2.552154691881077e-11
2.4125,-2.5526753026339332e-11
2.415,-2.5532125771446824e-11
2.4175,-2.553739130197436e-11
2.42,-2.5542301028858729e-11
2.4225,-2.554661881475966e-11
2.425,-2.5550139868084482e-11
2.4275,-2.5552691940852226e-11
2.43,-2.5554133848207815e-11
2.4325,-2.5554341678775325e-11
2.435,-2.5553191117555692e-11
2.4375,-2.5550570979497154e-11
2.44,-2.5546370250237319e-11
2.4425,-2.5540508848179903e-11
2.445,-2.5532954804657361e-11
2.4475,-2.5523726467446335e-11
2.45,-2.5512886049887595e-11
2.4525,-2.5500522051735999e-11
2.455,-2.5486732496631938e-11
2.4575,-2.5471638994680004e-11
2.46,-2.5455392275809266e-11
2.4625,-2.5438181067731301e-11
2.465,-2.5420220145181842e-11
2.4675,-2.540174186683668e-11
2.47,-2.538297753768188e-11
2.4725,-2.5364140661817614e-11
2.475,-2.5345426142868876e-11
2.4775,-2.5327020726266042e-11
2.48,-2.5309085990213526e-11
2.4825,-2.5291766990826812e-11
2.485,-2.5275197384262422e-11
2.4875,-2.5259488372896265e-11
2.49,-2.5244726519409715e-11
2.4925,-2.5230979734805556e-11
2.495,-2.5218296588399959e-11
2.4975,-2.5206710733123511e-11
2.5,-2.5196255429227132e-11
2.5025,-2.51869581659563e-11
2.505,-2.5178825098522808e-11
2.5075,-2.5171852452812081e-11
2.51,-2.5166006122249479e-11
2.5125,-2.5161229121452078e-11
2.515,-2.5157441984960561e-11
2.5175,-2.5154543315583069e-11
2.52,-2.515243963184702e-11
2.5225,-2.5151034351490666e-11
2.525,-2.5150228402393645e-11
2.5275,-2.514991759254072e-11
2.53,-2.5149993862477457e-11
2.5325,-2.5150357471875634e-11
2.535,-2.5150909450684177e-11
2.5375,-2.5151560795034129e-11
2.54,-2.5152232636443253e-11
2.5425,-2.5152856178440299e-11
2.545,-2.5153360843845361e-11
2.5475,-2.5153672630997145e-11
2.55,-2.5153718964856029e-11
2.5525,-2.5153441484066551e-11
2.555,-2.5152799849956202e-11
2.5575,-2.5151778802261994e-11
2.56,-2.5150385222295811e-11
2.5625,-2.5148641546180469e-11
2.565,-2.5146571118082788e-11
2.5675,-2.514420345192772e-11
2.57,-2.5141569071969277e-11
2.5725,-2.5138695160781464e-11
2.575,-2.5135607179937775e-11
2.5775,-2.5132321223432744e-11
2.58,-2.5128842894538455e-11
2.5825,-2.5125165795629335e-11
2.585,-2.5121268286756494e-11
2.5875,-2.5117123238075375e-11
2.59,-2.5112707012041417e-11
2.5925,-2.5108016025395986e-11
2.595,-2.5103061336987674e-11
2.5975,-2.5097868073588242e-11
2.6,-2.509247078248706e-11
2.6025,-2.5086901038882644e-11
2.605,-2.5081191662256471e-11
2.6075,-2.5075353160029468e-11
2.61,-2.5069376948578281e-11
2.6125,-2.5063236207664758e-11
2.615,-2.5056875782803194e-11
2.6175,-2.5050234228258842e-11
2.62,-2.5043284820472178e-11
2.6225,-2.5036003317572749e-11
2.625,-2.5028392900152078e-11
2.6275,-2.5020472554644833e-11
2.63,-2.5012265321397658e-11
2.6325,-2.5003812951209102e-11
2.635,-2.4995171162156776e-11
2.6375,-2.4986404709606344e-11
2.64,-2.4977589541238587e-11
2.6425,-2.4968778357542258e-11
2.645,-2.4960012270405088e-11
2.6475,-2.4951312546237923e-11
2.65,-2.4942685663873516e-11
2.6525,-2.4934146263136302e-11
2.655,-2.4925734480872493e-11
2.6575,-2.4917522120860691e-11
2.66,-2.490959476748362e-11
2.6625,-2.4902038501992071e-11
2.665,-2.4894924217169642e-11
2.6675,-2.4888306764497482e-11
2.67,-2.4882230317239679e-11
2.6725,-2.4876719506204887e-11
2.675,-2.4871776286457362e-11
2.6775,-2.4867376908127378e-11
2.68,-2.4863478756877094e-11
2.6825,-2.4860024533187019e-11
2.685,-2.4856952336015483e-11
2.6875,-2.4854220913625436e-11
2.69,-2.4851804571997747e-11
2.6925,-2.4849699172490507e-11
2.695,-2.4847904292824957e-11
2.6975,-2.4846411155024542e-11
2.7,-2.4845197634414934e-11
2.7025,-2.4844231231891869e-11
2.705,-2.4843455463723183e-11
2.7075,-2.4842803844693807e-11
2.71,-2.4842198916469232e-11
2.7125,-2.4841554672994076e-11
2.715,-2.4840770510632719e-11
2.7175,-2.4839756307588477e-11
2.72,-2.4838433569826483e-11
2.7225,-2.4836745108043569e-11
2.725,-2.4834659977725255e-11
2.7275,-2.4832162206042106e-11
2.73,-2.4829227866870496e-11
2.7325,-2.4825848731730155e-11
2.735,-2.4822034279332381e-11
2.7375,-2.4817814807045837e-11
2.74,-2.4813224272964474e-11
2.7425,-2.4808295547901801e-11
2.745,-2.4803054607365662e-11
2.7475,-2.4797508142213308e-11
2.75,-2.4791634978172706e-11
2.7525,-2.4785405592589033e-11
2.755,-2.4778795765456191e-11
2.7575,-2.4771796362809435e-11
2.76,-2.4764420089721921e-11
2.7625,-2.4756699927223152e-11
2.765,-2.4748688589586873e-11
2.7675,-2.4740451779802672e-11
2.77,-2.4732046659359234e-11
2.7725,-2.4723524512888875e-11
2.775,-2.4714922484339415e-11
2.7775,-2.4706274000138862e-11
2.78,-2.4697607126699598e-11
2.7825,-2.4688943589748568e-11
2.785,-2.4680306349292576e-11
2.7875,-2.4671709934182608e-11
2.79,-2.4663157924069178e-11
2.7925,-2.4654645554262502e-11
2.795,-2.4646169282850409e-11
2.7975,-2.4637725786036685e-11
2.8,-2.4629307645688143e-11
2.8025,-2.4620908275232673e-11
2.805,-2.4612520444329947e-11
2.8075,-2.4604135812644881e-11
2.81,-2.4595760027447303e-11
2.8125,-2.4587408592706848e-11
2.815,-2.4579113700611238e-11
2.8175,-2.4570917129103311e-11
2.82,-2.4562866097685239e-11
2.8225,-2.4555022438413304e-11
2.825,-2.4547446699309454e-11
2.8275,-2.4540197168123135e-11
2.83,-2.4533327996712532e-11
2.8325,-2.452688864298031e-11
2.835,-2.4520921774971213e-11
2.8375,-2.4515460592824693e-11
2.84,-2.4510533842939649e-11
2.8425,-2.450615618791153e-11
2.845,-2.4502331944104528e-11
2.8475,-2.4499065545526424e-11
2.85,-2.4496359009800847e-11
2.8525,-2.449421535474705e-11
2.855,-2.449264299433278e-11
2.8575,-2.4491640983123468e-11
2.86,-2.4491211746627547e-11
2.8625,-2.4491341893180161e-11
2.865,-2.4491979173750447e-11
2.8675,-2.4493047293608339e-11
2.87,-2.4494448269667584e-11
2.8725,-2.4496065588989292e-11
2.875,-2.4497792209826047e-11
2.8775,-2.4499535576090851e-11
2.88,-2.450120754239971e-11
2.8825,-2.4502723738459186e-11
2.885,-2.450398367574156e-11
2.8875,-2.4504873301406244e-11
2.89,-2.4505282457525654e-11
2.8925,-2.4505129443663237e-11
2.895,-2.4504372643245335e-11
2.8975,-2.4502986910141494e-11
2.9,-2.4500979318063388e-11
2.9025,-2.4498364179695558e-11
2.905,-2.4495151463606226e-11
2.9075,-2.4491346256030416e-11
2.91,-2.4486943970582344e-11
2.9125,-2.4481935805028769e-11
2.915,-2.4476306862307053e-11
2.9175,-2.447004186869835e-11
2.92,-2.4463119831155502e-11
2.9225,-2.4455538489423997e-11
2.925,-2.444731914999742e-11
2.9275,-2.4438510540384978e-11
2.93,-2.4429184134728148e-11
2.9325,-2.4419422632642564e-11
2.935,-2.4409321412351182e-11
2.9375,-2.4398992342899465e-11
2.94,-2.438855157060963e-11
2.9425,-2.4378113289492723e-11
2.945,-2.4367791546996063e-11
2.9475,-2.4357702628750887e-11
2.95,-2.4347951350843951e-11
2.9525,-2.4338629962772792e-11
2.955,-2.4329822359817423e-11
2.9575,-2.4321603632169702e-11
2.96,-2.4314038726728583e-11
2.9625,-2.4307182997424034e-11
2.965,-2.4301082784164058e-11
2.9675,-2.4295776846255754e-11
2.97,-2.4291301727954672e-11
2.9725,-2.4287695201821408e-11
2.975,-2.4284990551373992e-11
2.9775,-2.428321070894793e-11
2.98,-2.4282375336571949e-11
2.9825,-2.4282489353078239e-11
2.985,-2.4283546898872237e-11
2.9875,-2.4285514951051994e-11
2.99,-2.4288354917303124e-11
2.9925,-2.4292023020398331e-11
2.995,-2.4296448147681758e-11
2.9975,-2.4301554386444263e-11
3.0,-2.4307252588385934e-11
3.0025,-2.4313418043225405e-11
3.005,-2.4319896637928427e-11
3.0075,-2.4326532574328346e-11
3.01,-2.4333167705113015e-11
3.0125,-2.433965040113627e-11
3.015,-2.4345847560748773e-11
3.0175,-2.4351655884020801e-11
3.02,-2.4356991801079602e-11
3.0225,-2.4361788288471408e-11
3.025,-2.4365981070687878e-11
3.0275,-2.436952937694653e-11
3.03,-2.4372396371697191e-11
3.0325,-2.4374580403174315e-11
3.035,-2.4376086530314344e-11
3.0375,-2.437693061858341e-11
3.04,-2.4377107230166807e-11
3.0425,-2.4376585336710557e-11
3.045,-2.4375319658639205e-11
3.0475,-2.4373261695794273e-11
3.05,-2.4370380740654446e-11
3.0525,-2.4366692175844083e-11
3.055,-2.436226108716145e-11
3.0575,-2.4357173752989449e-11
3.06,-2.4351520746816511e-11
3.0625,-2.4345376405879863e-11
3.065,-2.4338789996561523e-11
3.0675,-2.4331791578216462e-11
3.07,-2.4324408941542411e-11
3.0725,-2.4316704490837463e-11
3.075,-2.430877574255196e-11
3.0775,-2.4300753850020822e-11
3.08,-2.4292778177994516e-11
3.0825,-2.4284958913374168e-11
3.085,-2.4277375722227771e-11
3.0875,-2.427007628074865e-11
3.09,-2.4263096383556373e-11
3.0925,-2.4256469221059336e-11
3.095,-2.4250223586957798e-11
3.0975,-2.4244405449093103e-11
3.1,-2.4239075509542357e-11
3.1025,-2.423429811845205e-11
3.105,-2.4230119223023436e-11
3.1075,-2.4226590811184037e-11
3.11,-2.422374725729924e-11
3.1125,-2.4221624767049036e-11
3.115,-2.4220253449090474e-11
3.1175,-2.421962810744154e-11
3.12,-2.4219721925589167e-11
3.1225,-2.4220477510453769e-11
3.125,-2.4221831430817336e-11
3.1275,-2.4223708458356561e-11
3.13,-2.4226048542375061e-11
3.1325,-2.4228796437664978e-11
3.135,-2.4231904257358543e-11
3.1375,-2.4235329175027392e-11
3.14,-2.4239027294225287e-11
3.1425,-2.4242955526405271e-11
3.145,-2.4247049119625829e-11
3.1475,-2.4251235437352687e-11
3.15,-2.4255420893552681e-11
3.1525,-2.4259506266948895e-11
3.155,-2.426338539285856e-11
3.1575,-2.4266955674483644e-11
3.16,-2.4270154764903485e-11
3.1625,-2.4272944058300514e-11
3.165,-2.4275316891349946e-11
3.1675,-2.4277269651549463e-11
3.17,-2.4278798840387801e-11
3.1725,-2.4279895960565577e-11
3.175,-2.4280547638155695e-11
3.1775,-2.42807385423081e-11
3.18,-2.4280436874265622e-11
3.1825,-2.4279600125741632e-11
3.185,-2.4278167991964604e-11
3.1875,-2.4276077467772975e-11
3.19,-2.4273277900793689e-11
3.1925,-2.4269745739500397e-11
3.195,-2.4265494822767178e-11
3.1975,-2.426057883578026e-11
3.2,-2.4255076687259806e-11
3.2025,-2.4249079101207104e-11
3.205,-2.424267099009993e-11
3.2075,-2.4235934345927592e-11
3.21,-2.4228935359049942e-11
3.2125,-2.4221733838618863e-11
3.215,-2.4214379063265527e-11
3.2175,-2.4206892436180042e-11
3.22,-2.4199315259588867e-11
3.2225,-2.41916829601866e-11
3.225,-2.4184050469405474e-11
3.2275,-2.4176473861365083e-11
3.23,-2.4169031163858878e-11
3.2325,-2.4161812163678247e-11
3.235,-2.4154894108882698e-11
3.2375,-2.4148367926860829e-11
3.24,-2.4142302343312516e-11
3.2425,-2.4136765666432187e-11
3.245,-2.4131771393678989e-11
3.2475,-2.4127351785444072e-11
3.25,-2.4123506758797014e-11
3.2525,-2.4120229506087968e-11
3.255,-2.4117522770240027e-11
3.2575,-2.4115386608492866e-11
3.26,-2.4113809404303297e-11
3.2625,-2.411276310662972e-11
3.265,-2.4112188714067726e-11
3.2675,-2.4112010339210163e-11
3.27,-2.4112138870793136e-11
3.2725,-2.4112483061170678e-11
3.275,-2.4112971321331761e-11
3.2775,-2.4113564790748532e-11
3.28,-2.4114237254949406e-11
3.2825,-2.4114989118082358e-11
3.285,-2.4115811394798374e-11
3.2875,-2.4116678002900349e-11
3.29,-2.4117559196786568e-11
3.2925,-2.4118399808328481e-11
3.295,-2.4119169075340588e-11
3.2975,-2.4119810539911374e-11
3.3,-2.412028633029245e-11
3.3025,-2.4120566003053589e-11
3.305,-2.4120636435132379e-11
3.3075,-2.4120468778476314e-11
3.31,-2.4120003525520362e-11
3.3125,-2.4119184363391229e-11
3.315,-2.4117944904298912e-11
3.3175,-2.4116240573243813e-11
3.32,-2.4114018308132566e-11
3.3225,-2.4111291724628799e-11
3.325,-2.4108122391246881e-11
3.3275,-2.4104620465395915e-11
3.33,-2.4100911951808114e-11
3.3325,-2.4097084856848385e-11
3.335,-2.4093165662375273e-11
3.3375,-2.4089108992784394e-11
3.34,-2.4084849423284821e-11
3.3425,-2.4080365858738878e-11
3.345,-2.4075710479857527e-11
3.3475,-2.407098298290385e-11
3.35,-2.4066296357783291e-11
3.3525,-2.4061712773695836e-11
3.355,-2.4057232175520999e-11
3.3575,-2.4052838989563735e-11
3.36,-2.4048527812436389e-11
3.3625,-2.4044348608491321e-11
3.365,-2.4040380659766031e-11
3.3675,-2.403670898439301e-11
3.37,-2.4033381754378954e-11
3.3725,-2.4030444146825225e-11
3.375,-2.4027889998319715e-11
3.3775,-2.40257113069964e-11
3.38,-2.4023891630967434e-11
3.3825,-2.4022399758676865e-11
3.385,-2.4021206489317964e-11
3.3875,-2.4020300902773066e-11
3.39,-2.4019647001921232e-11
3.3925,-2.4019199060821732e-11
3.395,-2.4018905427312276e-11
3.3975,-2.4018698850851804e-11
3.4,-2.401851109555112e-11
3.4025,-2.4018271089990015e-11
3.405,-2.4017912794020585e-11
3.4075,-2.4017393366777356e-11
3.41,-2.401671402776257e-11
3.4125,-2.4015905723067621e-11
3.415,-2.4015022893803552e-11
3.4175,-2.4014103560687757e-11
3.42,-2.4013163811491261e-11
3.4225,-2.4012199304428062e-11
3.425,-2.4011200074266606e-11
3.4275,-2.4010136752385973e-11
3.43,-2.4008972977471841e-11
3.4325,-2.4007676014787003e-11
3.435,-2.4006229979898863e-11
3.4375,-2.400463595812315e-11
3.44,-2.4002915840087051e-11
3.4425,-2.4001113233568887e-11
3.445,-2.3999285061386103e-11
3.4475,-2.399748893914795e-11
3.45,-2.3995780268046722e-11
3.4525,-2.3994210057015214e-11
3.455,-2.3992817940974909e-11
3.4575,-2.399163423042219e-11
3.46,-2.3990676899795537e-11
3.4625,-2.3989956656696782e-11
3.465,-2.3989483253495882e-11
3.4675,-2.3989252970545386e-11
3.47,-2.3989252975067944e-11
3.4725,-2.398947683295065e-11
3.475,-2.3989923941744297e-11
3.4775,-2.3990586771460003e-11
3.48,-2.3991445524831497e-11
3.4825,-2.3992503815425436e-11
3.485,-2.3993769826259428e-11
3.4875,-2.3995246377820357e-11
3.49,-2.3996929574074282e-11
3.4925,-2.399880441112217e-11
3.495,-2.4000863893603767e-11
3.4975,-2.400308984869202e-11
3.5,-2.4005460458293101e-11
3.5025,-2.400795099544922e-11
3.505,-2.4010542528296979e-11
3.5075,-2.4013194854109957e-11
3.51,-2.4015845467895738e-11
3.5125,-2.4018439498577487e-11
3.515,-2.4020922972982234e-11
3.5175,-2.4023234614642956e-11
3.52,-2.4025322118383809e-11
3.5225,-2.402715303082995e-11
3.525,-2.4028691836167762e-11
3.5275,-2.4029909683346989e-11
3.53,-2.40307848280154e-11
3.5325,-2.403129213357949e-11
3.535,-2.4031412514771043e-11
3.5375,-2.4031125658641047e-11
3.54,-2.4030423689745464e-11
3.5425,-2.4029307954807832e-11
3.545,-2.402780836553873e-11
3.5475,-2.4025940905500111e-11
3.55,-2.4023766233486812e-11
3.5525,-2.4021298908035441e-11
3.555,-2.4018600949725783e-11
3.5575,-2.4015711942345102e-11
3.56,-2.4012672035644415e-11
3.5625,-2.4009509876905765e-11
3.565,-2.4006270530857516e-11
3.5675,-2.4002994974364165e-11
3.57,-2.3999719364897829e-11
3.5725,-2.3996461970711351e-11
3.575,-2.3993238231734449e-11
3.5775,-2.399009137250642e-11
3.58,-2.3987054302144157e-11
3.5825,-2.398418606909884e-11
3.585,-2.3981530829965541e-11
3.5875,-2.3979159534211589e-11
3.59,-2.3977095116589661e-11
3.5925,-2.397533059874286e-11
3.595,-2.3973836832789262e-11
3.5975,-2.3972603465437353e-11
3.6,-2.3971629655086325e-11
3.6025,-2.3970935526236317e-11
3.605,-2.3970554532589943e-11
3.6075,-2.3970528624394319e-11
3.61,-2.3970895651355685e-11
3.6125,-2.3971651923135798e-11
3.615,-2.3972835178295786e-11
3.6175,-2.3974425736003852e-11
3.62,-2.3976454754380569e-11
3.6225,-2.3978918034131772e-11
3.625,-2.3981834526260135e-11
3.6275,-2.3985215101175297e-11
3.63,-2.3989052154729841e-11
3.6325,-2.3993299459239209e-11
3.635,-2.3997870143873685e-11
3.6375,-2.4002610022121287e-11
3.64,-2.4007318166112904e-11
3.6425,-2.4011768604145796e-11
3.645,-2.4015755388114956e-11
3.6475,-2.4019129814882097e-11
3.65,-2.4021817023787925e-11
3.6525,-2.4023834633619281e-11
3.655,-2.4025258489026977e-11
3.6575,-2.402620635401126e-11
3.66,-2.4026770396882418e-11
3.6625,-2.4027006080169583e-11
3.665,-2.402691877802318e-11
3.6675,-2.4026484334007453e-11
3.67,-2.4025655017288326e-11
3.6725,-2.4024389165130575e-11
3.675,-2.4022669940857247e-11
3.6775,-2.4020488621589733e-11
3.68,-2.4017844995384838e-11
3.6825,-2.4014761620329571e-11
3.685,-2.4011266259254273e-11
3.6875,-2.4007384275402381e-11
3.69,-2.4003142847867229e-11
3.6925,-2.3998571801486024e-11
3.695,-2.3993702061928315e-11
3.6975,-2.398856978331171e-11
3.7,-2.3983215718139834e-11
3.7025,-2.3977681716461431e-11
3.705,-2.3972016655234788e-11
3.7075,-2.3966289747752454e-11
3.71,-2.3960582361668781e-11
3.7125,-2.3954979767699868e-11
3.715,-2.3949558968575127e-11
3.7175,-2.3944375611581752e-11
3.72,-2.3939455534896106e-11
3.7225,-2.3934810753254631e-11
3.725,-2.3930441248688514e-11
3.7275,-2.3926339845194572e-11
3.73,-2.3922518239165321e-11
3.7325,-2.3918985803642124e-11
3.735,-2.3915776327275377e-11
3.7375,-2.3912933873556989e-11
