Physical Time (s),ea_right Monitor (W): right_cv1,ea_right Monitor (W): right_cv2,ea_right Monitor (W): right_cv3,ea_right Monitor (W): right_cv4,ea_right Monitor (W): right_cv5,ea_right Monitor (W): right_cv6,ea_right Monitor (W): right_cv7
0.3725,-2.936878016013017e-07,3.9124124306183332e-08,3.8331461913332213e-10,1.590759291658839e-11,4.8369433082392392e-12,1.607095639898289e-13,4.8512535932349531e-12
0.375,-2.9389129049834089e-07,3.9840449422338733e-08,3.5812502699767804e-10,1.5548774331236609e-11,9.4982456864466778e-12,9.8296859484909781e-14,1.5597659640733161e-11
0.3775,-2.9402675447742676e-07,4.0633731731529029e-08,3.4898213393298164e-10,1.8544585339331762e-11,1.5121985039920131e-11,8.4838628818529625e-14,2.9878939167937232e-11
0.38,-2.9408911583116831e-07,4.1500517961035023e-08,3.5301734314938278e-10,2.2304347644074315e-11,2.0390710372126886e-11,9.8201773352277983e-14,4.4467946482742463e-11
0.3825,-2.9409837891211309e-07,4.2435038634658489e-08,3.6813279831235263e-10,2.4948241326797021e-11,2.4099697449690742e-11,1.4081299595670443e-13,5.6141356739617742e-11
0.385,-2.9409389710258841e-07,4.3429871725194366e-08,3.9331886257485663e-10,2.5662207660197326e-11,2.5410887849407163e-11,2.1634558049711805e-13,6.2405616993684958e-11
0.3875,-2.9413974706556394e-07,4.4476977459534827e-08,4.2845060483438041e-10,2.4757605636289901e-11,2.4037447064606623e-11,3.1760714626677836e-13,6.2035931187389402e-11
0.39,-2.9430772335992573e-07,4.5566671068707737e-08,4.7374696170761299e-10,2.3454958024598028e-11,2.0310158031241299e-11,4.2628531011367715e-13,5.5264809309935362e-11
0.3925,-2.9466539626803405e-07,4.6687833741357002e-08,5.2918338250521263e-10,2.3474749851010754e-11,1.5126417545890688e-11,5.1994563638932305e-13,4.364674950649669e-11
0.395,-2.9526523722082451e-07,4.7828722264460106e-08,5.9399190035622008e-10,2.6574408955990115e-11,9.7704772736904283e-12,5.8108226053648909e-13,2.9643503896133936e-11
0.3975,-2.961394561813166e-07,4.8977156052677865e-08,6.665623552457058e-10,3.4131931368843518e-11,5.6234306198879862e-12,6.0335231211091216e-13,1.6087935685583131e-11
0.4,-2.9729362373392387e-07,5.0121491849982611e-08,7.4453813651682411e-10,4.6858908102163678e-11,3.8575887223662569e-12,5.9375022489245046e-13,5.6483335587832449e-12
0.4025,-2.987062779974705e-07,5.1251581585594709e-08,8.251543278753215e-10,6.4676337789341625e-11,5.171355995054149e-12,5.6952002542163653e-13,3.8695172722115253e-13
0.405,-3.003362856983914e-07,5.2359496711724693e-08,9.0554034455143685e-10,8.6742617508970571e-11,9.6345029308399297e-12,5.5274922669605892e-13,1.461404642015973e-12
0.4075,-3.0213065620292704e-07,5.3440837843926348e-08,9.8307622725198962e-10,1.1159945290606482e-10,1.6673280248747407e-11,5.6586324919943703e-13,8.9829938891901232e-12
0.41,-3.0403012166243023e-07,5.4494877444386958e-08,1.0554181009554764e-09,1.37384640695973e-10,2.5196758208680602e-11,6.3350733507243561e-13,2.2034426666031427e-11
0.4125,-3.0598302872567194e-07,5.5524502290868404e-08,1.1205912292476079e-09,1.6206652848993559e-10,3.3827018412352558e-11,7.9069050912932143e-13,3.883309646371033e-11
0.415,-3.0794987157545101e-07,5.653540495622366e-08,1.1768688493657675e-09,1.8367312475870998e-10,4.1178159332656477e-11,1.094442222548419e-12,5.7020974154322506e-11
0.4175,-3.0990025821500213e-07,5.7535003325945064e-08,1.2227920197600144e-09,2.0050312049628624e-10,4.6125225785566012e-11,1.6325900931845112e-12,7.4046997269415295e-11
0.42,-3.1181015701007802e-07,5.8531131096317018e-08,1.2571357240608464e-09,2.1129635515057818e-10,4.7993295740297195e-11,2.5156881635287961e-12,8.7580296265916478e-11
0.4225,-3.1365619777148215e-07,5.9530904605793042e-08,1.2789968078268256e-09,2.1537586868336131e-10,4.6658221139268352e-11,3.8492657627681008e-12,9.5889254986670186e-11
0.425,-3.1541031400683451e-07,6.0539849028822632e-08,1.2879866730576302e-09,2.1272283489887244e-10,4.2516166694257647e-11,5.6830276613594182e-12,9.8103758031290278e-11
0.4275,-3.1703007683770271e-07,6.1561046350457631e-08,1.2843972051141051e-09,2.0397441873000586e-10,3.6361529576374082e-11,7.9626797935859576e-12,9.4318344540881852e-11
0.43,-3.184546792838989e-07,6.2595043975911177e-08,1.2693203526319307e-09,1.903323992157886e-10,2.9197833505745474e-11,1.0495853939102159e-11,8.5458218281352587e-11
0.4325,-3.196065590191358e-07,6.3640275384367535e-08,1.2447114681922746e-09,1.7338679662431492e-10,2.2030048242951281e-11,1.2959024537014389e-11,7.3055044845427053e-11
0.435,-3.2039374009825486e-07,6.469398131008339e-08,1.2133038657698246e-09,1.5489661287911089e-10,1.5675788316084636e-11,1.4949677648870269e-11,5.8892286662200891e-11
0.4375,-3.2071382106994322e-07,6.5753038484010282e-08,1.1784303450669258e-09,1.3654118239865458e-10,1.0643514391069455e-11,1.6079817408270732e-11,4.4660712453092887e-11
0.44,-3.2046417311952879e-07,6.6815119130882751e-08,1.1437375032628566e-09,1.1973675659080931e-10,7.0919151262850561e-12,1.6076448409122189e-11,3.1703114082011208e-11
0.4425,-3.1956195376010103e-07,6.7879305685167244e-08,1.1128696277856477e-09,1.0550277985829889e-10,4.8823972964414895e-12,1.4861046840473318e-11,2.0877331903500594e-11
0.445,-3.1793799943255044e-07,6.8947127158400216e-08,1.0892023727153998e-09,9.4444150878656518e-11,3.7070265533564455e-12,1.2584883090567389e-11,1.2544907988903552e-11
0.4475,-3.1555916323289916e-07,7.0022005872835736e-08,1.0755865252986156e-09,8.6787900207931086e-11,3.2424992771475426e-12,9.605019108763969e-12,6.6602368299816933e-12
0.45,-3.1243277140924073e-07,7.1108700342893921e-08,1.0742891372492666e-09,8.2498384945064303e-11,3.284376038945055e-12,6.4083753986600033e-12,2.9105782133375003e-12
0.4525,-3.0861540342990805e-07,7.2212542589036842e-08,1.0867955508219651e-09,8.13836859223234e-11,3.8110004074904468e-12,3.5105578200732112e-12,8.6126173871262345e-13
0.455,-3.0420948296039287e-07,7.3338452117924142e-08,1.1137450191913339e-09,8.3153784017434219e-11,4.9590554162573583e-12,1.3559522400600602e-12,7.1824774028756128e-14
0.4575,-2.9935840163054173e-07,7.4490135488948631e-08,1.154990367100772e-09,8.7448188736375885e-11,6.9239073223306427e-12,2.4408310786373136e-13,1.6991349577007969e-13
0.46,-2.9424074080633551e-07,7.5669382634162897e-08,1.2096534158035554e-09,9.3812930048723531e-11,9.8289546124978241e-12,2.9459845319266179e-13,8.8386980138807272e-13
0.4625,-2.8906703231792647e-07,7.6874752666245218e-08,1.2761355767585346e-09,1.016265326516145e-10,1.3600675407253216e-11,1.4415741773361263e-12,2.0422127843502328e-12
0.465,-2.840469313164704e-07,7.8102796315422466e-08,1.3522631814972864e-09,1.1014324028280066e-10,1.793918700472093e-11,3.4602420259139047e-12,3.558338071096708e-12
0.4675,-2.7937638640061564e-07,7.9348384507177475e-08,1.4355950310069934e-09,1.1855515624335863e-10,2.236116611180079e-11,6.0176901195155704e-12,5.4041157136864009e-12
0.47,-2.7522595043972025e-07,8.0605749422151841e-08,1.5236554048633729e-09,1.2608151616032483e-10,2.6306818787916277e-11,8.7273545442825597e-12,7.5785065314750319e-12
0.4725,-2.7172366537839255e-07,8.1869247217848112e-08,1.6140492417852422e-09,1.3208895306840416e-10,2.9275193163974054e-11,1.1205261117802918e-11,1.0076068636450928e-11
0.475,-2.6895168462945676e-07,8.3133698776352625e-08,1.7049458373764057e-09,1.3618283467780457e-10,3.0943072704707561e-11,1.3123534022756014e-11,1.2856219646341067e-11
0.4775,-2.669395374989916e-07,8.4394940339180027e-08,1.7951245663775013e-09,1.3826084115305918e-10,3.1220967736135692e-11,1.4252725253288255e-11,1.5816113325929061e-11
0.48,-2.6565974183045749e-07,8.5649783726921673e-08,1.884006088725745e-09,1.3851078794836168e-10,3.0250328823916165e-11,1.4490616147339453e-11,1.8772735889086789e-11
0.4825,-2.6503754576938262e-07,8.6896329879931232e-08,1.9716627317680201e-09,1.3736307323336436e-10,2.8342498266113874e-11,1.386860646927256e-11,2.1461870102181598e-11
0.485,-2.649622773398354e-07,8.8133862948229816e-08,2.0587025195799928e-09,1.3540149618949863e-10,2.5895781693454901e-11,1.2538782878154312e-11,2.3559819380958993e-11
0.4875,-2.6529941950429862e-07,8.9362742194556594e-08,2.1461184358157864e-09,1.3327402506382891e-10,2.3308865762980332e-11,1.0732340575864109e-11,2.473009026600317e-11
0.49,-2.6590435744125217e-07,9.0583827438871838e-08,2.2351022440976678e-09,1.3161316833789658e-10,2.0923316399663731e-11,8.7107623671568799e-12,2.4689669463008035e-11
0.4925,-2.6663166529888336e-07,9.1798505267798166e-08,2.3268870442584553e-09,1.3100753966885941e-10,1.8992569752719876e-11,6.7168695299770112e-12,2.3282035577482539e-11
0.495,-2.6734777141818904e-07,9.3008125788351932e-08,2.4226619159140469e-09,1.3197818343399529e-10,1.7690451856498828e-11,4.9368123048172151e-12,2.0537160121053743e-11
0.4975,-2.6793827803135118e-07,9.421416641881984e-08,2.523500252065436e-09,1.3498737793152828e-10,1.7140217256593127e-11,3.4803388844990819e-12,1.6702589284234448e-11
0.5,-2.6831877120655348e-07,9.5418379087540855e-08,2.630332424085869e-09,1.4045288664255461e-10,1.7451674350586207e-11,2.382231596217159e-12,1.2231160651460011e-11
0.5025,-2.6842849941921019e-07,9.6622861142367249e-08,2.7439200408463124e-09,1.4873910072035483e-10,1.874962919908433e-11,1.6178548255811246e-12,7.7272163503862976e-12
0.505,-2.68226351877076e-07,9.7830256094709995e-08,2.8648606756785364e-09,1.6015524435715913e-10,2.1187308809091456e-11,1.1275321751584323e-12,3.8394687388906325e-12
0.5075,-2.6768761485548216e-07,9.9043780226216036e-08,2.9935655636165007e-09,1.749366686312708e-10,2.4937036846228761e-11,8.4259288427044475e-13,1.1417713656184369e-12
0.51,-2.6679363857985492e-07,1.0026722060748456e-07,3.1302558488538497e-09,1.9320559374462481e-10,3.0155684730989956e-11,7.0477037961555619e-13,2.5043145234034607e-14
0.5125,-2.6553141449204786e-07,1.0150443801991418e-07,3.2749142127066046e-09,2.1490532686593913e-10,3.6933672080195473e-11,6.7501231436967001e-13,6.18885736353223e-13
0.515,-2.6389474778264841e-07,1.0275880245295448e-07,3.4271237180025831e-09,2.3974796280833715e-10,4.524058483682449e-11,7.3461103599827493e-13,2.7602302852299555e-12
0.5175,-2.6188062079285427e-07,1.040327704293733e-07,3.5860611592564806e-09,2.6717081417991735e-10,5.4880039005741653e-11,8.7875586165749385e-13,6.0148849113821841e-12
0.52,-2.5949042076444791e-07,1.0532722842614951e-07,3.7502993051145842e-09,2.9629327891060194e-10,6.5470788572642362e-11,1.1116250962296387e-12,9.7495211505521286e-12
0.5225,-2.5673089437142994e-07,1.066414440605505e-07,3.917745894549266e-09,3.2593624981969893e-10,7.6460778047147495e-11,1.4407946586375405e-12,1.3240458104567611e-11
0.525,-2.5361773823959694e-07,1.0797285747173149e-07,4.0856012934849886e-09,3.5466270179615552e-10,8.7173994152315655e-11,1.8753876448383728e-12,1.5803326238127608e-11
0.5275,-2.5017404944652786e-07,1.0931714779826437e-07,4.2503614054539378e-09,3.8088337970944401e-10,9.6883638786056074e-11,2.4250505092111145e-12,1.6917142937321336e-11
0.53,-2.4643139086804564e-07,1.1066878992800218e-07,4.4080230766363808e-09,4.0299688084029733e-10,1.0489743076070576e-10,3.1024706920684791e-12,1.632544453611404e-11
0.5325,-2.4243128289695212e-07,1.1202131564890346e-07,4.5543385873761826e-09,4.1952995126976953e-10,1.1064745891971103e-10,3.9257338088552535e-12,1.4097007501444881e-11
0.535,-2.3822135104267215e-07,1.1336830794990444e-07,4.6851842452494044e-09,4.2930347961709406e-10,1.1375307224804168e-10,4.9166806640552785e-12,1.0634288959227128e-11
0.5375,-2.3385274815405286e-07,1.1470374350606644e-07,4.7970175135129082e-09,4.3156760594911145e-10,1.1405014619112693e-10,6.1019208580085309e-12,6.6227975505139092e-12
0.54,-2.2937552733670423e-07,1.1602267904002493e-07,4.8873568433076189e-09,4.2610876813156504e-10,1.1159853648316784e-10,7.5095742980494564e-12,2.9362731195880179e-12
0.5425,-2.248432099234249e-07,1.1732177939793363e-07,4.9551937809911307e-09,4.1327133694759418e-10,1.066763315025519e-10,9.1639619965918236e-12,5.0624066697571319e-13
0.545,-2.2030548766345307e-07,1.185996802099944e-07,5.0011889797591885e-09,3.939617106530374e-10,9.9717167806325753e-11,1.1078934901293447e-11,1.728729978107498e-13
0.5475,-2.1580524510452295e-07,1.1985702330076249e-07,5.0277081882546193e-09,3.6954419323227349e-10,9.1258193861151603e-11,1.3247778406603147e-11,2.5474443624410016e-12
0.55,-2.1138453414179971e-07,1.2109586400891153e-07,5.0384956394122033e-09,3.4166212179718499e-10,8.1877640943471932e-11,1.5635015672912561e-11,7.9106858916125067e-12
0.5525,-2.0708058873787119e-07,1.2231973900910918e-07,5.0383333003313393e-09,3.1208534065465429e-10,7.2140921126752831e-11,1.8168422974487677e-11,1.616138894198602e-11
0.555,-2.0292800442059359e-07,1.2353331162975975e-07,5.0325308728667848e-09,2.8252662210316491e-10,6.2554598224090929e-11,2.0734262930200494e-11,2.6820088647377923e-11
0.5575,-1.9895933381228079e-07,1.2474163160869696e-07,5.0264669014006407e-09,2.5451220697845915e-10,5.3535785378012641e-11,2.3180349783042745e-11,3.9084402956164893e-11
0.56,-1.9520308069092282e-07,1.2594953675023651e-07,5.025250616655093e-09,2.2926182436155083e-10,4.5398590275343313e-11,2.5326878814625393e-11,5.1922554141964744e-11
0.5625,-1.9168341420771503e-07,1.2716106453128464e-07,5.0333506529797498e-09,2.0764519432966415e-10,3.83527611230086e-11,2.6986057671763625e-11,6.4191519392635512e-11
0.565,-1.8841786290578762e-07,1.2837941470845474e-07,5.0544735201410361e-09,1.9019654904497677e-10,3.2504633068439906e-11,2.7986150317245322e-11,7.4761610617640558e-11
0.5675,-1.8541527388753606e-07,1.2960709126386568e-07,5.0915064972057335e-09,1.7717525565067806e-10,2.7882103848142691e-11,2.8199751492721482e-11,8.2629883358990072e-11
0.57,-1.8267820233226316e-07,1.3084498990071529e-07,5.1466218521164995e-09,1.6866376263679212e-10,2.4455667016108346e-11,2.7568431727738075e-11,8.7025319204923839e-11
0.5725,-1.8020060175823702e-07,1.3209360714271396e-07,5.2214640936247196e-09,1.646497543905414e-10,2.2169870701595818e-11,2.6120479684799989e-11,8.7480684998531424e-11
0.575,-1.7796733558727975e-07,1.3335248990055319e-07,5.3172989910931854e-09,1.6515284739142545e-10,2.0977351151281244e-11,2.396878081660083e-11,8.3885891411283552e-11
0.5775,-1.7595353723005029e-07,1.3462058008201437e-07,5.4351028303354097e-09,1.70281458351192e-10,2.0860570004505154e-11,2.129478348865304e-11,7.6511877402633181e-11
0.58,-1.741262445312139e-07,1.3589656811802947e-07,5.5754914124658531e-09,1.8025886200986985e-10,2.1858304641806748e-11,1.832227968925563e-11,6.5998347619402808e-11
0.5825,-1.7244446733143426e-07,1.3717906926876943e-07,5.7384640106236772e-09,1.9540586614044372e-10,2.4069586376907868e-11,1.5280408835503646e-11,5.3310663740417867e-11
0.585,-1.7086024478018698e-07,1.3846669116689663e-07,5.9234174342677256e-09,2.1605147943308706e-10,2.7647458023960924e-11,1.2371822545574557e-11,3.9661681054457128e-11
0.5875,-1.6932029238774771e-07,1.3975704993862603e-07,6.1289499105288226e-09,2.4242380703185815e-10,3.2770320683506834e-11,9.7509897666774019e-12,2.6398398009648357e-11
0.59,-1.6776902111634328e-07,1.4104784122630612e-07,6.3527369135970083e-09,2.7451408567488686e-10,3.9594820790242545e-11,7.5117376237091902e-12,1.4850485157535844e-11
0.5925,-1.661529288064742e-07,1.4233623015391909e-07,6.5913826049153591e-09,3.1193494744514794e-10,4.8198075855012286e-11,5.6886977283129622e-12,6.1664053876992628e-12
0.595,-1.6442250150411836e-07,1.4361947042809908e-07,6.840472097110316e-09,3.538319933398634e-10,5.851426304785232e-11,4.2675716171634547e-12,1.1518300632305669e-12
0.5975,-1.6253728163192531e-07,1.448945731796296e-07,7.0947398536524753e-09,3.9882672133380984e-10,7.0283880406431968e-11,3.2022794988283181e-12,1.425540067464496e-13
0.6,-1.604650745295154e-07,1.4615863251000782e-07,7.3482487296420178e-09,4.4502925945580855e-10,8.3017919340233689e-11,2.4311709307323242e-12,2.9368599772580383e-12
0.6025,-1.5818457055222407e-07,1.4740924984426071e-07,7.5947256079634197e-09,4.9012951262310628e-10,9.6003933877906578e-11,1.8898706493330168e-12,8.8041773687475904e-12
0.605,-1.5568734794568303e-07,1.4864478735823629e-07,7.828080237192209e-09,5.3157410163465646e-10,1.0834695642656315e-10,1.51950392717066e-12,1.6582985867265785e-11
0.6075,-1.5297825533410117e-07,1.4986419091920939e-07,8.0427433075414475e-09,5.6680757543136257e-10,1.190561942953227e-10,1.2720556421043436e-12,2.4855691000049863e-11
0.61,-1.5007230931355694e-07,1.5106766252105743e-07,8.2340428853002179e-09,5.9351158333114355e-10,1.2716461771544255e-10,1.1100600551979596e-12,3.2174638844182443e-11
0.6125,-1.4699201159279102e-07,1.5225659659955025e-07,8.3988029007008731e-09,6.0990144600541928e-10,1.3185732164464697e-10,1.0065702928113465e-12,3.7294641774020356e-11
0.615,-1.4376118234656865e-07,1.5343329147932135e-07,8.5355696890629051e-09,6.1486734737136979e-10,1.3259370876168789e-10,9.4334702192359889e-13,3.9374346438241326e-11
0.6175,-1.4040750301788951e-07,1.5460088070534663e-07,8.6445409943225201e-09,6.0815877552176373e-10,1.2919567634371688e-10,9.081236423324415e-13,3.8109168285221604e-11
0.62,-1.3695650755485636e-07,1.5576329866456859e-07,8.7277801849940304e-09,5.9044733307252419e-10,1.2187918048837949e-10,8.9275062939966277e-13,3.3764815250394249e-11
0.6225,-1.3342658322992809e-07,1.5692429598986792e-07,8.7889266390330516e-09,5.6321184652658189e-10,1.112506052380309e-10,8.9275252690496126e-13,2.7115318260468542e-11
0.625,-1.2983174158756842e-07,1.5808745741342584e-07,8.8330134790252322e-09,5.2862088388359558e-10,9.820707269978343e-11,9.0561889474468519e-13,1.9294240615423e-11
0.6275,-1.2618096060769272e-07,1.5925582607003733e-07,8.865846690767353e-09,4.8923994710899967e-10,8.3824239456995445e-11,9.3008245250359078e-13,1.1595155647195356e-11
0.63,-1.2247623799240202e-07,1.604317190730832e-07,8.8935887323758356e-09,4.4776811034555579e-10,6.9215549459087001e-11,9.6585888674266652e-13,5.2469044868011075e-12
0.6325,-1.1871548111747771e-07,1.616164730473524e-07,8.9222721056332169e-09,4.067536884154928e-10,5.5389439528998476e-11,1.0121855059597101e-12,1.2095813366427181e-12
0.635,-1.1489458906602557e-07,1.6281039497460271e-07,8.9574312607496767e-09,3.6836823701513164e-10,4.3130937144718694e-11,1.0694347947340826e-12,2.3562334074441467e-14
0.6375,-1.1100909462398745e-07,1.6401256228284701e-07,9.0038286332233014e-09,3.3427094344743679e-10,3.2935913101151184e-11,1.1373606173688516e-12,1.7368678303187459e-12
0.64,-1.0706008780298914e-07,1.6522103711356401e-07,9.0652610131357002e-09,3.0554579110339298e-10,2.4994308283646082e-11,1.2162703198318135e-12,5.9120511015530416e-12
0.6425,-1.0305348472428644e-07,1.6643251383391654e-07,9.1444072640719559e-09,2.8271584999584993e-10,1.9221901171116525e-11,1.3052185745505899e-12,1.1715573395085427e-11
0.645,-9.9003922515959809e-08,1.6764322256723666e-07,9.2429906125754241e-09,2.6584837578449465e-10,1.5340425859643408e-11,1.402838141251558e-12,1.80733997377639e-11
0.6475,-9.4933956491410208e-08,1.688488234576654e-07,9.3619203412058723e-09,2.547299455166119e-10,1.2985150694677811e-11,1.5059562382735112e-12,2.3859352678540331e-11
0.65,-9.0872931470597831e-08,1.7004471837732239e-07,9.501411313507281e-09,2.4900968641828418e-10,1.1803524949443519e-11,1.6096624513654981e-12,2.8083942985457027e-11
0.6525,-8.6855908332798958e-08,1.7122614339933719e-07,9.6611180340178697e-09,2.483415337964836e-10,1.1537729699614402e-11,1.7065008790776647e-12,3.0054151635979896e-11
0.655,-8.2923434681973933e-08,1.7238895994426408e-07,9.8403180687124521e-09,2.5245891541616077e-10,1.2065753448388385e-11,1.7857583294102464e-12,2.9476817866891818e-11
0.6575,-7.9118817200745994e-08,1.7352899008292295e-07,1.0038058202865321e-08,2.6116688893751291e-10,1.3395789491621141e-11,1.8341632081249442e-12,2.6493307408505029e-11
0.66,-7.5484301574016781e-08,1.7464224721383432e-07,1.0253254548437878e-08,2.7432434392748331e-10,1.5626915283175471e-11,1.8370401489801478e-12,2.1639809514486549e-11
0.6625,-7.2059398867072567e-08,1.7572560332710431e-07,1.0484502266436564e-08,2.9173216568092925e-10,1.888289249047494e-11,1.7801565991004031e-12,1.5741607523082911e-11
0.665,-6.8878876152251225e-08,1.7677720200493475e-07,1.0730152743184764e-08,3.1305163020350348e-10,2.3237491180851074e-11,1.6519326839733386e-12,9.7684128689450004e-12
0.6675,-6.5969441640909979e-08,1.7779562012690312e-07,1.0988185577599858e-08,3.3771402786614299e-10,2.8649088055364044e-11,1.4508377269450797e-12,4.6743504729256524e-12
0.67,-6.3348392123991791e-08,1.7877998051469157e-07,1.1256375160719867e-08,3.6487947253224915e-10,3.4923929865400648e-11,1.186145488956023e-12,1.2500766043905771e-12
