Physical Time (s),ep_top Monitor (W): top_cv1,ep_top Monitor (W): top_cv2,ep_top Monitor (W): top_cv3,ep_top Monitor (W): top_cv4,ep_top Monitor (W): top_cv5,ep_top Monitor (W): top_cv6,ep_top Monitor (W): top_cv7
0.3725,8.037276907649945e-09,-1.2952432169628739e-10,6.5638897194034352e-10,1.5303111314202231e-09,1.1805041412728242e-09,1.0807360914382889e-09,3.0480340191947175e-10
0.375,8.4454748875017374e-09,-1.1826392098192801e-10,5.1819035807288362e-10,1.2665166647650156e-09,1.0224132819573731e-09,1.1082070667906164e-09,4.97481373508563e-10
0.3775,8.6040046555672377e-09,-1.0692175753453593e-10,3.8456779374717856e-10,9.7973962283312744e-10,8.2365530455107822e-10,1.0126904249034689e-09,5.6869311800846245e-10
0.38,8.4769959518408523e-09,-9.1651178271765663e-11,2.6801331079045798e-10,6.804957114658846e-10,5.883345250506472e-10,7.9326728441084732e-10,5.0555607830585529e-10
0.3825,8.0532310520527672e-09,-6.6973664482806167e-11,1.7965934445327371e-10,3.8052161206425681e-10,3.2707883761625156e-10,4.8004573968818988e-10,3.3669669144339421e-10
0.385,7.3485164043547873e-09,-2.700571972483223e-11,1.2766172883591842e-10,9.0303139384609488e-11,5.4047130804953269e-11,1.2244429228016461e-10,1.1988234171884208e-10
0.3875,6.396798380388788e-09,3.2877708070603435e-11,1.1535150653312589e-10,-1.8111769827979321e-10,-2.1660467886195679e-10,-2.2746883568151087e-10,-8.0022393022777624e-11
0.39,5.2439192535871328e-09,1.1426074103279931e-10,1.3769068935612317e-10,-4.2999809624469331e-10,-4.7382209242290758e-10,-5.2999528291998209e-10,-2.1430569678488953e-10
0.3925,3.9440546542524889e-09,2.1428516327824841e-10,1.8256331064868357e-10,-6.5625672653454324e-10,-7.1040262951332785e-10,-7.6776922609681253e-10,-2.6635604369107949e-10
0.395,2.5510610572594442e-09,3.2494792570516885e-10,2.2953901445711094e-10,-8.6562945260722704e-10,-9.237636408923852e-10,-9.4559516062413535e-10,-2.5302206186907322e-10
0.3975,1.1135678573855239e-09,4.3361217674187733e-10,2.5326330887506407e-10,-1.0657786658661873e-09,-1.1138705901519942e-09,-1.0825328276196025e-09,-2.121946118835501e-10
0.4,-3.2545189660458771e-10,5.2547776548543725e-10,2.291489892083964e-10,-1.2642807111453525e-09,-1.2809559333468124e-09,-1.1994117150350332e-09,-1.8282572564850108e-10
0.4025,-1.7289957944570987e-09,5.8641383755755484e-10,1.3849180553125869e-10,-1.4649688124358385e-09,-1.4234098401719023e-09,-1.3067311267372324e-09,-1.8707132363801501e-10
0.405,-3.0648308969998998e-09,6.0584189205917596e-10,-2.6964276131654599e-11,-1.6659005052327441e-09,-1.5366254843925479e-09,-1.3988750739105458e-09,-2.2251268630553992e-10
0.4075,-4.3003665849535481e-09,5.7914568427750098e-10,-2.6236035636227376e-10,-1.858070018177953e-09,-1.6129369791126248e-09,-1.4564484648833778e-09,-2.6691126706021787e-10
0.41,-5.4005994925043296e-09,5.0932384069318469e-10,-5.4850962389483096e-10,-2.0258631729752927e-09,-1.6429617962171964e-09,-1.4552390215080018e-09,-2.9195780003099406e-10
0.4125,-6.3270145561368619e-09,4.0643443463688319e-10,-8.5524027632409088e-10,-2.1500506841231721e-09,-1.6180703416330765e-09,-1.3775550909711611e-09,-2.7841924745095394e-10
0.415,-7.0405540913993194e-09,2.8525014136302907e-10,-1.1455528854148443e-09,-2.2101709848441019e-09,-1.5331249011470328e-09,-1.2210753209906842e-09,-2.2527136065273354e-10
0.4175,-7.5052936416187961e-09,1.6279540084218779e-10,-1.3809865420947372e-09,-2.1887863034513593e-09,-1.3887311467316415e-09,-1.0012267181138871e-09,-1.4901536176445101e-10
0.42,-7.6947793473833105e-09,5.5523673318205609e-11,-1.5267502531780639e-09,-2.0746209024609565e-09,-1.1920677726900333e-09,-7.4657860539636552e-10,-7.470414593216686e-11
0.4225,-7.5958787283163661e-09,-2.357273860359366e-11,-1.5572709822954822e-09,-1.8649054479006815e-09,-9.5531600764119416e-10,-4.8981034917259129e-10,-2.3926400486215366e-11
0.425,-7.211368720961096e-09,-6.6469572005571775e-11,-1.4579551356687622e-09,-1.5644262031662461e-09,-6.9414346712404458e-10,-2.5792085656884249e-10,-5.744419902843413e-12
0.4275,-6.5595129810863854e-09,-7.1149374473253301e-11,-1.2275815372384826e-09,-1.1852703424390823e-09,-4.2312120095991482e-10,-6.5279556449651085e-11,-1.4274102977987158e-11
0.43,-5.66968669926414e-09,-4.0214633996231012e-11,-8.7547101216784334e-10,-7.4211433916427516e-10,-1.5331337296655563e-10,8.8632201186785414e-11,-3.3018001212897803e-11
0.4325,-4.5784599848873332e-09,2.0334281313007973e-11,-4.1771865830764023e-10,-2.5018259880693115e-10,1.0942876563575257e-10,2.1587235806168852e-10,-4.2933706328508448e-11
0.435,-3.3270826138986733e-09,1.0323194017623238e-10,1.2442720919285216e-10,2.7620722753375959e-10,3.6413811851294075e-10,3.3370108314152841e-10,-3.0238079016383759e-11
0.4375,-1.9597027080128459e-09,2.0098093744925547e-10,7.280487792917167e-10,8.2514574656807135e-10,6.1298415492559706e-10,4.5746287433510656e-10,9.0356466277773868e-12
0.44,-5.2312024639764624e-10,3.0716317846797031e-10,1.3695457176644039e-09,1.3861097842248441e-09,8.5883107378195892e-10,5.9535486469286306e-10,6.8890222882263674e-11
0.4425,9.310202174991769e-10,4.1703899070750618e-10,2.0262088559296511e-09,1.9484534824090043e-09,1.1025714330280638e-09,7.4602429654720512e-10,1.3673357605395973e-10
0.445,2.3483113608231853e-09,5.273181514842498e-10,2.6760850075138825e-09,2.4993584833710284e-09,1.3413037080285934e-09,8.9956165755887244e-10,1.9838722149484409e-10
0.4475,3.6649791071482686e-09,6.3538272575710122e-10,3.2972853543444928e-09,3.0226269170647093e-09,1.5672783136589645e-09,1.040847338002367e-09,2.4255880872622841e-10
0.45,4.8170609680600426e-09,7.3930811261829946e-10,3.8663257898322415e-09,3.4985613351949861e-09,1.7698673262067583e-09,1.1543859669837755e-09,2.634756467214907e-10
0.4525,5.7426690576506126e-09,8.3692041776537721e-10,4.3594432873524244e-09,3.9032853270095516e-09,1.9363226817638127e-09,1.2285475677411871e-09,2.6131588685831036e-10
0.455,6.3872905662145353e-09,9.2498949042330051e-10,4.7516126529858489e-09,4.2120592485162313e-09,2.0542631593316144e-09,1.2581649756879523e-09,2.4086056958599775e-10
0.4575,6.7057928943438655e-09,9.9935799896108342e-10,5.0199086776498837e-09,4.4026010635382054e-09,2.1145075209242111e-09,1.2449868727965527e-09,2.0929115288132013e-10
0.46,6.6671824416045234e-09,1.0553180640797975e-09,5.1436056978035125e-09,4.456553175283977e-09,2.1111989426260174e-09,1.1957993543052114e-09,1.7400173935055772e-10
0.4625,6.2641848964963955e-09,1.0883891196003541e-09,5.1092915532161087e-09,4.3647965607593072e-09,2.0443543383873102e-09,1.121294311606363e-09,1.4143291587770796e-10
0.465,5.5141926230388403e-09,1.0954569528361746e-09,4.9137803455283771e-09,4.1271742865537313e-09,1.9169423530366873e-09,1.030518991681315e-09,1.1555773027450539e-10
0.4675,4.4520719067611399e-09,1.074634221886824e-09,4.5629557294630013e-09,3.7513917111266032e-09,1.733871429593343e-09,9.2926364395102141e-10,9.8111390570384032e-11
0.47,3.1296053290326288e-09,1.0264388226948181e-09,4.0746709376215145e-09,3.2555402109400933e-09,1.5023406191365085e-09,8.1958586187702535e-10,8.8794984882383124e-11
0.4725,1.6112174846211019e-09,9.538069203855838e-10,3.4774823480195143e-09,2.6660988578249956e-09,1.2309970019321966e-09,6.9999963886846543e-10,8.5528765210509342e-11
0.475,-3.6286529733701854e-11,8.6260418553256621e-10,2.809925721125852e-09,2.0153088125188982e-09,9.3032405133157487e-10,5.6710237719603473e-10,8.4799259833830549e-11
0.4775,-1.7434241979622106e-09,7.6055886941758527e-10,2.1142252144039431e-09,1.3386406642953883e-09,6.1242841356470577e-10,4.1808324818296923e-10,8.2219857483620544e-11
0.48,-3.4484743936692893e-09,6.5652193683023508e-10,1.4354741120087867e-09,6.7353670677421767e-10,2.9075434333125449e-10,2.5244054018975915e-10,7.3305871623959026e-11
0.4825,-5.0955784759639283e-09,5.5911770458714903e-10,8.15319982051616e-10,5.4025466444907719e-11,-2.0601162048100682e-11,7.3662294099775547e-11,5.4559611131431379e-11
0.485,-6.6379264748832143e-09,4.758593367977873e-10,2.8775954562046361e-10,-4.8976720317629434e-10,-3.0784320173865649e-10,-1.1108718840848e-10,2.4606815595071532e-11
0.4875,-8.0365371833294809e-09,4.1212782837249258e-10,-1.2354469492422312e-10,-9.3735387391656035e-10,-5.5904197557391194e-10,-2.9169186394002955e-10,-1.5081698075593415e-11
0.49,-9.2532926394041787e-09,3.6967485990087472e-10,-4.0799440368640413e-10,-1.2768638541112707e-09,-7.6537501710967051e-10,-4.5665034579985833e-10,-6.0193430630380855e-11
0.4925,-1.0252833243645243e-08,3.4754172122230063e-10,-5.6575514421808054e-10,-1.5054635069285614e-09,-9.2203556579897814e-10,-5.9562420533745482e-10,-1.0442334194360121e-10
0.495,-1.1000564230041359e-08,3.4237316747791198e-10,-6.0771660464525917e-10,-1.6283070486428477e-09,-1.0282328709042485e-09,-7.0133445776427712e-10,-1.4113688952911768e-10
0.4975,-1.1462634448973164e-08,3.4930027217967446e-10,-5.5118686735921819e-10,-1.6560236858899951e-09,-1.0867683511617748e-09,-7.7104246540620066e-10,-1.6525105724128182e-10
0.5,-1.1605892418538908e-08,3.6323928283460618e-10,-4.1726239805767095e-10,-1.602634532714911e-09,-1.1027880977883044e-09,-8.0635443731215388e-10,-1.7456719795905854e-10
0.5025,-1.1406293039451002e-08,3.7970975007241558e-10,-2.2840579010662638e-10,-1.4835651629872232e-09,-1.0825297289315722e-09,-8.1216972295071268e-10,-1.7027086701104099e-10
0.505,-1.0852799830448841e-08,3.9583288202227325e-10,-4.9224987390555319e-12,-1.313674359330527e-09,-1.0323697057516392e-09,-7.9533664516212141e-10,-1.5642361057033562e-10
0.5075,-9.9498309018552541e-09,4.1041898765722884e-10,2.3718175088394019e-10,-1.1047613291580552e-09,-9.572309012912526e-10,-7.6191788724093421e-10,-1.3819706724584091e-10
0.51,-8.7222925452251744e-09,4.235637302533798e-10,4.8600186871546795e-10,-8.6562488065291649e-10,-8.5984308121347775e-10,-7.1529950978609336e-10,-1.1998140438858623e-10
0.5125,-7.2174373151097027e-09,4.3597914763048816e-10,7.3460383558958441e-10,-6.0176691793252266e-10,-7.410036945688154e-10,-6.5555733766541083e-10,-1.0405442922592604e-10
0.515,-5.5032270050095887e-09,4.4844018726946519e-10,9.7861379887501903e-10,-3.1646253254015359e-10,-5.9996639220353036e-10,-5.7975627349245467e-10,-9.0269250854361699e-11
0.5175,-3.6657322472535852e-09,4.6123747700684307e-10,1.2157558066101215e-09,-1.1361010522177693e-11,-4.3535203061597234e-10,-4.8363196091796602e-10,-7.6787130840615549e-11
0.52,-1.7975323796150348e-09,4.7422834855631342e-10,1.4459954207140554e-09,3.1303117036844842e-10,-2.4576379590187697e-10,-3.6330302312252749e-10,-6.1397779541317481e-11
0.5225,1.1483031596999351e-11,4.8667685275129603e-10,1.6688088355454171e-09,6.5463952390896943e-10,-3.1293601936349862e-11,-2.1714216299574144e-10,-4.2743034421418581e-11
0.525,1.6807808481486167e-09,4.9771864315093357e-10,1.8846836612799354e-09,1.0117519943779174e-09,2.0661519478556418e-10,-4.6445013194059243e-11,-2.0907387973554952e-11
0.5275,3.1462466885306438e-09,5.0638659347521225e-10,2.0925600801913438e-09,1.3800815810608755e-09,4.6407996490163526e-10,1.4459833665439496e-10,2.8502180230691682e-12
0.53,4.3640252313954904e-09,5.1187417432377209e-10,2.2908076033575893e-09,1.7542218705226285e-09,7.3569294511540116e-10,3.4993521277944194e-10,2.7046686270937574e-11
0.5325,5.3116027563892189e-09,5.1328955121240623e-10,2.4751699872445865e-09,2.1258919897930811e-09,1.0140477817866132e-09,5.6273295863507675e-10,5.1054707835257272e-11
0.535,5.9839034434850062e-09,5.0987623309737249e-10,2.6391329078452413e-09,2.4840031085814222e-09,1.2903188953510334e-09,7.7636595000186832e-10,7.5718031311256554e-11
0.5375,6.3894401674619861e-09,5.0078334769127815e-10,2.7736185876284851e-09,2.8146240577700801e-09,1.554291711904365e-09,9.8466013797941386e-10,1.0320460258539866e-10
0.54,6.5468325763989235e-09,4.8527685258289672e-10,2.8684944730340527e-09,3.1010361464662074e-09,1.7940649792649609e-09,1.1813106896014827e-09,1.360463860309592e-10
0.5425,6.4814679312143169e-09,4.6250910062083815e-10,2.9113860958350979e-09,3.3248663504636935e-09,1.9969516438569427e-09,1.359145387325577e-09,1.7568400149616297e-10
0.545,6.2232989996592428e-09,4.3220554383839637e-10,2.8922777311645478e-09,3.4678079200936878e-09,2.149877800157485e-09,1.5094340403365906e-09,2.2128784942615168e-10
0.5475,5.8030165886284357e-09,3.9437284793752092e-10,2.8032611752620695e-09,3.5139173280913971e-09,2.2406889224167126e-09,1.6218571843933509e-09,2.6920663340993035e-10
0.55,5.2508668439094591e-09,3.4966385051164636e-10,2.6394806952968263e-09,3.4508347455987631e-09,2.2594620568084879e-09,1.6855034198425279e-09,3.1339746254531067e-10
0.5525,4.5956534696061581e-09,2.9940742417351867e-10,2.4014899759806199e-09,3.2718675503704572e-09,2.199037735492542e-09,1.6900703396311364e-09,3.4664656125408875e-10
0.555,3.8667407717212286e-09,2.4574236005716706e-10,2.095106327346976e-09,2.9772161428401659e-09,2.0565131499594861e-09,1.6279506772029947e-09,3.6224327560991624e-10
0.5575,3.0912838401646853e-09,1.9126557999962824e-10,1.7311882963535355e-09,2.5744644239560186e-09,1.8340000573124111e-09,1.4960546516899449e-09,3.5559879580841002e-10
0.56,2.300129945074673e-09,1.3818027492877785e-10,1.3237819530197835e-09,2.0774187137329808e-09,1.5384278962390112e-09,1.2969824372392389e-09,3.2530726867619527e-10
0.5625,1.5233270466537224e-09,8.8327764338441964e-11,8.8839651329874481e-10,1.5051511211488347e-09,1.1809881712798552e-09,1.038989324283872e-09,2.733611108676388e-10
0.565,7.8966878357841432e-10,4.3266858785048289e-11,4.4123935290534764e-10,8.7967589048054199e-10,7.7655081702198467e-10,7.3496897987004941e-10,2.0445149840859259e-10
0.5675,1.2772089458922152e-10,3.7399064568156766e-12,-2.7599440642931102e-12,2.247324505508565e-10,3.4160929382763432e-10,4.0050596272137251e-10,1.2471902189339413e-10
0.57,-4.3789060927464646e-10,-2.9975278561832288e-11,-4.3041352859581751e-10,-4.3674425063475637e-10,-1.069166975178849e-10,5.1607350782549965e-11,4.0283344035534665e-11
0.5725,-8.8568352464279123e-10,-5.8191431320334888e-11,-8.3077462173986959e-10,-1.0824042957281205e-09,-5.5291911611454231e-10,-2.9702577618345496e-10,-4.3800376964867194e-11
0.575,-1.2003857685625958e-09,-8.1473833877383587e-11,-1.1949441853854115e-09,-1.6929464700315648e-09,-9.816043496271214e-10,-6.3280290600500598e-10,-1.2405006692987881e-10
0.5775,-1.3747416114168962e-09,-1.0046841097491082e-10,-1.5167078828952576e-09,-2.2519821432456635e-09,-1.3807060467078984e-09,-9.4578369646608399e-10,-1.9825148523601886e-10
0.58,-1.4098127493821285e-09,-1.1607327439630383e-10,-1.7911014861026618e-09,-2.7450486759669139e-09,-1.7394958600626856e-09,-1.2280572350527687e-09,-2.6489474446814225e-10
0.5825,-1.3131966518085514e-09,-1.2860767200620063e-10,-2.0136582032422218e-09,-3.1602996372646192e-09,-2.0488949582290726e-09,-1.4728198872906421e-09,-3.2222145810819161e-10
0.585,-1.0992717562905018e-09,-1.3846367043067719e-10,-2.1813027116412026e-09,-3.4876109722955653e-09,-2.3010957832816617e-09,-1.673729817321323e-09,-3.6773299633574101e-10
0.5875,-7.8555663585195801e-10,-1.4587814419742597e-10,-2.2918642922336659e-09,-3.7187114678880991e-09,-2.4891060319077984e-09,-1.8245491452648803e-09,-3.9821789445679321e-10
0.59,-3.9301476758297951e-10,-1.508546030116984e-10,-2.3438491861023037e-09,-3.8480350156711612e-09,-2.607009241814869e-09,-1.919478870247436e-09,-4.1050119633607187e-10
0.5925,5.7823207970962417e-11,-1.5359869983923152e-10,-2.3375966182845607e-09,-3.8726131159593267e-09,-2.6505086543139907e-09,-1.9540249160176368e-09,-4.025748451260157e-10
0.595,5.4859165096909107e-10,-1.544814153780563e-10,-2.2754118536529221e-09,-3.7925066972761509e-09,-2.6173337719280787e-09,-1.9260034917387529e-09,-3.746842360695941e-10
0.5975,1.0653463632382518e-09,-1.5417875384432347e-10,-2.1622675145261587e-09,-3.6116756172869179e-09,-2.5077275481547325e-09,-1.8361405549213659e-09,-3.2984684063820509e-10
0.6,1.5983667452379693e-09,-1.537225195351924e-10,-2.0061612327540705e-09,-3.3385356445997135e-09,-2.324997107211603e-09,-1.6884372600471371e-09,-2.7359882213115654e-10
0.6025,2.1409574927914407e-09,-1.545055068076524e-10,-1.8179784948668231e-09,-2.9859975061226406e-09,-2.075912322253492e-09,-1.4899956646306993e-09,-2.1291598207068658e-10
0.605,2.690568141401455e-09,-1.5790024014166231e-10,-1.610129193342453e-09,-2.5705621228838852e-09,-1.7703452507742339e-09,-1.2502436044001039e-09,-1.546610350569148e-10
0.6075,3.2485370884728328e-09,-1.6508335992737973e-10,-1.395703612941587e-09,-2.1108553989870682e-09,-1.4202994450932992e-09,-9.7969311806774744e-10,-1.0391994012693258e-10
0.61,3.8180431092633181e-09,-1.7665537162256261e-10,-1.1869503100262659e-09,-1.6272875018527259e-09,-1.0402306144433858e-09,-6.8870245189889625e-10,-6.2840704546619876e-11
0.6125,4.4024801995825372e-09,-1.9225897858242046e-10,-9.9392985727218467e-10,-1.1396113716924759e-09,-6.4531741433570465e-10,-3.8728372398967408e-10,-3.0385190172884994e-11
0.615,5.0054698395924922e-09,-2.1100986850531448e-10,-8.2390711829616065e-10,-6.6584497632040792e-10,-2.5013352015040962e-10,-8.4377441721691652e-11,-2.9948654944259602e-12
0.6175,5.6281288924120544e-09,-2.3095585341469408e-10,-6.7988581151744532e-10,-2.224864561490795e-10,1.3089715177225905e-10,2.1165330438707943e-10,2.4080779621461072e-11
0.62,6.2687528392304752e-09,-2.4979765915982322e-10,-5.6280876958399851e-10,1.7812236501112821e-10,4.8464231015455109e-10,4.9312692360331627e-10,5.5260307751047673e-11
0.6225,6.9205288575020334e-09,-2.6530281630529921e-10,-4.6964616997909572e-10,5.2665613836399183e-10,7.9949836179552137e-10,7.5197938003411236e-10,9.3259529458968455e-11
0.625,7.5721346909960876e-09,-2.7533487476209554e-10,-3.9574086270710016e-10,8.171330120727828e-10,1.0662547279938671e-09,9.800693606880889e-10,1.3826517114461445e-10
0.6275,8.2071767677683338e-09,-2.7854309602495866e-10,-3.3596619505167504e-10,1.0459798185978333e-09,1.2774496314647853e-09,1.1689770903218499e-09,1.8779081871069991e-10
0.63,8.8047797921011971e-09,-2.7417283167589991e-10,-2.8480596689976678e-10,1.2118796621583623e-09,1.4279046102010823e-09,1.3108048475288564e-09,2.3728578478675941e-10
0.6325,9.3408691216207463e-09,-2.6246395158119913e-10,-2.383389075572541e-10,1.3151407003281571e-09,1.5145156168233251e-09,1.3989479265357131e-09,2.8110235321714783e-10
0.635,9.7905819747202559e-09,-2.4442956944102215e-10,-1.9404676904131155e-10,1.3568776471915279e-09,1.5363168007123398e-09,1.428587937893918e-09,3.135124006680284e-10
0.6375,1.0128922271386535e-08,-2.2161331680322758e-10,-1.5186837555103077e-10,1.3386112152199967e-09,1.4940521708119507e-09,1.3970656985047332e-09,3.2954385237252581e-10
0.64,1.0333711386506916e-08,-1.9578036784747413e-10,-1.136367389180867e-10,1.2622596340572601e-09,1.3903693299930287e-09,1.3045875697892826e-09,3.2572453401722261e-10
0.6425,1.0388797189021351e-08,-1.687671206881706e-10,-8.2936551911999693e-11,1.1300287054226463e-09,1.2293529772864809e-09,1.1541367116327114e-09,3.0048224742108455e-10
0.645,1.0285736858543194e-08,-1.4212582048473957e-10,-6.5103404350844004e-11,9.4398985882719227e-10,1.0163308006341487e-09,9.5115701235612902e-10,2.5424306355833534e-10
0.6475,1.0022020160137755e-08,-1.1718321296946733e-10,-6.5780366978295986e-11,7.0640378067100648e-10,7.5751779635705265e-10,7.0319900252336999e-10,1.89365324505786e-10
0.65,9.6022686254082274e-09,-9.4857508888209706e-11,-9.102320486707273e-11,4.1940086198387247e-10,4.5960993680524538e-10,4.1965187327984754e-10,1.1006029622414976e-10
0.6525,9.0386162928083867e-09,-7.5980237114251912e-11,-1.4672718711525948e-10,8.6696096003660265e-11,1.3074006005618021e-10,1.1137872093583232e-10,2.1909999359131864e-11
0.655,8.3470334558261376e-09,-6.1227886033548933e-11,-2.3727453357240867e-10,-2.8665159194186712e-10,-2.2043770146419169e-10,-2.0990739556089934e-10,-6.8519903543858317e-11
0.6575,7.549117234072742e-09,-5.1165987921705106e-11,-3.6541939439865072e-10,-6.939006235706274e-10,-5.840685439742504e-10,-5.3134344363590016e-10,-1.5451164601907116e-10
0.66,6.6674672759095197e-09,-4.6429756822406051e-11,-5.3222221317366988e-10,-1.1264378643095354e-09,-9.4968454814164567e-10,-8.401107824270884e-10,-2.2978161604473918e-10
