Physical Time (s),enth_flux_viscous_top Monitor (W): top_cv1,enth_flux_viscous_top Monitor (W): top_cv2,enth_flux_viscous_top Monitor (W): top_cv3,enth_flux_viscous_top Monitor (W): top_cv4,enth_flux_viscous_top Monitor (W): top_cv5,enth_flux_viscous_top Monitor (W): top_cv6,enth_flux_viscous_top Monitor (W): top_cv7
0.36,3.2012455777900648e-10,-3.5336736331502402e-11,-1.3429579405549077e-10,-9.3388539602351129e-11,-4.0141291685005085e-11,-1.5549622619436934e-11,1.0214353488967419e-11
0.3625,3.4148729811316938e-10,-2.9480689924351963e-11,-1.2841569362202847e-10,-9.0350088435941866e-11,-3.846515274624646e-11,-1.3844231621211623e-11,1.1981557150792613e-11
0.365,3.6183359129866689e-10,-2.3869519375165425e-11,-1.2293622261868327e-10,-8.7890495753469748e-11,-3.7605202811502783e-11,-1.446773323186616e-11,1.0530375590079465e-11
0.3675,3.8011376905219317e-10,-1.8814744835334916e-11,-1.1821513570839698e-10,-8.6179320684835626e-11,-3.7586434601172916e-11,-1.7261784353766025e-11,6.0884281017975627e-12
0.37,3.9543798224088334e-10,-1.4592692382272445e-11,-1.145648568133199e-10,-8.5324001928320993e-11,-3.8329173403853582e-11,-2.1716638002315968e-11,-5.6035192631997773e-13
0.3725,4.0713533775438607e-10,-1.1418839806961148e-11,-1.1222506362498724e-10,-8.5360587548469123e-11,-3.9671380338804286e-11,-2.7076777404406562e-11,-8.2590608125445896e-12
0.375,4.1478923240929852e-10,-9.4370408032097657e-12,-1.1134576916649784e-10,-8.6268137130132784e-11,-4.1407423694922208e-11,-3.2497575708116494e-11,-1.5722068190038926e-11
0.3775,4.18251398702588e-10,-8.7052070420551941e-12,-1.1197280307614991e-10,-8.7970214216300055e-11,-4.3319518927103635e-11,-3.7197584918176812e-11,-2.1788766010744606e-11
0.38,4.1765074323194441e-10,-9.1922406576542451e-12,-1.1404151343022388e-10,-9.0342203687749685e-11,-4.5210682983210145e-11,-4.058552932344772e-11,-2.5622080853205702e-11
0.3825,4.1336761562882122e-10,-1.0784367559625726e-11,-1.1738386284548367e-10,-9.3227484449903088e-11,-4.6933157807501152e-11,-4.235104383541967e-11,-2.6847345101817835e-11
0.385,4.0600452495536961e-10,-1.329718191343921e-11,-1.2174679799586171e-10,-9.6453197714989658e-11,-4.8404235586226614e-11,-4.2490958389563473e-11,-2.5571534845095841e-11
0.3875,3.963284003360043e-10,-1.6493147884869229e-11,-1.2681829755737872e-10,-9.9845329118413652e-11,-4.9604714711827726e-11,-4.1279766702030369e-11,-2.2317682108261301e-11
0.39,3.8520466940744001e-10,-2.0107043708449248e-11,-1.3225812387987626e-10,-1.0324583090772871e-10,-5.0573136558088174e-11,-3.9194543202276234e-11,-1.7891609960426715e-11
0.3925,3.7353708159352799e-10,-2.3869334694178669e-11,-1.3773551136425716e-10,-1.0652452863449376e-10,-5.1390568296315968e-11,-3.6811110041247524e-11,-1.3195700291478225e-11
0.395,3.6219233606558154e-10,-2.7527761891792473e-11,-1.4295103993402445e-10,-1.0958174919056796e-10,-5.2153290164289206e-11,-3.4680888569857945e-11,-9.0509114460028548e-12
0.3975,3.5194535276539308e-10,-3.0865296347847831e-11,-1.476552872132822e-10,-1.1234373336750035e-10,-5.2942897582046968e-11,-3.3232887111654226e-11,-6.0486246788122658e-12
0.4,3.4343037286372887e-10,-3.3711199251640472e-11,-1.5165827663444022e-10,-1.1475693304181312e-10,-5.3808984347248251e-11,-3.2702098032067301e-11,-4.4644545038808126e-12
0.4025,3.3710741562999838e-10,-3.5947256165265131e-11,-1.5483624700510183e-10,-1.1678190123693807e-10,-5.475266553150631e-11,-3.3097987413566229e-11,-4.2415742221329464e-12
0.405,3.3325057830641993e-10,-3.7504286036466224e-11,-1.5712072758658291e-10,-1.1838013807505917e-10,-5.5720283501115997e-11,-3.4215139214118614e-11,-5.0416531833883092e-12
0.4075,3.3194101294609804e-10,-3.8361051237649743e-11,-1.5849401744645308e-10,-1.1951141292208614e-10,-5.6609281617769097e-11,-3.5689392557899783e-11,-6.3446771388355259e-12
0.41,3.3308603522652197e-10,-3.8538074645302081e-11,-1.5897813800774691e-10,-1.2013459962382961e-10,-5.7286776503334482e-11,-3.7078571503399656e-11,-7.5773969768918108e-12
0.4125,3.3644758046331563e-10,-3.8092213060500784e-11,-1.5862559347138103e-10,-1.2021318905025266e-10,-5.7617706365970524e-11,-3.795657515716317e-11,-8.2425263393654994e-12
0.415,3.4168072870019997e-10,-3.709952663295625e-11,-1.5751387398637939e-10,-1.1972773261643197e-10,-5.7493589818914555e-11,-3.8003587307726201e-11,-8.0220351617945959e-12
0.4175,3.483740140815488e-10,-3.5650433194352611e-11,-1.5573923812539038e-10,-1.1868722523251887e-10,-5.6856375609167649e-11,-3.7066834701211761e-11,-6.8358099107053558e-12
0.42,3.5608307228105518e-10,-3.3839896301646326e-11,-1.5341346312299065e-10,-1.1714021790290852e-10,-5.5717499929763377e-11,-3.5189173020053912e-11,-4.8447786068503482e-12
0.4225,3.6437636751842895e-10,-3.1770381650935298e-11,-1.5066692363411461e-10,-1.1518015114789721e-10,-5.4160732604388406e-11,-3.2593785393768501e-11,-2.4025263378860649e-12
0.425,3.728596012814141e-10,-2.9538156774672775e-11,-1.4764652707730636e-10,-1.1294592243570147e-10,-5.2336335789599078e-11,-2.9645636315101468e-11,2.9050321321460616e-14
0.4275,3.8119653319227572e-10,-2.7234362693191897e-11,-1.4451012578809508e-10,-1.1061005820179733e-10,-5.0439859932871947e-11,-2.6783543568229874e-11,1.9776936557336484e-12
0.43,3.8911761815303462e-10,-2.4943305569736552e-11,-1.4142034427113353e-10,-1.0836212566546257e-10,-4.8680748456580168e-11,-2.4434688750831647e-11,3.0585414947365719e-12
0.4325,3.9642123067227513e-10,-2.2742866338490136e-11,-1.3853969225673465e-10,-1.0638964052359905e-10,-4.7251501438886593e-11,-2.2940846071903225e-11,3.0469014824296643e-12
0.435,4.0296484499769578e-10,-2.07043738768377e-11,-1.3602134810071184e-10,-1.0485894681413477e-10,-4.6302198673697793e-11,-2.2503942949742375e-11,1.9144170637697753e-12
0.4375,4.0864955831801377e-10,-1.8892516390901466e-11,-1.3400220602558146e-10,-1.0389706214458654e-10,-4.5919102049798289e-11,-2.3153310425347092e-11,-1.7460461225149904e-13
0.44,4.1342526078275136e-10,-1.7361126513526183e-11,-1.3259391451449872e-10,-1.0358194356374073e-10,-4.6117998871770519e-11,-2.4754923563229034e-11,-2.9030161012769218e-12
0.4425,4.1726874317397252e-10,-1.6153636387035443e-11,-1.3187252789081657e-10,-1.0393890008368766e-10,-4.6847721751481432e-11,-2.7039092202430845e-11,-5.8641906441464914e-12
0.445,4.2017222714920356e-10,-1.5297521653451299e-11,-1.3187771577815493e-10,-1.0494544074927174e-10,-4.8007759103618314e-11,-2.9660872582620254e-11,-8.6380829799187742e-12
0.4475,4.2214034151656484e-10,-1.4806184001034789e-11,-1.3261016413439212e-10,-1.0653623882643181e-10,-4.9466386053493543e-11,-3.2260393714679546e-11,-1.0862611811836351e-11
0.45,4.2320429007654453e-10,-1.4676767891082954e-11,-1.3403589343086562e-10,-1.0862470669389067e-10,-5.1091787539634103e-11,-3.4529894459972849e-11,-1.2290360580385992e-11
0.4525,4.2342095190350515e-10,-1.4891290321577137e-11,-1.3608714177921555e-10,-1.1110769407792656e-10,-5.2769712227621484e-11,-3.6264905600018431e-11,-1.282150518306877e-11
0.455,4.2287787078608066e-10,-1.5413606896689183e-11,-1.3866826825505722e-10,-1.1388203906259422e-10,-5.4419933896677107e-11,-3.739234703321948e-11,-1.2508876393904861e-11
0.4575,4.216752753353862e-10,-1.6192982355318366e-11,-1.4166270880427496e-10,-1.168546520920708e-10,-5.6004953564747569e-11,-3.7972937349563769e-11,-1.1537514482640671e-11
0.46,4.1992345416141993e-10,-1.7169208698247142e-11,-1.4494092604807147e-10,-1.1994386341389392e-10,-5.7526456136412051e-11,-3.8177049349246583e-11,-1.0184709948852733e-11
0.4625,4.1775585600453708e-10,-1.8272398253752116e-11,-1.4835665499846124e-10,-1.2307110012305465e-10,-5.9011055811791454e-11,-3.8243586934618253e-11,-8.7727868896545155e-12
0.465,4.1531799469063035e-10,-1.942937351454163e-11,-1.5176433056802082e-10,-1.2616462451073356e-10,-6.0494944483619805e-11,-3.8422827982160053e-11,-7.6066823286872612e-12
0.4675,4.1276970091579572e-10,-2.0566834166774075e-11,-1.5502095506884432e-10,-1.2915194095173832e-10,-6.200483170847559e-11,-3.8920913492336508e-11,-6.9280004846196879e-12
0.47,4.1028370730723618e-10,-2.1613702079622808e-11,-1.5798865277684387e-10,-1.3195369771868621e-10,-6.3542179997633759e-11,-3.985978135977605e-11,-6.8819534332850997e-12
0.4725,4.0804642380659866e-10,-2.2502502717469079e-11,-1.6053999891580801e-10,-1.344840353159736e-10,-6.5075428335629458e-11,-4.124997701899701e-11,-7.4989585309073949e-12
0.475,4.0625010527054821e-10,-2.3171686755881967e-11,-1.6256536198437759e-10,-1.366499591851773e-10,-6.6536583787928445e-11,-4.2988252949934769e-11,-8.6964029268204986e-12
0.4775,4.0510040667887485e-10,-2.3568561489788429e-11,-1.6397433647920385e-10,-1.3835626528560818e-10,-6.7827880488312689e-11,-4.4877051381910441e-11,-1.02973786181916e-11
0.48,4.0478272540295552e-10,-2.36498132387019e-11,-1.6470020350492454e-10,-1.395164322804161e-10,-6.8840518206837385e-11,-4.6663535735744451e-11,-1.2062323438465736e-11
0.4825,4.0546118933614821e-10,-2.3381596713312278e-11,-1.6470646728714893e-10,-1.4006514822897293e-10,-6.9470463968776029e-11,-4.8086743067499275e-11,-1.3729655923781296e-11
0.485,4.0724369831522631e-10,-2.27465554837642e-11,-1.6399090694981031e-10,-1.3996885074923934e-10,-6.9638148011790822e-11,-4.8920111752802804e-11,-1.5056636092308394e-11
0.4875,4.1018282323997069e-10,-2.1749329750228207e-11,-1.6259082406213668e-10,-1.3923471291049794e-10,-6.9304873608460925e-11,-4.9013893856395946e-11,-1.5855387374066147e-11
0.49,4.1426517887289889e-10,-2.041550103738382e-11,-1.6058053572656418e-10,-1.3791455739377024e-10,-6.8482139539159586e-11,-4.8319114784935801e-11,-1.6019045760041717e-11
0.4925,4.1939724109459547e-10,-1.8793054174927124e-11,-1.5807375352811201e-10,-1.3610635336212051e-10,-6.723328562512081e-11,-4.6893294352020669e-11,-1.5532878589356012e-11
0.495,4.2540400117176496e-10,-1.6950327521093198e-11,-1.5521786312072512e-10,-1.339485890863896e-10,-6.5667472820494362e-11,-4.4887564611061081e-11,-1.4471158845996597e-11
0.4975,4.3203439477004218e-10,-1.4979136602379364e-11,-1.5218612925442189e-10,-1.3161104820631059e-10,-6.3928297635949662e-11,-4.252262646709365e-11,-1.2979653544137502e-11
0.5,4.3896933017297225e-10,-1.2983199033087099e-11,-1.4916856288864936e-10,-1.2927989728622324e-10,-6.2176274829973219e-11,-4.0054381965858569e-11,-1.1249463733329736e-11
0.5025,4.4582864295406389e-10,-1.1077464365572401e-11,-1.4635955254052337e-10,-1.2714061533751625e-10,-6.0569241788702741e-11,-3.7734898115348758e-11,-9.48431851680523e-12
0.505,4.5220155948075802e-10,-9.3771383693089498e-12,-1.4394037723301931e-10,-1.2535863458736497e-10,-5.9242954226408645e-11,-3.577458195913937e-11,-7.8655639006075974e-12
0.5075,4.5768067531805836e-10,-7.986546223844379e-12,-1.4206848759060708e-10,-1.2406747115996369e-10,-5.8298107620009836e-11,-3.4317216716482533e-11,-6.5272658182557541e-12
0.51,4.6189068305172687e-10,-6.9990577252337502e-12,-1.4086742851556957e-10,-1.2335876024940181e-10,-5.7792227047640861e-11,-3.3429933994349738e-11,-5.5408725995094503e-12
0.5125,4.6452059643306087e-10,-6.4805054995028597e-12,-1.4041939257903809e-10,-1.2327967426867666e-10,-5.7738013920171516e-11,-3.3102327985602754e-11,-4.9118261699421709e-12
0.515,4.653621774600808e-10,-6.4694455905285626e-12,-1.4076015650131878e-10,-1.2383338276641337e-10,-5.8111112786481694e-11,-3.3263156349080755e-11,-4.5888674359041866e-12
0.5175,4.6433778664142508e-10,-6.9684124359803024e-12,-1.4187653323312867e-10,-1.2498553898705826e-10,-5.8858376320466452e-11,-3.3799906252558849e-11,-4.4836741548461596e-12
0.52,4.6150723415396513e-10,-7.9439318561326915e-12,-1.4370871058464154e-10,-1.2666952278497789e-10,-5.9908700377531825e-11,-3.4583476727757679e-11,-4.4954428799182262e-12
0.5225,4.5707578388911435e-10,-9.3289482811877047e-12,-1.4615516586796373e-10,-1.2879448671733655e-10,-6.1183855042603186e-11,-3.5494815847719435e-11,-4.5346318199764468e-12
0.525,4.5139086572302746e-10,-1.1024036007258986e-11,-1.4908016174544852e-10,-1.3125714402336366e-10,-6.2610885852236758e-11,-3.6444067937674915e-11,-4.5421351193236155e-12
0.5275,4.4489824749529638e-10,-1.290350899502784e-11,-1.5232158796070487e-10,-1.3394909808672352e-10,-6.412703791390032e-11,-3.7380072618583906e-11,-4.5018907806866849e-12
0.53,4.3810817770714345e-10,-1.4825238936464277e-11,-1.5569923271651999e-10,-1.3676333554273814e-10,-6.5684531943574474e-11,-3.829623329071776e-11,-4.4430337469639229e-12
0.5325,4.3155288377941462e-10,-1.6640976218459177e-11,-1.590260821127123e-10,-1.3959427209809904e-10,-6.7246613245062238e-11,-3.9217248258783644e-11,-4.4306462852462081e-12
0.535,4.2573562357910365e-10,-1.8206713272635819e-11,-1.6212132539519711e-10,-1.4234339095128686e-10,-6.8785556426622287e-11,-4.0187495133275948e-11,-4.5487912239420885e-12
0.5375,4.2109664655911093e-10,-1.9393422339982911e-11,-1.6481858960488013e-10,-1.4491940919992621e-10,-7.0278324955784325e-11,-4.1254410390151703e-11,-4.8817016756289443e-12
0.54,4.1798886448674656e-10,-2.009500448390287e-11,-1.6697673570258388e-10,-1.4724047175330193e-10,-7.1700130099429054e-11,-4.2451038547650529e-11,-5.4933250093004677e-12
0.5425,4.1666047053104511e-10,-2.0235146448891197e-11,-1.6848540802465251e-10,-1.4923842144530682e-10,-7.3024390926425831e-11,-4.3782823964838928e-11,-6.4081718031896116e-12
0.545,4.1724317374241558e-10,-1.9773479043682722e-11,-1.6927374264903809e-10,-1.5085882343072678e-10,-7.4219500238600609e-11,-4.5221094265478562e-11,-7.6036789128211209e-12
0.5475,4.1975581808604494e-10,-1.870594912385376e-11,-1.6931392770426269e-10,-1.5206408010114242e-10,-7.5251073200362729e-11,-4.6703020079489106e-11,-9.0108517231501926e-12
0.55,4.2410688407216865e-10,-1.7063192637814453e-11,-1.686192699179385e-10,-1.5283644491939921e-10,-7.608686112317289e-11,-4.8141035158388373e-11,-1.052429512345029e-11
0.5525,4.30105179992215e-10,-1.4909221687877012e-11,-1.6724286992273668e-10,-1.5317821423481838e-10,-7.6700841392791294e-11,-4.9436819705772314e-11,-1.2018937997436889e-11
0.555,4.3747271132444201e-10,-1.2335504573304028e-11,-1.6527304647316874e-10,-1.5311439165970529e-10,-7.7078705680432493e-11,-5.0498319618324473e-11,-1.3369958024312867e-11
0.5575,4.4586017841223966e-10,-9.4532193235814822e-12,-1.6282984420817692e-10,-1.5269103502635441e-10,-7.7221171369514688e-11,-5.1255183604433408e-11,-1.4472620970519409e-11
0.56,4.548621716168942e-10,-6.3961256937698102e-12,-1.6005683230019968e-10,-1.5197250687441997e-10,-7.7144635748919812e-11,-5.1669651322990196e-11,-1.5257602505870459e-11
0.5625,4.6402966591183128e-10,-3.3042749079417934e-12,-1.5711394880990447e-10,-1.510385701316301e-10,-7.6881333155617202e-11,-5.1744396462595134e-11,-1.5701266739082228e-11
0.565,4.7289605204469935e-10,-3.222626156553715e-13,-1.5416915099226163e-10,-1.4997955650701194e-10,-7.6478220586414868e-11,-5.1518278610630584e-11,-1.5825408140057104e-11
0.5675,4.8100571127026941e-10,2.4101426043315034e-12,-1.5139073649451534e-10,-1.4889286069824478e-10,-7.5992682537178041e-11,-5.105949635065263e-11,-1.5689930465122748e-11
0.57,4.8793645668067001e-10,4.7652471687894493e-12,-1.4893655113997389e-10,-1.4787707360569067e-10,-7.5486732859033312e-11,-5.0457990772593984e-11,-1.5377634712920649e-11
0.5725,4.9333237325445703e-10,6.6347876274197142e-12,-1.4694420712380481e-10,-1.4702372240621345e-10,-7.502372778991967e-11,-4.9809691530358672e-11,-1.4978078071287703e-11
0.575,4.9692685493225009e-10,7.9424928570025928e-12,-1.4552417195407106e-10,-1.4641429743112711e-10,-7.4660724088862199e-11,-4.9195344066157275e-11,-1.4568294356254332e-11
0.5775,4.9855396979864966e-10,8.6380776133546134e-12,-1.4475151485991996e-10,-1.4611267555767871e-10,-7.4444991302730781e-11,-4.8677522344820757e-11,-1.4197998520430156e-11
0.58,4.9816934510862425e-10,8.7125711361703683e-12,-1.4465973481784532e-10,-1.4615879997079008e-10,-7.4408453720720901e-11,-4.8294443512352584e-11,-1.3881197376126195e-11
0.5825,4.9584792679037904e-10,8.1908284038511441e-12,-1.4524146824756304e-10,-1.4656968951503513e-10,-7.4567675249493017e-11,-4.8057137864526294e-11,-1.3601091901310726e-11
0.585,4.9177646398115471e-10,7.131406176562921e-12,-1.4644960008442205e-10,-1.4733658197063652e-10,-7.4920026079041838e-11,-4.7948661556824063e-11,-1.331177274098266e-11
0.5875,4.8624775904643715e-10,5.6234189304157171e-12,-1.4819984808738706e-10,-1.4842549173178207e-10,-7.544686550832614e-11,-4.7932509020862132e-11,-1.2951077409027782e-11
0.59,4.7962791677624375e-10,3.7773416639906638e-12,-1.5037873452032745e-10,-1.4978119782051536e-10,-7.6115917689303195e-11,-4.7961111854656557e-11,-1.245647288850347e-11
0.5925,4.7233626410962863e-10,1.7198014590080922e-12,-1.5285063422189685e-10,-1.513331866478202e-10,-7.6885965340743246e-11,-4.7986329493511303e-11,-1.1781104366751191e-11
0.595,4.6481406100726937e-10,-4.1470409359642631e-13,-1.5546883297003378e-10,-1.5300183927019929e-10,-7.7712067891503928e-11,-4.7968943095796873e-11,-1.090644483601346e-11
0.5975,4.574985881197418e-10,-2.4926084784339112e-12,-1.5808409360043706e-10,-1.5470510196054535e-10,-7.8550681996548611e-11,-4.788533767172958e-11,-9.8491539614487885e-12
0.6,4.5079467802068559e-10,-4.3876010328738315e-12,-1.6055233755140824e-10,-1.5636336856019692e-10,-7.9363459726565863e-11,-4.7730802674352607e-11,-8.661325900482665e-12
0.6025,4.4505083888678845e-10,-5.986428320255232e-12,-1.6274183499696818e-10,-1.5790483991579042e-10,-8.0119450359047163e-11,-4.7519119974559359e-11,-7.4230835198299813e-12
0.605,4.4054216275213404e-10,-7.1956516491998341e-12,-1.6454112709792567e-10,-1.5926909529422857e-10,-8.079564214899941e-11,-4.7280520714975689e-11,-6.2326560475853475e-12
0.6075,4.3745916196362486e-10,-7.9459548741869615e-12,-1.6586443674500705e-10,-1.6041223883689154e-10,-8.1380328484401067e-11,-4.7056986668522054e-11,-5.191559650544137e-12
0.61,4.3589989166744897e-10,-8.1940536116035817e-12,-1.6665550012277308e-10,-1.6130597140273596e-10,-8.1871944046892011e-11,-4.6891264850678492e-11,-4.390716459974633e-12
0.6125,4.3587125128585392e-10,-7.9239779529778413e-12,-1.6688734511627023e-10,-1.6194093464717246e-10,-8.227679130499257e-11,-4.6824489778854556e-11,-3.8968047980729435e-12
0.615,4.3729935021824104e-10,-7.1458459283044229e-12,-1.6656310453794352e-10,-1.6232342808939584e-10,-8.2606818510458686e-11,-4.6889306571477132e-11,-3.7474543921717362e-12
0.6175,4.400417176936613e-10,-5.8935578406957179e-12,-1.6571443075253446e-10,-1.6247151316517724e-10,-8.2876516423610663e-11,-4.7104115648013054e-11,-3.9480281001999731e-12
0.62,4.4390116153301754e-10,-4.2208266201702313e-12,-1.6439661784767841e-10,-1.6241470684475688e-10,-8.3101707498958485e-11,-4.7473064808912687e-11,-4.4754577213827726e-12
0.6225,4.4863894915582438e-10,-2.2008003549532975e-12,-1.6268558338681703e-10,-1.6219301629005752e-10,-8.329939456228212e-11,-4.7985209379952813e-11,-5.2835336802516981e-12
0.625,4.5399795577624115e-10,8.9377041862118457e-14,-1.6067138501005654e-10,-1.6185298675995621e-10,-8.3486233414007571e-11,-4.8618365940908113e-11,-6.3092451337124381e-12
0.6275,4.5971314035170472e-10,2.5609563003061553e-12,-1.5845422857321444e-10,-1.6144477221902985e-10,-8.3677438690123141e-11,-4.9343358792808118e-11,-7.4819440913184623e-12
0.63,4.6552760516940899e-10,5.1235657862228668e-12,-1.56140455407677e-10,-1.6101862712650734e-10,-8.3888245975550289e-11,-5.0130765087482293e-11,-8.7338100850214078e-12
0.6325,4.7120181100159897e-10,7.6878380512080349e-12,-1.5383541116386567e-10,-1.6062577623581393e-10,-8.4132941163797952e-11,-5.0954899010484333e-11,-1.0005991465217857e-11
0.635,4.7652252859923149e-10,1.0172001354264661e-11,-1.5163968190783255e-10,-1.6031582205893026e-10,-8.442689566897561e-11,-5.1796862305672701e-11,-1.1251290437847541e-11
0.6375,4.813078673621206e-10,1.2502344000028788e-11,-1.4964630010034958e-10,-1.6013578769461099e-10,-8.4786938264390048e-11,-5.2644883310475483e-11,-1.243313972709171e-11
0.64,4.8541451502755115e-10,1.4614301618439329e-11,-1.4793708495282695e-10,-1.6012733792078323e-10,-8.5229464169687934e-11,-5.3492887372958549e-11,-1.3523537444864938e-11
0.6425,4.8873332312668422e-10,1.645331148110749e-11,-1.4657864193253823e-10,-1.6032561123731019e-10,-8.5768523681454342e-11,-5.4338910526947603e-11,-1.4500218261213794e-11
0.645,4.9119710692809436e-10,1.7980355959967157e-11,-1.4562066430257931e-10,-1.6075507512503164e-10,-8.6415713925075006e-11,-5.5183572440202514e-11,-1.5344368701435026e-11
0.6475,4.9276564842618673e-10,1.9168622022594167e-11,-1.4509247432908381e-10,-1.614295568948641e-10,-8.7177355477457937e-11,-5.6023693937018323e-11,-1.6037760437315168e-11
0.65,4.9342905210797676e-10,2.0004939980020955e-11,-1.4500447437657126e-10,-1.6234919739057642e-10,-8.8051931960959117e-11,-5.6853961845067167e-11,-1.656249454165271e-11
0.6525,4.9320547644694238e-10,2.0489178231207294e-11,-1.4534711854560432e-10,-1.6350053256510369e-10,-8.9029951811240499e-11,-5.7660203396485696e-11,-1.6901110030400657e-11
