Physical Time (s),etp_top Monitor (W): top_cv1,etp_top Monitor (W): top_cv2,etp_top Monitor (W): top_cv3,etp_top Monitor (W): top_cv4,etp_top Monitor (W): top_cv5,etp_top Monitor (W): top_cv6,etp_top Monitor (W): top_cv7
0.365,6.3364017796716976e-09,-2.1313857743460294e-10,8.2713380840444432e-10,1.9846102628558909e-09,1.413211206399673e-09,6.9177142388019858e-10,-3.829548449105967e-10
0.3675,7.1110914061736643e-09,-1.826967850282113e-10,7.6868469703525412e-10,1.8592578473811131e-09,1.3510249454679919e-09,8.0115502835975083e-10,-2.0926575144695316e-10
0.37,7.8420848985838492e-09,-1.5952877821386418e-10,6.6813950545913549e-10,1.674754855775424e-09,1.2620755971254296e-09,9.4287093117294116e-10,4.1656991908474537e-11
0.3725,8.4522117462188886e-09,-1.4211175935764687e-10,5.4185920751853512e-10,1.4445127592544341e-09,1.1407872539568769e-09,1.0536530613564893e-09,2.9654421435265238e-10
0.375,8.86852304818359e-09,-1.2887371957635665e-10,4.0442383693513844e-10,1.1797678750875836e-09,9.8094973875158168e-10,1.0756999224597967e-09,4.8175853371143788e-10
0.3775,9.0308332132164566e-09,-1.1685018924247537e-10,2.7001833926544481e-10,8.9123768339023047e-10,7.8026775854117619e-10,9.7547930704519552e-10,5.4690229723298216e-10
0.38,8.9033925169089496e-09,-1.0216660254166993e-10,1.5120108297382991e-10,5.8956501955120262e-10,5.4304376251733468e-10,7.5266428909312834e-10,4.7993047681239859e-10
0.3825,8.4753696002586926e-09,-7.9230137740399429e-11,5.9276545504472592e-11,2.8664610012252105e-10,2.8005472287671436e-10,4.3767414789579271e-10,3.0984486072208925e-10
0.385,7.7631917613995899e-09,-4.1968162940422682e-11,2.6606458728225492e-12,-6.8572372743680082e-12,5.5434439610166163e-12,7.9931174954721492e-11,9.4306286181491527e-11
0.3875,6.8015992389384883e-09,1.4490977578739476e-11,-1.4993460526546538e-11,-2.8172583985972686e-10,-2.6631412827247928e-10,-2.6877071002510468e-10,-1.0234376940931004e-10
0.39,5.637330662277701e-09,9.2009446413202763e-11,1.6293986719417852e-12,-5.3405616914735599e-10,-5.2450179086112139e-10,-5.6921046528527903e-10,-2.321997579836726e-10
0.3925,4.3254969611298734e-09,1.8801435633738129e-10,4.0758635476999488e-11,-7.6363487299548772e-10,-7.6189851298164511e-10,-8.04598602114672e-10,-2.7955303770812192e-10
0.395,2.9208502659541501e-09,2.9477245998040751e-10,8.2278584017097806e-11,-9.760972674065549e-10,-9.7601879986378128e-10,-9.8029159979807759e-10,-2.6207349590260394e-10
0.3975,1.4728194456827181e-09,3.9988171029792651e-10,1.0109860968142335e-10,-1.1790320263013832e-09,-1.1669108418589318e-09,-1.1157786728689884e-09,-2.1824340022013769e-10
0.4,2.5030688473862744e-11,4.8872883121988066e-10,7.2833511958639955e-11,-1.3799626662901954e-09,-1.334857852052177e-09,-1.2321246179441501e-09,-1.8729024581227367e-10
0.4025,-1.3850413336027787e-09,5.4731364472717148e-10,-2.1089108306251037e-11,-1.5826840194773094e-09,-1.4782520743581093e-09,-1.3398383893839817e-09,-1.9131296732872845e-10
0.405,-2.7248842881486024e-09,5.6513433781493519e-10,-1.8885315591060521e-10,-1.7852160272972875e-09,-1.5924335830839947e-09,-1.4330986622601436e-09,-2.2755446812881784e-10
0.4075,-3.9618282692689929e-09,5.3759741471085565e-10,-4.2558321517079459e-10,-1.9785131573100451e-09,-1.6696339565005554e-09,-1.4921461495329892e-09,-2.7325624771909546e-10
0.41,-5.0609704543924774e-09,4.6767648353141634e-10,-7.1211995371193857e-10,-2.1469200243009781e-09,-1.7003372424269687e-09,-1.4923262098810364e-09,-2.9953584387849072e-10
0.4125,-5.9840456642237996e-09,3.6536320584746223e-10,-1.0183529044160582e-09,-2.2711703144546377e-09,-1.675777818706639e-09,-1.4155207528015151e-09,-2.8666286040784698e-10
0.415,-6.6923536658635075e-09,2.4534151124299056e-10,-1.307371184736203e-09,-2.3307824340711331e-09,-1.5907083813182761e-09,-1.259088223581065e-09,-2.3329480933317807e-10
0.4175,-7.1503920957386422e-09,1.2453133499464725e-10,-1.5408222688234415e-09,-2.3083274332980005e-09,-1.4456756574341821e-09,-1.0383025815435715e-09,-1.5585256245448912e-10
0.42,-7.3321581317713496e-09,1.9277423548571315e-11,-1.6840391914843101e-09,-2.1925787690717673e-09,-1.2478694121183682e-09,-7.817759659912406e-10,-7.954982706272633e-11
0.4225,-7.2249525172401247e-09,-5.7542723038746953e-11,-1.7115910482180985e-09,-1.980862209893581e-09,-1.009554906624696e-09,-5.2241111351956887e-10,-2.6328964445043381e-11
0.425,-6.8319436526288468e-09,-9.801106907209194e-11,-1.6090418732325004e-09,-1.6781055280965948e-09,-7.4655079966864811e-10,-2.8757219230336698e-10,-5.714430205526378e-12
0.4275,-6.171725752363212e-09,-1.0020873968789147e-10,-1.3753376646684765e-09,-1.2965715759502e-09,-4.7362471120891181e-10,-9.2067715062757758e-11,-1.2294709897671023e-11
0.43,-5.2739369210308962e-09,-6.6827608143462308e-11,-1.0199696271580685e-09,-8.5112962691902864e-10,-2.0205120613378631e-10,6.4193625932539556e-11,-2.9957472437461944e-11
0.4325,-4.1753428414473961e-09,-3.9491834468029327e-12,-5.592017834292814e-10,-3.5719447946150132e-10,6.2125256558514493e-11,1.9292793352059257e-10,-3.9885084411378919e-11
0.435,-2.9173312227668054e-09,8.1087748962961877e-11,-1.4440738716987182e-11,1.707476020600315e-10,3.1778708932524588e-10,3.1119343659096759e-10,-2.8322652489074452e-11
0.4375,-1.5441459872472066e-09,1.8071970069217412e-10,5.9125469698852123e-10,7.2065865158772403e-10,5.6701734683616377e-10,4.3430531739837977e-10,8.8611408637523301e-12
0.44,-1.0263477906673048e-10,2.884736262917893e-10,1.2341690635238074e-09,1.281936612848498e-09,8.1266447353582822e-10,5.7059478433965376e-10,6.5986468331663275e-11
0.4425,1.3555366335344027e-09,3.9956522817307333e-10,1.8915143120370532e-09,1.8439099058220335e-09,1.0556723610204682e-09,7.1897888071268869e-10,1.3086808571430715e-10
0.445,2.7759548072454772e-09,5.1067540642713413e-10,2.5412951553331147e-09,2.3937826351781067e-09,1.2932402622759638e-09,8.6989321302573767e-10,1.8974763359401402e-10
0.4475,4.0948509389400345e-09,6.1917102355831721e-10,3.161620094816697e-09,2.9154226123530994e-09,1.5177506763521107e-09,1.0085782539383499e-09,2.31694803595083e-10
0.45,5.2482932282634414e-09,7.2312855698619438e-10,3.729037752774087e-09,3.3892195399236186e-09,1.7187078914499519e-09,1.1198465778897319e-09,2.5118420458280781e-10
0.4525,6.174448069485941e-09,8.2039074389822986e-10,4.2198530586417289e-09,3.7914010459766674e-09,1.8834784823931618e-09,1.1922727671567184e-09,2.4849367229916955e-10
0.455,6.8188848808740335e-09,9.0776347605506323e-10,4.6091387726329409e-09,4.0973317530226818e-09,1.9997617513100898e-09,1.2207626977894482e-09,2.2835130110351037e-10
0.4575,7.1365621816316024e-09,9.8114199509503507e-10,4.8740912734104063e-09,4.2848239783106164e-09,2.0584141019133045e-09,1.2070041835019151e-09,1.9775344639256824e-10
0.46,7.0965838744256231e-09,1.0358831203484327e-09,4.9941226573138765e-09,4.3356032542768497e-09,2.0535770001172145e-09,1.1576127477033752e-09,1.6381691482939963e-10
0.4625,6.6917930174631615e-09,1.0675847239463473e-09,4.9559798791240277e-09,4.2406310133707943e-09,1.9852406008847076e-09,1.0830411947683537e-09,1.3266000143275593e-10
0.465,5.9397109544695094e-09,1.0732174846911754e-09,4.7566384649658915e-09,3.9998241810042824e-09,1.8563371619182521e-09,9.920863699612015e-10,1.0795085610664285e-10
0.4675,4.8753484857647561e-09,1.0509819968816588e-09,4.4021435966214434e-09,3.6209631385877171e-09,1.6717482641790695e-09,8.9033232372360312e-10,9.1183102478968862e-11
0.47,3.5506485014786282e-09,1.0014837947020547e-09,3.9105065983934218e-09,3.1222216545034249e-09,1.438671479190485e-09,7.7971470890154507e-10,8.1912609426358439e-11
0.4725,2.0302140538102683e-09,9.2774340412667875e-10,3.3104314053253207e-09,2.5301681523773315e-09,1.1657856273883124e-09,6.5873702002568065e-10,7.8029189088017295e-11
0.475,3.8103963934655922e-10,8.3570323102456662e-10,2.640581507395635e-09,1.8771406965396944e-09,8.6364260072832873e-10,5.2410000678240093e-10,7.6101966410476151e-11
0.4775,-1.3271837683155898e-09,7.3315591451836487e-10,1.9432861351843989e-09,1.1987091401081201e-09,5.4444747548930291e-10,3.7319055504216855e-10,7.1921247433446064e-11
0.48,-3.0325425752260936e-09,6.2900272208525793e-10,1.2637150234295467e-09,5.3240603470391777e-10,2.2175411190152366e-10,2.0575999184390623e-10,6.1241950481569161e-11
0.4825,-4.6790033694336576e-09,5.319033718951044e-10,6.4355570901504938e-10,-8.7671891559069939e-11,-9.0235638059098196e-11,2.5557538499514572e-11,4.0828034739501832e-11
0.485,-6.2196361803457249e-09,4.4938423385751882e-10,1.1680415729760179e-10,-6.3136379483997605e-10,-3.7764664363096866e-10,-1.6002575249935417e-10,9.548054829258692e-12
0.4875,-7.6153945487333531e-09,3.8681263465588902e-10,-2.9292343479039342e-10,-1.0781897359747611e-09,-6.2851008205785318e-10,-3.4072398399665856e-10,-3.0939240220303774e-11
0.49,-8.8281612691856179e-09,3.459020792775182e-10,-5.7511716585574302e-10,-1.4163330866646172e-09,-8.340150937327944e-10,-5.0498680738621678e-10,-7.6214472258181484e-11
0.4925,-9.8226590203360999e-09,3.2563101829544239e-10,-7.3007424469768899e-10,-1.6430621492414785e-09,-9.8941879803712803e-10,-6.425334426148856e-10,-1.1995790110649148e-10
0.495,-1.0564458969993317e-08,3.2256047625828188e-10,-7.6885166462755475e-10,-1.7636748694264838e-09,-1.0940404802527599e-09,-7.4623624074897399e-10,-1.5560932632019187e-10
0.4975,-1.1019954926956434e-08,3.317149544988402e-10,-7.0895093169313648e-10,-1.7889761337383808e-09,-1.150826204943165e-09,-8.1357749228373616e-10,-1.7823157991307492e-10
0.5,-1.1156311738955665e-08,3.4789399316231388e-10,-5.7167746586175657e-10,-1.7331790756979793e-09,-1.1650836267421828e-09,-8.4641950891806042e-10,-1.8581718309686819e-10
0.5025,-1.0949865927332144e-08,3.6649140073893039e-10,-3.7970489048699453e-10,-1.6119000071549549e-09,-1.1432091108121172e-09,-8.499138544569178e-10,-1.7975545657790314e-10
0.505,-1.0389997327225707e-08,3.8450514597599866e-10,-1.5353323016875862e-10,-1.440167372123754e-09,-1.0917155659347406e-09,-8.3111934866106448e-10,-1.6428929489254507e-10
0.5075,-9.4815402206499543e-09,4.0063582605867547e-10,9.0664448708037003e-11,-1.229917013586934e-09,-1.0156270320330236e-09,-7.9624250454789392e-10,-1.4472438131806964e-10
0.51,-8.2497868601467236e-09,4.1488238193237505e-10,3.4085266408643035e-10,-9.9004142870543627e-10,-9.1773107219871452e-10,-7.487365353492975e-10,-1.255223021742399e-10
0.5125,-6.7423114661292164e-09,4.2788935762359292e-10,5.9001079220433233e-10,-7.2609085875752119e-10,-7.988379417381348e-10,-6.8866686684199004e-10,-1.0896628201732132e-10
0.515,-5.0272924080002343e-09,4.403927242367952e-10,8.3372684101292532e-10,-4.4134397352142037e-10,-6.5817690842971174e-10,-6.1302715439534115e-10,-9.485815641122195e-11
0.5175,-3.1908821064034842e-09,4.5268103087438282e-10,1.0697372496021747e-09,-1.3741553023541784e-10,-4.9431551983372026e-10,-5.1744050450985113e-10,-8.1270858367967998e-11
0.52,-1.3255989337652493e-09,4.6464624221923846e-10,1.2980679179954867e-09,1.8525534352710753e-10,-3.0578555729481521e-10,-3.9789638509348704e-10,-6.5893291263979905e-11
0.5225,4.7887989225503376e-10,4.7562123377971843e-10,1.5182984403533595e-09,5.2468630408936747e-10,-9.2600267685294465e-11,-2.5264835999424462e-10,-4.7277746470105956e-11
0.525,2.14238123710317e-09,4.8484371288102555e-10,1.7310554247150303e-09,8.7927030386444441e-10,1.4387048050825878e-10,-8.290209414664011e-11,-2.5449606292038395e-11
0.5275,3.6012524254411773e-09,4.9147604187533589e-10,1.9354462942958903e-09,1.2448308971547134e-09,3.998073959311837e-10,1.0720360371976429e-10,-1.6517495848055802e-12
0.53,4.8121658620868858e-09,4.9485909338071298e-10,2.1300280066592454e-09,1.6160711725276694e-09,6.6985104920979523e-10,3.1162275889197688e-10,2.2603586961045623e-11
0.5325,5.7531573575642284e-09,4.9425625071037511e-10,2.3107407327955449e-09,1.9848186572556033e-09,9.466323249891087e-10,5.2349808577428143e-10,4.6624004235514593e-11
0.535,6.4196698206123916e-09,4.8906373926756598e-10,2.4712622909210467e-09,2.3400859923128947e-09,1.2213537325506987e-09,7.3615960861282172e-10,7.1169181133104253e-11
0.5375,6.820669089739817e-09,4.7856993587870513e-10,2.6026941673545701e-09,2.6680362940425206e-09,1.4838239664493575e-09,9.4338582854735713e-10,9.8322827037434304e-11
0.54,6.9751372366151013e-09,4.6215810949063096e-10,2.6950585494612489e-09,2.9520356067419376e-09,1.722166693197452e-09,1.1388388300416785e-09,1.3055295516886531e-10
0.5425,6.9087156244632871e-09,4.3906844167931472e-10,2.7361049186652453e-09,3.1737816183793823e-09,1.9237214793866593e-09,1.3153409054320084e-09,1.6927566070382949e-10
0.545,6.6514905331741896e-09,4.0907737947618551e-10,2.7159007563675978e-09,3.3150241390568377e-09,2.0754460271657837e-09,1.4641905021244947e-09,2.1368387269611469e-10
0.5475,6.2341691452677344e-09,3.7220435770004995e-10,2.6265758603527867e-09,3.3598588839248124e-09,2.1652201837077023e-09,1.5751309759859544e-09,2.6019523308606134e-10
0.55,5.6868988252901902e-09,3.2907760658841823e-10,2.4632687695754281e-09,3.295944848852985e-09,2.1831532285875266e-09,1.6373385137546905e-09,3.0287218148536006e-10
0.5525,5.0382797606065706e-09,2.8096474518277737e-10,2.2264846668591388e-09,3.1165876984129783e-09,2.1221117038831497e-09,1.6406090751880149e-09,3.3462596670942889e-10
0.555,4.3173811636377456e-09,2.2991224011473097e-10,1.9219542053952356e-09,2.8219629010246131e-09,1.9792070805525579e-09,1.5774275098453332e-09,3.4887075708780067e-10
0.5575,3.5509872225834348e-09,1.7840170794035751e-10,1.5604148295831934e-09,2.4196080071433269e-09,1.7565503457251155e-09,1.4447744471870434e-09,3.4112254082339026e-10
0.56,2.7695143562815401e-09,1.284950931807476e-10,1.1557655350875894e-09,1.9232644247794054e-09,1.461054472073637e-09,1.2452878599639514e-09,3.1004491185603897e-10
0.5625,2.0025332659441341e-09,8.1883784938563008e-11,7.2334990413567679e-10,1.3519236899978035e-09,1.1038786384208839e-09,9.8722036742887783e-10,2.5765407609812754e-10
0.565,1.278341574381156e-09,3.9970395790791103e-11,2.7919992736810974e-10,7.2750869318174501e-10,6.9984569797464692e-10,6.8342674168162318e-10,1.886195583624165e-10
0.5675,6.2502094056549647e-10,3.3452696546839617e-12,-1.6193181910357676e-10,7.3660163807262922e-11,2.6539157526599511e-10,3.4942327734142021e-10,1.0902214141182389e-10
0.57,6.6749656832006356e-11,-2.7853326164984043e-11,-5.8702467889192216e-10,-5.8678717898027423e-10,-1.8262621992477308e-10,1.1270273113236889e-12,2.4898717791968321e-11
0.5725,-3.7536599710365147e-10,-5.405688479013919e-11,-9.8527895113414032e-10,-1.2315767955081121e-09,-6.2816322691803706e-10,-3.4685694402504959e-10,-5.878514212571664e-11
0.575,-6.8633308004024587e-10,-7.5915190660975571e-11,-1.3479150328586889e-09,-1.8414911066665395e-09,-1.056483147966593e-09,-6.8201894018880172e-10,-1.386244669197013e-10
0.5775,-8.5906577331109975e-10,-9.413003643323256e-11,-1.6688015714353559e-09,-2.4002076479933409e-09,-1.4553671973467434e-09,-9.9448124666566726e-10,-2.1245481204472513e-10
0.58,-8.946646079057904e-10,-1.0961099550872707e-10,-1.9430144167038157e-09,-2.8933059557535794e-09,-1.814119269886341e-09,-1.2763712066195587e-09,-2.7878037292815204e-10
0.5825,-8.0063779517430943e-10,-1.2265225266216017e-10,-2.1660844151711784e-09,-3.3089587845242855e-09,-2.1236774375539893e-09,-1.5208962416067109e-09,-3.3582603449057832e-10
0.585,-5.9115493519592541e-10,-1.335846701965806e-10,-2.3348924357332135e-09,-3.6370351723450321e-09,-2.3762318240136532e-09,-1.7216975852005341e-09,-3.8104732468729923e-10
0.5875,-2.8341405026927278e-10,-1.4255150610764563e-10,-2.4471850583658555e-09,-3.8692312793636824e-09,-2.5647717534899852e-09,-1.872500857766961e-09,-4.1117068478169684e-10
0.59,1.0201826652177849e-10,-1.4944018152421472e-10,-2.5013549553989013e-09,-3.9999265003394865e-09,-2.6833486700576246e-09,-1.9674594908326588e-09,-4.2295869043104011e-10
0.5925,5.4506206558567693e-10,-1.5432342882847342e-10,-2.4976040897498221e-09,-4.0260818432930322e-09,-2.7276246580725209e-09,-2.0020312632842977e-09,-4.1435647637236586e-10
0.595,1.0278226836158112e-09,-1.5743133236842527e-10,-2.438088042327552e-09,-3.947677855847582e-09,-2.6952841828875819e-09,-1.9739931538865001e-09,-3.8559092197248163e-10
0.5975,1.5368196657810681e-09,-1.5930014178025699e-10,-2.3276260664945354e-09,-3.7685908136168354e-09,-2.5865263812997714e-09,-1.8840474820122218e-09,-3.3969612673857093e-10
0.6,2.0627594636343091e-09,-1.6082955508170007e-10,-2.1740666448618699e-09,-3.4971546600372514e-09,-2.404619574810479e-09,-1.7361906522663336e-09,-2.8226028262666088e-10
0.6025,2.5993126004353106e-09,-1.6329384032767672e-10,-1.9881579527968284e-09,-3.1462056335189502e-09,-2.1563020670997493e-09,-1.5375384443512133e-09,-2.203392379806745e-10
0.605,3.1442160036683546e-09,-1.6796753720982406e-10,-1.7821929418386375e-09,-2.7321813645397796e-09,-1.8514221689021003e-09,-1.2975488456279474e-09,-1.608938778456442e-10
0.6075,3.6990061908158042e-09,-1.7595430853668763e-10,-1.5691713579265063e-09,-2.273661245089174e-09,-1.5019709828094556e-09,-1.0267757895974926e-09,-1.0911165467874192e-10
0.61,4.2669631400268729e-09,-1.878087810750415e-10,-1.3612820671702298e-09,-1.7910251004563579e-09,-1.1224019973890124e-09,-7.3562017912068422e-10,-6.7231512476837703e-11
0.6125,4.8514869639790699e-09,-2.0315616793834688e-10,-1.1685568491596587e-09,-1.3040153992918482e-09,-7.2789970045613825e-10,-4.3413519179015051e-10,-3.4282027359013696e-11
0.615,5.4561211525376709e-09,-2.211219641960599e-10,-9.9826378926267535e-10,-8.3065640829942423e-10,-3.3304950780671193e-10,-1.3129393389229054e-10,-6.7423315636156781e-12
0.6175,6.0818331891814264e-09,-2.3978878249915686e-10,-8.534402007562091e-10,-3.8746531231230492e-10,4.7710080025019884e-11,1.6452210913284101e-10,2.0132709204106612e-11
0.62,6.7267121115817194e-09,-2.5691295901454029e-10,-7.3508761513931088e-10,1.3184511972329885e-11,4.0123055344708696e-10,4.4562715737433446e-10,5.0784739505037042e-11
0.6225,7.3836950231329641e-09,-2.703381836020964e-10,-6.4025668970912696e-10,3.6192497064382682e-10,7.1589064297647466e-10,7.0396803185695256e-10,8.7975811319123135e-11
0.625,8.0411901188253338e-09,-2.7800848132273036e-10,-5.6438536633341947e-10,6.5272450977255514e-10,9.8246224748825493e-10,9.3142547851864596e-10,1.3195569480484302e-10
0.6275,8.6825252934387008e-09,-2.7866601212897186e-10,-5.0245221631987492e-10,8.8195671492156722e-10,1.1934674523054045e-09,1.1196087527552024e-09,1.8030864094562681e-10
0.63,9.2865544756333512e-09,-2.7165093069478042e-10,-4.4905193716391441e-10,1.0482518094980835e-09,1.3437116882759223e-09,1.2606494107203648e-09,2.2855177469310183e-10
0.6325,9.8289497128872576e-09,-2.5729706557048691e-10,-4.0037220870072519e-10,1.1518647451949741e-09,1.4300759292234866e-09,1.3479683110972089e-09,2.7109620043120341e-10
0.635,1.0284621744389102e-08,-2.3670375064781795e-10,-3.5399796716006838e-10,1.1938595082015432e-09,1.4515785057188863e-09,1.3767658851710421e-09,3.0226095025403962e-10
0.6375,1.0628380017374996e-08,-2.1149264394440644e-10,-3.0996256922975305e-10,1.1757095541741539e-09,1.4089464334251351e-09,1.3443947008354276e-09,3.1711047875389855e-10
0.64,1.0837890802662518e-08,-1.83497477019134e-10,-2.7018115283533789e-10,1.0992921033454967e-09,1.304811049187858e-09,1.2510672342837851e-09,3.1220059406913383e-10
0.6425,1.0896881732913315e-08,-1.5461283478970216e-10,-2.3830423178100084e-10,9.6677917078035771e-10,1.1432433828231857e-09,1.0997687017663731e-09,2.8598137054401299e-10
0.645,1.0796833033108765e-08,-1.2643268492004453e-10,-2.1971524936006157e-10,7.8021962191282702e-10,9.2956006485973759e-10,8.9594249704265713e-10,2.3889772661762745e-10
0.6475,1.0535184816329143e-08,-1.0031255403562226e-10,-2.2008376334394109e-10,5.4186255107802149e-10,6.6997039363680885e-10,6.4714246999422074e-10,1.733262861055621e-10
0.65,1.0116540022083563e-08,-7.7184719151869587e-11,-2.4547216030667151e-10,2.5384060370842813e-10,3.7117247775583476e-10,3.6276325339985376e-10,9.3496273623657011e-11
0.6525,9.5530429216157746e-09,-5.7880521389909439e-11,-3.0176140243434372e-10,-8.0115341260070673e-11,4.1309184867546456e-11,5.3682220955050028e-11,5.007221765765587e-12
0.655,8.8606963667756669e-09,-4.3062811052177227e-11,-3.9329964339804904e-10,-4.5491557253159891e-10,-3.1094615110323013e-10,-2.6837122364164619e-10,-8.5561517143304417e-11
0.6575,8.0611538603838766e-09,-3.3270325301994328e-11,-5.2278772230790648e-10,-8.6377587864829004e-10,-6.7571255332805865e-10,-5.9051058697906847e-10,-1.7148371985511491e-10
0.66,7.1770903054040083e-09,-2.9099125751276388e-11,-6.9121642310762884e-10,-1.2980301868637167e-09,-1.0424888283173146e-09,-8.9989320896947431e-10,-2.4647703654683652e-10
