Physical Time (s),enth_flux_viscous_right Monitor (W): right_cv1,enth_flux_viscous_right Monitor (W): right_cv2,enth_flux_viscous_right Monitor (W): right_cv3,enth_flux_viscous_right Monitor (W): right_cv4,enth_flux_viscous_right Monitor (W): right_cv5,enth_flux_viscous_right Monitor (W): right_cv6,enth_flux_viscous_right Monitor (W): right_cv7
0.36,1.8475565518912854e-08,6.2675323358892776e-10,-3.0855554954990393e-10,-2.0123274472449624e-10,-8.6400705050026662e-11,4.4361848585040015e-11,1.3819045486783564e-10
0.3625,1.8035636017989646e-08,7.1893035640289682e-10,-2.5919383338093864e-10,-1.6216196967546605e-10,-6.3268760117386325e-11,3.4349048903105346e-11,1.0620955212067733e-10
0.365,1.7596432542729445e-08,8.1245433659061662e-10,-2.0821720126292694e-10,-1.2132430688051659e-10,-3.8462549742171371e-11,2.4876840289821101e-11,7.0703764912580704e-11
0.3675,1.7156038190110186e-08,9.0472095589624272e-10,-1.5791784162772826e-10,-8.0542276785472469e-11,-1.2891412516140825e-11,1.6710557073969099e-11,3.2738208109718872e-11
0.37,1.6713397154166895e-08,9.934417590410636e-10,-1.1062689349349964e-10,-4.1724792584463409e-11,1.2398928387059249e-11,1.0360540400004755e-11,-6.2129847384850897e-12
0.3725,1.6266913103174087e-08,1.0766542114611953e-09,-6.8539363357509946e-11,-6.7271510065982491e-12,3.6288490099577177e-11,6.0548157708825565e-12,-4.4367098201173514e-11
0.375,1.5816428381924127e-08,1.1528213403342653e-09,-3.3524820189050289e-11,2.2783483806449022e-11,5.7656250112565818e-11,3.7579486582997447e-12,-7.978835176089054e-11
0.3775,1.5362451509845503e-08,1.2209423333186626e-09,-6.9500906007246796e-12,4.5455003781574677e-11,7.5442428011392622e-11,3.2218353053711503e-12,-1.1056714551122833e-10
0.38,1.4905255083394525e-08,1.2804596753878011e-09,1.0388447501491272e-11,6.0333408341871953e-11,8.8723702426169225e-11,4.0378081234062203e-12,-1.3500800434378639e-10
0.3825,1.444440943394921e-08,1.3313000118442666e-09,1.8361729123447906e-11,6.6933049491775461e-11,9.6770765216046549e-11,5.735017117808698e-12,-1.5180295689620124e-10
0.385,1.3980384017553719e-08,1.3736901254872012e-09,1.7422179358056008e-11,6.5250745827520575e-11,9.9113752218630804e-11,7.8563556897128142e-12,-1.6012091028209026e-10
0.3875,1.3512872154504456e-08,1.4082197364908567e-09,8.5009328590287639e-12,5.5736907447858251e-11,9.5582816962250642e-11,9.9998424979248112e-12,-1.596740003915215e-10
0.39,1.3041943495145115e-08,1.4356850361519366e-09,-7.1265033926899076e-12,3.9238615032169003e-11,8.6313890204043298e-11,1.1846900558909224e-11,-1.506892422451005e-10
0.3925,1.2568036022231179e-08,1.4570396569167284e-09,-2.8011330656467163e-11,1.6887110519105774e-11,7.1767030511139076e-11,1.3184569848373473e-11,-1.3385750848953939e-10
0.395,1.2090823150679523e-08,1.4732975223185339e-09,-5.2678780412922034e-11,-9.9971991766043755e-12,5.272170043157042e-11,1.3913830276050706e-11,-1.102337524145331e-10
0.3975,1.161076076536835e-08,1.4854531718541584e-09,-7.9749182436843363e-11,-3.9999239737138873e-11,3.0207146348212095e-11,1.4044228345904539e-11,-8.1126399678539543e-11
0.4,1.1127955612195419e-08,1.4944412043954852e-09,-1.0799982522857464e-10,-7.1693241387859215e-11,5.4427902198030878e-12,1.3704285536804158e-11,-4.799604442181652e-11
0.4025,1.0643379803122336e-08,1.501106418639157e-09,-1.3641154366183084e-10,-1.0371473015411974e-10,-2.025206443518353e-11,1.3123223369245656e-11,-1.2372456793552311e-11
0.405,1.0158083884715836e-08,1.5062182249827734e-09,-1.6411655641800437e-10,-1.3480746350790302e-10,-4.5542187754059624e-11,1.2621052176089854e-11,2.4203757235078454e-11
0.4075,9.6727195716013741e-09,1.5104546387123824e-09,-1.9045108313257998e-10,-1.6386281453467225e-10,-6.9156589251550651e-11,1.2561425298557084e-11,6.0233442838267875e-11
0.41,9.1885306313307426e-09,1.5144121359386852e-09,-2.1480547865652293e-10,-1.8994005331542218e-10,-8.9965010215746542e-11,1.3328607155230911e-11,9.4295165027811435e-11
0.4125,8.705535517371871e-09,1.518693336926725e-09,-2.3670404740774125e-10,-2.1227298754877197e-10,-1.070368381824635e-10,1.5281192940336039e-11,1.2508555000199827e-10
0.415,8.2243477415099197e-09,1.5238213747774883e-09,-2.5567926113891691e-10,-2.3027376445924646e-10,-1.196876913023e-10,1.8673914263842022e-11,1.5146428263475601e-10
0.4175,7.7455141795007118e-09,1.5303283448530183e-09,-2.7134901369832311e-10,-2.4353864644862614e-10,-1.275138367077378e-10,2.3642628124671037e-11,1.7250518931531054e-10
0.42,7.2690224967250441e-09,1.5387649104871419e-09,-2.8338332365701694e-10,-2.5185072948165157e-10,-1.3039431805025213e-10,3.0149041431460208e-11,1.8754255358850682e-10
0.4225,6.7951206182121209e-09,1.5497234232546944e-09,-2.9153909436551557e-10,-2.5519021558084938e-10,-1.2850387085578746e-10,3.7961902560918977e-11,1.9621524709501873e-10
0.425,6.3244406024021167e-09,1.5638667921317684e-09,-2.9569635780973735e-10,-2.5374716221550374e-10,-1.2227866758584876e-10,4.6644099787544193e-11,1.9849213788818802e-10
0.4275,5.8587552018803853e-09,1.5819568691989975e-09,-2.9587493359319521e-10,-2.4792539422399555e-10,-1.1238600868890384e-10,5.5602858383254397e-11,1.9468895251800117e-10
0.43,5.3994676213953419e-09,1.6048743106000819e-09,-2.922442271832034e-10,-2.3833589974900327e-10,-9.9681032972271439e-11,6.4133731544720642e-11,1.8540984706773201e-10
0.4325,4.9482785269171802e-09,1.6335441831329031e-09,-2.8513533600128353e-10,-2.2577207459437053e-10,-8.5163595160942536e-11,7.1494323177117048e-11,1.7152850092812047e-10
0.435,4.5066319528872909e-09,1.6688994403861096e-09,-2.7502412699428424e-10,-2.1118027448581137e-10,-6.9921952157289471e-11,7.6976745839026411e-11,1.5410125094548815e-10
0.4375,4.0755260596809413e-09,1.7118180681550682e-09,-2.6252877390483313e-10,-1.9559997286200702e-10,-5.5077282357380863e-11,7.9987550586269759e-11,1.3427066567116154e-10
0.44,3.6569997164887896e-09,1.7630285362887712e-09,-2.4837362218979755e-10,-1.8011122842806806e-10,-4.170942688741168e-11,8.0103306738287204e-11,1.1317407194873762e-10
0.4425,3.2523900690219556e-09,1.8229853556544269e-09,-2.3334742105041775e-10,-1.6574731188996042e-10,-3.0775687282001918e-11,7.7106278055958913e-11,9.1854173797562632e-11
0.445,2.8622470341643563e-09,1.8919053413436563e-09,-2.1826789317750278e-10,-1.5342168139757563e-10,-2.3039797055803722e-11,7.1004674967672584e-11,7.1182604071857281e-11
0.4475,2.4874066543723146e-09,1.9695668917784328e-09,-2.039310551559547e-10,-1.4383583188917208e-10,-1.8998043670231712e-11,6.2024839425791703e-11,5.1810716075726007e-11
0.45,2.1274777961074629e-09,2.055292793573556e-09,-1.9101253160731284e-10,-1.3742669766362846e-10,-1.8843932869406358e-11,5.0576548171846545e-11,3.4147587363974258e-11
0.4525,1.7809073178824344e-09,2.1479315288192311e-09,-1.8001738227345042e-10,-1.3432860292498528e-10,-2.244555046141947e-11,3.720548946958361e-11,1.8367823551614898e-11
0.455,1.4452909383917278e-09,2.2459498300076977e-09,-1.7126418685962523e-10,-1.3436827419209747e-10,-2.9356552985394133e-11,2.2536477530573157e-11,4.4396117674535595e-12
0.4575,1.1185680165213334e-09,2.3473693729661326e-09,-1.6487101617619639e-10,-1.37107605800316e-10,-3.8859688155236704e-11,7.2148448930619374e-12,-7.8295286199698295e-12
0.46,7.9789130745059778e-10,2.4501888195179265e-09,-1.6083958466038559e-10,-1.4190587606312975e-10,-5.0044661598668787e-11,-8.1292110470541098e-12,-1.8739188219983147e-11
0.4625,4.8001947159688218e-10,2.5520149259958238e-09,-1.5908067820070077e-10,-1.4796186513022548e-10,-6.1862113487166011e-11,-2.287744120804066e-11,-2.8622202470935832e-11
0.465,1.6200689507491265e-10,2.6507442436064584e-09,-1.5936365176517544e-10,-1.5444557120376576e-10,-7.3289607727995969e-11,-3.6504422249368766e-11,-3.7820617189621674e-11
0.4675,-1.5856151678451121e-10,2.7444380119602048e-09,-1.6142995197967923e-10,-1.6059472667239112e-10,-8.3421668530541044e-11,-4.8567472613069158e-11,-4.662214505846415e-11
0.47,-4.8507703730930946e-10,2.8311803079896633e-09,-1.6502706756470666e-10,-1.6578800707348688e-10,-9.1543542410605248e-11,-5.8703936218042727e-11,-5.5217707528216206e-11
0.4725,-8.1946202877636674e-10,2.9097084059534341e-09,-1.6986920485499501e-10,-1.6960647977310087e-10,-9.718615174789686e-11,-6.6636187248870178e-11,-6.3677210006343143e-11
0.475,-1.1627805756470109e-09,2.9794192975409532e-09,-1.7579331980961606e-10,-1.7185525451106636e-10,-1.0015908052383407e-10,-7.2180783069470088e-11,-7.1937213578951982e-11
0.4775,-1.5153840877307367e-09,3.040182151779196e-09,-1.8270643256165744e-10,-1.725626696672082e-10,-1.0053629389040699e-10,-7.5255446895712244e-11,-7.9801281077391155e-11
0.48,-1.8766216782770048e-09,3.0920177027074932e-09,-1.9059022410762836e-10,-1.7196197358471951e-10,-9.8628508607097337e-11,-7.589084119662543e-11,-8.695372469233156e-11
0.4825,-2.2457281645014821e-09,3.135659997609175e-09,-1.9954597093155862e-10,-1.7045321860591595e-10,-9.492813147715181e-11,-7.4234710201207694e-11,-9.2986984492380769e-11
0.485,-2.6209577196944372e-09,3.1717310689872122e-09,-2.0972566862301774e-10,-1.6855191313463327e-10,-9.0054927614780596e-11,-7.0558120508930188e-11,-9.743959629557212e-11
0.4875,-3.0007658589338059e-09,3.2015331362176022e-09,-2.2131080432586228e-10,-1.6682628220295429e-10,-8.4693811328122235e-11,-6.5231769610620112e-11,-9.9842628763274053e-11
0.49,-3.3826014605225306e-09,3.2265510806261179e-09,-2.3448115140283437e-10,-1.6583767137354259e-10,-7.9543168017681177e-11,-5.8702657028271809e-11,-9.9770123989571206e-11
0.4925,-3.7641167563965329e-09,3.248153056075819e-09,-2.493776189450865e-10,-1.6610268262921231e-10,-7.5258475991612265e-11,-5.1462517141070608e-11,-9.6887348238073574e-11
0.495,-4.1434274297650836e-09,3.2677487634539517e-09,-2.6605540315944984e-10,-1.6805174403922713e-10,-7.2416991936384695e-11,-4.4011733363778611e-11,-9.0992461913880443e-11
0.4975,-4.5189030223708345e-09,3.2866862791320728e-09,-2.8449254012033189e-10,-1.7200644895358968e-10,-7.1486450368255958e-11,-3.6821100602747303e-11,-8.2046434763073663e-11
0.5,-4.8883151584859376e-09,3.3062745695430947e-09,-3.0458174697547591e-10,-1.7816642693631669e-10,-7.2800195019443539e-11,-3.0304052514929161e-11,-7.019038640480965e-11
0.5025,-5.2518819339056602e-09,3.327432241876192e-09,-3.2611086681304275e-10,-1.8659294658127151e-10,-7.6532488557790901e-11,-2.4786514183155559e-11,-5.5765010220950443e-11
0.505,-5.6102660857572865e-09,3.3512076406631158e-09,-3.4881176810019757e-10,-1.972169570079562e-10,-8.2694135204286227e-11,-2.0484182793212076e-11,-3.9280221989143201e-11
0.5075,-5.9619949817002262e-09,3.3783279498070932e-09,-3.7237719023024821e-10,-2.0985265864104724e-10,-9.114067567477728e-11,-1.7498728505521399e-11,-2.1379199201933213e-11
0.51,-6.3071534456393966e-09,3.4093713785597778e-09,-3.9645603467225989e-10,-2.2420602747243605e-10,-1.0158496401767253e-10,-1.5831601868066498e-11,-2.8032653240793736e-12
0.5125,-6.6449204559073116e-09,3.444885172911059e-09,-4.2066015003037399e-10,-2.3988179776714558e-10,-1.1361517689823674e-10,-1.5400661988299586e-11,1.565103502424114e-11
0.515,-6.9747081633619655e-09,3.485264918403108e-09,-4.4456367907368698e-10,-2.5639423291185242e-10,-1.2672092668396564e-10,-1.60703721433889e-11,3.3172360722153399e-11
0.5175,-7.2972023080264783e-09,3.5307066819858677e-09,-4.6769041385826261e-10,-2.7318964050421576e-10,-1.4032236317071936e-10,-1.7663288757105537e-11,4.8974014251398403e-11
0.52,-7.6123550010867478e-09,3.5815133087218422e-09,-4.8951898403131723e-10,-2.8965514254036366e-10,-1.5380765475089307e-10,-2.0001791894992002e-11,6.2331564609671368e-11
0.5225,-7.9196124517055245e-09,3.6378623351573925e-09,-5.0948854757781035e-10,-3.0515333692622928e-10,-1.6657195091470028e-10,-2.2926822025286762e-11,7.2611643895748541e-11
0.525,-8.2184445455646375e-09,3.6997365622664677e-09,-5.2701024842977328e-10,-3.1904550412387003e-10,-1.7805429542919085e-10,-2.6314331102576836e-11,7.9302359562609193e-11
0.5275,-8.5084946275876477e-09,3.7674375021470056e-09,-5.4146770761605072e-10,-3.3073212838604648e-10,-1.8776881677331156e-10,-3.0075002528428538e-11,8.2029404074028573e-11
0.53,-8.7889010544327691e-09,3.8409574479377039e-09,-5.5227252401914275e-10,-3.3968726797273938e-10,-1.9532885567821526e-10,-3.4163337872369194e-11,8.0570761662980562e-11
0.5325,-9.0586054269171307e-09,3.9203972530352629e-09,-5.5888568436512185e-10,-3.4548299189328274e-10,-2.0046869171676392e-10,-3.8571771595381751e-11,7.4867484297171243e-11
0.535,-9.3194479712655664e-09,4.0058178648542591e-09,-5.6086499933922022e-10,-3.4781281426999159e-10,-2.03046280618279e-10,-4.3307044407094609e-11,6.5029391981691448e-11
0.5375,-9.5717359721076449e-09,4.0970742957174137e-09,-5.5791029038223431e-10,-3.4650738023107144e-10,-2.0303404017711333e-10,-4.8387179045868807e-11,5.1324120094383496e-11
0.54,-9.8160094054940787e-09,4.1937095413615835e-09,-5.4990376269378608e-10,-3.4154783578928085e-10,-2.0051020840480723e-10,-5.3823467830099209e-11,3.4171326631006665e-11
0.5425,-1.0052879938041334e-08,4.2954176423932369e-09,-5.3693215795610374e-10,-3.3306164896237429e-10,-1.9565908432941402e-10,-5.9605675305394067e-11,1.4133445812691638e-11
0.545,-1.028312077232605e-08,4.4015403221261311e-09,-5.1933283091246179e-10,-3.2133344937297045e-10,-1.8873783041139914e-10,-6.5690849388879384e-11,-8.1107626412914627e-12
0.5475,-1.0507330637411327e-08,4.51108133959201e-09,-4.9768591375882673e-10,-3.0679322061716566e-10,-1.8006382610991464e-10,-7.1990109133997941e-11,-3.1801084054765956e-11
0.55,-1.0726498882988824e-08,4.6229680037401038e-09,-4.7278254630182404e-10,-2.8998085626391641e-10,-1.699953197588062e-10,-7.83672343692929e-11,-5.6133201450800836e-11
0.5525,-1.0941788269832177e-08,4.735784604119176e-09,-4.4561511282798172e-10,-2.7153883278508335e-10,-1.5891721575271467e-10,-8.4637976220818888e-11,-8.0292932914170222e-11
0.555,-1.115450981103373e-08,4.8481333018543198e-09,-4.1732124657659376e-10,-2.5217774242122788e-10,-1.4722896895382697e-10,-9.0574196361422309e-11,-1.0348848373159503e-10
0.5575,-1.1366076224273824e-08,4.9585265640012035e-09,-3.8914275142714387e-10,-2.3266609526967487e-10,-1.3533446614689155e-10,-9.5917718326552234e-11,-1.2497917497208112e-10
0.56,-1.1577388482344414e-08,5.0653864121814407e-09,-3.6237099597337082e-10,-2.1379245453877732e-10,-1.2363901715365768e-10,-1.0039805571003332e-10,-1.4409562177872522e-10
0.5625,-1.1789411142237451e-08,5.1673267033392189e-09,-3.3826746640597139e-10,-1.9633674346447156e-10,-1.1254553214330283e-10,-1.0375436593223469e-10,-1.602563819972285e-10
0.565,-1.2002948038943387e-08,5.2632160777486115e-09,-3.1800685156461254e-10,-1.8103348528498707e-10,-1.0244166531972912e-10,-1.057564979365484e-10,-1.7297676124958424e-10
0.5675,-1.221877058714887e-08,5.3521238629364525e-09,-3.0260379322475741e-10,-1.6854719994655569e-10,-9.3699258691818368e-11,-1.0622899283457491e-10,-1.8186880210065985e-10
0.57,-1.2437561428138834e-08,5.4333010288078814e-09,-2.9285748549997384e-10,-1.5944275169006613e-10,-8.666191506724269e-11,-1.0507180507005542e-10,-1.8664779851611976e-10
0.5725,-1.265976132498196e-08,5.5065039853567161e-09,-2.8931676530177441e-10,-1.5414096440487054e-10,-8.1635281431069174e-11,-1.0228039156379107e-10,-1.8712660961853578e-10
0.575,-1.2885416619798454e-08,5.5716867457780499e-09,-2.9224554037717315e-10,-1.5291581801860084e-10,-7.8877360207443861e-11,-9.7948032282148124e-11,-1.8321909333493114e-10
0.5775,-1.3114197228666349e-08,5.6294537776486387e-09,-3.0160798623672882e-10,-1.5587356132015504e-10,-7.8571170083153116e-11,-9.2261032833758845e-11,-1.7494550542956374e-10
0.58,-1.3345581613740236e-08,5.6806163592476185e-09,-3.1709516255054206e-10,-1.6294694783000463e-10,-8.0818904201552598e-11,-8.5487374931453401e-11,-1.6243498234205694e-10
0.5825,-1.3578878378977681e-08,5.7259397303380443e-09,-3.3811631306130644e-10,-1.739040587555296e-10,-8.5623385001300761e-11,-7.7949200118308945e-11,-1.4593322170484928e-10
0.585,-1.3813125084698061e-08,5.7668427549077717e-09,-3.6385173406179512e-10,-1.8835165361105462e-10,-9.2883397308489548e-11,-6.9994004136808506e-11,-1.2581174746801456e-10
0.5875,-1.4047032706754254e-08,5.8050676558818338e-09,-3.9328332583838522e-10,-2.0575368457224745e-10,-1.0238927836851269e-10,-6.1970029844417355e-11,-1.0257886548727758e-10
0.59,-1.4279403768830885e-08,5.8422117330517938e-09,-4.252810755105889e-10,-2.2545055842690169e-10,-1.1382287813954012e-10,-5.4195898857055547e-11,-7.687517710981965e-11
0.5925,-1.4508960727058775e-08,5.8797532749745269e-09,-4.5863062873968545e-10,-2.4668149376122172e-10,-1.2676477693869107e-10,-4.6938626219091493e-11,-4.9467697291723952e-11
0.595,-1.4734497768880347e-08,5.9191965326501635e-09,-4.920921347465713e-10,-2.6861996335823942e-10,-1.407038466926425e-10,-4.0395932843133503e-11,-2.1228347868092309e-11
0.5975,-1.4954963940164424e-08,5.9619897970882208e-09,-5.2444705419607991e-10,-2.9040278806116358e-10,-1.5505860621510782e-10,-3.4694201982299247e-11,6.8965321981088211e-12
0.6,-1.5169224114889458e-08,6.0092926260572804e-09,-5.5453516204235895e-10,-3.111583999872123e-10,-1.6919372366477631e-10,-2.9891797121044431e-11,3.391940909711974e-11
0.6025,-1.5376233789598333e-08,6.0620980620664366e-09,-5.8128676750655953e-10,-3.3003741386994849e-10,-1.8245223152121219e-10,-2.5986762842925922e-11,5.8855597443426093e-11
0.605,-1.5575281830275167e-08,6.1212741537780858e-09,-6.0376683016495658e-10,-3.4625029387126955e-10,-1.9418308488032143e-10,-2.29245390745144e-11,8.0778500751591689e-11
0.6075,-1.576594191583232e-08,6.187262563456745e-09,-6.2119475514171412e-10,-3.5910088065393944e-10,-2.0377779918045953e-10,-2.0617251560582219e-11,9.8865626890695119e-11
0.61,-1.594827186141356e-08,6.2603087916291724e-09,-6.3296920468700955e-10,-3.6801080820878246e-10,-2.1070717618093884e-10,-1.8953325797029663e-11,1.1244555598122527e-10
0.6125,-1.6122474047312672e-08,6.3405367641902577e-09,-6.3869552704833453e-10,-3.7256126625026142e-10,-2.1455114918559434e-10,-1.7817833230463135e-11,1.2102957343670016e-10
0.615,-1.6288396588140259e-08,6.4277614424946253e-09,-6.3819231272843012e-10,-3.7248968668034541e-10,-2.1502575267222338e-10,-1.710726894385067e-11,1.2433888738092054e-10
0.6175,-1.6446604639670353e-08,6.5215822539102602e-09,-6.3150657426908746e-10,-3.6772398010364479e-10,-2.1200189064229994e-10,-1.6728780129234786e-11,1.2232182563237731e-10
0.62,-1.6597587629979813e-08,6.6214550851860676e-09,-6.1892135367127394e-10,-3.5839044175655751e-10,-2.0551108244750912e-10,-1.6605669656118572e-11,1.1515113009706877e-10
0.6225,-1.6741670172134452e-08,6.7266738295685535e-09,-6.0093288283928651e-10,-3.4480817408809914e-10,-1.9576103885604621e-10,-1.6683726390030803e-11,1.0321537400520607e-10
0.625,-1.6879316404254266e-08,6.8362087266966607e-09,-5.7824770455601004e-10,-3.2749573991663995e-10,-1.8311200643660212e-10,-1.6925101128367835e-11,8.7095557677736285e-11
0.6275,-1.7011000970962565e-08,6.9494657235726931e-09,-5.517454095212806e-10,-3.0713602494655598e-10,-1.6806781953638494e-10,-1.7302655556276037e-11,6.7544259459771893e-11
0.63,-1.7137049685907315e-08,7.0657580268294336e-09,-5.2244716554645565e-10,-2.8454531838052646e-10,-1.5125550024879511e-10,-1.7799097436283113e-11,4.5448052580064407e-11
0.6325,-1.7257611817502573e-08,7.1842258949201648e-09,-4.9146061254272291e-10,-2.6063952298366815e-10,-1.333937900530301e-10,-1.8395259086984206e-11,2.1787995802547134e-11
0.635,-1.7373068145577198e-08,7.3041344526817603e-09,-4.5993232354184798e-10,-2.3638997728116813e-10,-1.1525416522894375e-10,-1.9081538180343901e-11,-2.409397965534625e-12
0.6375,-1.7483555346009131e-08,7.4245683952197448e-09,-4.2900110387826392e-10,-2.1278310279322524e-10,-9.762772961788531e-11,-1.9843958373252934e-11,-2.6107066123342181e-11
0.64,-1.7589296968323405e-08,7.5447028909467914e-09,-3.9976654966158246e-10,-1.9076859223606129e-10,-8.1286058190610004e-11,-2.0673878331385799e-11,-4.8296980845315551e-11
0.6425,-1.7690550272014286e-08,7.6639016439314995e-09,-3.7320774790439489e-10,-1.712025333966155e-10,-6.692958894800915e-11,-2.1552771386844694e-11,-6.8052233320864319e-11
0.645,-1.7788127338169997e-08,7.7813143244971652e-09,-3.5016594570671052e-10,-1.5480194138831777e-10,-5.5145487279326366e-11,-2.2459654605974215e-11,-8.4569310063711003e-11
0.6475,-1.7882399891629386e-08,7.8963799552746607e-09,-3.313216322728993e-10,-1.4211284404580841e-10,-4.6381954253378898e-11,-2.3362523539096585e-11,-9.7198512588852913e-11
0.65,-1.7973974948024088e-08,8.0081459580025562e-09,-3.1716569904362394e-10,-1.3348145353517543e-10,-4.0914888265777611e-11,-2.4217510801447391e-11,-1.0546826436601687e-10
0.6525,-1.8063570188144749e-08,8.1162082004350456e-09,-3.0800290911576224e-10,-1.2905069762584564e-10,-3.8845682104931895e-11,-2.4967319227077676e-11,-1.0910347500473909e-10
0.655,-1.8152100604594282e-08,8.2200931408541924e-09,-3.0395124773801558e-10,-1.2876125193273841e-10,-4.0101695020761883e-11,-2.5536792466674453e-11,-1.080326700216078e-10
