Physical Time (s),anabla_vol Monitor (W): cv1,anabla_vol Monitor (W): cv2,anabla_vol Monitor (W): cv3,anabla_vol Monitor (W): cv4,anabla_vol Monitor (W): cv5,anabla_vol Monitor (W): cv6,anabla_vol Monitor (W): cv7
0.3825,4.6239577840767721e-11,1.0403773350514734e-11,3.4152240531035408e-12,4.6192903855642234e-15,1.1480235302713692e-17,6.0189478892808567e-18,2.2243746909948044e-17
0.385,4.5789752328558979e-11,1.0423800301753e-11,3.4090581439532105e-12,5.3080989680996907e-15,7.8521423063529426e-18,4.5863826600070376e-18,1.5487934172886008e-17
0.3875,4.534795236202579e-11,1.0443933689554933e-11,3.4017748882231468e-12,6.0899558307945778e-15,5.1191247268421783e-18,3.1759096497494985e-18,9.7249905084279537e-18
0.39,4.4914080876481559e-11,1.046408771618937e-11,3.3934551166015682e-12,6.9743553805904687e-15,3.6937534588401222e-18,2.118671570027289e-18,5.8191094455040967e-18
0.3925,4.4487929448643668e-11,1.0484170278044065e-11,3.3841721880505733e-12,7.971034259300908e-15,3.7204095733310937e-18,1.6947783529035746e-18,4.2592835669242688e-18
0.395,4.4069192103720754e-11,1.0504083427543422e-11,3.3739919673433034e-12,9.0903560990100738e-15,5.0596701698465062e-18,2.0519225689330298e-18,5.0945526564315511e-18
0.3975,4.3657474382273646e-11,1.0523729970652529e-11,3.3629732920697739e-12,1.0343649220138784e-14,7.3381931251501205e-18,3.14532761947917e-18,7.9716579205631654e-18
0.4,4.3252310796390218e-11,1.0543016360891855e-11,3.3511685037172981e-12,1.1743758636879471e-14,1.0038057637727292e-17,4.7350099040190467e-18,1.2235077181511364e-17
0.4025,4.2853189861802559e-11,1.0561856016239432e-11,3.3386244653417418e-12,1.3304524534221462e-14,1.2604974459747868e-17,6.4376216851039048e-18,1.7069847192962987e-17
0.405,4.2459590799024021e-11,1.058017404930161e-11,3.3253823780492574e-12,1.5041683349143013e-14,1.455255642754064e-17,7.825398701783888e-18,2.164806753137494e-17
0.4075,4.2070987682349272e-11,1.0597908969257917e-11,3.3114779424112128e-12,1.6973103306561312e-14,1.5547652487386162e-17,8.5409056118007665e-18,2.5259517084294206e-17
0.41,4.1686893336867892e-11,1.0615011950425096e-11,3.296941929972966e-12,1.9118597993806632e-14,1.5453327241248997e-17,8.3974930338848705e-18,2.7407416526769052e-17
0.4125,4.1306896494885464e-11,1.0631447817066098e-11,3.2818000033406295e-12,2.1499229934707232e-14,1.4336481178132415e-17,7.4335608930720236e-18,2.7863698545035446e-17
0.415,4.0930696502650396e-11,1.064719594875993e-11,3.2660754273865457e-12,2.4136198016824502e-14,1.2428376585478217e-17,5.9011128170664964e-18,2.6673319506777976e-17
0.4175,4.0558067374383589e-11,1.0662244642296587e-11,3.249786370648536e-12,2.705146294461052e-14,1.0066473622014542e-17,4.1901328461702143e-18,2.4107760251372057e-17
0.42,4.0188867351827009e-11,1.0676587124641944e-11,3.23294704786531e-12,3.0269268702420171e-14,7.6280209038891412e-18,2.7166512405359381e-18,2.059617135549105e-17
0.4225,3.9823112058175029e-11,1.0690220713407204e-11,3.2155646458317851e-12,3.3817959127963011e-14,5.4610342115621063e-18,1.8038867128225028e-18,1.6650814741587707e-17
0.425,3.9460936596944068e-11,1.0703147647722176e-11,3.1976382984129004e-12,3.7732046795408758e-14,3.8266795568731625e-18,1.5954638152482727e-18,1.2776504833751914e-17
0.4275,3.910248522196697e-11,1.0715376557334201e-11,3.1791560360004683e-12,4.2054632213947699e-14,2.8601721849750527e-18,2.0252324747613954e-18,9.3942890495683863e-18
0.43,3.8747864736668122e-11,1.0726924842032302e-11,3.1600950188925634e-12,4.6837889098549453e-14,2.5571039218743749e-18,2.8522669559990383e-18,6.8039071312811496e-18
0.4325,3.8397183189135093e-11,1.0737821110014243e-11,3.1404231643415539e-12,5.214149087307612e-14,2.785099210620904e-18,3.7378182937334065e-18,5.1689298176254039e-18
0.435,3.8050607379807496e-11,1.0748106936354442e-11,3.1201047298097361e-12,5.802840600712093e-14,3.3165645677015672e-18,4.3502773588080629e-18,4.5184986747165075e-18
0.4375,3.7708352903710235e-11,1.07578388800533e-11,3.0991052485921243e-12,6.4558492740069263e-14,3.8856145241349508e-18,4.4664598838058442e-18,4.7637533833564031e-18
0.44,3.7370664204766562e-11,1.0767087770139393e-11,3.077401613887923e-12,7.1780051699497576e-14,4.2549095874275694e-18,4.0357214478256152e-18,5.7238161918377158e-18
0.4425,3.7037798480356917e-11,1.0775938848838136e-11,3.0549884601890989e-12,7.972185398173019e-14,4.2771279784062111e-18,3.1894449841374837e-18,7.1594653437686925e-18
0.445,3.6710004108023601e-11,1.0784487589058623e-11,3.0318908362571797e-12,8.8381284491781196e-14,3.9315335592620616e-18,2.2032429881205453e-18,8.812015082412668e-18
0.4475,3.6387533364046001e-11,1.0792833759184826e-11,3.0081579651307938e-12,9.7729840933742349e-14,3.326357116862843e-18,1.4088334160350708e-18,1.0441411446301015e-17
0.45,3.607061160131573e-11,1.0801072518638956e-11,2.9838577374349897e-12,1.0771879904400661e-13,2.6539476029211471e-18,1.0922722955626497e-18,1.1858006387517408e-17
0.4525,3.5759406110453906e-11,1.0809292728935064e-11,2.9590659506278756e-12,1.1828890111019938e-13,2.1235944642096846e-18,1.4075534865147661e-18,1.2940817357449126e-17
0.455,3.545400686089852e-11,1.0817564933775344e-11,2.9338487787097218e-12,1.2938877105857848e-13,1.8893795406909925e-18,2.3278920744107958e-18,1.3639026469957644e-17
0.4575,3.5154329027427694e-11,1.0825940133232965e-11,2.9082602748701691e-12,1.4097622942049042e-13,2.0006039346013636e-18,3.6514873714218171e-18,1.3955919001113945e-17
0.46,3.485989458809331e-11,1.083444177411669e-11,2.8823400962543566e-12,1.530180021591206e-13,2.3924065877205291e-18,5.050472012870828e-18,1.3904842880791407e-17
0.4625,3.4571746592532844e-11,1.0843062325475753e-11,2.8561154908931671e-12,1.655023259608985e-13,2.9205253254609863e-18,6.2027475635649535e-18,1.3618915593579047e-17
0.465,3.4289606535420269e-11,1.0851761629571286e-11,2.8295970149960287e-12,1.7842019718448704e-13,3.427911763710846e-18,6.8698838751922632e-18,1.3176695964089209e-17
0.4675,3.4012913726098317e-11,1.0860472047558143e-11,2.8027863557046478e-12,1.9176925925838541e-13,3.7888186719309744e-18,6.8956835361452421e-18,1.2558100306670513e-17
0.47,3.3741210283841513e-11,1.0869099894636085e-11,2.7756792861909585e-12,2.0555624302704905e-13,3.9572645557781206e-18,6.3037095305145363e-18,1.1776200900655196e-17
0.4725,3.3474057223915987e-11,1.0877529776414345e-11,2.7482678530045477e-12,2.1978950125747256e-13,3.9660533515539779e-18,5.2615020656870962e-18,1.0843834863785974e-17
0.475,3.3210994379376978e-11,1.0885633509354856e-11,2.7205428074504578e-12,2.3447847246149867e-13,3.9026691443436466e-18,4.016177226542762e-18,9.7702822186466996e-18
0.4775,3.2951576053250804e-11,1.0893277314212902e-11,2.6924939693769165e-12,2.4963168288042704e-13,3.8658712192612792e-18,2.8233651561346499e-18,8.5742541583935323e-18
0.48,3.2695385826133007e-11,1.0900330604029862e-11,2.6641126724335033e-12,2.6525728856118737e-13,3.9297698903152441e-18,1.8787955941222658e-18,7.2932723470471427e-18
0.4825,3.2442046624307334e-11,1.0906673877902226e-11,2.6353927980861074e-12,2.8135985288442023e-13,4.1268778823004915e-18,1.2811188411337743e-18,5.9892382854711058e-18
0.485,3.2191242972976262e-11,1.0912202857311906e-11,2.606332309131996e-12,2.9794118291420976e-13,4.4485807568606803e-18,1.0247978400971819e-18,4.7478951982282193e-18
0.4875,3.19427229863571e-11,1.0916831878157578e-11,2.5769315484627055e-12,3.1500045583855078e-13,4.8619193426401922e-18,1.0220152406211744e-18,3.6691698891014845e-18
0.49,3.1696309484623258e-11,1.0920498785268044e-11,2.5471936127776401e-12,3.3253522022106558e-13,5.3335099103828773e-18,1.1410792609297674e-18,2.8532596790417879e-18
0.4925,3.145189201918622e-11,1.0923166146759171e-11,2.5171262092278383e-12,3.505389376241782e-13,5.8513020844927719e-18,1.2508793222235467e-18,2.3821300435138593e-18
0.495,3.1209392602258494e-11,1.0924818410813889e-11,2.4867409488173322e-12,3.6900194000448075e-13,6.4358056567128345e-18,1.2592636051805049e-18,2.305780321750452e-18
0.4975,3.096870677780089e-11,1.092546009940793e-11,2.4560534869847838e-12,3.879107240818356e-13,7.1412659595280601e-18,1.1341550705880576e-18,2.6301798492754097e-18
0.5,3.0729859820796662e-11,1.092511552609488e-11,2.4250835631420675e-12,4.072491186373751e-13,8.0457083353049266e-18,9.0981641490797367e-19,3.3113747872702403e-18
0.5025,3.0493229645840792e-11,1.0923827582795553e-11,2.3938544529318234e-12,4.2699978984456552e-13,9.2335014131823948e-18,6.732618835729727e-19,4.2626453191281082e-18
0.505,3.0259035073051822e-11,1.0921650678434347e-11,2.3623932545043347e-12,4.4713931742426693e-13,1.0776888295444759e-17,5.2994045199733825e-19,5.3634143351202224e-18
0.5075,3.0027398903128054e-11,1.0918649917438923e-11,2.3307296095550451e-12,4.6764149056214605e-13,1.2720234037715583e-17,5.6993849847557043e-19,6.4560815191886113e-18
0.51,2.9798461158316928e-11,1.09148990843617e-11,2.2988962570552824e-12,4.884773783003265e-13,1.5068622344889956e-17,8.4053723923704007e-19,7.3721572139630786e-18
0.5125,2.9572385542748253e-11,1.0910478029802515e-11,2.2669290686615934e-12,5.0961581216301024e-13,1.7789805521349451e-17,1.3301988654538742e-18,7.9575398187177363e-18
0.515,2.9349352451978842e-11,1.0905473190430251e-11,2.2348664614537435e-12,5.310220109305875e-13,2.081561975722893e-17,1.9704856956352879e-18,8.0953800971594385e-18
0.5175,2.9129546423717572e-11,1.0899973526263477e-11,2.2027496872441462e-12,5.5265893801847471e-13,2.4062888399782844e-17,2.6546754257881975e-18,7.7311115153525569e-18
0.52,2.8913130624840872e-11,1.0894069324851516e-11,2.1706220037209939e-12,5.7448569886828056e-13,2.7447761115938217e-17,3.2652193795271038e-18,6.8862789689099528e-18
0.5225,2.8700245615023155e-11,1.088784924722888e-11,2.1385292101637226e-12,5.9645904107434609e-13,3.0911217160208589e-17,3.702646530639129e-18,5.6655102465047033e-18
0.525,2.8490996800962228e-11,1.0881397377025712e-11,2.106518193520645e-12,6.1853324769615432e-13,3.4437275992896767e-17,3.906090503504045e-18,4.2485534128383644e-18
0.5275,2.8285440317170358e-11,1.0874790966774603e-11,2.0746374691001164e-12,6.4066045719282705e-13,3.8069235542743271e-17,3.8631018831936759e-18,2.868138180947551e-18
0.53,2.8083580394748528e-11,1.0868097460254116e-11,2.0429356532482547e-12,6.6279180948957823e-13,4.1921733202717943e-17,3.6054887036172201e-18,1.7799608060646296e-18
0.5325,2.7885367850335376e-11,1.0861372298420113e-11,2.0114612708121065e-12,6.8487763370743026e-13,4.617415136983547e-17,3.1983165419403191e-18,1.2244787329928899e-18
0.535,2.7690693428467039e-11,1.0854657182693543e-11,1.9802633454459012e-12,7.0686769757663877e-13,5.1056255744733684e-17,2.7207640887056023e-18,1.3882231027126009e-18
0.5375,2.7499393744932155e-11,1.0847979058661691e-11,1.9493891667635328e-12,7.2871230452074495e-13,5.6830423644978579e-17,2.2506176640728795e-18,2.3703684377223914e-18
0.54,2.731128027947435e-11,1.0841350091845131e-11,1.918891027564679e-12,7.503573491513515e-13,6.3767418885545946e-17,1.8494580422329075e-18,4.1596980040832624e-18
0.5425,2.7126190758638238e-11,1.0834768170533422e-11,1.8888237536348527e-12,7.7174547359881747e-13,7.2123893827544771e-17,1.5557586003986948e-18,6.6281723651102243e-18
0.545,2.6943965193444449e-11,1.0828218738501279e-11,1.8592434606690854e-12,7.9281855361370291e-13,8.2132836604745348e-17,1.383260431492464e-18,9.5462292055134211e-18
0.5475,2.6764400061983183e-11,1.0821677205949665e-11,1.8302061501333864e-12,8.1351727651795992e-13,9.3999486790229912e-17,1.3243731395021992e-18,1.2607986660544153e-17
0.55,2.6587253578533888e-11,1.0815109050721525e-11,1.8017667649230964e-12,8.3378319792011012e-13,1.0791141059063234e-16,1.3567394821626124e-18,1.5464212259153514e-17
0.5525,2.6412280054012264e-11,1.0808471992974386e-11,1.7739784173467343e-12,8.5355960473630272e-13,1.2405065011032338e-16,1.4491278489771827e-18,1.7770974592307791e-17
0.555,2.6239255944690945e-11,1.0801718779354074e-11,1.7468918585085974e-12,8.7279201697604081e-13,1.4259560431856902e-16,1.56776650210172e-18,1.9242346630056192e-17
0.5575,2.6067996648175322e-11,1.0794799195603296e-11,1.7205545261916613e-12,8.9142982200697587e-13,1.6375713526219118e-16,1.6813311312310219e-18,1.9694543329625053e-17
0.56,2.589836000685805e-11,1.0787661218601608e-11,1.6950103981067042e-12,9.0942543724063928e-13,1.8780157426179173e-16,1.7644156720144158e-18,1.9070721091310149e-17
0.5625,2.5730250095962696e-11,1.0780253330916791e-11,1.6702987113844144e-12,9.2673701775287219e-13,2.1506485364929846e-16,1.8006390496945809e-18,1.7452136213358122e-17
0.565,2.5563610392726074e-11,1.0772526637301102e-11,1.6464542572367477e-12,9.4332666621419248e-13,2.4597709294021834e-16,1.7822983234911773e-18,1.5048622925406001e-17
0.5675,2.53984248199153e-11,1.0764436754258275e-11,1.6235063239468786e-12,9.5916288196117921e-13,2.8106819896040008e-16,1.7104480524494796e-18,1.2176080444003065e-17
0.57,2.5234715896142141e-11,1.0755944760432845e-11,1.6014786118662247e-12,9.7422001496362444e-13,3.2097091959062507e-16,1.5928872075247108e-18,9.214395753787182e-18
0.5725,2.5072540121998975e-11,1.0747018010459934e-11,1.5803894274163674e-12,9.8847809930206551e-13,3.6641885948499201e-16,1.4422882074653116e-18,6.5612621617625029e-18
0.575,2.4911977076058971e-11,1.0737632418697221e-11,1.5602511712200239e-12,1.0019235229120651e-12,4.1822906703793485e-16,1.2741643671339393e-18,4.5801651954944586e-18
0.5775,2.4753113027178194e-11,1.0727771460462622e-11,1.5410703559800033e-12,1.014547960503951e-12,4.7728661242818834e-16,1.1078611775720278e-18,3.5532426813971413e-18
0.58,2.4596045191801689e-11,1.071742746115553e-11,1.5228479479437509e-12,1.0263489322644344e-12,5.4452452864767783e-16,9.6396763178211092e-19,3.6445390787832678e-18
0.5825,2.44408569260245e-11,1.0706601973769546e-11,1.5055797256049447e-12,1.0373282124717427e-12,6.2090367346400008e-16,8.6706825055531184e-19,4.8798976847593116e-18
0.585,2.4287634378662649e-11,1.069530498579433e-11,1.489255732816189e-12,1.0474939707386925e-12,7.0739648116439297e-16,8.4255937238226547e-19,7.1411758056326551e-18
0.5875,2.4136444848633531e-11,1.0683553661110532e-11,1.4738607283054773e-12,1.0568590832627108e-12,8.0497644496322169e-16,9.1288272153850108e-19,1.0179698380567488e-17
0.59,2.3987343826240764e-11,1.0671372334240915e-11,1.4593751395215131e-12,1.0654405370712927e-12,9.1461392692738556e-16,1.0909724222102687e-18,1.3643369587682911e-17
0.5925,2.3840370689634641e-11,1.0658791208337197e-11,1.4457759961473954e-12,1.0732591435469382e-12,1.0372890043257601e-15,1.3730745094254836e-18,1.7119231152949926e-17
0.595,2.3695520190491654e-11,1.0645845178838593e-11,1.433037718334121e-12,1.0803373289397521e-12,1.1740211228957868e-15,1.7328552992874744e-18,2.0177565641521653e-17
0.5975,2.3552738929274322e-11,1.0632571609495309e-11,1.4211326011560519e-12,1.0867003362460233e-12,1.3259152823458549e-15,2.1201212831972337e-18,2.242116714200232e-17
0.6,2.3411981692799848e-11,1.0619008337209554e-11,1.4100320053680132e-12,1.0923746995388642e-12,1.4941732042175058e-15,2.4665721928160343e-18,2.3545440979138084e-17
0.6025,2.3273221821148274e-11,1.0605193839749599e-11,1.3997062938917766e-12,1.0973887433415593e-12,1.6801247622879093e-15,2.700956071985051e-18,2.3399933094263941e-17
0.605,2.313641096043199e-11,1.0591165235618037e-11,1.3901250498917856e-12,1.101771098638269e-12,1.8852434344218446e-15,2.7641505562627706e-18,2.1994276575693515e-17
0.6075,2.3001469443789746e-11,1.0576955666760992e-11,1.3812576690504087e-12,1.1055500501015157e-12,2.1112050274021769e-15,2.627925989173514e-18,1.9495167910086332e-17
0.61,2.2868309606510623e-11,1.0562594129577266e-11,1.3730734122674284e-12,1.1087548909573961e-12,2.3598906999685557e-15,2.3085536759412976e-18,1.6219403875651855e-17
0.6125,2.2736828438859451e-11,1.0548104447571034e-11,1.3655417280612727e-12,1.1114136439108625e-12,2.6333833746888358e-15,1.8668540884507607e-18,1.2587840504892179e-17
0.615,2.2606926653339717e-11,1.0533504800051512e-11,1.3586328086823329e-12,1.113554428600016e-12,2.9339737821518926e-15,1.4004568795118463e-18,9.0711058881610289e-18
0.6175,2.2478506210110428e-11,1.0518807364074379e-11,1.3523176334828083e-12,1.1152044254218537e-12,3.264140670115117e-15,1.0242006000562078e-18,6.1122811366999462e-18
0.62,2.2351480243988157e-11,1.0504019094699571e-11,1.3465676915385997e-12,1.1163893693704237e-12,3.6263803392571442e-15,8.4476650417732809e-19,4.0598509379674639e-18
0.6225,2.2225778015342594e-11,1.0489143459059717e-11,1.3413551077336167e-12,1.1171349920972438e-12,4.0232126881185025e-15,9.3581474144971709e-19,3.1121872886324467e-18
0.625,2.2101345110468056e-11,1.0474180394916214e-11,1.3366532820416654e-12,1.1174646072271144e-12,4.4572562312052218e-15,1.3200554698031346e-18,3.2892649543880301e-18
0.6275,2.1978151736890317e-11,1.0459128194274281e-11,1.3324367667205611e-12,1.1174010047069814e-12,4.9312546278390786e-15,1.9617792356982383e-18,4.4336321637285992e-18
0.63,2.1856185020937296e-11,1.0443985098177467e-11,1.3286811158394495e-12,1.1169652535809177e-12,5.4480031001193314e-15,2.771348140460924e-18,6.2432230761577877e-18
0.6325,2.173544151372869e-11,1.0428748453122666e-11,1.3253630676958945e-12,1.1161765528460706e-12,6.0105015856884956e-15,3.6218450087381466e-18,8.3240535621236073e-18
0.635,2.1615899938460971e-11,1.0413416232542951e-11,1.322460335207564e-12,1.1150532699316098e-12,6.6221685871508146e-15,4.3718195085765565e-18,1.0255711781149043e-17
0.6375,2.1497586818025415e-11,1.0397987514361774e-11,1.3199519614958637e-12,1.1136119833038808e-12,7.2866551968385003e-15,4.8948275829888305e-18,1.1663502958745434e-17
0.64,2.1380616093834827e-11,1.0382462507081297e-11,1.3178180517533085e-12,1.111869973471769e-12,8.0075778714316905e-15,5.109777400878661e-18,1.2297189140317481e-17
0.6425,2.1265091956335354e-11,1.0366840967920817e-11,1.3160399275474609e-12,1.1098419262397672e-12,8.788719100399274e-15,4.9911331391994368e-18,1.2052223237929174e-17
0.645,2.1151083966034004e-11,1.0351122595621147e-11,1.3145999746036432e-12,1.1075406664290297e-12,9.6343351608812203e-15,4.5693071113334962e-18,1.0965795602192957e-17
0.6475,2.1038644939936376e-11,1.0335306938137962e-11,1.3134814318764207e-12,1.1049784469005776e-12,1.0549198514923654e-14,3.9270486383197996e-18,9.2143126721127999e-18
0.65,2.092781930870332e-11,1.0319392704501783e-11,1.3126684706414856e-12,1.1021652191061786e-12,1.1538526254997887e-14,3.1809794633434074e-18,7.0841657853616305e-18
0.6525,2.0818638846403832e-11,1.0303376331029026e-11,1.3121459602974062e-12,1.0991104305985177e-12,1.260794450167135e-14,2.4605990193538494e-18,4.9198462536894554e-18
0.655,2.0711122259174181e-11,1.0287253572682782e-11,1.3118998091729978e-12,1.0958218102136836e-12,1.3763565204533878e-14,1.8784699306850484e-18,3.0631667228194043e-18
0.6575,2.0605271278014801e-11,1.0271018584157802e-11,1.3119164433177397e-12,1.0923049751632984e-12,1.5011969903186556e-14,1.5103734122218777e-18,1.7989935040635426e-18
0.66,2.0501061701627629e-11,1.0254664158216451e-11,1.3121828390647208e-12,1.0885645551759067e-12,1.6360391741734574e-14,1.3822186589308183e-18,1.3127330691108116e-18
0.6625,2.0398451480914891e-11,1.0238180589032947e-11,1.3126861242211524e-12,1.0846025051100499e-12,1.7816872052850959e-14,1.4688120701836957e-18,1.6669667553510226e-18
0.665,2.0297376126986972e-11,1.0221555928736096e-11,1.3134141041598397e-12,1.0804190536402456e-12,1.9390503077588699e-14,1.7046236941479797e-18,2.7990591306793865e-18
0.6675,2.0197752184571857e-11,1.0204777443116346e-11,1.3143546282169304e-12,1.0760127651075663e-12,2.1091700642193025e-14,2.003345436952848e-18,4.5394783054992295e-18
0.67,2.0099476747852472e-11,1.0187831666903626e-11,1.3154959511160491e-12,1.0713786580496716e-12,2.2932605838128839e-14,2.2787144994739803e-18,6.6416123284804018e-18
0.6725,2.0002439436236044e-11,1.0170704780346027e-11,1.3168267105485687e-12,1.0665100569049486e-12,2.4927548890475956e-14,2.4665898797130377e-18,8.8246908967231903e-18
0.675,1.9906517128500581e-11,1.0153383837601196e-11,1.3183362764370778e-12,1.0613965760752467e-12,2.7093593246517314e-14,2.5386908395988768e-18,1.0815871197822728e-17
