Physical Time (s),enthalpy_storage_vol Monitor (J): cv1,enthalpy_storage_vol Monitor (J): cv2,enthalpy_storage_vol Monitor (J): cv3,enthalpy_storage_vol Monitor (J): cv4,enthalpy_storage_vol Monitor (J): cv5,enthalpy_storage_vol Monitor (J): cv6,enthalpy_storage_vol Monitor (J): cv7
0.3625,6.9956847568866376e-07,3.8569183743965971e-07,3.2561979756213969e-07,8.9178435435439047e-09,1.9077055480965162e-10,1.0124233281186663e-09,1.478918895535726e-09
0.365,6.9883996927484104e-07,3.8766078175754184e-07,3.2766189687656402e-07,9.5373581754994443e-09,2.6988908691165197e-10,1.0680154851647761e-09,1.3793851785866659e-09
0.3675,6.9811535058551716e-07,3.8970834887761058e-07,3.2963701479347331e-07,1.0198262897488398e-08,3.5258770809095623e-10,1.1273500927574589e-09,1.2753938211857412e-09
0.37,6.9738233292343622e-07,3.9183926221695109e-07,3.3154516003396432e-07,1.089811141359657e-08,4.356346325552877e-10,1.1891149703745059e-09,1.1715483854078006e-09
0.3725,6.9662985215251686e-07,3.9405558357991638e-07,3.3338545814998104e-07,1.1634385525536375e-08,5.1569716547685667e-10,1.2516740153997994e-09,1.072778797129416e-09
0.375,6.9585391422414248e-07,3.9635719161101745e-07,3.3515780934345517e-07,1.2406880888787726e-08,5.9156145028471755e-10,1.3169165579979973e-09,9.8973160596648907e-10
0.3775,6.9504009256887429e-07,3.9873810175749932e-07,3.368560820337956e-07,1.3210342552431174e-08,6.5675272318361629e-10,1.3752680824291965e-09,9.1599566075864626e-10
0.38,6.9418908210718466e-07,4.0119329706836657e-07,3.3847840296352086e-07,1.4045930586502206e-08,7.1060306584434255e-10,1.4272707291839015e-09,8.6024835453305759e-10
0.3825,6.9329914449261516e-07,4.0371463398616365e-07,3.400206737507136e-07,1.4913735150756885e-08,7.5084378928977321e-10,1.4694407869470935e-09,8.2385260531928637e-10
0.385,6.9237341987949989e-07,4.0629278983899135e-07,3.414796123873203e-07,1.5816220905641954e-08,7.7709457389927475e-10,1.5006412433538845e-09,8.108404626830192e-10
0.3875,6.9141631560546768e-07,4.0891703682762708e-07,3.4285162734356038e-07,1.67570997823969e-08,7.8985391426029114e-10,1.520328481844684e-09,8.2413929856148659e-10
0.39,6.9043247798070677e-07,4.1157592833873677e-07,3.4413322632486149e-07,1.774071610772992e-08,7.9003260896686615e-10,1.5282389920651488e-09,8.6486310036641693e-10
0.3925,6.894257886174152e-07,4.1425715052814748e-07,3.4532036656090117e-07,1.8771840955258294e-08,7.7886315198259064e-10,1.5241968282067675e-09,9.3223620099973349e-10
0.395,6.8839910315598204e-07,4.1694832212821997e-07,3.4640870317621858e-07,1.985517095295133e-08,7.5796418419063362e-10,1.5083060044804866e-09,1.0233001102768074e-09
0.3975,6.8735619813771433e-07,4.1963814467129368e-07,3.4739478391772327e-07,2.0996011365447821e-08,7.2983261934231297e-10,1.4827323771561425e-09,1.1359451318826277e-09
0.4,6.8630052729811378e-07,4.2231680454304604e-07,3.4827593685739059e-07,2.2199740192616748e-08,6.973378209934526e-10,1.4506697566902931e-09,1.2678194873181645e-09
0.4025,6.8523406984004116e-07,4.2497608084860256e-07,3.4904976716070456e-07,2.3471154653758821e-08,6.6303047062677146e-10,1.4150728319449745e-09,1.4148653618462991e-09
0.405,6.8415811293006784e-07,4.2761045976448564e-07,3.4971478697963889e-07,2.4814562604840804e-08,6.2921627744984518e-10,1.3790127448113359e-09,1.5723116758637309e-09
0.4075,6.8307419449322809e-07,4.3021704657390964e-07,3.5027020256837877e-07,2.6233977696243895e-08,5.9800275523780592e-10,1.3455330243726897e-09,1.735384546984934e-09
0.41,6.8198598236713941e-07,4.327963673556215e-07,3.5071702980687737e-07,2.7734040357221539e-08,5.720621218618685e-10,1.3194076514750299e-09,1.9018276000222688e-09
0.4125,6.8089350524401215e-07,4.3535040638712278e-07,3.5105499261058546e-07,2.9317414085645159e-08,5.5202712988973532e-10,1.3014272772127678e-09,2.0642817220561725e-09
0.415,6.7980055197524359e-07,4.3788384654191773e-07,3.5128556304057289e-07,3.0987645317999093e-08,5.3940493248068763e-10,1.2942214972305972e-09,2.2194675496138804e-09
0.4175,6.7871171624983522e-07,4.4040272801717984e-07,3.5141056972962576e-07,3.2748060851833231e-08,5.3543486717162532e-10,1.2998925860595575e-09,2.3645277713472217e-09
0.42,6.7763196847558741e-07,4.4291367177921151e-07,3.5143199871160621e-07,3.4601915276508073e-08,5.4116571594738913e-10,1.3198698612841021e-09,2.4970508688817173e-09
0.4225,6.7656353989377762e-07,4.4542245861908129e-07,3.5135077295954637e-07,3.6550715471667298e-08,5.5609307983892556e-10,1.3524037734697605e-09,2.6114708971319871e-09
0.425,6.7550769245365167e-07,4.4793384895946598e-07,3.5116765386637367e-07,3.8595325670170645e-08,5.7918109348417176e-10,1.3941488578206761e-09,2.7020555610142427e-09
0.4275,6.7446610788486868e-07,4.5045173416553343e-07,3.5088373964105337e-07,4.073690206583212e-08,6.0943156165239683e-10,1.441747118931845e-09,2.7651839278173562e-09
0.43,6.7343787266587455e-07,4.5297837847090221e-07,3.5049945923713356e-07,4.2975991129306535e-08,6.447277817177902e-10,1.4895294704514529e-09,2.7955279730892719e-09
0.4325,6.724285642344624e-07,4.5551663217199126e-07,3.5001784760646736e-07,4.5316057059547212e-08,6.854888966152081e-10,1.5371404336287441e-09,2.797665245825028e-09
0.435,6.7145222561916993e-07,4.5807096857541446e-07,3.4944571554518388e-07,4.776426780091545e-08,7.3563031328165659e-10,1.5916711678177937e-09,2.7888664506888254e-09
0.4375,6.7050083441791148e-07,4.6063997059465432e-07,3.4878054022278616e-07,5.0318225445961222e-08,7.8994427071267293e-10,1.6426116276158965e-09,2.7609354116461943e-09
0.44,6.6957578616009903e-07,4.6322458860516651e-07,3.4802384182686014e-07,5.2979272932067493e-08,8.4714581781237891e-10,1.6881400991506025e-09,2.7193896494506242e-09
0.4425,6.6866992934463423e-07,4.6582379799273541e-07,3.4717339367322663e-07,5.5744816298573299e-08,9.0269152680326282e-10,1.7204093985568915e-09,2.6603892259617827e-09
0.445,6.6777704650492083e-07,4.6843697928009419e-07,3.4622754544845126e-07,5.8612117695264823e-08,9.5273065317149347e-10,1.7334340966006733e-09,2.5821331576743665e-09
0.4475,6.6690204515899531e-07,4.7106651615000457e-07,3.4518941627475836e-07,6.1582501516277837e-08,9.9852324793356819e-10,1.7317743218199559e-09,2.497137658636802e-09
0.45,6.6604466906364139e-07,4.7371355898870483e-07,3.4406045258359471e-07,6.4654427265961971e-08,1.0399323709642396e-09,1.7174448507262668e-09,2.4120684511176855e-09
0.4525,6.6519574843816224e-07,4.7637651485963493e-07,3.4283844178604316e-07,6.782242263785323e-08,1.0739293897504289e-09,1.686455153645773e-09,2.3224118295146788e-09
0.455,6.6433677524775495e-07,4.7905065103831852e-07,3.4151740575985506e-07,7.1077138710615306e-08,1.0944710501263462e-09,1.6284412694297292e-09,2.2119355230741655e-09
0.4575,6.6348016600502431e-07,4.8173807153468088e-07,3.4010441568613926e-07,7.4423052394860589e-08,1.1094465537496065e-09,1.5605989119955965e-09,2.1037410747954423e-09
0.46,6.6264071505332137e-07,4.8444061768465231e-07,3.3860814573235483e-07,7.7869159136805034e-08,1.1293117885387515e-09,1.5046643004938243e-09,2.0263177424027024e-09
0.4625,6.6182318776239413e-07,4.8715534036169266e-07,3.3703138074675279e-07,8.1407309208226511e-08,1.1580082121921706e-09,1.4686524618841939e-09,1.9868513300203362e-09
0.465,6.6099921792023536e-07,4.8987085132396066e-07,3.3536432582328561e-07,8.5024078780219041e-08,1.1878251968638123e-09,1.4367422350260461e-09,1.9569117594784266e-09
0.4675,6.6015341967041859e-07,4.9257872526350736e-07,3.3360295047154385e-07,8.8714130390393149e-08,1.2168254130285552e-09,1.4045258688997963e-09,1.9255527148416045e-09
0.47,6.59281258526432e-07,4.9527320062262843e-07,3.3174781409935575e-07,9.2475775139873361e-08,1.2470720893292772e-09,1.3754484979358475e-09,1.8944556358671212e-09
0.4725,6.5838080203207994e-07,4.9794938851687426e-07,3.2980071859655711e-07,9.6307419762673576e-08,1.2808992945297818e-09,1.3535300096032273e-09,1.8673594737841689e-09
0.475,6.5745071380881524e-07,5.0060276815219817e-07,3.2776362023244095e-07,1.0020669857258896e-07,1.3194924493173273e-09,1.3407355330756558e-09,1.8462834148614836e-09
0.4775,6.5649053274864345e-07,5.0322951717400908e-07,3.2563899178181585e-07,1.041705136744886e-07,1.3630942885717688e-09,1.3372260832152976e-09,1.8316871320711425e-09
0.48,6.5550201435881831e-07,5.0582718787920742e-07,3.234298681992982e-07,1.0819525004865826e-07,1.4112086737746514e-09,1.3420294940380362e-09,1.8236144043598124e-09
0.4825,6.5448908103407924e-07,5.0839477999895994e-07,3.211404195050163e-07,1.122773416907876e-07,1.4631330332058987e-09,1.3535734573740444e-09,1.8220348235323933e-09
0.485,6.5345859243382222e-07,5.1093272131824611e-07,3.1877630247993509e-07,1.1641348260894343e-07,1.518269536621059e-09,1.3707774543425554e-09,1.8282589083423002e-09
0.4875,6.5241966331046961e-07,5.1344266505439794e-07,3.1634426048032531e-07,1.2060048130184478e-07,1.5761459872155391e-09,1.3927676165913172e-09,1.8441781586618108e-09
0.49,6.5138113901625139e-07,5.1592698888760399e-07,3.138514101199045e-07,1.2483477026071341e-07,1.6359921980543324e-09,1.4177166358092444e-09,1.8705833370081452e-09
0.4925,6.503491428806266e-07,5.1838824283995514e-07,3.1130440900107403e-07,1.2911169390269016e-07,1.6961085873626293e-09,1.4418722334058543e-09,1.9051228155058461e-09
0.495,6.4932908214027629e-07,5.2082958025260672e-07,3.0871050479246395e-07,1.3342700198729742e-07,1.7552161511402774e-09,1.462081370923602e-09,1.9459644858837931e-09
0.4975,6.4832553949592869e-07,5.2325480885054252e-07,3.0607747855503481e-07,1.3777746442027932e-07,1.8126544985972009e-09,1.4762243381407941e-09,1.9921265752483419e-09
0.5,6.4734095921070448e-07,5.256680788401014e-07,3.0341338803202689e-07,1.4215916710308806e-07,1.8680668858221433e-09,1.4826386506193041e-09,2.0425840331037584e-09
0.5025,6.4637506112095315e-07,5.2807361309091265e-07,3.0072638488558245e-07,1.4656508675960672e-07,1.9212081821373288e-09,1.4800663150958426e-09,2.0959565023517584e-09
0.505,6.4542381348947226e-07,5.3047525006957534e-07,2.9802390545447023e-07,1.5098863422508328e-07,1.9715079212144209e-09,1.4665566158998164e-09,2.1488064919097892e-09
0.5075,6.4448154734740856e-07,5.3287682166184857e-07,2.9531331829293807e-07,1.5542429149616326e-07,2.0188172510631465e-09,1.4408954552663743e-09,2.1977508756219526e-09
0.51,6.435564682795191e-07,5.3528534682653208e-07,2.9260782973000183e-07,1.5987248196113089e-07,2.0692873088136334e-09,1.4146393226183863e-09,2.2574859724532062e-09
0.5125,6.4264779945071836e-07,5.3770473760910254e-07,2.8991673282798741e-07,1.6432969031652145e-07,2.1256762337020402e-09,1.3924215895479527e-09,2.3314925487286778e-09
0.515,6.4174107210198472e-07,5.4013440551189483e-07,2.8724296532678788e-07,1.6878597381441415e-07,2.1848377954069181e-09,1.3671121234239832e-09,2.4049285413410633e-09
0.5175,6.4082790832809237e-07,5.42573453611883e-07,2.8459078075288667e-07,1.7323314102784452e-07,2.2457626598320875e-09,1.3357614972811142e-09,2.4686827614784928e-09
0.52,6.3990666665153853e-07,5.4502088283272965e-07,2.8196593518144727e-07,1.7766518512051596e-07,2.3096909047452638e-09,1.2998180773648248e-09,2.520279663875967e-09
0.5225,6.3897826885781937e-07,5.4747448535467931e-07,2.7937361924143461e-07,1.8207630620027575e-07,2.3782091004391782e-09,1.2612246698677903e-09,2.5580629790062593e-09
0.525,6.3804380379311871e-07,5.4993039434263134e-07,2.7681736831546132e-07,1.8646013524584295e-07,2.4522628779353683e-09,1.2204150484574828e-09,2.5786126092722766e-09
0.5275,6.3710374267060533e-07,5.5238317510456712e-07,2.7429901135712479e-07,1.9080968711186621e-07,2.5320226735637966e-09,1.1762678478380297e-09,2.5766845486789678e-09
0.53,6.3615277708577315e-07,5.5482506016233124e-07,2.7181672711651763e-07,1.9511546976393043e-07,2.6148165568801062e-09,1.1217597767690941e-09,2.5392004251471093e-09
0.5325,6.3520940496747096e-07,5.5725386903002022e-07,2.6937763524804311e-07,1.9937817846204928e-07,2.7076656805244319e-09,1.0693672197144451e-09,2.4830079812652652e-09
0.535,6.3429833500028154e-07,5.5966921339071855e-07,2.6699109570801529e-07,2.0360165542681849e-07,2.8201540231378056e-09,1.03682308050601e-09,2.4339278145100878e-09
0.5375,6.3342693937679492e-07,5.6206695740017265e-07,2.6465928887192825e-07,2.0778317830298952e-07,2.954800566993007e-09,1.0276170934297926e-09,2.3976207302071413e-09
0.54,6.3259536058944852e-07,5.6444215651199868e-07,2.6238191982607118e-07,2.1191739748244732e-07,3.1113341555207229e-09,1.0396390078304776e-09,2.3723422891517748e-09
0.5425,6.3178322011824553e-07,5.6678617485256031e-07,2.6015103208399512e-07,2.1599019407741641e-07,3.2810821046394057e-09,1.0543280007707582e-09,2.3326362792009885e-09
0.545,6.3098335227438228e-07,5.6909537573289699e-07,2.5796548937837446e-07,2.1999338910510849e-07,3.4611649477083701e-09,1.0649541544499424e-09,2.271366562299561e-09
0.5475,6.3019760941432439e-07,5.7137008798333671e-07,2.5582884837448373e-07,2.2392351288413243e-07,3.6527455833121556e-09,1.0731350684113401e-09,2.1943121521677624e-09
0.55,6.294287778525348e-07,5.7361290591896194e-07,2.5374645807237602e-07,2.2777862398129955e-07,3.8576795076614032e-09,1.0822698255306667e-09,2.1102269107736518e-09
0.5525,6.286798133914829e-07,5.7582808839808176e-07,2.5172457013621803e-07,2.315576826454642e-07,4.0782122963841239e-09,1.0967083582153628e-09,2.029413718063066e-09
0.555,6.2794048693652014e-07,5.78018005002226e-07,2.4976456193224558e-07,2.3525456780502518e-07,4.3111976995030711e-09,1.110235426513649e-09,1.9463561444702925e-09
0.5575,6.2720683336372835e-07,5.8018789285569141e-07,2.4787097248885489e-07,2.3886628606405443e-07,4.556386655823117e-09,1.1226154413259986e-09,1.8642936608628567e-09
0.56,6.264763693584241e-07,5.8234378193418154e-07,2.4604880884867579e-07,2.4239063901429657e-07,4.8141259938680404e-09,1.1349788297302774e-09,1.7882057010494451e-09
0.5625,6.257457005652475e-07,5.844916131024184e-07,2.4430259010677894e-07,2.4582544078432895e-07,5.0845857939795661e-09,1.1480892593568126e-09,1.7222104770674885e-09
0.565,6.250101918956003e-07,5.8663659066223702e-07,2.426359541414717e-07,2.4916835768809449e-07,5.3674885024380946e-09,1.1616866270052344e-09,1.6686660623856402e-09
0.5675,6.2426733148536753e-07,5.8878370874767404e-07,2.4105292555779372e-07,2.5241828625949295e-07,5.6635840021387516e-09,1.1773990232351103e-09,1.6322681274103845e-09
0.57,6.2351080929617595e-07,5.9093581588962667e-07,2.3955515336330122e-07,2.5557274944677629e-07,5.9721381143409691e-09,1.1933640602109877e-09,1.6122270299882103e-09
0.5725,6.2273618191507081e-07,5.9309492162225304e-07,2.3814428432766333e-07,2.5863034165097637e-07,6.2930972766287911e-09,1.2087757457996855e-09,1.6089856682189416e-09
0.575,6.2193931883766448e-07,5.952615808533532e-07,2.3682093426620734e-07,2.6158961548858404e-07,6.6263278735040165e-09,1.2220673752053018e-09,1.621577630034283e-09
0.5775,6.211186545616076e-07,5.9743547307509511e-07,2.3558572879121342e-07,2.6445035247033344e-07,6.9725668553546576e-09,1.2327860433203116e-09,1.6504429902726081e-09
0.58,6.2027435958977154e-07,5.996156013219622e-07,2.3443867320270356e-07,2.6721296753587993e-07,7.3330733794304332e-09,1.2409373290781254e-09,1.6961049964864669e-09
0.5825,6.194066198043458e-07,6.0179934423633072e-07,2.3337843934439191e-07,2.6987775318002482e-07,7.7087788536626561e-09,1.2451667468923184e-09,1.7567276164756332e-09
0.585,6.1851742975001983e-07,6.0398340454422851e-07,2.3240302263534146e-07,2.724454081131519e-07,8.1009738815348877e-09,1.2445127073480517e-09,1.8302398921513584e-09
0.5875,6.1761115183637031e-07,6.0616415889161654e-07,2.3151023378903913e-07,2.7491739318483275e-07,8.5116397584707353e-09,1.2390185835246731e-09,1.9154305670561284e-09
0.59,6.166934054814015e-07,6.0833753935147227e-07,2.3069709069173681e-07,2.7729528453996081e-07,8.9430578870651713e-09,1.2290570933514606e-09,2.0107396267017553e-09
0.5925,6.157710651828101e-07,6.1049934291637685e-07,2.2996021814693925e-07,2.7958097249375583e-07,9.3979317232625958e-09,1.2157254953418214e-09,2.1148804269673355e-09
0.595,6.1485060096345867e-07,6.1264516988913421e-07,2.2929537611097164e-07,2.8177629326502568e-07,9.8789057515421236e-09,1.1998185096358427e-09,2.2252063843843927e-09
0.5975,6.1393772478803245e-07,6.1477067510115538e-07,2.2869772111968125e-07,2.8388319108323788e-07,1.0388662001737797e-08,1.182012866271267e-09,2.3380530536686415e-09
0.6,6.1303783115941352e-07,6.1687190173357861e-07,2.2816213102411961e-07,2.8590312124974542e-07,1.0929849544674845e-08,1.1631355867125173e-09,2.4495033373435891e-09
0.6025,6.1215601284615556e-07,6.1894558691993707e-07,2.2768359923304994e-07,2.8783699930851797e-07,1.1505123952601319e-08,1.1445611949164627e-09,2.5560357848816205e-09
0.605,6.1129603112573429e-07,6.209892708185016e-07,2.272570461419368e-07,2.8968540846841564e-07,1.2116905447531962e-08,1.1272749903060246e-09,2.6536228848186428e-09
0.6075,6.1046202145013745e-07,6.2300183860601047e-07,2.2687857362560571e-07,2.9144963424277338e-07,1.2768196965264557e-08,1.1135565020694257e-09,2.7402427567541626e-09
0.61,6.0965556706422091e-07,6.2498296801261697e-07,2.2654419711743791e-07,2.931301950631895e-07,1.3461215111640193e-08,1.1042226526186362e-09,2.8123610408157358e-09
0.6125,6.0887596010297522e-07,6.2693309147460321e-07,2.2625040710554989e-07,2.947272236780553e-07,1.4197639480766114e-08,1.0990142968501219e-09,2.8656179949214606e-09
0.615,6.0812577134913294e-07,6.2885483730744024e-07,2.2599631471555653e-07,2.9624264643480141e-07,1.498078115016925e-08,1.1011291541419322e-09,2.9017900949882006e-09
0.6175,6.0740288227761693e-07,6.3075064348107772e-07,2.2578037777176379e-07,2.9767670456021659e-07,1.5812206192509435e-08,1.1102657272701151e-09,2.9186112478639282e-09
0.62,6.0670560933124141e-07,6.3262380369399605e-07,2.2560239192889609e-07,2.9902999989797938e-07,1.6693618467109369e-08,1.1266756074487415e-09,2.9160906527439957e-09
0.6225,6.0603107370143281e-07,6.3447794620188825e-07,2.2546279908709031e-07,3.0030295378569397e-07,1.7626294514698981e-08,1.1499220360515484e-09,2.8946431248680204e-09
0.625,6.0537641720498945e-07,6.3631703871921845e-07,2.2536260839175616e-07,3.0149590882783132e-07,1.8611481200731312e-08,1.1795918243559239e-09,2.8560258065682707e-09
0.6275,6.0473842203382557e-07,6.3814487588560113e-07,2.25303236337729e-07,3.0260906321759686e-07,1.9650034205789465e-08,1.2148357738393686e-09,2.8025614234187052e-09
0.63,6.041137255906962e-07,6.3996489269317717e-07,2.2528626079143801e-07,3.0364234895987227e-07,2.0742533819130503e-08,1.2545544277436007e-09,2.7372412411446038e-09
0.6325,6.0349883291655299e-07,6.4178004032487648e-07,2.253130787756846e-07,3.0459552243046788e-07,2.1889370238517441e-08,1.2973607991621039e-09,2.6633744619806394e-09
0.635,6.0289027899031563e-07,6.4359268418562463e-07,2.2538480587006476e-07,3.0546843164365909e-07,2.3091089052367256e-08,1.3418080229707935e-09,2.5847057644324928e-09
0.6375,6.0228555996367294e-07,6.4540473844578966e-07,2.2550245647310458e-07,3.0626064091745509e-07,2.4348214518326274e-08,1.3870304703557155e-09,2.5059790029210979e-09
0.64,6.0167803340237309e-07,6.4721636363606063e-07,2.2566463827327137e-07,3.0696893173042726e-07,2.5658604960985637e-08,1.4282645899701226e-09,2.4258838470796371e-09
0.6425,6.010671588509611e-07,6.4902847519754408e-07,2.2587198735384384e-07,3.0759251031870823e-07,2.7022589984312432e-08,1.4659288543377442e-09,2.3503552878585452e-09
0.645,6.0045008991228584e-07,6.5084089276029008e-07,2.2612332909715041e-07,3.0812976464495475e-07,2.8439788481409274e-08,1.4983917848020296e-09,2.2817482423386558e-09
0.6475,5.9982497253005047e-07,6.526531562326985e-07,2.2641729129664148e-07,3.0857956604991702e-07,2.9910414490617313e-08,1.5249602300894129e-09,2.2230160629817473e-09
0.65,5.9918791705598731e-07,6.544637111826579e-07,2.2675115033154601e-07,3.0894009564151124e-07,3.1434143252831981e-08,1.5434004325134052e-09,2.1739249221684915e-09
0.6525,5.9853730884859656e-07,6.5627131343057595e-07,2.2712250228313525e-07,3.0921021549807421e-07,3.3011532959332352e-08,1.5532875302430865e-09,2.1358049097689839e-09
0.655,5.9787283915661107e-07,6.5807487717738514e-07,2.2752921184226836e-07,3.0938963535623235e-07,3.4644160105626061e-08,1.5558128004965299e-09,2.1112164839731078e-09
0.6575,5.9719502545193478e-07,6.5987320021268871e-07,2.279691046982887e-07,3.0947837571377431e-07,3.6333974860509921e-08,1.5528571836936317e-09,2.102602689545999e-09
0.66,5.96504254984049e-07,6.6166465970429654e-07,2.2843955563596462e-07,3.0947648172401029e-07,3.8083112287957202e-08,1.5461501734401393e-09,2.1111277241296183e-09
0.6625,5.9580108004461976e-07,6.6344749336148718e-07,2.2893784590122903e-07,3.0938403203289786e-07,3.9893857268252473e-08,1.5374614616958887e-09,2.1370997177587413e-09
0.665,5.9508596156879335e-07,6.6521966511504674e-07,2.2946099249917625e-07,3.0920105571436737e-07,4.1768508715083535e-08,1.5283591183320276e-09,2.1796055272499973e-09
0.6675,5.9435918386617868e-07,6.6697897369933855e-07,2.3000580402783081e-07,3.0892749882554185e-07,4.3709339604027079e-08,1.5200673596787224e-09,2.2365739457418172e-09
