Physical Time (s),ev_bot Monitor (W): bot_cv1,ev_bot Monitor (W): bot_cv2,ev_bot Monitor (W): bot_cv3,ev_bot Monitor (W): bot_cv4,ev_bot Monitor (W): bot_cv5,ev_bot Monitor (W): bot_cv6,ev_bot Monitor (W): bot_cv7
0.3525,1.2018983205066382e-12,-4.7441947176784276e-13,-1.8757353452624539e-12,-5.3734371558146875e-13,-5.3527683308864503e-14,-4.7116452827268382e-15,-3.3580748866146077e-17
0.355,1.4024885816140388e-12,-3.9973838601976226e-13,-1.701379019702447e-12,-4.8695267425477468e-13,-4.5078561236377957e-14,-3.1106541518094724e-15,-1.7965649536363992e-18
0.3575,1.6557091057737567e-12,-3.2477438533425405e-13,-1.5149990672153107e-12,-4.3549792386390295e-13,-3.7603813807834519e-14,-2.0412964518890727e-15,1.1268801692925824e-17
0.36,1.9573582835837411e-12,-2.5658602917155458e-13,-1.3330822782617294e-12,-3.8773214317273994e-13,-3.1744686329379033e-14,-1.4348779304151411e-15,5.2739666330849091e-17
0.3625,2.2967706415630676e-12,-1.9942743208246971e-13,-1.1683347575282847e-12,-3.4684326368568776e-13,-2.7686240914916648e-14,-1.1593550881916388e-15,8.2021385113389261e-17
0.365,2.6556411123578275e-12,-1.5484428604374116e-13,-1.0292698010629517e-12,-3.1463169500176591e-13,-2.536295276023924e-14,-1.1321895269511946e-15,5.642434084647691e-17
0.3675,3.0086775824499419e-12,-1.2234083322143089e-13,-9.2055217889477526e-13,-2.9187875909639014e-13,-2.4624434780008734e-14,-1.3442778395175727e-15,1.3156116495081706e-17
0.37,3.3265290820928333e-12,-1.0034046940459132e-13,-8.4400600971553545e-13,-2.7874429983460123e-13,-2.531769572720924e-14,-1.8671143376279194e-15,-2.0537044036666946e-18
0.3725,3.5805763798957868e-12,-8.7028922447184914e-14,-7.9976763067401732e-13,-2.7510200955876946e-13,-2.7294457815506751e-14,-2.8169708860209066e-15,-4.6737369162523244e-17
0.375,3.7481636136528467e-12,-8.0920065545098523e-14,-7.8723400971416148e-13,-2.806908881090046e-13,-3.0371763457137914e-14,-4.2288246291693925e-15,-2.3863129698649894e-16
0.3775,3.8169300235782498e-12,-8.1140547526978577e-14,-8.058844127585815e-13,-2.9521013739100713e-13,-3.4288239140720315e-14,-5.916346893718242e-15,-5.8922491885234991e-16
0.38,3.7867755411659522e-12,-8.7466989584122355e-14,-8.5544017966132051e-13,-3.1827376438607955e-13,-3.8701087715057182e-14,-7.4797421357304583e-15,-9.3648467038095763e-16
0.3825,3.6691369502589581e-12,-1.0019518010354018e-13,-9.355541762628907e-13,-3.4930715463983597e-13,-4.323461183808111e-14,-8.499386404019065e-15,-1.0773232158349938e-15
0.385,3.4841732770465135e-12,-1.1990469740785571e-13,-1.0451538973413794e-12,-3.8749154009642485e-13,-4.7579107783573544e-14,-8.7698881659316184e-15,-9.4711400661848343e-16
0.3875,3.2568494212672573e-12,-1.4711599466842374e-13,-1.1817014550498742e-12,-4.3165978905598967e-13,-5.1567214170818941e-14,-8.3911297037851104e-15,-6.5429989317854405e-16
0.39,3.0124698618377077e-12,-1.8180288764948914e-13,-1.3404399259425079e-12,-4.8030990370526977e-13,-5.520373892469529e-14,-7.6574715163100557e-15,-3.6311016790782927e-16
0.3925,2.773205025595646e-12,-2.2299399486175909e-13,-1.514242185068205e-12,-5.3171969899071748e-13,-5.8642632872540086e-14,-6.8846947511595161e-15,-1.6796620273754699e-16
0.395,2.5561534310606002e-12,-2.685006751553687e-13,-1.6939594895717188e-12,-5.8407749539845357e-13,-6.2115594612411e-14,-6.2937107951383939e-15,-7.0861158539544922e-17
0.3975,2.3728874774277845e-12,-3.1499887894352978e-13,-1.8692487304763804e-12,-6.3555326663931874e-13,-6.5850940603791107e-14,-5.9919183463623833e-15,-3.2709675494816419e-17
0.4,2.2301090497385575e-12,-3.5848172914867669e-13,-2.0297142303730739e-12,-6.843191628053824e-13,-6.9992745749766188e-14,-6.0101056998973843e-15,-2.0591255596694448e-17
0.4025,2.1307950480850023e-12,-3.9494758409476108e-13,-2.1660705941835541e-12,-7.2856268650308935e-13,-7.4532336300672688e-14,-6.3356155209440569e-15,-1.955190365918014e-17
0.405,2.0753741289209579e-12,-4.2108700189477004e-13,-2.2710227120986705e-12,-7.6646509017861969e-13,-7.9257684217581035e-14,-6.9182580033627469e-15,-2.5594996686649694e-17
0.4075,2.0626394817155085e-12,-4.3490520940292822e-13,-2.339888920991573e-12,-7.9616635503311417e-13,-8.3734296281582938e-14,-7.6532258519936494e-15,-3.7941667331012148e-17
0.41,2.0902866905781774e-12,-4.3593860476897983e-13,-2.3708024967946802e-12,-8.1590777003988076e-13,-8.7349852744727359e-14,-8.3676749229350979e-15,-5.3259442233946032e-17
0.4125,2.1552041650371071e-12,-4.2513030228068811e-13,-2.364512386213996e-12,-8.2425514848017103e-13,-8.942833990263447e-14,-8.8424111440939039e-15,-6.3353773490280484e-17
0.415,2.2534539996360754e-12,-4.0447992455441518e-13,-2.3239292571569316e-12,-8.2038149059506775e-13,-8.9409659066022293e-14,-8.8814790029598861e-15,-6.0242832786116721e-17
0.4175,2.3802875683931073e-12,-3.7661355110365793e-13,-2.2539029930839373e-12,-8.0444391728596715e-13,-8.7040822424272396e-14,-8.4011296616244517e-15,-4.4369200135690784e-17
0.42,2.5301960054567307e-12,-3.4434071756276584e-13,-2.1607862573986725e-12,-7.7777590447874025e-13,-8.2484268777250937e-14,-7.4743741719432027e-15,-2.4772716494764823e-17
0.4225,2.6970014664859963e-12,-3.1030529539604931e-13,-2.0518293487164336e-12,-7.428343304538689e-13,-7.630691565928944e-14,-6.3005136458717091e-15,-1.0145851937192085e-17
0.425,2.8740317958917976e-12,-2.7673058915850516e-13,-1.9346976414738747e-12,-7.0289749778990369e-13,-6.9332272197361009e-14,-5.1130359914421646e-15,-2.1073776129494502e-18
0.4275,3.0545121550257924e-12,-2.4532919431925588e-13,-1.816852630238001e-12,-6.6160224828200263e-13,-6.2431727135141368e-14,-4.0925433786476741e-15,2.1947843700213619e-18
0.43,3.2319634321365806e-12,-2.1727254262875592e-13,-1.7051400276676225e-12,-6.2248374671413279e-13,-5.6340507211092173e-14,-3.3301220431109592e-15,4.248908106658131e-18
0.4325,3.4005970460264568e-12,-1.9326796265501228e-13,-1.605405457956295e-12,-5.8858740567296664e-13,-5.1563723550937094e-14,-2.8439284174765672e-15,3.6200351006844172e-18
0.435,3.5555453382974674e-12,-1.7364121732995228e-13,-1.5222426995635337e-12,-5.6222990369689428e-13,-4.8377288652504039e-14,-2.6189307018639525e-15,1.3027526236948945e-18
0.4375,3.6927851613124292e-12,-1.5847124234765577e-13,-1.4590447111506009e-12,-5.4493504635396302e-13,-4.6878464925015814e-14,-2.6389556145857839e-15,-5.8884385094114991e-19
0.44,3.8090257677114466e-12,-1.4768041377992853e-13,-1.4181299002824637e-12,-5.3760269745924901e-13,-4.7056318927493299e-14,-2.9003221764781224e-15,-3.8828684788255823e-18
0.4425,3.9017856975617664e-12,-1.4114461160853866e-13,-1.400926126253052e-12,-5.4059284811158963e-13,-4.8829172903123302e-14,-3.4055126404766068e-15,-1.6276233650517996e-17
0.445,3.9695713176196401e-12,-1.3874854324069959e-13,-1.40819302473586e-12,-5.5387107468781309e-13,-5.2056518862055816e-14,-4.1406873487173448e-15,-4.4753506748085577e-17
0.4475,4.0116952839387533e-12,-1.4040652515317494e-13,-1.4401303043333872e-12,-5.7709635326007717e-13,-5.6535644293239888e-14,-5.0498387732801226e-15,-8.6335560605411844e-17
0.45,4.02839077107851e-12,-1.460946590175333e-13,-1.496454571339644e-12,-6.0970928908031445e-13,-6.200565685252403e-14,-6.0290984300211119e-15,-1.2675223624102425e-16
0.4525,4.0209413385398496e-12,-1.5584236175271623e-13,-1.5764599361028521e-12,-6.5096468680613094e-13,-6.8182525811164729e-14,-6.9532415293274912e-15,-1.4972722263565393e-16
0.455,3.9917659242968122e-12,-1.6965986945940237e-13,-1.678799712204405e-12,-6.9995823488023223e-13,-7.4807407643420708e-14,-7.7221558054325103e-15,-1.4820356352114883e-16
0.4575,3.9442791060444443e-12,-1.8745867251053006e-13,-1.8014048707574494e-12,-7.5568559630435217e-13,-8.1698406456443797e-14,-8.299737992054607e-15,-1.2750671237337989e-16
0.46,3.882465349704347e-12,-2.089800402841757e-13,-1.9412784530819169e-12,-8.1707382576179826e-13,-8.8788753662460937e-14,-8.723968719875759e-15,-9.9593946225443499e-17
0.4625,3.8109703621853871e-12,-2.3359483000752739e-13,-2.0938715121223407e-12,-8.8276745785248223e-13,-9.6111809640968698e-14,-9.0852622587748454e-15,-7.4879918548548145e-17
0.465,3.7345546286030189e-12,-2.603315135409266e-13,-2.2535809662693727e-12,-9.5125356697322074e-13,-1.0377042245782437e-13,-9.492921053845724e-15,-5.8317031300694417e-17
0.4675,3.6580436890333026e-12,-2.8784579448696852e-13,-2.4137528676986015e-12,-1.0207246541003411e-12,-1.1185515855253618e-13,-1.0046639414929498e-14,-5.0695841683638454e-17
0.47,3.5863168269976143e-12,-3.1444869776473685e-13,-2.5667136253643777e-12,-1.0888940165737045e-12,-1.2035527362095229e-13,-1.081753295471034e-14,-5.167602335697458e-17
0.4725,3.5242893519058917e-12,-3.3824137542466997e-13,-2.7043650894645646e-12,-1.1530514947440189e-12,-1.2908837060940205e-13,-1.1834040146352557e-14,-6.1898453563223782e-17
0.475,3.4768429086371195e-12,-3.5734542350994552e-13,-2.8187492877153071e-12,-1.2100115915845944e-12,-1.3764777261049004e-13,-1.3067872606037644e-14,-8.3467496024214892e-17
0.4775,3.4486213921796304e-12,-3.7007599424648198e-13,-2.9027672208662208e-12,-1.2564466320251446e-12,-1.454172604688459e-13,-1.4421823654284387e-14,-1.1869198849034301e-16
0.48,3.4438121477634947e-12,-3.7521600730821574e-13,-2.9509191239498607e-12,-1.2891972555547832e-12,-1.5163828717083684e-13,-1.5726385983765738e-14,-1.6718364483829941e-16
0.4825,3.4660797486209085e-12,-3.7218920031982097e-13,-2.9600397227020125e-12,-1.3058013326723525e-12,-1.5555447046982162e-13,-1.6763286723769607e-14,-2.2291520109370773e-16
0.485,3.5182167948810688e-12,-3.61169378900478e-13,-2.9297915424197551e-12,-1.3050061294794485e-12,-1.5658811189997898e-13,-1.7316398731183189e-14,-2.7348272878285863e-16
0.4875,3.6020917188620814e-12,-3.4305159370101393e-13,-2.8629071607143981e-12,-1.2871095147305813e-12,-1.5450033607734642e-13,-1.7240747649336764e-14,-3.041382802430947e-16
0.49,3.7185162087486847e-12,-3.1940120153065301e-13,-2.7651421825308568e-12,-1.2540468548946966e-12,-1.4948013977351736e-13,-1.6513426097130013e-14,-3.0479022058675299e-16
0.4925,3.8667988792000215e-12,-2.9219718379262592e-13,-2.6445313129826015e-12,-1.2092271394170868e-12,-1.4211870761201025e-13,-1.5245334864003834e-14,-2.7528420862349643e-16
0.495,4.0444539329350891e-12,-2.6353240616534022e-13,-2.5104827717524344e-12,-1.157097732509118e-12,-1.3329650067563445e-13,-1.3643300627463288e-14,-2.2512861157906566e-16
0.4975,4.2467674256272394e-12,-2.3537092042306252e-13,-2.372769584308557e-12,-1.1025120639290332e-12,-1.2400221185908383e-13,-1.1946676395133912e-14,-1.6825986500571877e-16
0.5,4.4663503463433965e-12,-2.0935340722559265e-13,-2.2406898987817295e-12,-1.0501659702149054e-12,-1.1516963491029437e-13,-1.0364970338703604e-14,-1.1693198188122339e-16
0.5025,4.6928817338855231e-12,-1.86686735391139e-13,-2.1223974765099537e-12,-1.0042063958018132e-12,-1.0755364447006494e-13,-9.0385618056150476e-15,-7.7645451327093855e-17
0.505,4.9135218306880555e-12,-1.6810835532034692e-13,-2.0243522583136689e-12,-9.6788581343531371e-13,-1.0167255165130746e-13,-8.0341961809040285e-15,-5.1238148417656237e-17
0.5075,5.1138662631591524e-12,-1.5396380392614856e-13,-1.9512692378462134e-12,-9.4349834371783873e-13,-9.7816796854980073e-14,-7.3631805124876253e-15,-3.5216753317571339e-17
0.51,5.2791380510182102e-12,-1.4437335287984741e-13,-1.9063443702237863e-12,-9.3248619192449905e-13,-9.6100401491923777e-14,-7.0051697962687718e-15,-2.6327682553861865e-17
0.5125,5.3960013531495516e-12,-1.3933210219711573e-13,-1.8915720237291757e-12,-9.3559673726235956e-13,-9.6512846724290787e-14,-6.9255999276282001e-15,-2.1906978907725086e-17
0.515,5.4546267858713277e-12,-1.3880680605453316e-13,-1.9078919921490582e-12,-9.5301078752017328e-13,-9.8960058093909402e-14,-7.0849551012913708e-15,-2.0167068165328826e-17
0.5175,5.4504866815146187e-12,-1.4280637952104111e-13,-1.9553763859578518e-12,-9.8441856834197957e-13,-1.0328572692591882e-13,-7.4409190879124054e-15,-1.9956312251128538e-17
0.52,5.3852432625873835e-12,-1.5136810044743449e-13,-2.0333617122685057e-12,-1.0291242896449296e-12,-1.0928654815801395e-13,-7.9488026306056618e-15,-2.046142370352735e-17
0.5225,5.2666412589518025e-12,-1.6455377721955227e-13,-2.1401784483467489e-12,-1.0859459968782274e-12,-1.1671719409169496e-13,-8.5638912092344359e-15,-2.1063395884686224e-17
0.525,5.1075784693516451e-12,-1.8225339101128304e-13,-2.2727839363929381e-12,-1.153267650494793e-12,-1.2531099947611383e-13,-9.246873104486755e-15,-2.1415816830640709e-17
0.5275,4.924201742423842e-12,-2.0411844864075965e-13,-2.4265527364445102e-12,-1.229014475462253e-12,-1.3479888664325099e-13,-9.9692822373411811e-15,-2.1442228247491708e-17
0.53,4.7336539241182719e-12,-2.2938284543204654e-13,-2.5951983720466534e-12,-1.3106421660017621e-12,-1.4492008607033527e-13,-1.0718992602863247e-14,-2.1390195251022106e-17
0.5325,4.5521545539023929e-12,-2.5676665794953942e-13,-2.7707498849722742e-12,-1.3951960652850966e-12,-1.5543000098620495e-13,-1.1500910975502455e-14,-2.1719678829614416e-17
0.535,4.3936447518602066e-12,-2.8444689129455483e-13,-2.94386598333177e-12,-1.4794230851847941e-12,-1.6610196609827049e-13,-1.233498160758252e-14,-2.3077506823643333e-17
0.5375,4.2691050044424847e-12,-3.1019033938765358e-13,-3.1044049383785967e-12,-1.5598872019786111e-12,-1.7671280377056127e-13,-1.3247312951493861e-14,-2.6249739577189576e-17
0.54,4.1865957816123307e-12,-3.3161278987120383e-13,-3.242375824019502e-12,-1.6331776715908284e-12,-1.8702135079128852e-13,-1.4260138188612863e-14,-3.2327924259002821e-17
0.5425,4.15162998724352e-12,-3.4656331524042896e-13,-3.3490622501628895e-12,-1.6961539669530499e-12,-1.9675313707990326e-13,-1.5382360800681889e-14,-4.2886324869832103e-17
0.545,4.1675755760501249e-12,-3.5349826082309474e-13,-3.4180757602926733e-12,-1.7462330693501271e-12,-2.0559172735078863e-13,-1.6600868053036004e-14,-6.0037072095834949e-17
0.5475,4.236029786548382e-12,-3.517542534021285e-13,-3.4460202159801346e-12,-1.7815634199210998e-12,-2.1320316395309683e-13,-1.7875410606050924e-14,-8.6112298162679264e-17
0.55,4.3571348823479541e-12,-3.4164820608450328e-13,-3.4328824950132149e-12,-1.8012995074115328e-12,-2.1927229668484521e-13,-1.9137712146613257e-14,-1.2263742151776804e-16
0.5525,4.529558584594921e-12,-3.2438686306733367e-13,-3.3818391809890186e-12,-1.805618922972266e-12,-2.2355037721809461e-13,-2.0298957616542973e-14,-1.6890587537940807e-16
0.555,4.7501381284740579e-12,-3.0180855868938691e-13,-3.298718249702272e-12,-1.7957047894136529e-12,-2.258992329417331e-13,-2.1263721835274002e-14,-2.2095819344958279e-16
0.5575,5.0133260491896527e-12,-2.7603176049628951e-13,-3.1912303362800957e-12,-1.7736532508786452e-12,-2.2632248714673792e-13,-2.1948868722327637e-14,-2.7200133796434023e-16
0.56,5.3107796033728054e-12,-2.491704727574954e-13,-3.0681048135264752e-12,-1.7422684485312725e-12,-2.2498318209964549e-13,-2.2301382406515354e-14,-3.1422955557456399e-16
0.5625,5.6311074944509659e-12,-2.2307795398928143e-13,-2.9383869604272678e-12,-1.7048484820376299e-12,-2.2219357325989179e-13,-2.2313045828492882e-14,-3.4142923363791031e-16
0.565,5.9600638958527e-12,-1.9917393392267215e-13,-2.8106176495977429e-12,-1.6648723515881538e-12,-2.1838911396318343e-13,-2.2021159980797371e-14,-3.5126908995257304e-16
0.5675,6.2810307520684027e-12,-1.7841383247996654e-13,-2.6923010331142415e-12,-1.6258152790184611e-12,-2.1408258413236821e-13,-2.1503003504205766e-14,-3.4562496065827472e-16
0.57,6.5759434655806697e-12,-1.6133695136707853e-13,-2.589729038743124e-12,-1.5908922672678493e-12,-2.0980756775727368e-13,-2.0851783996415503e-14,-3.2886633237549653e-16
0.5725,6.8269878945189237e-12,-1.481637053484126e-13,-2.507771981837512e-12,-1.5629674986081492e-12,-2.0607414044344571e-13,-2.0165166994939902e-14,-3.0626328186944402e-16
0.575,7.0187341934930054e-12,-1.3890697276498821e-13,-2.4499265247688873e-12,-1.5444031657951238e-12,-2.0332932505843987e-13,-1.953040600724704e-14,-2.8245322587157114e-16
0.5775,7.1399672838753979e-12,-1.3347645865185656e-13,-2.418546047300342e-12,-1.5370300257556636e-12,-2.0192731539716669e-13,-1.9010243891629371e-14,-2.6040982027143359e-16
0.58,7.1851919959263737e-12,-1.3174294098168504e-13,-2.4148083866958837e-12,-1.5420483757490976e-12,-2.0212005119738461e-13,-1.8644198273848524e-14,-2.4101818115837095e-16
0.5825,7.1552441800357501e-12,-1.3357832694285507e-13,-2.4388920566322783e-12,-1.5600712238309041e-12,-2.0404850965660024e-13,-1.8448307550973009e-14,-2.2374342632102498e-16
0.585,7.0571753597112932e-12,-1.3885525326604244e-13,-2.4900102866653594e-12,-1.5910827008187435e-12,-2.0774815037225401e-13,-1.8416280345746308e-14,-2.0717382374183359e-16
0.5875,6.9032853503786596e-12,-1.4740530809798466e-13,-2.5662944192213228e-12,-1.6344583663417807e-12,-2.1314718549505114e-13,-1.8525629961622102e-14,-1.89584134930543e-16
0.59,6.7094931561651622e-12,-1.589769860771383e-13,-2.6647560816147749e-12,-1.6889108276692577e-12,-2.2007568626688342e-13,-1.8742879453828375e-14,-1.6971612120664739e-16
0.5925,6.4934600387438867e-12,-1.7316999911520488e-13,-2.781169109179633e-12,-1.7525173097080741e-12,-2.2826888167784343e-13,-1.9029417916478562e-14,-1.4733979904958426e-16
0.595,6.2726590835712608e-12,-1.893805858354283e-13,-2.9101326095802448e-12,-1.8227417422316526e-12,-2.3738329324973216e-13,-1.9347154837297437e-14,-1.2344050656842597e-16
0.5975,6.0631070612333146e-12,-2.0676759490731311e-13,-3.0452053851922887e-12,-1.8965846876124366e-12,-2.470228847367504e-13,-1.9663903219599697e-14,-9.984675272377063e-17
0.6,5.878322863719198e-12,-2.2424277599062974e-13,-3.1791368295369927e-12,-1.9707324704906352e-12,-2.5677343279672459e-13,-1.995803106271996e-14,-7.8533277835892221e-17
0.6025,5.7289120616624466e-12,-2.405429111923083e-13,-3.3043305772283263e-12,-2.0417503543340189e-12,-2.6623104191336744e-13,-2.0219172987525773e-14,-6.0853843893597993e-17
0.605,5.6224727715171091e-12,-2.5435235685575644e-13,-3.4134199832260388e-12,-2.1063552950925176e-12,-2.75035753826699e-13,-2.0447894473649327e-14,-4.7318076641218611e-17
0.6075,5.5637750949092166e-12,-2.6448256713966682e-13,-3.4999816378506328e-12,-2.1617017217156597e-12,-2.8289869560749656e-13,-2.065606561095533e-14,-3.7782619382017371e-17
0.61,5.5550855312028091e-12,-2.7006123550328381e-13,-3.5592958764226061e-12,-2.2056475455088352e-12,-2.8962103759149244e-13,-2.0860323327518946e-14,-3.1742573235663852e-17
0.6125,5.5966733291633132e-12,-2.7061726659444982e-13,-3.58859114453025e-12,-2.2368990687064054e-12,-2.9510111510742941e-13,-2.1079763196956974e-14,-2.8693356741806737e-17
0.615,5.686948338611078e-12,-2.6618727618300983e-13,-3.5873474811818949e-12,-2.2550086891743288e-12,-2.9932753433701844e-13,-2.1334231919600995e-14,-2.8273373349233088e-17
0.6175,5.8227557410696992e-12,-2.5728086646986411e-13,-3.5573340043752838e-12,-2.2604868678141213e-12,-3.023768425124269e-13,-2.1638056841380216e-14,-3.0417804922611294e-17
0.62,5.999569542751673e-12,-2.4475937549008074e-13,-3.5022006791461715e-12,-2.2546353513553366e-12,-3.0439517350296857e-13,-2.1998247418814482e-14,-3.5368357216734146e-17
0.6225,6.2114910109824374e-12,-2.2971244781318921e-13,-3.4269748261411706e-12,-2.2394064760166329e-12,-3.0557819724804509e-13,-2.2417316869593348e-14,-4.3679423039462309e-17
0.625,6.4514161033322326e-12,-2.1326441810726331e-13,-3.3375808858105386e-12,-2.2172003425746796e-12,-3.0615962458892291e-13,-2.2894793097321905e-14,-5.6081362492729912e-17
0.6275,6.7112311887190863e-12,-1.9647750433300182e-13,-3.2402693214906001e-12,-2.1906616701773884e-12,-3.063817044605944e-13,-2.3426164662015878e-14,-7.3371565678494025e-17
0.63,6.9821230889861482e-12,-1.802493314891714e-13,-3.1411493438829564e-12,-2.162483083040196e-12,-3.0650516418520905e-13,-2.4004354200509589e-14,-9.6135140223697911e-17
0.6325,7.2549683958654464e-12,-1.652669712241293e-13,-3.0458132721486129e-12,-2.1353022877098677e-12,-3.0680121789513167e-13,-2.4622921112084609e-14,-1.2451915307734551e-16
0.635,7.5208276602991966e-12,-1.5199907608284291e-13,-2.9590645914356821e-12,-2.1115965293526733e-12,-3.0755022619994459e-13,-2.5280608599350097e-14,-1.5811049119447593e-16
0.6375,7.7712635192835238e-12,-1.4073288619021837e-13,-2.8849098801795873e-12,-2.0936439659179941e-12,-3.0903868238852577e-13,-2.5983353245559569e-14,-1.9590728683778382e-16
0.64,7.9987590338447757e-12,-1.3162389968212854e-13,-2.8265431537047856e-12,-2.0834381252685728e-12,-3.1155517558823116e-13,-2.6743234139965148e-14,-2.364582780178021e-16
0.6425,8.1970784987766968e-12,-1.2471845063288012e-13,-2.7863479853095916e-12,-2.0826829086063391e-12,-3.1537522248985822e-13,-2.7575933542409917e-14,-2.778997339551867e-16
0.645,8.3614846526561641e-12,-1.1999381539608487e-13,-2.7658541327435692e-12,-2.0926637493829191e-12,-3.2073614291709647e-13,-2.8497387550950865e-14,-3.1806636238130629e-16
0.6475,8.4888686124219982e-12,-1.1739545238647015e-13,-2.7658794360176132e-12,-2.1142598865864043e-12,-3.2782788634352201e-13,-2.9519787961484804e-14,-3.5441284271419709e-16
0.65,8.5777831758061215e-12,-1.1685437647930012e-13,-2.7866402021635459e-12,-2.1478739370728299e-12,-3.3675314457448844e-13,-3.0646452190109636e-14,-3.8446993772473713e-16
0.6525,8.628356518583231e-12,-1.182889026913063e-13,-2.8277089563827914e-12,-2.193449240753902e-12,-3.4754234447319617e-13,-3.187115239377375e-14,-4.0591358257311219e-16
