Physical Time (s),enth_flux_enthalpy_top Monitor (W): top_cv1,enth_flux_enthalpy_top Monitor (W): top_cv2,enth_flux_enthalpy_top Monitor (W): top_cv3,enth_flux_enthalpy_top Monitor (W): top_cv4,enth_flux_enthalpy_top Monitor (W): top_cv5,enth_flux_enthalpy_top Monitor (W): top_cv6,enth_flux_enthalpy_top Monitor (W): top_cv7
0.36,2.2849953017376616e-09,2.1282755586814347e-10,2.1541177490478284e-09,2.9026953422587757e-09,1.8326904540612717e-09,8.607280119298799e-10,-4.4355933498275236e-10
0.3625,1.9771080065053634e-09,3.4966022533771094e-10,2.5629404029379408e-09,3.1689658445784697e-09,1.9238844318294545e-09,8.2948444806839367e-10,-5.7845786935881065e-10
0.365,1.3912614613730387e-09,4.8865490832314837e-10,2.9861911882225218e-09,3.4067346308653976e-09,2.0121637544134893e-09,9.2070510303319821e-10,-5.50937039585448e-10
0.3675,5.1693806133154812e-10,6.2062765994186024e-10,3.4152689252869605e-09,3.6229556165597244e-09,2.1081815558869747e-09,1.1478120265934137e-09,-3.3274956421491429e-10
0.37,-6.2459307363799559e-10,7.4441070912591305e-10,3.8473856451840173e-09,3.8238206413840536e-09,2.2126516940774066e-09,1.4817938139694858e-09,5.5490529627296756e-11
0.3725,-1.9742519805933445e-09,8.6599738738437111e-10,4.283473928552435e-09,4.0115523842139373e-09,2.3161558209706968e-09,1.8588820968744384e-09,5.4414886588382391e-10
0.375,-3.4323523058057983e-09,9.9585299814779987e-10,4.7227904663383181e-09,4.182377813592027e-09,2.4015875853895748e-09,2.1973359416843055e-09,1.0291855605831393e-09
0.3775,-4.870825667504036e-09,1.1453498892941621e-09,5.1590975388967817e-09,4.325263813318366e-09,2.4476539993218752e-09,2.4179240762438641e-09,1.3998219409339343e-09
0.38,-6.1505515709187493e-09,1.3208291891532067e-09,5.5748217780359151e-09,4.4211973570954589e-09,2.4335404956713581e-09,2.4639308748390022e-09,1.571341564499202e-09
0.3825,-7.14597087890924e-09,1.5196621506143143e-09,5.9377247140027838e-09,4.4447410230194542e-09,2.3427814796464271e-09,2.3152771769622753e-09,1.5134178147239603e-09
0.385,-7.763905638237872e-09,1.7269632001419237e-09,6.1999753346622935e-09,4.3647421742703397e-09,2.1653863028588919e-09,1.9922863562781888e-09,1.2592756723009526e-09
0.3875,-7.9616166108111338e-09,1.9153404537043202e-09,6.3016667121087392e-09,4.1489778079737093e-09,1.8982848068075108e-09,1.5469649526642256e-09,8.9239874091781884e-10
0.39,-7.7454779687791739e-09,2.0480239584348461e-09,6.1750001382699245e-09,3.7652837698832287e-09,1.5438814805288693e-09,1.0447368083880737e-09,5.1500566295211844e-10
0.3925,-7.1600489688640118e-09,2.0850189452191512e-09,5.7571915677821983e-09,3.1887703720730512e-09,1.1089067348581643e-09,5.4237347724946094e-10,2.1034421846971209e-10
0.395,-6.2738274614730878e-09,1.990475731127585e-09,4.9992131982065855e-09,2.4032974794060009e-09,6.010601713739678e-10,7.1843267852523643e-11,1.6355555839337581e-11
0.3975,-5.1632922940944484e-09,1.7401995648097409e-09,3.8776488324353977e-09,1.4080581024836601e-09,2.8713401943040998e-11,-3.6419023472630157e-10,-7.9816429830869776e-11
0.4,-3.8936164776410369e-09,1.3274980017399947e-09,2.402463753623903e-09,2.1930092581371038e-10,-5.9822813180376334e-10,-7.8442087949050354e-10,-1.2566188737343135e-10
0.4025,-2.5096777143208647e-09,7.657542015628595e-10,6.1985253516895837e-10,-1.127362462792098e-09,-1.2658196101500063e-09,-1.2113831414018845e-09,-1.7476826020112774e-10
0.405,-1.0407553356908925e-09,8.875777648995294e-11,-1.3863553948759597e-09,-2.5750418631567485e-09,-1.9518296328827936e-09,-1.6527591233076647e-09,-2.5987415278267299e-10
0.4075,4.9516581903664897e-10,-6.5280642190827281e-10,-3.500453360351335e-09,-4.046913490554587e-09,-2.6230571359237039e-09,-2.0901700229373036e-09,-3.7911334402045102e-10
0.41,2.0795546741322745e-09,-1.3972045931468778e-09,-5.5839559948192286e-09,-5.4507281277108926e-09,-3.2356057588693677e-09,-2.4798258961717858e-09,-4.998733456367911e-10
0.4125,3.6801159805028917e-09,-2.0796591927882151e-09,-7.4892007965860498e-09,-6.6870702760769232e-09,-3.7391690061898617e-09,-2.7646617310105094e-09,-5.7666811633609833e-10
0.415,5.2385386911631418e-09,-2.6407205746894219e-09,-9.0731979537909942e-09,-7.6585244168475332e-09,-4.0848458013434831e-09,-2.893466817930671e-09,-5.7380319524908713e-10
0.4175,6.6692799314941738e-09,-3.0339042216477287e-09,-1.0213897696960399e-08,-8.2833370134483656e-09,-4.2354037111774575e-09,-2.8393718317837736e-09,-4.8257303503269338e-10
0.42,7.8623106131613213e-09,-3.2307068778224322e-09,-1.0822453473202309e-08,-8.5063682902171964e-09,-4.1737605365588002e-09,-2.6100106739271823e-09,-3.2580238070509186e-10
0.4225,8.6963231903537367e-09,-3.2234901506039565e-09,-1.0853048891174637e-08,-8.3068182507539043e-09,-3.9062478662630607e-09,-2.2456713110865352e-09,-1.486792518627603e-10
0.425,9.0591740607725703e-09,-3.0246456998721147e-09,-1.0305997708878286e-08,-7.6995230087772644e-09,-3.4619828466882759e-09,-1.8069378874035959e-09,-6.4965052972087815e-13
0.4275,8.8666082118206493e-09,-2.6631235014594908e-09,-9.2250520248063392e-09,-6.7304559616794084e-09,-2.8834016209109578e-09,-1.3550894578804345e-09,8.3650305794134028e-11
0.43,8.0784930303261349e-09,-2.1774581710324301e-09,-7.6856854005769576e-09,-5.4638474086562866e-09,-2.2154364590166757e-09,-9.3260196096342771e-10,9.6983225982984971e-11
0.4325,6.7141475711811388e-09,-1.6103042973938654e-09,-5.7846149486894695e-09,-3.9729170027087281e-09,-1.4963174437642246e-09,-5.529808218897631e-10,6.0974261346564657e-11
0.435,4.8460852061603382e-09,-1.000914585884423e-09,-3.6253501616336908e-09,-2.3279891981770136e-09,-7.5116386205096739e-10,-2.0091536045016702e-10,1.6486133009047401e-11
0.4375,2.5826528396853395e-09,-3.8008150543621543e-10,-1.3031346954471022e-09,-5.868419367693461e-10,9.2248911874114139e-12,1.5702357045480073e-10,7.3279210318977282e-12
0.44,8.4721878168568789e-11,2.2830846056518323e-10,1.0865845869215528e-09,1.196062905746519e-09,7.7924246875637999e-10,5.5322430829925757e-10,6.3992874565223545e-11
0.4425,-2.4796272360782901e-09,8.1080174005630022e-10,3.4629757939497961e-09,2.9747480778635418e-09,1.5543998163847128e-09,1.0043809586891517e-09,1.9268898406904427e-10
0.445,-4.9436517355462332e-09,1.3609614989836695e-09,5.7547598691430319e-09,4.7040945212449485e-09,2.3234042124757569e-09,1.5015531646485754e-09,3.7388298182761565e-10
0.4475,-7.1658012472024592e-09,1.8757012760637138e-09,7.8969017281644092e-09,6.3356267124935777e-09,3.0640878658410709e-09,2.0106381879939584e-09,5.6974971956450576e-10
0.45,-9.033171016181076e-09,2.3519517592840565e-09,9.8251184175749857e-09,7.8152785490981244e-09,3.7452238895162774e-09,2.4821449590401322e-09,7.3721362928374309e-10
0.4525,-1.0462850875396478e-08,2.7822969290081327e-09,1.1471811893605349e-08,9.0804060851723686e-09,4.3287807047681228e-09,2.8651675191519886e-09,8.4147126818695055e-10
0.455,-1.1414039708038984e-08,3.1537160272091179e-09,1.2768949526676679e-08,1.0068325789779266e-08,4.7778509774071807e-09,3.1222493445005603e-09,8.6616458423229563e-10
0.4575,-1.1876407550616157e-08,3.4463389584998602e-09,1.3647777069584017e-08,1.0718999480895873e-08,5.0616521677193007e-09,3.2366197518860887e-09,8.16114573758755e-10
0.46,-1.1867203050895591e-08,3.63568799257425e-09,1.4043403616989794e-08,1.0980460009700421e-08,5.1583990508039224e-09,3.2125411378967364e-09,7.135742233958672e-10
0.4625,-1.1411920550719204e-08,3.6947210318398392e-09,1.3900243408698062e-08,1.0813994100902912e-08,5.0570195421751574e-09,3.0695938012970001e-09,5.8975688736522796e-10
0.465,-1.0555192877072171e-08,3.6017166578484456e-09,1.3190263899478301e-08,1.0203563890122307e-08,4.7566006832704286e-09,2.8314185113366588e-09,4.733829984867229e-10
0.4675,-9.3481305325435921e-09,3.3421535397167127e-09,1.1911070205120828e-08,9.1525512814547333e-09,4.2622012945320003e-09,2.5149175975161639e-09,3.8158961560356595e-10
0.47,-7.8471063636413853e-09,2.9142192843561275e-09,1.0096479817761656e-08,7.690676840969103e-09,3.5858612173077206e-09,2.1261296067999311e-09,3.1550078732083107e-10
0.4725,-6.108963871251808e-09,2.3310517182840655e-09,7.8179097556116655e-09,5.8735983469461579e-09,2.7465253559847996e-09,1.6608162105540379e-09,2.6112352197601086e-10
0.475,-4.1986573980679229e-09,1.622900476060905e-09,5.1868215413352225e-09,3.7831614869021906e-09,1.773154063821577e-09,1.1121526232552909e-09,1.9566413168900331e-10
0.4775,-2.175127761664352e-09,8.333992565890327e-10,2.3409648634089497e-09,1.520958809326075e-09,7.049363386181959e-10,4.8012446600774362e-10,9.6606303290226394e-11
0.48,-1.0627098296963101e-10,1.7184124685104576e-11,-5.5768403342490663e-10,-7.9227514006020007e-10,-4.065565938201858e-10,-2.1891552557690461e-10,-4.898577721931717e-11
0.4825,1.9402457314998162e-09,-7.6721135420891509e-10,-3.341906631036041e-09,-3.0303220985716065e-09,-1.5010133515177139e-09,-9.4900911006980575e-10,-2.3863443216283511e-10
0.485,3.8936640297163465e-09,-1.4641010709781696e-09,-5.8551623535576498e-09,-5.0704636679675754e-09,-2.5148553863396481e-09,-1.6584353456063833e-09,-4.5370843313238979e-10
0.4875,5.6783806963309331e-09,-2.0272050071822303e-09,-7.9650600316086125e-09,-6.8078938572973515e-09,-3.3888682820598711e-09,-2.2887388198321355e-09,-6.6404514242582229e-10
0.49,7.2197232940987659e-09,-2.4258243822817515e-09,-9.5758356886576347e-09,-8.1632028181666103e-09,-4.0760518641445812e-09,-2.7869617358763814e-09,-8.3639471180045759e-10
0.4925,8.4437629105934985e-09,-2.647131266545902e-09,-1.0633528154087024e-08,-9.0895186600472486e-09,-4.5479458473722057e-09,-3.1175793178713146e-09,-9.4378937395466365e-10
0.495,9.2840349348323557e-09,-2.6965665744650566e-09,-1.1129022524132001e-08,-9.5745804104494947e-09,-4.7971502574055617e-09,-3.2692143587872553e-09,-9.7289173939550451e-10
0.4975,9.6850373859237309e-09,-2.5947491656473411e-09,-1.1089950761117918e-08,-9.6355762358854375e-09,-4.8352071936946187e-09,-3.2546992689026802e-09,-9.2674494873013246e-10
0.5,9.6091873452530731e-09,-2.3720489804639907e-09,-1.0571352749782509e-08,-9.3114019109071925e-09,-4.6869641830844867e-09,-3.1046296879304064e-09,-8.2259892249933085e-10
0.5025,9.0455880638983488e-09,-2.063950331984851e-09,-9.6488213696935104e-09,-8.6565434389437189e-09,-4.3849453935548113e-09,-2.8582877854257449e-09,-6.8615479574792928e-10
0.505,8.0129630418723327e-09,-1.7039588958405596e-09,-8.4041093017556384e-09,-7.730370451544717e-09,-3.9620571996284257e-09,-2.5530470163107219e-09,-5.4363588958425312e-10
0.5075,6.563928912787456e-09,-1.3189548246907537e-09,-6.9153585012418499e-09,-6.5889424870571994e-09,-3.4460184106179848e-09,-2.2159938829140219e-09,-4.1487303329277972e-10
0.51,4.7844150856587561e-09,-9.2721731395624382e-10,-5.2533957290724682e-09,-5.2825728233291547e-09,-2.8573867958076688e-09,-1.8609111246753427e-09,-3.0956773418163045e-10
0.5125,2.7742696015586883e-09,-5.3670698223610359e-10,-3.4729729142199647e-09,-3.8505089048489673e-09,-2.2085281464203526e-09,-1.488775014788026e-09,-2.2722953218736268e-10
0.515,6.5683726612944316e-10,-1.4871280400612916e-10,-1.6234006616170482e-09,-2.3293229308004623e-09,-1.5090899711138362e-09,-1.0943885371720499e-09,-1.6084328679756673e-10
0.5175,-1.4385303440573545e-09,2.3929383706206519e-10,2.5031170573812338e-10,-7.5451051798373428e-10,-7.6889827702041509e-10,-6.7245755981268315e-10,-1.0163617387409607e-10
0.52,-3.394062809881181e-09,6.3089612236241609e-10,2.1082950874120369e-09,8.3983884379594721e-10,7.0548454917182675e-13,-2.2192435690735799e-10,-4.321203036411171e-11
0.5225,-5.112019225221483e-09,1.0267211273747821e-09,3.9093911176619433e-09,2.4162774662761801e-09,7.8413452545398366e-10,2.5100446459843007e-10,1.6360015754898732e-11
0.525,-6.5200232317842535e-09,1.4216825597268242e-09,5.6091124390344647e-09,3.9343357681146286e-09,1.561389062998518e-09,7.3311038578538113e-10,7.4995084623112356e-11
0.5275,-7.5744100173430828e-09,1.8036006990907669e-09,7.1571366266407691e-09,5.3488182678542249e-09,2.3083164313711348e-09,1.2067427799125532e-09,1.2902826646208469e-10
0.53,-8.2613066761780624e-09,2.1541125895001512e-09,8.5011751556226063e-09,6.6143217459240755e-09,2.9997472048001399e-09,1.6538304650359631e-09,1.7623994440438197e-10
0.5325,-8.5902773190208629e-09,2.4504568674677116e-09,9.5880975355433347e-09,7.6858782291040084e-09,3.6105545477627001e-09,2.0584726937021449e-09,2.1779435036003178e-10
0.535,-8.5899172717647999e-09,2.6692634184635396e-09,1.0369824952612621e-08,8.5226995245446274e-09,4.1179439350582614e-09,2.4085181244034821e-09,2.5820675010479642e-10
0.5375,-8.3006662051589953e-09,2.7904129491488582e-09,1.0808580301992456e-08,9.0913704909132117e-09,4.5026666265465009e-09,2.6952345062443449e-09,3.0346692323112269e-10
0.54,-7.7613590203423592e-09,2.8000075440761992e-09,1.0879919179077713e-08,9.365922094740952e-09,4.74815482643772e-09,2.9108995411674744e-09,3.5788903252182627e-10
0.5425,-7.0126076297443034e-09,2.6941129526805413e-09,1.0579377988404168e-08,9.3344025418978366e-09,4.8437248762338042e-09,3.0482389117524658e-09,4.2119504463411026e-10
0.545,-6.092074559003448e-09,2.4805041758587338e-09,9.9274994787489365e-09,9.0004845027446069e-09,4.7848330481878277e-09,3.0996283682458539e-09,4.8732845482421508e-10
0.5475,-5.0365629503242791e-09,2.1775300311365643e-09,8.967581387945378e-09,8.3845913915032611e-09,4.5742509861302118e-09,3.0579162995850024e-09,5.4540794394206322e-10
0.55,-3.8804567485214319e-09,1.8112553124362326e-09,7.7597615111337366e-09,7.5207374986945889e-09,4.2219101110801745e-09,2.9182605051113707e-09,5.825487994810503e-10
0.5525,-2.6601047534547999e-09,1.4119513263242552e-09,6.3773442367286038e-09,6.4549071184909119e-09,3.744252310585832e-09,2.6803837850752863e-09,5.8754451966028343e-10
0.555,-1.4183080313680214e-09,1.010803838195034e-09,4.9014209718059117e-09,5.2432912274494819e-09,3.1646591953062383e-09,2.3512246042535905e-09,5.5420343688923658e-10
0.5575,-2.0557675462846634e-10,6.3538094128817259e-10,3.4120720028962766e-09,3.9466334300818609e-09,2.5113194829626066e-09,1.9452102954912898e-09,4.8298864718539946e-10
0.56,9.2578247605658597e-10,3.0638936995480218e-10,1.9814110977419624e-09,2.6252671068871847e-09,1.8149097766351183e-09,1.4833733023615591e-09,3.8076100374225716e-10
0.5625,1.9189187856742123e-09,3.6557678167424908e-11,6.6910500603516903e-10,1.335768660893864e-09,1.1064451479468107e-09,9.9098286642956586e-10,2.5885931827007541e-10
0.565,2.7199284960388406e-09,-1.6942545233290467e-10,-4.8092597933914369e-10,1.2601646968227063e-10,4.1494208856681262e-10,4.9397275180230077e-10,1.3003815487067527e-10
0.5675,3.2849804952850963e-09,-3.139862118540558e-10,-1.4412374238498247e-09,-9.6581163379155296e-10,-2.3490845096603145e-10,1.585281995237786e-11,5.6993671276645387e-12
0.57,3.5844359733424868e-09,-4.0428906911021159e-10,-2.199320194237078e-09,-1.9130174174782375e-09,-8.237207168489626e-10,-4.2482357622260855e-10,-1.0606288100131904e-10
0.5725,3.6111071970585022e-09,-4.5014938666244019e-10,-2.7555301987458444e-09,-2.6988057122512e-09,-1.3379977604866751e-09,-8.1552094610015256e-10,-2.0102577529231265e-10
0.575,3.3791663829366571e-09,-4.614313862812704e-10,-3.1188541216453375e-09,-3.315978573180856e-09,-1.7690923611883989e-09,-1.1488360371143532e-09,-2.7815648807680717e-10
0.5775,2.9249227409606161e-09,-4.4665327643398761e-10,-3.3056398982517142e-09,-3.7654692436909016e-09,-2.1135810232627817e-09,-1.4219291584791737e-09,-3.3824946198189111e-10
0.58,2.3014139570489207e-09,-4.123054348019916e-10,-3.3351822093195722e-09,-4.0528265335585794e-09,-2.3708576481019269e-09,-1.6345722371013523e-09,-3.8257626766977386e-10
0.5825,1.5724351448238388e-09,-3.6209000062376991e-10,-3.2271235184353509e-09,-4.1871088696907024e-09,-2.5422638596116479e-09,-1.7874215734590183e-09,-4.1177249212718991e-10
0.585,8.0472258275061987e-10,-2.9830095482999676e-10,-3.0019741338273102e-09,-4.1792584266225138e-09,-2.6303252392178787e-09,-1.8812062319097254e-09,-4.2554276998638491e-10
0.5875,6.0460654719458167e-11,-2.2235223637479392e-10,-2.6794231480130609e-09,-4.0407889643120751e-09,-2.6376635861792518e-09,-1.9161556778130849e-09,-4.229538154015201e-10
0.59,-6.0963378901985014e-10,-1.3566666843078964e-10,-2.278485835736703e-09,-3.78460499037403e-09,-2.5672991668048778e-09,-1.8925085473012551e-09,-4.0337645588559821e-10
0.5925,-1.1695756534818367e-09,-4.0543120798085873e-11,-1.8178061006750604e-09,-3.4239361577917954e-09,-2.4227806500516615e-09,-1.8111326568537381e-09,-3.6740513963941004e-10
0.595,-1.6001414016606162e-09,5.9811377775557833e-11,-1.3149703307338987e-09,-2.9719753303143042e-09,-2.2082237139486821e-09,-1.6741971495948231e-09,-3.1749863404058734e-10
0.5975,-1.8949770607607536e-09,1.6119434951322151e-10,-7.8747759349484044e-10,-2.4430055289067009e-09,-1.9289045675803496e-09,-1.4856837176514643e-09,-2.5806903503499363e-10
0.6,-2.0597029577054467e-09,2.5888540251128777e-10,-2.5222607375819279e-10,-1.8523292214706328e-09,-1.5914662847276537e-09,-1.251420615973934e-09,-1.9487126600196054e-10
0.6025,-2.1088522596383541e-09,3.4805274548595008e-10,2.7448377475517784e-10,-1.2165800726118462e-09,-1.2044274102102858e-09,-9.7895000951926544e-10,-1.3390708121963617e-10
0.605,-2.0619660179083387e-09,4.2470612095620089e-10,7.7885341376886374e-10,-5.5253119930190715e-10,-7.7768352853393719e-10,-6.7673435778403399e-10,-8.0074907311972716e-11
0.6075,-1.9412487165344935e-09,4.8629397197187325e-10,1.2506855641289508e-09,1.2447525142641716e-10,-3.2147438024362526e-10,-3.5305135332198872e-10,-3.5929466567666493e-11
0.61,-1.7700650351520558e-09,5.320939619621867e-10,1.6840685749974282e-09,8.0006280232048862e-10,1.5289946407952702e-10,-1.5241236459227208e-11,-1.0039558497602686e-12
0.6125,-1.571636363369333e-09,5.6333226056101363e-10,2.077445790395924e-09,1.4622216166234714e-09,6.3425136298631311e-10,3.3006346504513312e-10,2.8029078042085227e-11
0.615,-1.36870452760613e-09,5.8259562053926713e-10,2.4338016141082297e-09,2.1020335000132286e-09,1.1126577794005585e-09,6.7746102926609309e-10,5.6536640938752218e-11
0.6175,-1.1832358646202302e-09,5.9374769106226078e-10,2.7600481993318122e-09,2.7116945051341744e-09,1.5781410962980475e-09,1.0217604620978748e-09,9.0527887212217165e-11
0.62,-1.0384010627074658e-09,6.0115042123731759e-10,3.0651338696586174e-09,3.2875395990021603e-09,2.0219756392673195e-09,1.3582185404605146e-09,1.3524877279576482e-10
0.6225,-9.5560324254752298e-10,6.085265139248065e-10,3.3590018340696775e-09,3.826358092488467e-09,2.4357169389072811e-09,1.6807937998381835e-09,1.9385935486365035e-10
0.625,-9.5530331821640494e-10,6.1896369646161379e-10,3.6508999400751643e-09,4.3263258559576019e-09,2.8123196566807176e-09,1.982631355248764e-09,2.6665740312480674e-10
0.6275,-1.0545296683707413e-09,6.3422853147146379e-10,3.9471137111544466e-09,4.7849615883275291e-09,3.1449355317090526e-09,2.2555494660977867e-09,3.5091554524624042e-10
0.63,-1.265342139203608e-09,6.5507067872041138e-10,4.2509868081523962e-09,5.1989270584675665e-09,3.4274318514026318e-09,2.4908280543949545e-09,4.414911036041413e-10
0.6325,-1.5929396869321411e-09,6.8106400966453587e-10,4.5611854325395654e-09,5.5635744978701913e-09,3.6541944579272775e-09,2.679965879964088e-09,5.3174444613846451e-10
0.635,-2.0334182637045911e-09,7.1099512772537578e-10,4.8723782377533077e-09,5.8724488271080855e-09,3.8203698809002624e-09,2.8152484099979936e-09,6.1450806017670762e-10
0.6375,-2.571506288461235e-09,7.4310376008350207e-10,5.1736455173503384e-09,6.1163537638371958e-09,3.9211654164127727e-09,2.8899224583748425e-09,6.8280342474404407e-10
0.64,-3.1819028256668011e-09,7.7563141334793248e-10,5.4506251404098019e-09,6.2847429463618285e-09,3.9527167509169899e-09,2.8993130122284862e-09,7.3063658322376825e-10
0.6425,-3.8267078878326245e-09,8.0673435676090253e-10,5.6852250406442116e-09,6.3653398296461509e-09,3.9114564574201469e-09,2.8406851576177082e-09,7.5340165026937035e-10
0.645,-4.4630077705752384e-09,8.3485805116532796e-10,5.8583198588469759e-09,6.346243066761078e-09,3.7952693778013229e-09,2.7138293171129207e-09,7.4830280500740769e-10
0.6475,-5.0453426609466773e-09,8.5829991093734188e-10,5.9503951157525734e-09,6.2157309477771178e-09,3.6028157559412136e-09,2.520505552543816e-09,7.1441493916045345e-10
0.65,-5.5276428350365213e-09,8.7503297016743275e-10,5.9416174144739683e-09,5.9622098236191471e-09,3.3332399324071132e-09,2.2644694135418714e-09,6.5289315405075224e-10
0.6525,-5.8678551269056535e-09,8.8234193754122097e-10,5.8136207007610358e-09,5.5771809666157654e-09,2.9878205704126924e-09,1.9514617680922552e-09,5.6689992163920979e-10
0.655,-6.0332745141133837e-09,8.7685147433370196e-10,5.5512953076060161e-09,5.0554579592860247e-09,2.569277232309805e-09,1.5891221133769238e-09,4.6162661315880453e-10
0.6575,-6.0008463675027936e-09,8.5469156807803617e-10,5.1439181080526653e-09,4.3965248568287245e-09,2.0831027004532569e-09,1.1875699358879098e-09,3.4375893640783604e-10
0.66,-5.7603833602690177e-09,8.1161611852733315e-10,4.5855141781655647e-09,3.605006887955225e-09,1.5371268526869844e-09,7.5856609761811843e-10,2.2104438637937579e-10
