Physical Time (s),ek_vol Monitor (J): cv1,ek_vol Monitor (J): cv2,ek_vol Monitor (J): cv3,ek_vol Monitor (J): cv4,ek_vol Monitor (J): cv5,ek_vol Monitor (J): cv6,ek_vol Monitor (J): cv7
0.375,1.9332135346234105e-07,1.0017027342706573e-07,4.097817610747668e-09,1.0015346804141612e-10,1.1536939802049258e-11,5.0259682650861451e-12,4.9327191364661138e-12
0.3775,1.9348386974857115e-07,1.0127914279456643e-07,4.1674125192636577e-09,1.0183142101715172e-10,1.3576301687283634e-11,7.0632333427481656e-12,9.2968202229915716e-12
0.38,1.935900633010575e-07,1.0243107917528258e-07,4.2626418927719071e-09,1.059512507045847e-10,1.560523260377415e-11,8.9256395708172474e-12,1.3496491071160912e-11
0.3825,1.9364531013848398e-07,1.0362278208033256e-07,4.3822005857680873e-09,1.119237120740615e-10,1.7190142949809478e-11,1.0235439753611607e-11,1.6533137534676531e-11
0.385,1.9365758920037932e-07,1.0484901617553656e-07,4.5236663843616195e-09,1.1938992005839181e-10,1.8084268934258017e-11,1.0750458563790845e-11,1.7779940955125905e-11
0.3875,1.9363664668791499e-07,1.0610290615396432e-07,4.6835676928710517e-09,1.2820860858394364e-10,1.8268140691384641e-11,1.0419348676931314e-11,1.708036094310334e-11
0.39,1.9359307231447525e-07,1.0737627284282052e-07,4.8575158403433098e-09,1.383842605375716e-10,1.7938556248918381e-11,9.3737909260476217e-12,1.4707622057379058e-11
0.3925,1.9353738320037955e-07,1.0865984551720592e-07,5.0404478585018786e-09,1.4995759188639369e-10,1.7449842931332572e-11,7.8777384764125614e-12,1.1231775165276559e-11
0.395,1.9347932653166686e-07,1.0994381988111124e-07,5.2269652488721392e-09,1.6290632365209384e-10,1.7222203274552953e-11,6.2617466388898025e-12,7.3663195300613536e-12
0.3975,1.9342736475998123e-07,1.1121845403453227e-07,5.4117980271558308e-09,1.7707892041579916e-10,1.7644046785799764e-11,4.8569486891071019e-12,3.8376016591918748e-12
0.4,1.9338835812417936e-07,1.1247480487837217e-07,5.5902347904882356e-09,1.9216889883647581e-10,1.898634965350631e-11,3.9389185280670774e-12,1.2859979540576289e-12
0.4025,1.9336744667488858e-07,1.1370540569628265e-07,5.7584856447507113e-09,2.0772749583915909e-10,2.1342884190916812e-11,3.6791598370307912e-12,1.9137504782900661e-13
0.405,1.9336811292848337e-07,1.1490486553531746e-07,5.9139209122516529e-09,2.2319977809597852e-10,2.4606701665049414e-11,4.1079535809447448e-12,8.1599505863937494e-13
0.4075,1.9339248339035147e-07,1.1607024667162748e-07,6.0551274731873875e-09,2.3797270390032935e-10,2.848527665866142e-11,5.0992075032732936e-12,3.1717356144117908e-12
0.41,1.934414435141083e-07,1.1720112669308823e-07,6.1817982801490671e-09,2.5141953700932991e-10,3.2550349533981179e-11,6.3911883626526413e-12,7.0245733717800554e-12
0.4125,1.9351490114168006e-07,1.1829949393356736e-07,6.2945087187679539e-09,2.6294793310367636e-10,3.6312166215722783e-11,7.6481549217091406e-12,1.1940378382767653e-11
0.415,1.936119664019848e-07,1.1936927478810206e-07,6.3944795552707658e-09,2.7204390384940304e-10,3.9303565453922126e-11,8.5499000397244112e-12,1.7362283612784262e-11
0.4175,1.937308559324517e-07,1.2041579604482733e-07,6.483322914052799e-09,2.7832331455723246e-10,4.1159982490917456e-11,8.8809103257652622e-12,2.2698574226619804e-11
0.42,1.9386885277153284e-07,1.2144498517583047e-07,6.562835974799484e-09,2.8157459502161923e-10,4.1678013762707353e-11,8.5866637409645618e-12,2.7398595502647208e-11
0.4225,1.9402229845776152e-07,1.2246264252074866e-07,6.6348780762738506e-09,2.8179991494988545e-10,4.0841675445658789e-11,7.7772460484437012e-12,3.1008735842198514e-11
0.425,1.9418665185835404e-07,1.234739105333299e-07,6.7013465477858653e-09,2.7923101330350876e-10,3.881317560527372e-11,6.6780819747574488e-12,3.3208261289734464e-11
0.4275,1.9435660482795048e-07,1.244829171221794e-07,6.7641819506327654e-09,2.743316618187315e-10,3.5894223660462457e-11,5.5524610172819696e-12,3.3831870563575924e-11
0.43,1.9452641319047351e-07,1.2549259016126683e-07,6.8254233727925449e-09,2.6775862593419927e-10,3.2464598554589518e-11,4.6250987506366777e-12,3.2877973642338749e-11
0.4325,1.9469023457709478e-07,1.2650474271101594e-07,6.8872477588007628e-09,2.6030905055322161e-10,2.8918870952207423e-11,4.0312490280906934e-12,3.0506504226211219e-11
0.435,1.9484250112855158e-07,1.2752037105446722e-07,6.951997337239844e-09,2.5284417779379002e-10,2.5611427822084643e-11,3.7995637175382777e-12,2.7014644611525998e-11
0.4375,1.9497837487067387e-07,1.2853996883803365e-07,7.0221474726376088e-09,2.46211020423812e-10,2.2816159828842843e-11,3.8660090026180608e-12,2.2793596819522269e-11
0.44,1.950940883738019e-07,1.2956400147590089e-07,7.1002327759029272e-09,2.4117254725426209e-10,2.0705510369754404e-11,4.1057179270724154e-12,1.8268175272858164e-11
0.4425,1.9518737315706721e-07,1.30593019651433e-07,7.1887361376043976e-09,2.383554056583957e-10,1.9347918259064754e-11,4.3735909661131426e-12,1.383453217400915e-11
0.445,1.952575845376771e-07,1.3162799329534958e-07,7.2899047104025552e-09,2.3821770976438403e-10,1.8725781978223237e-11,4.5456362879831218e-12,9.8114718647995951e-12
0.4475,1.9530565381812983e-07,1.3267026630261358e-07,7.4055711943827125e-09,2.4103468438639311e-10,1.8764765197989621e-11,4.5548129883898474e-12,6.4161052369920674e-12
0.45,1.9533403740197311e-07,1.3372136760335196e-07,7.5369514512503713e-09,2.4690796071890132e-10,1.9368632034964145e-11,4.413707963094281e-12,3.7648905295240616e-12
0.4525,1.9534624564981884e-07,1.3478274759686159e-07,7.684448042953375e-09,2.5578826381909098e-10,2.0447643231601893e-11,4.2164006129789752e-12,1.892339257674965e-12
0.455,1.9534627413777493e-07,1.358553550411106e-07,7.8475524129538583e-09,2.6749136269069749e-10,2.1934020644561412e-11,4.1161038104329851e-12,7.7588403051280398e-13
0.4575,1.9533816024357581e-07,1.369393031870758e-07,8.0248026808465046e-09,2.8171289722221692e-10,2.3779130347100307e-11,4.2808030984303168e-12,3.5778870422487132e-13
0.46,1.9532537727795995e-07,1.3803362503968219e-07,8.2138495760436864e-09,2.9804442508622851e-10,2.5937554163295146e-11,4.8403851040295964e-12,5.5968494969964248e-13
0.4625,1.9531088128988005e-07,1.3913602521241262e-07,8.4112972456773655e-09,3.1592305763239967e-10,2.8338456505196187e-11,5.839653363698739e-12,1.2883824911812749e-12
0.465,1.9529661408847416e-07,1.4024322855017564e-07,8.6132763104225712e-09,3.3472732618967713e-10,3.0880402112738243e-11,7.2205406416234738e-12,2.440092804598753e-12
0.4675,1.9528349475569485e-07,1.4135127144218996e-07,8.8156817174068104e-09,3.5379392234784232e-10,3.3430188315540614e-11,8.8357510960283553e-12,3.9051219513334597e-12
0.47,1.9527155299057551e-07,1.4245597098262107e-07,9.0144745126499767e-09,3.7244174818014077e-10,3.5834371126740262e-11,1.0485391616122742e-11,5.569570601221795e-12
0.4725,1.9526050970291562e-07,1.435531916339217e-07,9.2060581952818397e-09,3.9001569395477578e-10,3.793941926602526e-11,1.1963071822821331e-11,7.3157224142901344e-12
0.475,1.9525049580925483e-07,1.4463916063594826e-07,9.3875398370587353e-09,4.059355707871579e-10,3.9614115311940003e-11,1.3097659989086856e-11,9.0210138979646207e-12
0.4775,1.9524241594142949e-07,1.4571079259596917e-07,9.5569859639133322e-09,4.1974719757824674e-10,4.0762872677101887e-11,1.3778555806098114e-11,1.05574415579203e-11
0.48,1.9523817041932572e-07,1.4676593099121467e-07,9.7134760444889168e-09,4.3116264641842944e-10,4.13363352260194e-11,1.3963570550592462e-11,1.1794620949531054e-11
0.4825,1.9524051239745835e-07,1.4780341603635891e-07,9.857144245167456e-09,4.4008884450816689e-10,4.1333727399071872e-11,1.3672129746007955e-11,1.260975862929956e-11
0.485,1.9525284915621915e-07,1.4882295826962823e-07,9.9890936869435738e-09,4.4662787608868718e-10,4.0804224459641305e-11,1.2972047037471954e-11,1.2903612305216954e-11
0.4875,1.9527872753450169e-07,1.498250976461276e-07,1.0111215165591308e-08,4.5107704303802119e-10,3.9841316265585805e-11,1.1966270843902744e-11,1.261960805631719e-11
0.49,1.9532110876602642e-07,1.5081107370147731e-07,1.0225980704931861e-08,4.5390836065125049e-10,3.8576345818689785e-11,1.0777162769517659e-11,1.1759712000754087e-11
0.4925,1.9538158852367966e-07,1.5178272080259336e-07,1.0336241182628899e-08,4.5573434595373579e-10,3.7170240407226401e-11,9.5315403543276642e-12,1.0391937090177359e-11
0.495,1.9545994308280492e-07,1.5274230753669679e-07,1.0445022741924123e-08,4.5726409865245505e-10,3.5802130963188386e-11,8.3464161536329382e-12,8.6453237937934077e-12
0.4975,1.9555380018673968e-07,1.536924678759686e-07,1.0555368707521723e-08,4.5925067387069306e-10,3.4656342087153948e-11,7.3191552082920419e-12,6.6938045439748752e-12
0.5,1.9565850684277062e-07,1.546362054182482e-07,1.0670234723241252e-08,4.6244398830578087e-10,3.3910509563611335e-11,6.5234555926520343e-12,4.7342193712307864e-12
0.5025,1.9576730769044084e-07,1.555768678801872e-07,1.0792396228451111e-08,4.6753832579570608e-10,3.3723306065227556e-11,6.0112918493475078e-12,2.9611387047933203e-12
0.505,1.958720410606995e-07,1.5651797145162021e-07,1.0924362937677498e-08,4.7513137040354916e-10,3.422517125137514e-11,5.8192305872506159e-12,1.5396690423897369e-12
0.5075,1.9596403290973507e-07,1.5746307003981132e-07,1.1068335018179265e-08,4.8569820111220062e-10,3.5512215821912371e-11,5.9758324292188705e-12,5.8558788481414902e-13
0.51,1.9603497096590234e-07,1.58415559839236e-07,1.1226141025108044e-08,4.9956575884227139e-10,3.7639697705210658e-11,6.5037824931784905e-12,1.5231127403900299e-13
0.5125,1.9607800897903718e-07,1.5937831118390245e-07,1.1399170947428012e-08,5.1689566188094465e-10,4.0614917513720084e-11,7.4153499731986045e-12,2.2471301081497294e-13
0.515,1.960884696456567e-07,1.6035343367200967e-07,1.1588314904430563e-08,5.3766399501587535e-10,4.4388255682838755e-11,8.7028467589903611e-12,7.207432458834361e-13
0.5175,1.9606437220227433e-07,1.6134199682358329e-07,1.1793785004634583e-08,5.6164896828813316e-10,4.8847220237634549e-11,1.0328238872979901e-11,1.5017618752149475e-12
0.52,1.9600676020790097e-07,1.6234377958326549e-07,1.2015015369039851e-08,5.8843163546593279e-10,5.3815126616741372e-11,1.2217900701164955e-11,2.3917506664911915e-12
0.5225,1.9591947314040335e-07,1.6335729569080906e-07,1.2250542999398282e-08,6.1740337529971793e-10,5.9057836794695452e-11,1.426600094107927e-11,3.2039788369850332e-12
0.525,1.958087234325796e-07,1.6437982243481815e-07,1.2497947037580313e-08,6.4778481270558229e-10,6.4298792881629984e-11,1.634488127013652e-11,3.7717484578235436e-12
0.5275,1.9568252330928602e-07,1.6540750386952074e-07,1.2753884525058192e-08,6.786643478431569e-10,6.9243949295688037e-11,1.8322126238532045e-11,3.9784146728914097e-12
0.53,1.955499237869639e-07,1.6643560659447339e-07,1.3014235768080529e-08,7.0904968738423282e-10,7.3609720245475655e-11,2.0078546557623367e-11,3.7822549602849004e-12
0.5325,1.9542030141624765e-07,1.6745882353452629e-07,1.3274348065514766e-08,7.3793465889631424e-10,7.715025893951627e-11,2.1523023875179129e-11,3.2312845404200624e-12
0.535,1.9530246574964984e-07,1.6847172506282736e-07,1.3529371155830523e-08,7.6437312427117414e-10,7.9681073543332961e-11,2.2601828338686194e-11,2.465161259355117e-12
0.5375,1.9520411386457483e-07,1.6946909633819138e-07,1.3774652394410211e-08,7.8755575670639515e-10,8.1093582503031344e-11,2.3300936144730264e-11,1.7032999242684502e-12
0.54,1.9513135111765021e-07,1.7044634682558202e-07,1.4006161975780178e-08,8.0688165512607167e-10,8.1360052673538581e-11,2.3641413200970687e-11,1.2191230337255733e-12
0.5425,1.9508842126746246e-07,1.7139984106592705e-07,1.4220882122529387e-08,8.2200901332516346e-10,8.0534177101533298e-11,2.3670466663220392e-11,1.3024842184203351e-12
0.545,1.9507757954576146e-07,1.723271329953885e-07,1.4417122784075897e-08,8.3288505953116346e-10,7.8739730166854754e-11,2.3448866869188681e-11,2.2144372682938719e-12
0.5475,1.9509906428290423e-07,1.7322730759563669e-07,1.4594634208994769e-08,8.3974911874297036e-10,7.6153185122600936e-11,2.3038359971861263e-11,4.1410018759836572e-12
0.55,1.9515131293737213e-07,1.7410106992405166e-07,1.4754590824608042e-08,8.4309203670301847e-10,7.2983234866819051e-11,2.2491737417904963e-11,7.1549833972210902e-12
0.5525,1.9523112905141255e-07,1.7495077621576309e-07,1.4899466749698639e-08,8.4359580150372343e-10,6.9448792805981502e-11,2.1846692112832542e-11,1.1192230207736721e-11
0.555,1.9533391799225819e-07,1.7578018797791668e-07,1.5032785201190562e-08,8.4206017043506269e-10,6.5762211720657797e-11,2.1124916407881417e-11,1.6046725971637608e-11
0.5575,1.9545399547825244e-07,1.7659420936909563e-07,1.5158783884319378e-08,8.3933876115478878e-10,6.211483291689846e-11,2.0335350176970625e-11,2.1386042051017239e-11
0.56,1.9558481098655189e-07,1.7739845043086663e-07,1.5282095964255853e-08,8.3627548161217714e-10,5.8668757997040176e-11,1.9480292900802761e-11,2.6785542394001549e-11
0.5625,1.9571917503674596e-07,1.7819884805299885e-07,1.5407421022375784e-08,8.3366065546522614e-10,5.5552380011765574e-11,1.856280369144801e-11,3.1774720237716012e-11
0.565,1.9584960067754102e-07,1.7900118818149592e-07,1.5539264616892215e-08,8.3220585306144496e-10,5.2859906299975146e-11,1.7592394526638017e-11,3.5892462756560473e-11
0.5675,1.9596858445501625e-07,1.7981072942806154e-07,1.5681730476134446e-08,8.3253763568920855e-10,5.0658648809062854e-11,1.6588403312489435e-11,3.8739758815860325e-11
0.57,1.9606910563314648e-07,1.8063180332861162e-07,1.5838365537769211e-08,8.3520978746688267e-10,4.899653238559717e-11,1.5581223316441725e-11,4.0026177647003239e-11
0.5725,1.9614499434838912e-07,1.814676500007708e-07,1.6012071962329405e-08,8.4071083737926911e-10,4.7912750200436723e-11,1.4610819236228905e-11,3.9605559100382899e-11
0.575,1.9619136955735816e-07,1.823203302566768e-07,1.6205017410789867e-08,8.4947762468980036e-10,4.7447572041737203e-11,1.3722104666218049e-11,3.7495198929978128e-11
0.5775,1.962050167392572e-07,1.8319073889422906e-07,1.6418574635379841e-08,8.6190452615765942e-10,4.7650180828398997e-11,1.296173341696959e-11,3.3877322906714244e-11
0.58,1.9618457609328957e-07,1.8407869610811346e-07,1.665328546743469e-08,8.7832215036925434e-10,4.85808834896765e-11,1.2375289012952415e-11,2.9079687755812818e-11
0.5825,1.9613078905945041e-07,1.8498289592183702e-07,1.6908849618137521e-08,8.9897839329020911e-10,5.0307275498148104e-11,1.2004697026182904e-11,2.3541998239256971e-11
0.585,1.9604641958062146e-07,1.8590096694722175e-07,1.7184122144186166e-08,9.239856574961511e-10,5.2897584231524274e-11,1.1886462004717918e-11,1.7767377936776947e-11
0.5875,1.959359919510134e-07,1.8682971736200777e-07,1.7477152947568244e-08,9.5327680308064048e-10,5.6403336175833008e-11,1.2050244083036683e-11,1.2267239304582551e-11
0.59,1.9580554243936833e-07,1.8776521826156648e-07,1.7785200882092413e-08,9.8656535662409254e-10,6.0840557869502545e-11,1.2516202615174238e-11,7.5045758767066537e-12
0.5925,1.956621315157556e-07,1.8870300738649403e-07,1.8104847777199878e-08,1.0233163157363171e-09,6.6169054200091655e-11,1.3291081383473798e-11,3.8424908693992286e-12
0.595,1.9551330405390904e-07,1.8963831159201844e-07,1.84321383518691e-08,1.0627407535265102e-09,7.2275385548454906e-11,1.4363093579768592e-11,1.5038663115877862e-12
0.5975,1.9536660767771957e-07,1.9056627850341872e-07,1.876273940008836e-08,1.1038135046237597e-09,7.8962835172087708e-11,1.5695980564802018e-11,5.4831789266039879e-13
0.6,1.9522911741393357e-07,1.9148225666004661e-07,1.909213350254738e-08,1.1453156621931443e-09,8.5949418873802074e-11,1.7223537466248682e-11,8.6853165671282763e-13
0.6025,1.9510705569703055e-07,1.9238205977490416e-07,1.9415869890287437e-08,1.1859091650320367e-09,9.2881895859956929e-11,1.8846940611223144e-11,2.2062068921594506e-12
0.605,1.9500546994426624e-07,1.9326222352446842e-07,1.9729812920693032e-08,1.2242398298059633e-09,9.9360141787360374e-11,2.0438518255112172e-11,4.1889571532587034e-12
0.6075,1.9492807640961944e-07,1.9412019994959003e-07,2.0030444281137627e-08,1.2590381017842177e-09,1.0497479238162346e-10,2.1852409808959512e-11,6.3846316316355005e-12
0.61,1.9487707490223783e-07,1.94954519072992e-07,2.0315081402403912e-08,1.2892288702829423e-09,1.0935093144342038e-10,2.2941273755260158e-11,8.3643247374440667e-12
0.6125,1.9485326569619042e-07,1.9576477178027478e-07,2.0582051948458335e-08,1.3140246680068298e-09,1.12191517790493e-10,2.3577043397938088e-11,9.766296999248048e-12
0.615,1.9485603826884337e-07,1.9655166710978969e-07,2.0830775607614678e-08,1.332997505432255e-09,1.1331391246715826e-10,2.3670064790765226e-11,1.0349370753280466e-11
0.6175,1.9488352727994094e-07,1.9731680298157589e-07,2.1061823715944395e-08,1.3461173922443168e-09,1.1267471321250566e-10,2.3186207738209493e-11,1.0026198496673108e-11
0.62,1.9493278532617275e-07,1.9806252163597092e-07,2.1276847764957212e-08,1.3537542508254395e-09,1.1038108687187171e-10,2.2154012476573051e-11,8.8711089193623767e-12
0.6225,1.9500003127995306e-07,1.9879180180459974e-07,2.1478440819258055e-08,1.3566339674024961e-09,1.0667999756974933e-10,2.0661824133484762e-11,7.1015463815074477e-12
0.625,1.9508089769887738e-07,1.9950794786194505e-07,2.1669942432553749e-08,1.3557822271656303e-09,1.0192752433852123e-10,1.8846093358571026e-11,5.0353791458470325e-12
0.6275,1.9517063973189857e-07,2.0021437529480114e-07,2.1855222609058856e-08,1.3524315069242662e-09,9.654522084551887e-11,1.6871990281673081e-11,3.0331378898666689e-12
0.63,1.9526441752788597e-07,2.0091437443694973e-07,2.2038406763114312e-08,1.3479172869742984e-09,9.0973098183860629e-11,1.4908820148728661e-11,1.4354438344207899e-12
0.6325,1.9535747446793646e-07,2.0161097301116389e-07,2.2223625408490596e-08,1.343572021690409e-09,8.5623210263121644e-11,1.3106994778586881e-11,5.0644084472078873e-13
0.635,1.9544533563703671e-07,2.0230682497397487e-07,2.2414796590301202e-08,1.3406344641605305e-09,8.08403107231752e-11,1.1579444799149018e-11,3.9245678754193811e-13
0.6375,1.9552395657339445e-07,2.0300414097307345e-07,2.2615440319782717e-08,1.3401855990228033e-09,7.6878604033729833e-11,1.0391784081835875e-11,1.1017435457581652e-12
0.64,1.9558987189476214e-07,2.0370471023720453e-07,2.2828499712239834e-08,1.3431034055500538e-09,7.3891487011372805e-11,9.5604753998674607e-12,2.5060406448607394e-12
0.6425,1.9564036288266565e-07,2.0440981425693974e-07,2.3056294214134852e-08,1.350033450937833e-09,7.1937700265188162e-11,9.0591829795440843e-12,4.3651779012504541e-12
0.645,1.9567347374702742e-07,2.0512033003427996e-07,2.3300457556490565e-08,1.3614018814780646e-09,7.1001643095953971e-11,8.8325681267770993e-12,6.3698579350506929e-12
0.6475,1.9568804083996013e-07,2.0583681278764747e-07,2.3561947106099942e-08,1.3774319756798412e-09,7.1022476415845445e-11,8.8129546681698697e-12,8.1938144866121331e-12
0.65,1.9568364849051491e-07,2.0655948854159802e-07,2.3841096378503557e-08,1.3981716106645508e-09,7.192269487986319e-11,8.9368989105169619e-12,9.5471617398740896e-12
0.6525,1.9566054757880122e-07,2.072882968501763e-07,2.4137667710903358e-08,1.4235165207908019e-09,7.3630254706357158e-11,9.1574490937440118e-12,1.0221254623768229e-11
0.655,1.9561961477174228e-07,2.0802293713835917e-07,2.4450904910560178e-08,1.453214294482953e-09,7.6089556786390832e-11,9.4508577206973848e-12,1.0119747814323968e-11
0.6575,1.9556232942212746e-07,2.0876289544532338e-07,2.4779560420008857e-08,1.486879116249051e-09,7.9261463573795149e-11,9.8146817133468606e-12,9.2694805600981657e-12
0.66,1.9549073711542802e-07,2.0950735472351509e-07,2.5121976101724843e-08,1.5240032856555654e-09,8.311217872073414e-11,1.0260362986129524e-11,7.8128001299465385e-12
0.6625,1.9540730590853738e-07,2.1025526432256542e-07,2.5476165474068848e-08,1.5639530815211161e-09,8.7597845512375708e-11,1.0801284446903508e-11,5.9815258981541306e-12
0.665,1.9531490656925278e-07,2.1100530271714562e-07,2.5839830160752865e-08,1.605984884047595e-09,9.2645744887699418e-11,1.1441028204147649e-11,4.0586128629879027e-12
0.6675,1.9521670265677354e-07,2.1175590123591651e-07,2.6210450006387835e-08,1.649257728635773e-09,9.8140063374059423e-11,1.216435233032527e-11,2.3350233505498075e-12
0.67,1.9511609920059699e-07,2.1250526658526967e-07,2.6585308162714601e-08,1.6928613895013555e-09,1.0391674769216429e-10,1.2932905864418627e-11,1.0684393299298994e-12
0.6725,1.9501665227517246e-07,2.1325139655861443e-07,2.6961615928452209e-08,1.7358539916416342e-09,1.0976738491092367e-10,1.368818859656925e-11,4.4948185833608895e-13
0.675,1.9492195091337186e-07,2.1399220108672285e-07,2.733657822493885e-08,1.7773118339460767e-09,1.1545348726417192e-10,1.436030873158456e-11,5.8027240696336572e-13
