Physical Time (s),ea_left Monitor (W)
2.0,-2.2868350447660031e-10
2.0025,-2.288055462447375e-10
2.005,-2.2892748317422172e-10
2.0075,-2.2904678798465113e-10
2.01,-2.2916106811552628e-10
2.0125,-2.2926804861972179e-10
2.015,-2.2936564612008257e-10
2.0175,-2.2945199708836349e-10
2.02,-2.2952543379621322e-10
2.0225,-2.2958440407191672e-10
2.025,-2.2962730016122699e-10
2.0275,-2.2965218081927749e-10
2.03,-2.2965673069255712e-10
2.0325,-2.2963834478953763e-10
2.035,-2.2959434991148032e-10
2.0375,-2.2952211121323947e-10
2.04,-2.2941926059953245e-10
2.0425,-2.2928384463341084e-10
2.045,-2.2911436563132604e-10
2.0475,-2.2890985593208039e-10
2.05,-2.2866969443207737e-10
2.0525,-2.2839355525573161e-10
2.055,-2.2808125675028653e-10
2.0575,-2.2773273923294826e-10
2.06,-2.2734817435660226e-10
2.0625,-2.2692807853184904e-10
2.065,-2.2647354898090096e-10
2.0675,-2.2598643243570012e-10
2.07,-2.2546930063883185e-10
2.0725,-2.2492541042061588e-10
2.075,-2.2435864887443357e-10
2.0775,-2.2377341066378652e-10
2.08,-2.2317463508896199e-10
2.0825,-2.2256773373004763e-10
2.085,-2.2195855679285721e-10
2.0875,-2.2135328718128326e-10
2.09,-2.2075830997024878e-10
2.0925,-2.2018001375748055e-10
2.095,-2.1962478467165342e-10
2.0975,-2.190988593982029e-10
2.1,-2.1860827679439892e-10
2.1025,-2.1815891030356035e-10
2.105,-2.1775625065182522e-10
2.1075,-2.1740543007519272e-10
2.11,-2.1711080304398819e-10
2.1125,-2.1687576239801716e-10
2.115,-2.1670243368729924e-10
2.1175,-2.1659167868356575e-10
2.12,-2.1654308534695015e-10
2.1225,-2.1655511533816276e-10
2.125,-2.1662517438447303e-10
2.1275,-2.1674987375861065e-10
2.13,-2.16924867020754e-10
2.1325,-2.1714473018209791e-10
2.135,-2.1740311555728033e-10
2.1375,-2.1769271428357109e-10
2.14,-2.1800531065557008e-10
2.1425,-2.1833205914778858e-10
2.145,-2.1866367094378266e-10
2.1475,-2.1899064985265828e-10
2.15,-2.1930366730363576e-10
2.1525,-2.1959370002245858e-10
2.155,-2.1985234336502698e-10
2.1575,-2.2007198467307082e-10
2.16,-2.2024568071887905e-10
2.1625,-2.203671595306328e-10
2.165,-2.2043095072360108e-10
2.1675,-2.2043265139550953e-10
2.17,-2.2036928342741075e-10
2.1725,-2.2023949628746835e-10
2.175,-2.2004371056563694e-10
2.1775,-2.1978377731569957e-10
2.18,-2.1946276583867036e-10
2.1825,-2.1908495940030579e-10
2.185,-2.1865578988982938e-10
2.1875,-2.1818159903539988e-10
2.19,-2.1766912583094875e-10
2.1925,-2.1712526004727087e-10
2.195,-2.1655691576300885e-10
2.1975,-2.1597078974480153e-10
2.2,-2.1537365206236962e-10
2.2025,-2.1477226495899576e-10
2.205,-2.1417353210713136e-10
2.2075,-2.1358438905715138e-10
2.21,-2.130118179118235e-10
2.2125,-2.1246249026796313e-10
2.215,-2.1194236062394897e-10
2.2175,-2.1145658636864425e-10
2.22,-2.1100932451809486e-10
2.2225,-2.1060352771617292e-10
2.225,-2.1024103871438782e-10
2.2275,-2.099227999583194e-10
2.23,-2.0964897772239096e-10
2.2325,-2.0941902011533758e-10
2.235,-2.092316798050692e-10
2.2375,-2.0908516026379686e-10
2.24,-2.089772902250012e-10
2.2425,-2.0890539508109337e-10
2.245,-2.088664767222624e-10
2.2475,-2.0885733119767262e-10
2.25,-2.0887448774083173e-10
2.2525,-2.0891429050192362e-10
2.255,-2.0897284635845226e-10
2.2575,-2.090461517609275e-10
2.26,-2.091302869484524e-10
2.2625,-2.0922136216952134e-10
2.265,-2.0931556479292169e-10
2.2675,-2.0940929238770346e-10
2.27,-2.0949926787523507e-10
2.2725,-2.0958252116814673e-10
2.275,-2.0965642188028788e-10
2.2775,-2.0971868849780912e-10
2.28,-2.0976744250120667e-10
2.2825,-2.0980111116714739e-10
2.285,-2.0981837254895937e-10
2.2875,-2.0981814116267263e-10
2.29,-2.0979959499192568e-10
2.2925,-2.0976201030592506e-10
2.295,-2.0970472752672292e-10
2.2975,-2.0962741105798362e-10
2.3,-2.0952987694817879e-10
2.3025,-2.0941225954628093e-10
2.305,-2.0927469615717028e-10
2.3075,-2.0911753726427334e-10
2.31,-2.0894127307582435e-10
2.3125,-2.0874654819441216e-10
2.315,-2.0853400579696268e-10
2.3175,-2.0830414966609611e-10
2.32,-2.0805766923156536e-10
2.3225,-2.0779502516635612e-10
2.325,-2.0751671413807361e-10
2.3275,-2.072232822279108e-10
2.33,-2.0691530308242783e-10
2.3325,-2.0659367744298908e-10
2.335,-2.0625982783729916e-10
2.3375,-2.0591573347856119e-10
2.34,-2.0556384506512204e-10
2.3425,-2.05206920053298e-10
2.345,-2.0484779420446545e-10
2.3475,-2.044890695922964e-10
2.35,-2.041330954518425e-10
2.3525,-2.0378183308957287e-10
2.355,-2.0343721814669997e-10
2.3575,-2.031013256149556e-10
2.36,-2.0277649346726808e-10
2.3625,-2.0246522645832009e-10
2.365,-2.0217028613238657e-10
2.3675,-2.0189444724225569e-10
2.37,-2.0164039728562113e-10
2.3725,-2.0141058221147893e-10
2.375,-2.012071109637238e-10
2.3775,-2.0103167427445439e-10
2.38,-2.0088516069229872e-10
2.3825,-2.0076768775588652e-10
2.385,-2.0067886734674478e-10
2.3875,-2.0061804135003675e-10
2.39,-2.0058463643775236e-10
2.3925,-2.0057831113171958e-10
2.395,-2.00598919181722e-10
2.3975,-2.0064603902853349e-10
2.4,-2.0071850275400313e-10
2.4025,-2.0081398090885219e-10
2.405,-2.0092884544235404e-10
2.4075,-2.010584635710179e-10
2.41,-2.0119761307249992e-10
2.4125,-2.0134097164104882e-10
2.415,-2.0148348676534563e-10
2.4175,-2.0162045099397539e-10
2.42,-2.0174761185576244e-10
2.4225,-2.0186112458185851e-10
2.425,-2.0195772921475839e-10
2.4275,-2.020347789113624e-10
2.43,-2.0209009291302218e-10
2.4325,-2.0212173552217117e-10
2.435,-2.0212780387863332e-10
2.4375,-2.0210648021875409e-10
2.44,-2.0205608260486814e-10
2.4425,-2.0197548006755371e-10
2.445,-2.0186435094722743e-10
2.4475,-2.0172332949659111e-10
2.45,-2.0155376778020877e-10
2.4525,-2.0135757295807958e-10
2.455,-2.0113700450389273e-10
2.4575,-2.0089456963966418e-10
2.46,-2.0063325673957474e-10
2.4625,-2.0035648019963826e-10
2.465,-2.0006807066518962e-10
2.4675,-1.997721222662448e-10
2.47,-1.9947273256928161e-10
2.4725,-1.9917374218216192e-10
2.475,-1.9887878263048492e-10
2.4775,-1.9859123034540574e-10
2.48,-1.9831414029790149e-10
2.4825,-1.9805019670783715e-10
2.485,-1.9780158375372472e-10
2.4875,-1.9757003917083808e-10
2.49,-1.9735695356487411e-10
2.4925,-1.9716336537805113e-10
2.495,-1.9699005916045642e-10
2.4975,-1.9683751095600847e-10
2.5,-1.96706197197267e-10
2.5025,-1.9659647711331932e-10
2.505,-1.9650838414281793e-10
2.5075,-1.9644154119289966e-10
2.51,-1.9639514875242306e-10
2.5125,-1.9636792387696669e-10
2.515,-1.9635820160516753e-10
2.5175,-1.9636393812711599e-10
2.52,-1.9638305460826888e-10
2.5225,-1.9641344567836083e-10
2.525,-1.9645305390939771e-10
2.5275,-1.9649972494336197e-10
2.53,-1.9655133535187613e-10
2.5325,-1.9660592535505518e-10
2.535,-1.9666150622965884e-10
2.5375,-1.9671627259952659e-10
2.54,-1.9676861973028632e-10
2.5425,-1.968170757972498e-10
2.545,-1.9686024352753862e-10
2.5475,-1.9689669936883761e-10
2.55,-1.969250751477831e-10
2.5525,-1.969441828517748e-10
2.555,-1.9695317253258887e-10
2.5575,-1.9695163762052035e-10
2.56,-1.9693963158403304e-10
2.5625,-1.9691757012256677e-10
2.565,-1.9688600814074752e-10
2.5675,-1.9684562353350323e-10
2.57,-1.9679717502125514e-10
2.5725,-1.9674144869145208e-10
2.575,-1.9667915663636428e-10
2.5775,-1.9661098236077479e-10
2.58,-1.9653746447483554e-10
2.5825,-1.964589105528545e-10
2.585,-1.9637548570797944e-10
2.5875,-1.9628723621405969e-10
2.59,-1.9619437222288701e-10
2.5925,-1.9609728906198313e-10
2.595,-1.959966186440347e-10
2.5975,-1.9589329023316183e-10
2.6,-1.9578840326355033e-10
2.6025,-1.9568308261615722e-10
2.605,-1.9557837966359783e-10
2.6075,-1.9547487803641266e-10
2.61,-1.953728404903346e-10
2.6125,-1.952721187084914e-10
2.615,-1.951720291937339e-10
2.6175,-1.9507168094372831e-10
2.62,-1.9497050404970764e-10
2.6225,-1.9486822628104174e-10
2.625,-1.9476484610059111e-10
2.6275,-1.9466063520342947e-10
2.63,-1.9455592707677004e-10
2.6325,-1.9445121460806903e-10
2.635,-1.943472186757701e-10
2.6375,-1.9424472799644918e-10
2.64,-1.9414437455087669e-10
2.6425,-1.9404653724916037e-10
2.645,-1.9395135761003951e-10
2.6475,-1.9385864953986752e-10
2.65,-1.9376790244899279e-10
2.6525,-1.9367869036768621e-10
2.655,-1.9359096273776293e-10
2.6575,-1.9350509092099849e-10
2.66,-1.9342178977427751e-10
2.6625,-1.9334194007444283e-10
2.665,-1.9326635291598265e-10
2.6675,-1.9319562178888814e-10
2.67,-1.9313010768229352e-10
2.6725,-1.9306990064449364e-10
2.675,-1.9301476410384772e-10
2.6775,-1.9296410814641952e-10
2.68,-1.9291703587997414e-10
2.6825,-1.9287251101505824e-10
2.685,-1.9282944738212993e-10
2.6875,-1.9278720474445537e-10
2.69,-1.9274556193927708e-10
2.6925,-1.9270472455345779e-10
2.695,-1.9266510190860615e-10
2.6975,-1.9262695222643646e-10
2.7,-1.9259052314815226e-10
2.7025,-1.9255575725665008e-10
2.705,-1.9252232002118517e-10
2.7075,-1.9248965201719564e-10
2.71,-1.9245702316559142e-10
2.7125,-1.9242354250996857e-10
2.715,-1.9238817911846111e-10
2.7175,-1.9235007401495526e-10
2.72,-1.9230857464883633e-10
2.7225,-1.9226340946024982e-10
2.725,-1.9221458240666114e-10
2.7275,-1.9216234892657321e-10
2.73,-1.9210689865788264e-10
2.7325,-1.9204848082274969e-10
2.735,-1.9198745370049599e-10
2.7375,-1.9192443110445345e-10
2.74,-1.9186021201830167e-10
2.7425,-1.917955783536431e-10
2.745,-1.9173107024522811e-10
2.7475,-1.9166679319375773e-10
2.75,-1.9160237017245609e-10
2.7525,-1.9153702126463844e-10
2.755,-1.9147002067238436e-10
2.7575,-1.9140073503557649e-10
2.76,-1.9132890781381443e-10
2.7625,-1.9125472380661807e-10
2.765,-1.9117861687930334e-10
2.7675,-1.9110116694593217e-10
2.77,-1.9102294451524858e-10
2.7725,-1.9094435192814478e-10
2.775,-1.9086549186016526e-10
2.7775,-1.9078628742729902e-10
2.78,-1.907064932081991e-10
2.7825,-1.906256338505388e-10
2.785,-1.9054324118359085e-10
2.7875,-1.9045886039938092e-10
2.79,-1.9037210213715453e-10
2.7925,-1.9028250672210311e-10
2.795,-1.9018964160848811e-10
2.7975,-1.9009323326413289e-10
2.8,-1.8999303474961251e-10
2.8025,-1.8988875912256947e-10
2.805,-1.8978014133598235e-10
2.8075,-1.8966695810915557e-10
2.81,-1.8954925307205899e-10
2.8125,-1.8942728488118772e-10
2.815,-1.8930161975876786e-10
2.8175,-1.8917316346475544e-10
2.82,-1.8904298040533183e-10
2.8225,-1.8891242030971511e-10
2.825,-1.8878287808717694e-10
2.8275,-1.8865573512689796e-10
2.83,-1.885323926743698e-10
2.8325,-1.8841408776002e-10
2.835,-1.8830200912926008e-10
2.8375,-1.8819724650373992e-10
2.84,-1.8810080492830021e-10
2.8425,-1.8801357346967374e-10
2.845,-1.8793627761702469e-10
2.8475,-1.878695432000087e-10
2.85,-1.878140103783773e-10
2.8525,-1.8777039433235065e-10
2.855,-1.8773924628079727e-10
2.8575,-1.8772098335029703e-10
2.86,-1.877160717183158e-10
2.8625,-1.8772466387037718e-10
2.865,-1.8774635965084641e-10
2.8675,-1.8778002629604251e-10
2.87,-1.8782411957231177e-10
2.8725,-1.878768619383255e-10
2.875,-1.8793640940706518e-10
2.8775,-1.8800105548724791e-10
2.88,-1.8806915670182895e-10
2.8825,-1.8813919533444258e-10
2.885,-1.8820944725837417e-10
2.8875,-1.882778469719425e-10
2.89,-1.8834220316206668e-10
2.8925,-1.8840057669723146e-10
2.895,-1.8845149900619594e-10
2.8975,-1.8849386923682382e-10
2.9,-1.8852696393166935e-10
2.9025,-1.8855026238821571e-10
2.905,-1.8856326676077675e-10
2.9075,-1.8856528554812142e-10
2.91,-1.8855564496345372e-10
2.9125,-1.885336813058059e-10
2.915,-1.8849866651749049e-10
2.9175,-1.8844977183057372e-10
2.92,-1.8838613575117172e-10
2.9225,-1.8830723314900267e-10
2.925,-1.8821300373431865e-10
2.9275,-1.8810388321793702e-10
2.93,-1.8798081051159099e-10
2.9325,-1.8784509070689462e-10
2.935,-1.8769827233744706e-10
2.9375,-1.8754221712858702e-10
2.94,-1.8737886431557431e-10
2.9425,-1.8721017169109709e-10
2.945,-1.8703809831079418e-10
2.9475,-1.8686475754440206e-10
2.95,-1.8669214522198746e-10
2.9525,-1.8652212322387324e-10
2.955,-1.8635656230870702e-10
2.9575,-1.8619727407742137e-10
2.96,-1.8604592420625231e-10
2.9625,-1.8590410077614131e-10
2.965,-1.8577323290009971e-10
2.9675,-1.8565454101007858e-10
2.97,-1.8554917572922531e-10
2.9725,-1.8545843554687382e-10
2.975,-1.8538363776731343e-10
2.9775,-1.8532581415889943e-10
2.98,-1.852859799163755e-10
2.9825,-1.8526484793748158e-10
2.985,-1.8526275016682939e-10
2.9875,-1.8527963411933578e-10
2.99,-1.8531511743354111e-10
2.9925,-1.8536868563193004e-10
2.995,-1.8543967215201077e-10
2.9975,-1.8552702576574698e-10
3.0,-1.8562945736964044e-10
3.0025,-1.8574515993175011e-10
3.005,-1.8587167464697763e-10
3.0075,-1.8600619074640247e-10
3.01,-1.8614572885502725e-10
3.0125,-1.8628747951749912e-10
3.015,-1.8642871108318814e-10
3.0175,-1.8656715792743308e-10
3.02,-1.8670101162172511e-10
3.0225,-1.8682872665933571e-10
3.025,-1.8694877414965459e-10
3.0275,-1.8705966754228939e-10
3.03,-1.8716014030060003e-10
3.0325,-1.8724919451668926e-10
3.035,-1.8732600017900486e-10
3.0375,-1.8738988514501669e-10
3.04,-1.8744004638709759e-10
3.0425,-1.8747538150201141e-10
3.045,-1.8749458790780868e-10
3.0475,-1.8749632690556966e-10
3.05,-1.8747967772045063e-10
3.0525,-1.8744437378047157e-10
3.055,-1.8739107013769021e-10
3.0575,-1.8732100841613941e-10
3.06,-1.8723564912909744e-10
3.0625,-1.8713631840659287e-10
3.065,-1.8702399134016818e-10
3.0675,-1.8689929758685223e-10
3.07,-1.86762844127005e-10
3.0725,-1.8661570319603377e-10
3.075,-1.8645959797572673e-10
3.0775,-1.8629695840654188e-10
3.08,-1.8613060727193938e-10
3.0825,-1.859631961008312e-10
3.085,-1.8579690179905969e-10
3.0875,-1.8563330590412738e-10
3.09,-1.8547373425277903e-10
3.0925,-1.8531926699976002e-10
3.095,-1.8517104137387893e-10
3.0975,-1.8503037427294277e-10
3.1,-1.8489873208549444e-10
3.1025,-1.8477772805051105e-10
3.105,-1.8466894440096526e-10
3.1075,-1.8457396624838863e-10
3.11,-1.8449404805728819e-10
3.1125,-1.844303721604678e-10
3.115,-1.8438387915176646e-10
3.1175,-1.8435497527369429e-10
3.12,-1.8434346445890103e-10
3.1225,-1.8434853106578195e-10
3.125,-1.8436923930634974e-10
3.1275,-1.8440442839272486e-10
3.13,-1.8445308076519352e-10
3.1325,-1.8451416380019102e-10
3.135,-1.8458676335481959e-10
3.1375,-1.8466999947132025e-10
3.14,-1.8476286770579261e-10
3.1425,-1.8486417737725686e-10
3.145,-1.8497245579554138e-10
3.1475,-1.8508593737528187e-10
3.15,-1.8520249585060618e-10
3.1525,-1.8531974116100301e-10
3.155,-1.8543518527008844e-10
3.1575,-1.8554641901161245e-10
3.16,-1.856513511220006e-10
3.1625,-1.8574837734452821e-10
3.165,-1.8583648469718105e-10
3.1675,-1.8591501026395224e-10
3.17,-1.8598333713338377e-10
3.1725,-1.8604081568387167e-10
3.175,-1.8608680079686694e-10
3.1775,-1.8612063209250588e-10
3.18,-1.8614143174602067e-10
3.1825,-1.861481784277979e-10
3.185,-1.8613964460016282e-10
3.1875,-1.8611454299535069e-10
3.19,-1.8607188823711532e-10
3.1925,-1.8601140434857124e-10
3.195,-1.8593344400284379e-10
3.1975,-1.8583913744307223e-10
3.2,-1.8573018973979507e-10
3.2025,-1.8560855625964921e-10
3.205,-1.8547623044647019e-10
3.2075,-1.8533513915910423e-10
3.21,-1.851869598091469e-10
3.2125,-1.8503327232334605e-10
3.215,-1.848754940682125e-10
3.2175,-1.8471458017586786e-10
3.22,-1.8455192460757993e-10
3.2225,-1.8438868488565914e-10
3.225,-1.8422659285318597e-10
3.2275,-1.8406711101470888e-10
3.23,-1.8391237267605752e-10
3.2325,-1.8376432952927074e-10
3.235,-1.836252078572038e-10
3.2375,-1.8349682288918382e-10
3.24,-1.8338098116409455e-10
3.2425,-1.8327899909101009e-10
3.245,-1.8319172013596637e-10
3.2475,-1.8311939150823138e-10
3.25,-1.8306208515619312e-10
3.2525,-1.8301984025641732e-10
3.255,-1.8299277108361238e-10
3.2575,-1.829808685178714e-10
3.26,-1.8298383884002526e-10
3.2625,-1.8300106922904973e-10
3.265,-1.8303155153969674e-10
3.2675,-1.8307356864481206e-10
3.27,-1.8312511368515836e-10
3.2725,-1.8318416345925397e-10
3.275,-1.8324893583127978e-10
3.2775,-1.8331796354257164e-10
3.28,-1.8339012430758713e-10
3.2825,-1.8346454792451255e-10
3.285,-1.8354032329800617e-10
3.2875,-1.8361636562525853e-10
3.29,-1.8369136973042666e-10
3.2925,-1.8376391869892858e-10
3.295,-1.838324362266157e-10
3.2975,-1.8389542895796607e-10
3.3,-1.8395161214834701e-10
3.3025,-1.8399985169367809e-10
3.305,-1.8403933830554303e-10
3.3075,-1.8406941952561137e-10
3.31,-1.8408914781433609e-10
3.3125,-1.8409752624404454e-10
3.315,-1.8409348666273449e-10
3.3175,-1.8407615569484876e-10
3.32,-1.8404476381608198e-10
3.3225,-1.8399939388706207e-10
3.325,-1.8394108138076208e-10
3.3275,-1.8387180118799944e-10
3.33,-1.8379402135608314e-10
3.3325,-1.8370995082165594e-10
3.335,-1.836210252058044e-10
3.3375,-1.8352750987540769e-10
3.34,-1.8342907806664424e-10
3.3425,-1.8332561477130047e-10
3.345,-1.8321807376320311e-10
3.3475,-1.831084435098021e-10
3.35,-1.8299938131918334e-10
3.3525,-1.8289311040337452e-10
3.355,-1.827908095100972e-10
3.3575,-1.8269297701500526e-10
3.36,-1.8260006157016701e-10
3.3625,-1.8251302992641564e-10
3.365,-1.824334352858323e-10
3.3675,-1.823629609194345e-10
3.37,-1.8230303122193409e-10
3.3725,-1.8225452331290063e-10
3.375,-1.8221774838727936e-10
3.3775,-1.8219263098492326e-10
3.38,-1.8217894763132301e-10
3.3825,-1.8217625190934446e-10
3.385,-1.8218399598633161e-10
3.3875,-1.8220149202131165e-10
3.39,-1.8222791766639527e-10
3.3925,-1.8226224643147671e-10
3.395,-1.8230322048376862e-10
3.3975,-1.8234947486030324e-10
3.4,-1.8239947726815855e-10
3.4025,-1.824514585524653e-10
3.405,-1.8250359282000722e-10
3.4075,-1.8255416806432579e-10
3.41,-1.8260215392054223e-10
3.4125,-1.8264724011414461e-10
3.415,-1.8268948692716642e-10
3.4175,-1.8272901077989184e-10
3.42,-1.8276563882866071e-10
3.4225,-1.8279875129331327e-10
3.425,-1.8282750310855041e-10
3.4275,-1.8285080709793989e-10
3.43,-1.8286749705365172e-10
3.4325,-1.828764186732879e-10
3.435,-1.8287685859314617e-10
3.4375,-1.8286853789879836e-10
3.44,-1.8285161648704306e-10
3.4425,-1.8282679749545977e-10
3.445,-1.8279521955357547e-10
3.4475,-1.8275813066609054e-10
3.45,-1.827167445174344e-10
3.4525,-1.8267220991550306e-10
3.455,-1.8262539214000202e-10
3.4575,-1.8257708659116863e-10
3.46,-1.8252799095799414e-10
3.4625,-1.8247879806592507e-10
3.465,-1.8243019527351694e-10
3.4675,-1.8238293177992956e-10
3.47,-1.8233776121267404e-10
3.4725,-1.8229544646749519e-10
3.475,-1.8225665088110831e-10
3.4775,-1.8222205452799396e-10
3.48,-1.8219220489358075e-10
3.4825,-1.8216774332216389e-10
3.485,-1.8214943467730676e-10
3.4875,-1.8213798842963855e-10
3.49,-1.8213392912982683e-10
3.4925,-1.8213762697218255e-10
3.495,-1.8214931400792182e-10
3.4975,-1.8216907267530018e-10
3.5,-1.8219676308800468e-10
3.5025,-1.8223206408190484e-10
3.505,-1.8227457358417266e-10
3.5075,-1.8232363990958143e-10
3.51,-1.8237821549887953e-10
3.5125,-1.8243716556799342e-10
3.515,-1.8249930065530106e-10
3.5175,-1.8256343184776558e-10
3.52,-1.8262831521327886e-10
3.5225,-1.8269290634174735e-10
3.525,-1.8275619678978737e-10
3.5275,-1.8281717465330738e-10
3.53,-1.8287471885435195e-10
3.5325,-1.829278052782755e-10
3.535,-1.8297531515830592e-10
3.5375,-1.8301616891521994e-10
3.54,-1.830494779510147e-10
3.5425,-1.8307460223580764e-10
3.545,-1.8309099457776007e-10
3.5475,-1.8309855393212688e-10
3.55,-1.8309730503508136e-10
3.5525,-1.8308720481959327e-10
3.555,-1.8306839112177283e-10
3.5575,-1.8304127896252457e-10
3.56,-1.8300619501416353e-10
3.5625,-1.8296338187556728e-10
3.565,-1.8291330704560156e-10
3.5675,-1.8285653962679513e-10
3.57,-1.8279364188885654e-10
3.5725,-1.8272497559356896e-10
3.575,-1.8265106397697753e-10
3.5775,-1.8257277257065629e-10
3.58,-1.8249105268588733e-10
3.5825,-1.8240720399044098e-10
3.585,-1.8232261715293101e-10
3.5875,-1.8223896757288416e-10
3.59,-1.8215751390310083e-10
3.5925,-1.8207903354855109e-10
3.595,-1.8200386031784167e-10
3.5975,-1.8193231782171752e-10
3.6,-1.8186494519691684e-10
3.6025,-1.8180260150987524e-10
3.605,-1.8174651326334961e-10
3.6075,-1.8169805813515692e-10
3.61,-1.81658597885999e-10
3.6125,-1.8162932738653039e-10
3.615,-1.8161114907111317e-10
3.6175,-1.8160464303190616e-10
3.62,-1.8161026866953191e-10
3.6225,-1.8162833990363818e-10
3.625,-1.8165911791488052e-10
3.6275,-1.8170277332946017e-10
3.63,-1.8175938758932352e-10
3.6325,-1.8182849425230852e-10
3.635,-1.8190896845597599e-10
3.6375,-1.8199861972272544e-10
3.64,-1.8209431097448272e-10
3.6425,-1.8219221820276792e-10
3.645,-1.8228835430543106e-10
3.6475,-1.8237932529431607e-10
3.65,-1.8246291145785893e-10
3.6525,-1.8253845893216201e-10
3.655,-1.8260655157830832e-10
3.6575,-1.8266858513923534e-10
3.66,-1.8272597097616642e-10
3.6625,-1.8277931407556031e-10
3.665,-1.8282805186073165e-10
3.6675,-1.8287078941352658e-10
3.67,-1.8290572834349399e-10
3.6725,-1.8293092839205996e-10
3.675,-1.8294497730229886e-10
3.6775,-1.8294698174796903e-10
3.68,-1.8293647125097981e-10
3.6825,-1.8291349084586298e-10
3.685,-1.828783118567973e-10
3.6875,-1.828314131217246e-10
3.69,-1.8277324912522092e-10
3.6925,-1.8270424469802532e-10
3.695,-1.8262483571288728e-10
3.6975,-1.82535501512981e-10
3.7,-1.8243688465516805e-10
3.7025,-1.8232972911467895e-10
3.705,-1.8221501976078264e-10
3.7075,-1.8209426404494612e-10
3.71,-1.8196932511953296e-10
3.7125,-1.8184227472918941e-10
3.715,-1.8171509090562206e-10
3.7175,-1.815894410900644e-10
3.72,-1.8146664211761015e-10
3.7225,-1.8134755955935395e-10
3.725,-1.8123283028137267e-10
3.7275,-1.8112301031803015e-10
3.73,-1.8101892691418541e-10
3.7325,-1.8092155423175097e-10
