Physical Time (s),Etau_top Monitor (kg-m/s^3): top_cv1,Etau_top Monitor (kg-m/s^3): top_cv2,Etau_top Monitor (kg-m/s^3): top_cv3,Etau_top Monitor (kg-m/s^3): top_cv4,Etau_top Monitor (kg-m/s^3): top_cv5,Etau_top Monitor (kg-m/s^3): top_cv6,Etau_top Monitor (kg-m/s^3): top_cv7
0.00703827,-6.9761586778202122e-07,-7.3272203131781785e-07,-6.6311658511937751e-07,-5.9950365742816379e-07,-5.6363642994146219e-07,-5.2366384117740076e-07,-4.9221713756265565e-07
0.0070889,-7.1682262030959548e-07,-7.5153999721712414e-07,-6.8183118779402777e-07,-6.1884010440900003e-07,-5.8356555453033135e-07,-5.4299177896228974e-07,-5.096081523549987e-07
0.00713953,-7.3720939891195591e-07,-7.7164596434830273e-07,-7.0200935778261447e-07,-6.3946638360887481e-07,-6.0443957293062627e-07,-5.6308712944634185e-07,-5.2804592508168352e-07
0.00719017,-7.5833755255148067e-07,-7.9265795162372275e-07,-7.2321633537726485e-07,-6.6089497825650306e-07,-6.2574007096688184e-07,-5.8345937343584473e-07,-5.4721923958930395e-07
0.0072408,-7.7970394918444434e-07,-8.1412849215358929e-07,-7.4492899619391993e-07,-6.8255222945065336e-07,-6.4689341090169751e-07,-6.0356833933606631e-07,-5.6671589832566138e-07
0.00729144,-8.0074869887467868e-07,-8.3554814860270263e-07,-7.6654027670872769e-07,-7.0378209325809717e-07,-6.6726838354197533e-07,-6.2287161302953026e-07,-5.8610165094096079e-07
0.00734207,-8.208964163734317e-07,-8.5638215440755639e-07,-7.8741705943030048e-07,-7.2390508565105609e-07,-6.8623351328502723e-07,-6.4084462791050437e-07,-6.0504195209846277e-07
0.00739271,-8.3956551310642283e-07,-8.7607639981348833e-07,-8.0691063764650594e-07,-7.4223148761041127e-07,-7.0316436091801261e-07,-6.5697668297758098e-07,-6.2306405820103276e-07
0.00744334,-8.5619296400602817e-07,-8.9408034338609095e-07,-8.2438430438066425e-07,-7.5809227498870855e-07,-7.1746632628639501e-07,-6.7078249686197189e-07,-6.3965999596009695e-07
0.00749398,-8.7028162987831675e-07,-9.0989389698971824e-07,-8.3927406193622614e-07,-7.7090026993581081e-07,-7.2863326514576025e-07,-6.8184646416778428e-07,-6.5431518217272785e-07
0.00754462,-8.8141402876519443e-07,-9.2308083050844214e-07,-8.5110730860144298e-07,-7.8017233728654117e-07,-7.3626359524939236e-07,-6.898255464417592e-07,-6.6652399968734025e-07
0.00759525,-8.8926636583415198e-07,-9.3328378319735896e-07,-8.5951943005225045e-07,-7.8555128354487251e-07,-7.4007058889581363e-07,-6.9444684987490709e-07,-6.7580202976605088e-07
0.00764588,-8.9364425904188445e-07,-9.4026225840671919e-07,-8.6429560226984157e-07,-7.8685190938432211e-07,-7.3992020095756345e-07,-6.9553882510826168e-07,-6.817402771501464e-07
0.00769652,-8.9448322345612755e-07,-9.438942006210182e-07,-8.6537524432937722e-07,-7.8406860521205796e-07,-7.3583321973507131e-07,-6.9303513253156319e-07,-6.840352865434642e-07
0.00774715,-8.918498070020022e-07,-9.4417920360038653e-07,-8.6285424502655233e-07,-7.7737785090245206e-07,-7.2797455919083101e-07,-6.8697183250850357e-07,-6.825098877115873e-07
0.00779779,-8.8593542327864983e-07,-9.4123451673966754e-07,-8.5697646805404397e-07,-7.6712651120997508e-07,-7.1665180263447863e-07,-6.7749996984964844e-07,-6.7714433652443795e-07
0.00784842,-8.7704334462932148e-07,-9.3528451251339345e-07,-8.4811530555476192e-07,-7.5380646130135391e-07,-7.0231327282096562e-07,-6.6489812704454585e-07,-6.6809452469212422e-07
0.00789906,-8.6555558718233312e-07,-9.2663034428905519e-07,-8.3673290282528124e-07,-7.3800725635219707e-07,-6.8547854728068792e-07,-6.4952158933937461e-07,-6.5564072108988516e-07
0.00794969,-8.5191664659711151e-07,-9.1563685556458614e-07,-8.2335509962770847e-07,-7.2038235663194944e-07,-6.6672600995490335e-07,-6.3180131651289109e-07,-6.4018401351278883e-07
0.00800033,-8.3660904785728063e-07,-9.0271170172230252e-07,-8.0853825809883026e-07,-7.0160900797421605e-07,-6.4666292523006491e-07,-6.1222365810472524e-07,-6.2221810980334669e-07
0.00805097,-8.2014476359357152e-07,-8.8830058425956036e-07,-7.928532843597222e-07,-6.8236667479431938e-07,-6.259166713832278e-07,-5.9132870204985572e-07,-6.0231730697529611e-07
0.0081016,-8.0303438534535003e-07,-8.7286006527361411e-07,-7.7684912747848408e-07,-6.6329646823746724e-07,-6.0509747182181601e-07,-5.6967555640145611e-07,-5.8109239777328781e-07
0.00815223,-7.8577326543319241e-07,-8.5684660039544734e-07,-7.6103093278611315e-07,-6.4497609548204324e-07,-5.8478069056446947e-07,-5.4782518846723138e-07,-5.5916521467164493e-07
0.00820287,-7.688339051416829e-07,-8.4071320322551732e-07,-7.4586502072193749e-07,-6.2792610700507097e-07,-5.6551540862304971e-07,-5.263455316213599e-07,-5.371657792278188e-07
0.0082535,-7.5266396344111617e-07,-8.2490166041337052e-07,-7.3176369449726905e-07,-6.1258792566233868e-07,-5.4779589604116433e-07,-5.0577900138163223e-07,-5.156924435762236e-07
0.00830414,-7.3768850064311098e-07,-8.0985040918868344e-07,-7.1908312367903985e-07,-5.9932686463456729e-07,-5.3206789562847353e-07,-4.8664380199217341e-07,-4.9530707572049796e-07
0.00835478,-7.2430904807021839e-07,-7.9599066628782381e-07,-7.0813265284539861e-07,-5.8843916085517094e-07,-5.1871925755933956e-07,-4.6941906865460806e-07,-4.7651542481150093e-07
0.00840541,-7.12901056239301e-07,-7.8373976187027578e-07,-6.9917949594776577e-07,-5.8015070588867444e-07,-5.0807402850736858e-07,-4.5452951666124503e-07,-4.5974936243865193e-07
0.00845605,-7.0380630377309643e-07,-7.7348966603925117e-07,-6.9244383168835223e-07,-5.7461618282683811e-07,-5.0038064627937158e-07,-4.4232882419455948e-07,-4.4535076148221819e-07
0.00850668,-6.9732171506036875e-07,-7.6559627081251598e-07,-6.8809840326195791e-07,-5.7191904023016904e-07,-4.9580488037467052e-07,-4.3308963262268352e-07,-4.3356490026680057e-07
0.00855731,-6.9368499793762537e-07,-7.6036056355370262e-07,-6.862649039490919e-07,-5.720759928955756e-07,-4.9442434409600185e-07,-4.2698688971582043e-07,-4.2452974842561695e-07
0.00860795,-6.9305597677854202e-07,-7.5800835429720227e-07,-6.8700635162828966e-07,-5.7503426760976589e-07,-4.9621928417954894e-07,-4.2408377367050355e-07,-4.1826946093279805e-07
0.00865858,-6.9550629666992982e-07,-7.5867721809495523e-07,-6.9032406748861354e-07,-5.8067788324222488e-07,-5.0106405742710378e-07,-4.243225374262188e-07,-4.1469329422849407e-07
0.00870922,-7.0101531602052617e-07,-7.6240935516625631e-07,-6.9615686656491329e-07,-5.8883765038325157e-07,-5.0874821110101934e-07,-4.275421287560422e-07,-4.136206182891774e-07
0.00875986,-7.094631357997442e-07,-7.6914221827760469e-07,-7.0437451584600642e-07,-5.99281420455576e-07,-5.189969693694719e-07,-4.334999104649133e-07,-4.1480831636501659e-07
0.00881049,-7.2063288910685682e-07,-7.787099659553117e-07,-7.1478007170209867e-07,-6.1172642783157973e-07,-5.3140533669971051e-07,-4.4181142978778803e-07,-4.178940044558147e-07
0.00886112,-7.3422283255145309e-07,-7.9085460644376712e-07,-7.2711569935733576e-07,-6.2584361181386432e-07,-5.4555911613086653e-07,-4.5207740408825412e-07,-4.2252372573456578e-07
0.00891176,-7.498401843265226e-07,-8.0522161741870786e-07,-7.4105880253396411e-07,-6.4126067615350786e-07,-5.6099877135587803e-07,-4.638509376602008e-07,-4.2831915164559851e-07
0.00896239,-7.6705670877441566e-07,-8.2141444786068943e-07,-7.5627042908999837e-07,-6.5761665495049e-07,-5.7730478389763073e-07,-4.7673153019028521e-07,-4.3496681085673418e-07
0.00901303,-7.8537335776991721e-07,-8.389613187084537e-07,-7.7235869653129898e-07,-6.7452225209135547e-07,-5.9408855298956851e-07,-4.9036002189799588e-07,-4.4220951669970287e-07
0.00906367,-8.0428396497912406e-07,-8.573804668714903e-07,-7.88939878220258e-07,-6.916310216673987e-07,-6.1105321023612712e-07,-5.0447967665144358e-07,-4.4990031576896065e-07
0.0091143,-8.2327414918272253e-07,-8.7617383800917055e-07,-8.056326495984937e-07,-7.0863499319520379e-07,-6.279532868633969e-07,-5.1890091167940453e-07,-4.5796304548241013e-07
0.00916493,-8.4185097678619065e-07,-8.9486086625280315e-07,-8.2208035158821082e-07,-7.2528055523254987e-07,-6.4462459204742029e-07,-5.3352816352669382e-07,-4.664136709572705e-07
0.00921557,-8.595655838268962e-07,-9.1299706297947229e-07,-8.3796531164427689e-07,-7.4136228013118177e-07,-6.6093908701150039e-07,-5.4831104080316917e-07,-4.7530872383176567e-07
0.0092662,-8.7602868199234613e-07,-9.3018816220788353e-07,-8.5300219002066552e-07,-7.5670205716148571e-07,-6.7678786759404682e-07,-5.6322644576096653e-07,-4.8472386498738192e-07
0.00931684,-8.909275626482206e-07,-9.4610636818041214e-07,-8.6695653168040345e-07,-7.7114040546010369e-07,-6.9206786291790346e-07,-5.7826016071321354e-07,-4.9473179729475957e-07
0.00936748,-9.0403464005815953e-07,-9.6049920963566746e-07,-8.79665386196287e-07,-7.8453252053317069e-07,-7.0667373224002325e-07,-5.9338585942244017e-07,-5.0537961869304091e-07
0.00941811,-9.1521790251160099e-07,-9.7320077707422975e-07,-8.9102091326329106e-07,-7.9675577610886801e-07,-7.2050785187740217e-07,-6.085716834862459e-07,-5.1669590813664128e-07
0.00946875,-9.2444046914124289e-07,-9.8413267281526748e-07,-9.0097707310141831e-07,-8.0771699622745285e-07,-7.3348181031478892e-07,-6.2376605901378173e-07,-5.2867734266380287e-07
0.00951938,-9.3175147203297971e-07,-9.9329715150353718e-07,-9.0954174183559445e-07,-8.1735715150383245e-07,-7.4551246864724987e-07,-6.3889001081022228e-07,-5.4128173840351214e-07
0.00957001,-9.3727713430365069e-07,-1.0007697074961687e-06,-9.1677594833150662e-07,-8.2565886554931946e-07,-7.5652512251286823e-07,-6.5383802120073003e-07,-5.5443000972686179e-07
0.00962065,-9.4120593853366965e-07,-1.0066881212892565e-06,-9.2278915391478501e-07,-8.3265450031967585e-07,-7.6646508857199063e-07,-6.6848505180950157e-07,-5.680141285296765e-07
0.00967128,-9.4377039903359931e-07,-1.01123642665736e-06,-9.2771429999625158e-07,-8.3840584133533728e-07,-7.7528540473105678e-07,-6.8268055237644623e-07,-5.8189269219471938e-07
0.00972192,-9.4522543629725458e-07,-1.0146258831189173e-06,-9.3170619589510338e-07,-8.430055671812626e-07,-7.8295924383001608e-07,-6.9627088319971983e-07,-5.9591429634861045e-07
0.00977256,-9.4582948416208751e-07,-1.0170781184227046e-06,-9.3492302120578931e-07,-8.4656288573986169e-07,-7.8947172461246522e-07,-7.0909542076053852e-07,-6.0991254507115453e-07
0.00982319,-9.4582673900171526e-07,-1.0188088269212205e-06,-9.3751567177012692e-07,-8.4919016277832275e-07,-7.9481507453783018e-07,-7.2099161670520568e-07,-6.237095675396226e-07
0.00987382,-9.4543446155846359e-07,-1.0200160519903135e-06,-9.3961805829494782e-07,-8.5099388034898352e-07,-7.9898410695702636e-07,-7.3179811262994545e-07,-6.3711740249596323e-07
0.00992446,-9.4483282864052516e-07,-1.0208696831641142e-06,-9.413370283362445e-07,-8.5206665463938898e-07,-8.0197184970570249e-07,-7.4135705463689442e-07,-6.4994246731566823e-07
0.00997509,-9.4415421570456617e-07,-1.0214990747598552e-06,-9.4275536354610614e-07,-8.5249143752436406e-07,-8.0378884609768177e-07,-7.4953811686922603e-07,-6.6200709511745656e-07
0.01002573,-9.4349104827444892e-07,-1.0220025188082352e-06,-9.439389099002482e-07,-8.5234613467780522e-07,-8.0447801220955505e-07,-7.5624262647381678e-07,-6.7315337457075147e-07
0.01007637,-9.4288582711137292e-07,-1.0224353141440735e-06,-9.4491418163239812e-07,-8.5167755985725478e-07,-8.0407879140268433e-07,-7.6136883134977902e-07,-6.8321331432777284e-07
0.010127,-9.4234080349602478e-07,-1.0228147547595214e-06,-9.4567980102725106e-07,-8.5051687967207594e-07,-8.026254349187005e-07,-7.648447317326616e-07,-6.9204110730857054e-07
0.01017763,-9.4182697236061712e-07,-1.0231279183876703e-06,-9.4621640982320322e-07,-8.4888905114800707e-07,-8.0016384207095807e-07,-7.6663551363128727e-07,-6.9952025198793795e-07
0.01022827,-9.4129346722279678e-07,-1.023339651122068e-06,-9.4649412269839658e-07,-8.4681714861595753e-07,-7.9675474095237544e-07,-7.6673940432702407e-07,-7.0556460166460417e-07
0.0102789,-9.4067338790080818e-07,-1.0233968787798617e-06,-9.4646822961694609e-07,-8.4431892963658852e-07,-7.9246783514004666e-07,-7.6517881687994295e-07,-7.1011230745070544e-07
0.01032954,-9.3990348732962069e-07,-1.0232467310824229e-06,-9.4612192381362252e-07,-8.4144598831177246e-07,-7.8742048992526551e-07,-7.6203876581343642e-07,-7.1316647847713849e-07
0.01038018,-9.3892053984540843e-07,-1.022831759358388e-06,-9.4539196342339392e-07,-8.3819315208012436e-07,-7.816832816512365e-07,-7.5736501562388443e-07,-7.146960078942863e-07
0.01043081,-9.3767421741262416e-07,-1.022102342401519e-06,-9.4429633188092987e-07,-8.3464701636467934e-07,-7.7542549388426286e-07,-7.5131915650676757e-07,-7.1479259960411625e-07
0.01048144,-9.3615776115584074e-07,-1.0210476158651028e-06,-9.4279964582130483e-07,-8.3083744072699252e-07,-7.6876141472150251e-07,-7.4401729657533892e-07,-7.1351133191036533e-07
0.01053208,-9.3437863434110112e-07,-1.0196671872048018e-06,-9.4094884388487764e-07,-8.2686754551776242e-07,-7.6187763733152334e-07,-7.3565796640199008e-07,-7.1100023562873663e-07
0.01058271,-9.3236346698540339e-07,-1.0179774170105777e-06,-9.3877326570169185e-07,-8.2281467532341408e-07,-7.5493362898792733e-07,-7.2641788687017899e-07,-7.0739439237351801e-07
0.01063335,-9.3017418088966162e-07,-1.0160293890314998e-06,-9.363394182170093e-07,-8.1878122583288927e-07,-7.4810787032741492e-07,-7.164981912318462e-07,-7.0285866774381591e-07
0.01068399,-9.2789638410674421e-07,-1.0138991222158025e-06,-9.3373487545798588e-07,-8.1487604091515095e-07,-7.4157637166166812e-07,-7.0611052226000169e-07,-6.9757243826916565e-07
0.01073462,-9.2565138855829449e-07,-1.0117012230363113e-06,-9.3108233188389977e-07,-8.112310271134596e-07,-7.3552325921451848e-07,-6.9547338660469234e-07,-6.9172038217166659e-07
0.01078526,-9.2355475599747661e-07,-1.0095487513476761e-06,-9.2850120649123921e-07,-8.0796062459865931e-07,-7.3010011061643149e-07,-6.8477176121502582e-07,-6.8544889770015665e-07
0.01083589,-9.2173010082056394e-07,-1.0075675773062015e-06,-9.2612282869544573e-07,-8.0517766910063559e-07,-7.254269734041212e-07,-6.7424748636432235e-07,-6.7895437722095413e-07
0.01088652,-9.2030207038493496e-07,-1.0058893334745105e-06,-9.2408358558008398e-07,-8.0298893696130327e-07,-7.2149132992615153e-07,-6.6411468252433078e-07,-6.7239700963163105e-07
0.01093716,-9.1939174808474275e-07,-1.0046467112893363e-06,-9.2251911903764157e-07,-8.0149150826344776e-07,-7.183957276207457e-07,-6.5467587181427881e-07,-6.660162656441138e-07
0.01098779,-9.1911015118022161e-07,-1.0039670868746363e-06,-9.2155828938779751e-07,-8.0076995321445517e-07,-7.1627308135416152e-07,-6.4621794237183595e-07,-6.6002927760087335e-07
0.01103843,-9.1954398330295545e-07,-1.0039555315874955e-06,-9.2130806244742672e-07,-8.0088466327954521e-07,-7.152364346295282e-07,-6.3899973635638587e-07,-6.5461984907594143e-07
0.01108907,-9.2075428659267469e-07,-1.0046976527166501e-06,-9.2185206372354643e-07,-8.0187644629225199e-07,-7.1535411338562472e-07,-6.3322073674018787e-07,-6.499115728239754e-07
0.0111397,-9.2277910491800318e-07,-1.00625814349322e-06,-9.2325291178706268e-07,-8.0376766153396209e-07,-7.1664346726550244e-07,-6.2901281112873463e-07,-6.459656655545097e-07
0.01119033,-9.2562761299629104e-07,-1.0086737554357393e-06,-9.2554825939777939e-07,-8.0656131089474587e-07,-7.1908422369509299e-07,-6.2645186687140436e-07,-6.4279629848130247e-07
0.01124097,-9.2928139849554795e-07,-1.011953749335841e-06,-9.2875096428778771e-07,-8.1024577791575964e-07,-7.2263418632237629e-07,-6.2557563328238788e-07,-6.40397555588422e-07
0.0112916,-9.3369612908527577e-07,-1.0160807497588867e-06,-9.3285023550529316e-07,-8.1479448756196658e-07,-7.2723604748882663e-07,-6.26387832893805e-07,-6.3875837898587428e-07
0.01134224,-9.3880174626199766e-07,-1.0210090921148212e-06,-9.3781009750361872e-07,-8.201631263081317e-07,-7.3281768154954595e-07,-6.2885161529212933e-07,-6.3784769759765127e-07
0.01139288,-9.4450484126085333e-07,-1.0266652668889256e-06,-9.4356600853026094e-07,-8.2628570168416084e-07,-7.3929139662366568e-07,-6.3289712677630301e-07,-6.3762903733706387e-07
0.01144351,-9.5069414142835333e-07,-1.0329522011060899e-06,-9.500283887652107e-07,-8.3307876880959025e-07,-7.4655726893643396e-07,-6.3842275200143895e-07,-6.3806262743979977e-07
0.01149414,-9.5724724352721393e-07,-1.0397545740121062e-06,-9.5709576166641809e-07,-8.4045380457657678e-07,-7.5451425074094499e-07,-6.4530946297364585e-07,-6.3912117422941855e-07
0.01154478,-9.6403128664338801e-07,-1.0469390288897372e-06,-9.6464506991499374e-07,-8.4830533377974938e-07,-7.6304613494096943e-07,-6.5341490676327858e-07,-6.4077993155564579e-07
0.01159541,-9.7091292020003271e-07,-1.054364202145912e-06,-9.7253441708167644e-07,-8.5651030122093157e-07,-7.7202076672707077e-07,-6.6257994611420006e-07,-6.4301296297313311e-07
0.01164605,-9.7776887858276963e-07,-1.0618920793252116e-06,-9.8063026994821927e-07,-8.6495861886511255e-07,-7.8132183295989727e-07,-6.7264859168435148e-07,-6.4580907023991478e-07
0.01169669,-9.8448609954828287e-07,-1.0693914081083724e-06,-9.8878218102345245e-07,-8.7351438109277219e-07,-7.9080774218682957e-07,-6.8342924442729835e-07,-6.4912763560452756e-07
0.01174732,-9.9096492383136479e-07,-1.0767418133704716e-06,-9.9685216524354627e-07,-8.820562710664604e-07,-8.0035045380470633e-07,-6.9473816581016324e-07,-6.5293739683420945e-07
0.01179796,-9.9712719363491135e-07,-1.0838418546893358e-06,-1.0047221323780896e-06,-8.904756716583186e-07,-8.0983703556691941e-07,-7.0639695463315426e-07,-6.5720785309086613e-07
0.01184859,-1.002918199567334e-06,-1.0906136672334204e-06,-1.012293457436778e-06,-8.9867770560512562e-07,-8.19167953192496e-07,-7.1824060234962012e-07,-6.6191579718264507e-07
0.01189922,-1.008301184174827e-06,-1.0969995639559771e-06,-1.0194836997380228e-06,-9.0657706161064303e-07,-8.2824896413928432e-07,-7.3010821514115068e-07,-6.6703517211293388e-07
0.01194986,-1.0132657845149527e-06,-1.1029691098438451e-06,-1.0262381811689855e-06,-9.1411104447798419e-07,-8.3700882811476623e-07,-7.4185888024047283e-07,-6.7254505770302854e-07
0.01200049,-1.0178249081871506e-06,-1.1085197816296541e-06,-1.032529582373621e-06,-9.2123971596848289e-07,-8.4540255179558059e-07,-7.5338144725860095e-07,-6.7844177296205351e-07
0.01205113,-1.0220079374972594e-06,-1.1136697209830307e-06,-1.0383543876671787e-06,-9.2794321617586384e-07,-8.5340025014254052e-07,-7.6458033354988328e-07,-6.8472374111317866e-07
0.01210177,-1.0258589041857503e-06,-1.1184548374033799e-06,-1.0437331141075074e-06,-9.3422219271906408e-07,-8.6098882593828318e-07,-7.7537828357273267e-07,-6.9139137210572803e-07
0.0121524,-1.0294315168418652e-06,-1.1229238548764097e-06,-1.0487049262209664e-06,-9.4009404276342232e-07,-8.6816433419343714e-07,-7.8571257492437069e-07,-6.9844618382830852e-07
0.01220303,-1.0327870106276275e-06,-1.1271368562286265e-06,-1.0533253934004645e-06,-9.4559194109575823e-07,-8.7494016017781251e-07,-7.9554329597765779e-07,-7.0589794205849899e-07
0.01225367,-1.0359888676783735e-06,-1.1311586593946218e-06,-1.0576582988198214e-06,-9.5075774756534071e-07,-8.8133902145598708e-07,-8.0484506918621206e-07,-7.1375614220948701e-07
0.0123043,-1.0391005495604695e-06,-1.1350557400005013e-06,-1.0617711343677697e-06,-9.5563850356476771e-07,-8.8738941329098906e-07,-8.1360972268531343e-07,-7.2203005679041187e-07
0.01235494,-1.0421812961049434e-06,-1.1388916051066429e-06,-1.0657346024252808e-06,-9.6028639227125967e-07,-8.9312563075441443e-07,-8.2184422681606398e-07,-7.3072531553152003e-07
0.01240558,-1.0452850219505505e-06,-1.142725545501259e-06,-1.0696201908163217e-06,-9.647568666022907e-07,-8.9858741249581342e-07,-8.2956559290527153e-07,-7.3983908563181299e-07
0.01245621,-1.0484575524782589e-06,-1.1466094636011896e-06,-1.0734935026705775e-06,-9.6910269401780272e-07,-9.0381496001996974e-07,-8.3679635018181591e-07,-7.4935223731468453e-07
0.01250684,-1.0517373063849066e-06,-1.1505881593325153e-06,-1.0774122769882747e-06,-9.7337201767432536e-07,-9.0884583995203098e-07,-8.4357069690713349e-07,-7.5923923224492528e-07
0.01255748,-1.0551536291527274e-06,-1.1546972283270494e-06,-1.0814242716201522e-06,-9.7760614375448688e-07,-9.1371508849596471e-07,-8.4992561441423772e-07,-7.6945922099946699e-07
0.01260811,-1.0587282932759303e-06,-1.1589640959882585e-06,-1.0855686953050325e-06,-9.8184085651556147e-07,-9.1845295790612112e-07,-8.5589842697887949e-07,-7.7995723457823628e-07
0.01265875,-1.062475949079477e-06,-1.1634082306404828e-06,-1.0898759948012863e-06,-9.8610608089959367e-07,-9.2308571656275076e-07,-8.6152514401644141e-07,-7.9066234438273501e-07
0.01270939,-1.0664046397059883e-06,-1.1680413882719294e-06,-1.0943676120609536e-06,-9.9042554671789833e-07,-9.2763428712369507e-07,-8.6683827883070559e-07,-8.0148855371368821e-07
0.01276002,-1.0705153339250794e-06,-1.1728670930744836e-06,-1.0990549252801537e-06,-9.9481599580138707e-07,-9.3211559370386825e-07,-8.7186721586691434e-07,-8.1234014206346327e-07
