Physical Time (s),enth_flux_enthalpy_bot Monitor (kg-m/s^3): bot_cv1,enth_flux_enthalpy_bot Monitor (kg-m/s^3): bot_cv2,enth_flux_enthalpy_bot Monitor (kg-m/s^3): bot_cv3,enth_flux_enthalpy_bot Monitor (kg-m/s^3): bot_cv4,enth_flux_enthalpy_bot Monitor (kg-m/s^3): bot_cv5,enth_flux_enthalpy_bot Monitor (kg-m/s^3): bot_cv6,enth_flux_enthalpy_bot Monitor (kg-m/s^3): bot_cv7
0.00263302,-0.0014763428688712879,-0.00021846910299635537,0.0016861335789417919,0.0023360336950707609,0.0025068427188658622,0.0027625327177798198,0.0028231396677625637
0.00268366,-0.0014299641905874893,-0.00024244508576677106,0.0019958553041509097,0.0027280301066129721,0.0028509000900427718,0.0030947264761249987,0.0032953352341374611
0.00273429,-0.0011733985331400883,-0.00014742925762107435,0.0022177288807378819,0.0030225121142913036,0.0031271165269457159,0.0032323046430174098,0.0035369491419860524
0.00278492,-0.00068648999991034721,0.00012152832419276105,0.0023766886044681431,0.0032103852110346677,0.0033195700441074902,0.0032325569202416053,0.0035512461642002516
0.00283556,-2.0954706694143213e-05,0.00054794840127384546,0.0024836852028443171,0.0032800065281658138,0.0033983036494886201,0.0031546337162955888,0.0033557549674633064
0.00288619,0.00074792585616899766,0.0010795498182667963,0.0025468872164981396,0.0032314117566720141,0.0033433254474658251,0.0030434080542569688,0.0029791706722191464
0.00293683,0.0015333675954196755,0.0016427510304499397,0.0025695172315266567,0.0030787631764735779,0.0031569965351384865,0.0029252682377365414,0.0024696037559098043
0.00298746,0.0022540485174096202,0.0021647908818115021,0.0025544095976516973,0.0028523704045416995,0.002871010411577776,0.0028094028257443626,0.0018955520105623639
0.0030381,0.0028417566430073817,0.0025869885624575026,0.0025072398202096225,0.0025950592534924816,0.0025421862774803873,0.0026962298657335895,0.0013442917612271324
0.00308874,0.0032477420436891322,0.0028733456633529028,0.0024392308442939873,0.0023547120415889316,0.0022395731452791918,0.0025879460661438571,0.00091052202459288522
0.00313937,0.0034417994224875564,0.0030082123717962896,0.0023648138229969461,0.0021738323929696565,0.0020266851248278593,0.0024953198703010445,0.00067644819971304738
0.00319001,0.0034144083090890667,0.0029928558435449565,0.002297786239971576,0.0020801875013326961,0.0019446974962752665,0.0024387751693150405,0.00069181434982090121
0.00324064,0.0031902948811737462,0.0028496307692116255,0.0022486818277480647,0.0020787029730458895,0.0019976491348587858,0.0024382575349808943,0.00094770753184162857
0.00329127,0.0027807365125991001,0.0025851478401537954,0.0022158005504448173,0.0021639062855879129,0.0021754941064588782,0.0025192556879456299,0.0014218509966580075
0.00334191,0.0022266114409752449,0.0022225489545387072,0.0021940912107644983,0.0023160053959689988,0.0024452402173260547,0.0026922135677699679,0.0020474001027097999
0.00339254,0.001585774772940846,0.0017947200321392367,0.0021754270513090136,0.0025075075222401001,0.0027636773787443033,0.0029491105699016294,0.0027356038258189372
0.00344318,0.00092627572892783753,0.0013424370943658007,0.0021507795477774768,0.0027074203557060162,0.0030852676899086606,0.0032622361436569595,0.0033935465238612633
0.00349381,0.00031801719939480701,0.0009104751516365706,0.0021118143504268668,0.0028838587167076698,0.0033668682634816513,0.0035869713723619095,0.0039366692883335162
0.00354445,-0.00018252888352556483,0.00053791223206628522,0.0020523586589498398,0.0030094970403994102,0.0035744757361674245,0.0038734181966002296,0.0043067683302957672
0.00359509,-0.00053937323475282536,0.00025304652593669821,0.0019704398985607862,0.0030658085500838237,0.0036871550581478313,0.0040785404232260413,0.0044797270003467931
0.00364572,-0.00073762779835777564,7.2057613430367637e-05,0.0018700353211660702,0.0030460542582822531,0.0036985907927602744,0.0041751478742832479,0.0044634658524375821
0.00369636,-0.00078275043813632683,-1.6150717252490622e-06,0.0017616626566482245,0.0029576833401337116,0.0036186999456921417,0.0041585569430033619,0.0042952893525555636
0.00374699,-0.00069411846285213951,2.5778142028204908e-05,0.0016609146705803069,0.0028202803782500117,0.0034704931948177399,0.0040454236210388369,0.0040302816211517101
0.00379762,-0.00050152862697965927,0.00013944635523984686,0.0015850180555268335,0.0026619061233695857,0.0032863412951506616,0.0038694128207210458,0.0037313050311714984
0.00384826,-0.00023970476169536876,0.00031876077729306191,0.0015483931781995748,0.0025121949820533594,0.0031006592356178399,0.0036713250136977968,0.0034559250554795249
0.00389889,5.5001311035987545e-05,0.0005389329137895333,0.001558632568529571,0.0023958267798819956,0.0029431605449659779,0.0034897447887556419,0.0032470740684178213
0.00394953,0.00034724107486517637,0.00077277392207447887,0.0016144102887673357,0.002327864884986167,0.0028338024942917879,0.0033535720649251963,0.0031269953812563993
0.00400016,0.00060491525451017241,0.00099286224541922266,0.0017061378629581281,0.0023125467789224582,0.0027811955407879684,0.0032788078646750381,0.0030975978648038758
0.0040508,0.0008024802951437308,0.0011745818609979423,0.0018177770633786669,0.0023433234185156891,0.0027818196547463366,0.0032666115761420889,0.0031425902076833451
0.00410143,0.00092151921122556393,0.0012974907909132655,0.0019296197993043664,0.0024058576273287514,0.0028230701737862367,0.003306415241484987,0.0032348147534809364
0.00415207,0.00095426974093712025,0.0013488362239302567,0.0020214936227809948,0.0024804942649474899,0.0028852133965747073,0.0033777045350944354,0.0033406428473614393
0.00420271,0.00090405024710394374,0.0013249882453480934,0.0020757345662420702,0.0025458856957283091,0.00294530431470298,0.0034545172495031602,0.0034270178870723254
0.00425334,0.00078581923525228292,0.0012327789673233374,0.0020796613069309512,0.0025817199015288998,0.0029800370817534309,0.0035087224283885266,0.003465421119805591
0.00430397,0.00062396973755825171,0.0010885685283597078,0.0020272832032195397,0.0025713752819910224,0.0029688937386233914,0.0035140123868471107,0.0034356439617456405
0.00435461,0.00044830098188120926,0.00091543683801114393,0.0019198694199720524,0.002503900734944494,0.0028967550109438916,0.0034495693501131056,0.0033273246644029289
0.00440524,0.00028915813883675538,0.00073921417415402906,0.0017652985506525398,0.0023751186427816468,0.0027556630671880357,0.0033024898630993,0.0031395393365373338
0.00445588,0.0001737985259847118,0.0005850152763176384,0.0015766685649278335,0.0021875834017049817,0.0025451031628215943,0.003068579612660318,0.0028787283595310973
0.00450651,0.00012489411030016881,0.00047518640250166909,0.0013704520738488373,0.0019493799944400219,0.0022706968799281919,0.002750889767105062,0.0025550805041596419
0.00455715,0.00015712954268189068,0.00042616023232627592,0.0011649006848374263,0.0016743385651377736,0.0019450974915965983,0.0023611332069595394,0.0021818500705457458
0.00460778,0.00027652417768963346,0.00044742567042309588,0.00097767193630369587,0.0013802430515009706,0.0015863011373312302,0.0019180229496126835,0.0017732825034774446
0.00465842,0.00048087867393639742,0.00054147819646652899,0.00082434784359881647,0.0010870168808936103,0.0012157244512262873,0.0014450608121423926,0.0013436946209364124
0.00470906,0.00076025801750702305,0.00070389185853191071,0.00071624718642912316,0.00081375606007803023,0.00085505705242785188,0.00096719954245395835,0.00090581132479079687
0.00475969,0.0010972171647084129,0.00092317941442374857,0.00065836853304782994,0.00057548248726204179,0.00052273510712802095,0.00050703710821739718,0.00046933209314726788
0.00481032,0.0014678343448540632,0.0011812928730284835,0.00064805905345411536,0.00038024853905423259,0.00023062725835148003,8.1248845142941001e-05,3.9977334265788077e-05
0.00486096,0.0018427464060537886,0.0014541966205593286,0.00067442229689832368,0.00022726103087549517,-1.8248176747710223e-05,-0.00030200045454289027,-0.00038103278005266234
0.00491159,0.0021890370484662701,0.0017133114001203029,0.00071903028606544472,0.00010664603827224665,-0.00023029745680496578,-0.00064389619186664511,-0.00079613115837837405
0.00496223,0.0024747592053583089,0.0019293158894940982,0.00075851098593251478,8.7469410204373682e-07,-0.00042051262625396454,-0.00095486179168947655,-0.0012117949268638044
0.00501287,0.0026737246960415106,0.0020766946164896918,0.00076879893190061246,-0.0001113643367058987,-0.00060883317209914464,-0.0012513786301837097,-0.0016359784082607663
0.0050635,0.002769290563790354,0.0021376686530411187,0.00072945439013883523,-0.00025064595916534358,-0.00081560486842820602,-0.0015516686711590656,-0.0020755343869616593
0.00511413,0.0027565030972338642,0.0021047313543411613,0.00062696201941978924,-0.00043294749432780432,-0.0010574967060474473,-0.0018715873464223644,-0.0025337460413416154
0.00516477,0.0026420709100855536,0.0019812408773005547,0.00045658944159910394,-0.00066694603090355605,-0.0013443849176170766,-0.0022211451348201996,-0.0030083710096356492
0.00521541,0.0024405583046565138,0.0017787638938841885,0.00022221300475165162,-0.00095261941173713249,-0.0016770442663418263,-0.0026011661036617322,-0.0034886710123300134
0.00526604,0.0021723900922967555,0.0015152161637130327,-6.5118133400501117e-05,-0.0012825493519607644,-0.0020484732414276607,-0.0030046668700377498,-0.0039581653324912685
0.00531667,0.0018610239582528916,0.0012122361560317329,-0.00038905355985339584,-0.0016434214258662047,-0.0024452803918858005,-0.003418148921087342,-0.0043967777441485285
0.00536731,0.0015292631946961777,0.00089181938848032231,-0.00073022428333472051,-0.0020175799254699782,-0.0028489506812425713,-0.0038226529486244496,-0.0047825167739724301
0.00541794,0.0011969215056979138,0.00057388690172748555,-0.0010684151109184806,-0.0023849369933313844,-0.0032377938273859029,-0.0041957428215429063,-0.005093785550971508
0.00546858,0.00087926393679069431,0.00027452464460639761,-0.0013845796179372391,-0.002724868523284592,-0.0035890101707368445,-0.0045138929673800799,-0.0053122004889597525
0.00551922,0.00058594527139644995,4.6189953900501856e-06,-0.0016628926730484109,-0.0030184660141785898,-0.0038812990460849574,-0.0047555726861083182,-0.005425436127049761
0.00556985,0.00032113501221984586,-0.00023037680270122365,-0.0018920777852594324,-0.0032503938273373231,-0.0040972249676339964,-0.0049041168158636284,-0.005429243164391865
0.00562048,8.4362434739667839e-05,-0.00042986715485819648,-0.0020658050015407766,-0.0034099817791121171,-0.0042247591569607619,-0.0049495949637177019,-0.0053279253353426459
0.00567112,-0.00012793534042581436,-0.0005967960495836831,-0.0021822133820658717,-0.0034915609488244074,-0.0042578984691773788,-0.0048895015423479609,-0.0051322443368635407
0.00572176,-0.00032078331885015233,-0.0007361320004027422,-0.0022429548989880417,-0.0034940886270136947,-0.0041965752016711495,-0.0047284646400768014,-0.0048579722085111028
