Physical Time (s),anabla_vol Monitor (kg-m/s^3): cv1,anabla_vol Monitor (kg-m/s^3): cv2,anabla_vol Monitor (kg-m/s^3): cv3,anabla_vol Monitor (kg-m/s^3): cv4,anabla_vol Monitor (kg-m/s^3): cv5,anabla_vol Monitor (kg-m/s^3): cv6,anabla_vol Monitor (kg-m/s^3): cv7
0.00172159,0.016579547626838616,0.016579736852306737,0.016579737193965886,0.016579737255856378,0.016579737260229242,0.016579737260502339,0.0165797372605032
0.00177222,0.016147143819854291,0.016147376799384879,0.01614737713439832,0.016147377199833009,0.016147377205178493,0.016147377205574812,0.016147377205576137
0.00182286,0.015757052626038767,0.015757338396623636,0.015757338726662157,0.015757338794273275,0.015757338800927841,0.015757338801490616,0.015757338801492642
0.00187349,0.01539795579545121,0.015398304895508211,0.015398305222198497,0.015398305291088685,0.015398305299175585,0.015398305299968846,0.015398305299971911
0.00192413,0.015079085309063723,0.015079510093328564,0.015079510417726464,0.015079510487272857,0.015079510496517312,0.01507951049763849,0.015079510497643063
0.00197476,0.014820158641946624,0.014820673828794508,0.014820674151125876,0.014820674220740128,0.014820674231054789,0.014820674232533686,0.014820674232540266
0.0020254,0.014624605150726994,0.014625228654161972,0.014625228974280424,0.014625229043448635,0.014625229054863851,0.014625229056684523,0.014625229056693596
0.00207603,0.014484387636682155,0.014485141828033007,0.014485142146042965,0.014485142214385975,0.014485142227053258,0.014485142229193802,0.014485142229205999
0.00212667,0.014390193266106327,0.014391106727261004,0.01439110704349254,0.014391107110528071,0.014391107124352206,0.014391107126812637,0.014391107126828749
0.00217731,0.014335032158159124,0.014336142024160533,0.014336142339336545,0.014336142404656853,0.014336142419799535,0.014336142422572994,0.014336142422594327
0.00222794,0.014305944974685181,0.014307299970014051,0.014307300285043458,0.014307300348371311,0.014307300365046663,0.014307300368127072,0.014307300368155668
0.00227858,0.014293842413731163,0.014295506572752751,0.0142955068887452,0.014295506949840876,0.01429550696799986,0.014295506971428916,0.014295506971467548
0.00232921,0.014291567004390528,0.01429362430527957,0.014293624623054195,0.01429362468187592,0.014293624701106202,0.014293624704911695,0.014293624704963389
0.00237984,0.014291705780649023,0.014294264670332823,0.014294264990650195,0.01429426504732317,0.014294265067173311,0.014294265071479241,0.014294265071546981
0.00243048,0.014281030884292022,0.014284229694116704,0.014284230017596367,0.014284230072229263,0.014284230092193836,0.014284230097268154,0.014284230097355239
0.00248111,0.014242726074351996,0.014246738686309669,0.014246739013580994,0.014246739066284556,0.014246739085865221,0.014246739091913116,0.014246739092024093
0.00253175,0.014146759825816264,0.014151797099469956,0.014151797431160795,0.014151797482099729,0.014151797501015891,0.014151797508020886,0.014151797508179433
0.00258238,0.013957905266434706,0.013964216199888912,0.013964216536550866,0.01396421658597757,0.013964216604096861,0.013964216612021364,0.013964216612233619
0.00263302,0.013658765405484965,0.013666638562621354,0.013666638904645926,0.013666638952797223,0.013666638970158025,0.01366663897886199,0.013666638979120641
0.00268366,0.013262506236085603,0.013272266704895851,0.013272267052412155,0.013272267099555106,0.013272267116274905,0.013272267125601245,0.013272267125893406
0.00273429,0.012808821387694996,0.012820817374008055,0.012820817726933754,0.012820817773301438,0.01282081778942027,0.012820817799281759,0.012820817799598564
0.00278492,0.012348652747416701,0.012363231589599868,0.012363231947812447,0.012363231993564115,0.012363232009121958,0.012363232019493318,0.012363232019830781
0.00283556,0.011929291548651945,0.011946781812942607,0.011946782176436781,0.011946782221576809,0.011946782236593623,0.011946782247454022,0.011946782247819613
0.00288619,0.011582397756053131,0.011603099799215469,0.011603100168300665,0.011603100212776432,0.011603100227190067,0.011603100238546445,0.011603100238953815
