Physical Time (s),ep_top Monitor (kg-m/s^3): top_cv1,ep_top Monitor (kg-m/s^3): top_cv2,ep_top Monitor (kg-m/s^3): top_cv3,ep_top Monitor (kg-m/s^3): top_cv4,ep_top Monitor (kg-m/s^3): top_cv5,ep_top Monitor (kg-m/s^3): top_cv6,ep_top Monitor (kg-m/s^3): top_cv7
0.06319248,0.012962017144410672,0.016744755338198324,0.022048953133077857,0.023080674072745718,0.02350804666486243,0.033722202235001428,0.035503224546293503
0.06324312,0.013930629302835793,0.018005542531834191,0.023684691963056004,0.024975532815112157,0.02537822757540098,0.035218874991975582,0.036944724983784719
0.06329375,0.014927532588105688,0.019295676049273517,0.025341088923348777,0.026883710636716483,0.027265291312273128,0.036756871358995309,0.038419325486897901
0.06334439,0.015941172068943955,0.020599763724988483,0.026999465849810382,0.028785712295037139,0.029149193981057957,0.038315986667717142,0.039908533770268567
0.06339502,0.016955876822991739,0.021896895944842436,0.028633836134548486,0.030654046358328219,0.03100189006534769,0.03986574338516409,0.041383405857215338
0.06344566,0.017952097888191455,0.02316107187246421,0.030211462432420778,0.03245369356183591,0.032787831438328717,0.041366319374929433,0.042805251245635403
0.06349629,0.018905910483869498,0.024360782143476721,0.031692433593144179,0.034141284382208696,0.034463131075371148,0.042768347795593561,0.044125482520806031
0.06354693,0.019790538039958071,0.02546120801117208,0.033032745983606476,0.035668454526525638,0.03597884786327938,0.044016836506446826,0.045289438353240917
0.06359756,0.02057783727247936,0.026426392407067324,0.034187312876008825,0.036985002806689503,0.037284222458481939,0.045055146807013571,0.04624030510102152
0.0636482,0.02123985889036754,0.027221453454494011,0.035113087287988592,0.038042404604646404,0.03833013106603049,0.045829320943825601,0.046923493980445
0.06369883,0.021750230734601576,0.027814520679025651,0.035771794847990687,0.038796849675430144,0.039072074165687629,0.046291893713498872,0.047290658548421675
0.06374947,0.022086875782520207,0.028180133769667985,0.036134372516224422,0.039214539641425669,0.039475572474729305,0.046407377098444197,0.047305211980184787
0.0638001,0.022233214105548293,0.028300546142462132,0.036182765911148641,0.039273938398900907,0.039518318593362141,0.046155058229381887,0.046945364303755441
0.06385073,0.022179600676824555,0.028167387782658281,0.035911373444665447,0.038967758649256494,0.039192247209845002,0.045530849642417347,0.046206088584819907
0.06390137,0.021923751379864041,0.027781684744140028,0.035327260292668028,0.038303236786819211,0.03850387406376253,0.044547843186752333,0.045099906403606962
0.063952,0.021471178750759774,0.027153738592623392,0.034449596554858117,0.037302049793735408,0.037474201978151669,0.043236026268356244,0.043656844137578789
0.06400264,0.020834913260528366,0.026303085869987697,0.03330768145051656,0.035998300818962541,0.036136885600717247,0.041639554870264578,0.041921724689229001
0.06405327,0.020034311088917345,0.02525574436503801,0.031938673976314218,0.034435915821202596,0.034535652279391302,0.039813755110923846,0.039951276397518332
0.06410391,0.019093465036029003,0.024042876925858762,0.030384818288006481,0.032665468660036279,0.03272117793496173,0.037821016115308539,0.037810050173163086
0.06415454,0.018041012035101417,0.02269999619800131,0.028692372468032468,0.030742639539181223,0.030749661023865234,0.035729174276257006,0.03556885640219011
0.06420518,0.016907347382136124,0.021263971120390503,0.026907212984830477,0.028722899962310363,0.028677399431945881,0.033604601792528985,0.033297652187134701
0.06425581,0.015723471159283318,0.019771513931086705,0.0250732594534313,0.026659483602023436,0.026558746903135963,0.031509646699744556,0.031063080186653345
0.06430645,0.014518837040204029,0.018257127904027861,0.023230395449560917,0.024600700720342625,0.024443392415211828,0.029499895676377494,0.028924996750256646
0.06435708,0.01331952983780911,0.016751116170092624,0.021412350148539452,0.022587186256385762,0.022373409449412903,0.027619868496886288,0.026932480625001545
0.06440772,0.012148031588404429,0.015279538949095088,0.019647051013711135,0.020652021331489155,0.020383344110674953,0.025903471111905822,0.025124050156633822
0.06445835,0.011021474647810128,0.013862249872736411,0.01795491946546942,0.018818650889360959,0.018497997895737472,0.024371595453856885,0.023524836204369765
0.06450899,0.0099519864358089578,0.012513572191702998,0.016348691996398455,0.017100852360116187,0.01673228351458984,0.023032013369891836,0.02214635367821528
0.06455962,0.0089471128410988192,0.011242501003368707,0.01483661533280228,0.015506045532115997,0.015094522877790987,0.021882666312803153,0.02098957113686295
0.06461026,0.0080102174498537966,0.010053063850576943,0.013420218920322382,0.014033381125597721,0.013584464500065905,0.020910176723224493,0.020043244250227965
0.06466089,0.0071412729449856459,0.0089456937423939981,0.012098009251909989,0.01267779354371993,0.012197316630077169,0.020094088048908963,0.019287982303596841
0.06471153,0.0063370038297328292,0.0079174998207712406,0.010864639429499952,0.011429440024011923,0.010923255989704882,0.019407234329564878,0.018696570340932729
0.06476216,0.0055935948236165954,0.006963986503790244,0.0097135710532034111,0.010276681395843331,0.0097503883936804168,0.018818586476571343,0.018236606655215381
0.0648128,0.0049061010735107439,0.0060793778195487227,0.0086369966636228486,0.0092067312692756167,0.0086654476123574249,0.018295798595538971,0.017873073806736649
0.06486343,0.0042691369564494029,0.0052574059480885119,0.0076269573394369544,0.0082068765929662231,0.0076550550058239498,0.017806813026856272,0.017569876833706151
0.06491407,0.0036776703902821322,0.0044921111775173741,0.006676208022318551,0.0072655867337262179,0.0067068883156140369,0.017321813096938754,0.017291781258204131
0.0649647,0.0031280427387813444,0.0037790439457022779,0.0057795641005289134,0.0063739190306249145,0.0058110815690319093,0.016815319375474903,0.017006581570702329
