Physical Time (s),enthalpy_storage_vol Monitor (N): cv1,enthalpy_storage_vol Monitor (N): cv2,enthalpy_storage_vol Monitor (N): cv3,enthalpy_storage_vol Monitor (N): cv4,enthalpy_storage_vol Monitor (N): cv5,enthalpy_storage_vol Monitor (N): cv6,enthalpy_storage_vol Monitor (N): cv7
0.23509831,0.016617050431105843,0.033334113258492212,0.063762756157976608,0.093900062825566233,0.13274107164130905,0.21421650271298492,0.35784679157042038
0.23514894,0.016607447335458811,0.033266362788498899,0.063853160025584929,0.093971657047140805,0.13270970803722279,0.21424029351571416,0.35787261417802696
0.23519957,0.016581579387227135,0.033192298721953596,0.063936887523487987,0.09403631755328945,0.13267252609924235,0.21425965646165315,0.35789547496085256
0.23525021,0.016539204291869045,0.033114227841161137,0.064012114886611113,0.094093332254625225,0.13262977023941019,0.21427460388973849,0.35791541208415617
0.23530085,0.016480798071762805,0.033034855402223756,0.064076825873943657,0.094142536657573786,0.13258170157087218,0.21428516334003309,0.35793247176312204
0.23535148,0.016407674692528504,0.032957015020656046,0.064128932497899568,0.094184313654577315,0.13252867269451568,0.214291448520742,0.357946777588528
0.23540211,0.016321872224443552,0.0328832374025462,0.06416635596131931,0.094219237402881795,0.13247094035873686,0.21429347681057301,0.3579583505040918
0.23545275,0.016226080387328676,0.032815502976120368,0.06418745434656542,0.094247922230629208,0.13240870609612623,0.21429120710654453,0.35796714583014233
0.23550338,0.016123650022252495,0.032755349499191025,0.064191564737210577,0.094271175228427262,0.13234235000917891,0.21428477679281704,0.35797328647176929
0.23555402,0.016017881302078464,0.032703715611888354,0.064178775118345605,0.094289604358379173,0.13227207279345829,0.2142741710347012,0.35797673555715576
0.23560465,0.01591146730040505,0.032661172059696826,0.064149953996415224,0.094303741484715597,0.13219811102298443,0.21425935226245901,0.35797740246885956
0.23565529,0.015806197319197156,0.032628136957446388,0.064106586092712692,0.09431412901988917,0.13212083312938386,0.21424042990221781,0.3579754082804843
0.23570592,0.015703214240321697,0.032604802883030574,0.06405046484255994,0.094321165955311842,0.1320404767527705,0.21421742125710477,0.35797071604060637
0.23575656,0.015602194079839616,0.032591135959931419,0.063983498177813763,0.094325213823689844,0.13195723992608488,0.21419037124641438,0.35796331684951155
0.23580719,0.015502039829352849,0.032586734739296727,0.063907572962891374,0.094326606276511626,0.13187135369518105,0.21415935699912897,0.35795322740212332
0.23585783,0.015400958001232066,0.032590673167191539,0.063824525381556849,0.094325642680679667,0.13178311997971953,0.21412451096222465,0.35794051304009289
0.23590846,0.015297224396524716,0.032601446231089584,0.06373613298934272,0.094322657423893813,0.13169290648163406,0.21408602970412094,0.35792529540719376
0.2359591,0.015189709461583016,0.032617154021693441,0.063644129896578069,0.094318033057917708,0.13160114536211676,0.21404418187969887,0.35790776235373933
0.23600973,0.01507796475136336,0.032635921993103029,0.063550198685748405,0.094312221787945252,0.13150832977917637,0.21399932729025983,0.35788817956583646
0.23606037,0.014962580817628034,0.03265625893855565,0.063455906985567689,0.09430572616213248,0.13141500363294997,0.21395191023409438,0.35786688791102744
0.236111,0.014845069298715778,0.0326772090653853,0.063362622363580187,0.094299112848302113,0.13132174609463076,0.21390244240283915,0.35784428958994163
0.23616164,0.014727739703320876,0.03269830341701975,0.063271447295405667,0.094292975328122752,0.13122915154008377,0.21385147992823778,0.35782082213025712
0.23621227,0.01461347916234202,0.032719378914097513,0.063183183998845246,0.094287938460455009,0.13113782697071139,0.21379961130563785,0.35779694633811077
0.23626291,0.014505362647522717,0.032740376648421408,0.063098335284391183,0.094284607630416434,0.13104838137624991,0.21374744196188783,0.35777312922449622
0.23631354,0.014406278624528784,0.032761184113456049,0.063017136127159437,0.094283617105334824,0.13096142691782886,0.21369559188911186,0.35774984955190903
0.23636418,0.014318617942432728,0.032781508091808333,0.062939580244278454,0.094285571132731366,0.13087757801364688,0.21364468981238199,0.3577275981769884
0.23641482,0.014243944183656468,0.032800823357225249,0.062865427687598466,0.094291040483181876,0.1307974449245331,0.21359534525495483,0.35770684818922338
0.23646545,0.014183016614236085,0.03281848195958139,0.06279430994991389,0.094300532729435671,0.13072165227927701,0.21354818044620549,0.35768808184527734
0.23651608,0.014135862378189534,0.032833935490445221,0.06272581108228456,0.094314489743253307,0.13065082740856893,0.21350383105150483,0.35767178587003634
0.23656672,0.014101915897777019,0.032846963846918639,0.062659598038633163,0.094333211435837117,0.1305855845018733,0.21346292141443177,0.35765843316718249
0.23661736,0.014080340402334354,0.032857801582819743,0.062595295985546612,0.094356842497357429,0.13052651942696414,0.21342604950019495,0.35764846524264932
0.23666799,0.014070289069691697,0.032867060199798959,0.062532578827156626,0.094385336764844702,0.13047418354338153,0.21339376620787812,0.35764228023634204
0.23671862,0.014070994421694794,0.032875463796522522,0.062471229323248001,0.094418419104049731,0.13042906110345212,0.21336656192561149,0.35764021554116782
0.23676926,0.01408177169612632,0.032883511532129352,0.062411141348137598,0.094455570380412274,0.13039155577187794,0.21334482988972853,0.35764252249737061
0.2368199,0.014101956881122684,0.032891273394367121,0.062352299038723621,0.094496007729432757,0.13036198171439772,0.21332886713794047,0.35764935904128681
0.23687053,0.01413084047409259,0.032898412729561052,0.062294792190595014,0.094538718630985008,0.13034052173653338,0.21331882938397112,0.35766075374325884
0.23692116,0.014167631030288032,0.032904596119585371,0.062238807626454958,0.094582481485277425,0.1303271850423707,0.21331471053580392,0.35767659006435198
0.2369718,0.014211473213664191,0.032910086130223906,0.062184644538444127,0.094625967438039887,0.13032181863459424,0.21331633427828339,0.3576965926763771
0.23702244,0.01426145884068197,0.032916038836342497,0.06213270562200332,0.094667825401015954,0.13032413586067099,0.2133233713041455,0.3577203521496507
0.23707307,0.014316640952715669,0.032924277506655497,0.062083500197028803,0.094706775215824435,0.13033374927790867,0.21333537497516514,0.3577473509131443
0.2371237,0.014376039202442653,0.032936694828570597,0.062037633432715948,0.094741691398856256,0.13035020808341968,0.21335180868849948,0.35777699916595473
0.23717434,0.014438639589035848,0.032954648198294419,0.061995802705107045,0.09477166214720914,0.1303730234003091,0.21337208542875918,0.35780867809160832
0.23722498,0.014503430660855614,0.032978599568908078,0.061958808443401278,0.094796019677913207,0.13040171115056479,0.21339561046881897,0.35784178159998303
0.23727561,0.014569428124001613,0.03300810451919034,0.061927555561173159,0.094814307809773166,0.13043582207032287,0.21342182221523803,0.35787575435891128
0.23732624,0.014635707307653838,0.033041969366437114,0.061903028415199617,0.094826287409153304,0.13047496671552125,0.21345023415487097,0.35791012554342438
